ticker,QSAM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-10-18,-49.0
2011-10-19,143.1373
2011-10-27,40.3226
2011-10-28,0.5747
2011-11-02,0.0
2011-11-03,0.0
2011-11-04,0.0
2011-11-30,-31.4286
2011-12-14,-15.8333
2011-12-15,0.0
2011-12-19,0.0
2011-12-29,-71.2871
2011-12-30,-27.5862
2012-01-10,0.0
2012-01-13,0.0
2012-01-20,0.0
2012-03-16,-61.9048
2012-03-30,0.0
2012-05-15,0.0
2012-05-21,-37.5
2012-05-23,0.0
2012-05-24,140.0
2012-06-05,741.6667
2012-07-16,-88.1188
2012-07-19,741.6667
2012-07-31,0.0
2012-08-07,-76.2376
2012-08-08,-16.6667
2012-08-09,405.0
2012-08-16,-1.9802
2012-08-17,0.0
2012-09-13,0.0
2012-09-14,0.0
2012-09-28,0.0
2012-10-09,0.0
2012-10-10,0.0
2012-10-11,0.0
2012-10-22,0.0
2012-11-07,2.0202
2012-11-16,-0.9901
2012-11-29,0.0
2012-12-06,0.0
2012-12-10,0.0
2012-12-12,0.0
2012-12-13,0.0
2012-12-18,-69.0
2012-12-19,222.5806
2012-12-27,-68.0
2012-12-28,212.5
2013-01-22,-1.0
2013-02-01,0.0
2013-04-02,1.0101
2013-04-03,-52.5
2013-04-09,-30.5263
2013-04-10,0.0
2013-05-02,-1.5152
2013-05-17,93.8462
2013-05-21,0.0
2013-07-08,-48.4127
2013-07-09,53.8462
2013-07-11,200.0
2013-07-23,-64.0
2013-07-24,0.0
2013-07-29,-7.8704
2013-07-30,0.0
2013-08-01,0.5025
2013-08-13,-35.0
2013-08-20,0.0
2013-08-21,7.8462
2013-09-04,42.6534
2013-09-10,-29.0
2013-09-11,0.0
2013-09-12,12.6761
2013-09-13,-11.25
2013-09-18,9.8592
2013-09-19,-15.5128
2013-09-20,0.0
2013-09-23,0.0
2013-09-25,0.0
2013-09-26,0.0
2013-10-01,7.739
2013-10-10,-7.1831
2013-10-11,0.0
2013-10-15,-8.953
2013-10-18,9.8333
2013-10-23,-8.953
2013-10-24,0.0
2013-11-21,-8.3333
2013-11-25,-7.2727
2013-11-29,-1.9607999999999999
2013-12-04,-14.0
2013-12-09,-2.3256
2013-12-11,-4.7619
2013-12-12,5.0
2013-12-26,-4.7619
2013-12-30,-2.5
2013-12-31,-10.2564
2014-01-02,0.0
2014-01-16,0.0
2014-01-17,0.0
2014-01-21,14.2857
2014-03-14,-7.5
2014-04-09,-18.9189
2014-05-01,0.0
