ticker,VNCE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-11-22,43.3
2013-11-25,-3.1752
2013-11-26,4.5045
2013-11-27,2.4138
2013-11-29,-1.4478
2013-12-02,-0.3075
2013-12-03,0.5483
2013-12-04,-0.6476
2013-12-05,0.789
2013-12-06,-0.953
2013-12-09,4.5361
2013-12-10,1.8409
2013-12-11,1.8399
2013-12-12,-1.2361
2013-12-13,2.1823
2013-12-16,-0.5339
2013-12-17,-2.7471
2013-12-18,-1.1688
2013-12-19,-1.4455
2013-12-20,1.8
2013-12-23,-1.8336999999999999
2013-12-24,-2.2015000000000002
2013-12-26,0.1705
2013-12-27,0.1021
2013-12-30,2.6189999999999998
2013-12-31,1.6573
2014-01-02,-2.3476
2014-01-03,-2.1035
2014-01-06,-4.6726
2014-01-07,-2.6475999999999997
2014-01-08,-0.6248
2014-01-09,-4.253
2014-01-10,2.781
2014-01-13,-3.1943
2014-01-14,1.7469000000000001
2014-01-15,-2.9378
2014-01-16,-4.717
2014-01-17,2.599
2014-01-21,-3.659
2014-01-22,1.2104
2014-01-23,0.701
2014-01-24,-1.5971
2014-01-27,0.4578
2014-01-28,0.6628
2014-01-29,-3.0453
2014-01-30,0.6367
2014-01-31,-1.4762
2014-02-03,0.9846
2014-02-04,-1.5685
2014-02-05,0.9905
2014-02-06,-1.1514
2014-02-07,1.1648
2014-02-10,0.0426
2014-02-11,2.6002
2014-02-12,3.8637
2014-02-13,3.68
2014-02-14,-2.1605
2014-02-18,1.8927
2014-02-19,-1.4319
2014-02-20,2.5913
2014-02-21,-0.8037
2014-02-24,0.5787
2014-02-25,1.6494
2014-02-26,3.8113
2014-02-27,-0.5816
2014-02-28,-1.2797
2014-03-03,-2.6296
2014-03-04,1.4074
2014-03-05,0.9752
2014-03-06,-3.1204
2014-03-07,1.5721
2014-03-10,0.6795
2014-03-11,1.1623999999999999
2014-03-12,1.3714
2014-03-13,-0.4753
2014-03-14,-0.6245
2014-03-17,1.0351
2014-03-18,-0.2561
2014-03-19,0.0
2014-03-20,-2.3111
2014-03-21,-6.7968
2014-03-24,-0.4835
2014-03-25,-1.5789
2014-03-26,-3.8256
2014-03-27,1.6253
2014-03-28,8.1229
2014-03-31,2.608
2014-04-01,2.5038
2014-04-02,-2.7387
2014-04-03,-2.5875
2014-04-04,-0.4297
2014-04-07,-1.02
2014-04-08,-0.7134
2014-04-09,1.0379
2014-04-10,-1.3433
2014-04-11,-1.4417
2014-04-14,0.447
2014-04-15,2.6699
