ticker,TWOU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-03-28,7.5385
2014-03-31,-2.3605
2014-04-01,3.0037
2014-04-02,11.0242
2014-04-03,-9.353
2014-04-04,-7.7032
2014-04-07,-0.536
2014-04-08,0.154
2014-04-09,-0.3075
2014-04-10,0.8481
2014-04-11,-1.0703
2014-04-14,-0.6955
2014-04-15,-1.9455
2014-04-16,-0.6349
2014-04-17,4.3131
2014-04-21,0.3063
2014-04-22,8.1679
2014-04-23,1.5878999999999999
2014-04-24,2.1188
2014-04-25,1.0884
2014-04-28,1.0767
2014-04-29,-0.2663
2014-04-30,-0.4005
2014-05-01,2.815
2014-05-02,-1.043
2014-05-05,-0.1976
2014-05-06,-1.9802
2014-05-07,-15.8249
2014-05-08,-3.2800000000000002
2014-05-09,-9.5947
2014-05-12,-1.4639
2014-05-13,23.9554
2014-05-14,2.3970000000000002
2014-05-15,-1.5362
2014-05-16,0.2972
2014-05-19,0.3704
2014-05-20,-1.107
2014-05-21,1.3433
2014-05-22,-1.7673
2014-05-23,-0.4498
2014-05-27,2.6355
2014-05-28,-0.2935
2014-05-29,4.7829
2014-05-30,1.4045
2014-06-02,1.3158
2014-06-03,-5.3315
2014-06-04,-4.6931
2014-06-05,3.9394
2014-06-06,2.3324
2014-06-09,-2.3504
2014-06-10,-3.7564
2014-06-11,6.7829
2014-06-12,-0.9226
2014-06-13,0.3582
2014-06-16,-0.4283
2014-06-17,4.7312
2014-06-18,-0.3422
2014-06-19,1.5796999999999999
2014-06-20,3.7862999999999998
2014-06-23,8.2736
2014-06-24,-0.0602
2014-06-25,0.1806
2014-06-26,-1.0817
2014-06-27,-6.0146
2014-06-30,8.6619
2014-07-01,-4.3427
2014-07-02,3.5448
2014-07-03,-0.3003
2014-07-07,-5.7831
2014-07-08,-5.5626999999999995
2014-07-09,-4.3331
2014-07-10,1.2739
2014-07-11,0.9783
2014-07-14,0.346
2014-07-15,-2.5517
2014-07-16,-1.2031
2014-07-17,-3.2951
2014-07-18,0.0
2014-07-21,-1.3333
2014-07-22,2.4775
2014-07-23,0.5128
2014-07-24,-1.1662
2014-07-25,5.9735
2014-07-28,-0.6263
2014-07-29,0.6303
2014-07-30,0.2784
2014-07-31,-2.4289
2014-08-01,-2.4893
2014-08-04,0.8023
2014-08-05,-1.3025
2014-08-06,4.1789
2014-08-07,16.3969
2014-08-08,3.2648
2014-08-11,-1.5222
2014-08-12,-2.8537
2014-08-13,2.8764
2014-08-14,7.3171
