ticker,MEGH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,50.0
2000-01-05,33.3333
2000-01-11,-25.0
2000-01-13,0.0
2000-01-18,6.6667
2000-01-20,-6.25
2000-01-21,0.0
2000-01-24,33.3333
2000-01-31,-25.0
2000-02-04,20.0
2000-02-07,-44.4444
2000-02-08,50.0
2000-02-09,-26.6667
2000-02-10,-9.0909
2000-02-11,-90.0
2000-02-14,9900.0
2000-02-15,-91.0
2000-02-18,233.3333
2000-02-22,0.0
2000-02-25,-66.6667
2000-02-28,-80.0
2000-03-16,12400.0
2000-03-17,-96.8
2000-03-21,681.25
2000-03-31,-98.4
2000-04-10,1462.5
2000-04-13,-93.6
2000-04-19,4900.0
2000-04-20,-80.0
2000-05-25,212.5
2000-06-01,-68.0
2000-06-07,-80.0
2000-06-12,300.0
2000-06-13,275.0
2000-06-23,-73.3333
2000-06-27,0.0
2000-07-06,-87.5
2000-07-10,1400.0
2000-07-12,-86.6667
2000-08-01,0.0
2000-08-15,-50.0
2000-09-07,1900.0
2000-09-12,-95.0
2000-09-20,700.0
2000-09-22,-87.5
2000-10-10,0.0
2000-10-11,0.0
2000-10-12,0.0
2000-10-18,0.0
2000-11-17,0.0
2000-12-06,700.0
2000-12-07,-98.4375
2000-12-12,0.0
2000-12-22,700.0
2000-12-27,0.0
2000-12-28,0.0
2000-12-29,-87.5
2001-01-03,5100.0
2001-02-27,-84.6154
2001-03-16,-87.5
2001-03-26,700.0
2001-04-12,0.0
2001-04-19,0.0
2001-04-30,0.0
2001-05-04,900.0
2001-05-14,-35.0
2001-06-04,-84.6154
2001-06-14,550.0
2001-06-22,0.0
2001-08-03,0.0
2001-08-20,-84.6154
2001-08-29,0.0
2001-11-26,-87.5
2001-11-28,1500.0
2001-12-07,-93.75
2001-12-21,0.0
2001-12-27,700.0
2001-12-28,0.0
2001-12-31,-87.5
2002-04-17,0.0
2002-04-24,0.0
2002-05-15,0.0
2002-07-15,0.0
2002-07-23,0.0
2002-07-29,0.0
2002-07-30,0.0
2002-08-05,0.0
2002-08-07,0.0
2002-10-15,0.0
2002-10-31,0.0
2002-11-13,0.0
2002-11-15,0.0
2002-11-19,0.0
2002-12-10,0.0
2002-12-11,0.0
2002-12-17,0.0
2002-12-18,0.0
2002-12-30,0.0
2003-01-30,0.0
2003-02-20,0.0
2003-04-04,0.0
2003-05-14,0.0
2003-05-15,0.0
2003-06-27,0.0
2003-07-16,0.0
2003-07-18,0.0
2003-07-30,0.0
2003-08-04,0.0
2003-09-10,0.0
2003-09-11,0.0
2003-10-20,0.0
2003-10-23,0.0
2003-11-17,0.0
2003-12-01,0.0
2003-12-24,0.0
2003-12-29,0.0
2004-01-23,0.0
2004-03-10,0.0
2004-03-19,0.0
2004-03-22,0.0
2004-03-25,0.0
2004-04-05,0.0
2004-06-23,0.0
2004-08-03,0.0
2004-09-29,0.0
2004-10-11,0.0
2005-01-25,0.0
2005-03-01,0.0
2005-03-03,0.0
2005-03-10,0.0
2005-05-27,0.0
2005-06-29,0.0
2005-10-25,0.0
2006-07-13,0.0
2007-03-30,700.0
2007-07-26,-87.5
2007-09-24,0.0
2007-10-23,0.0
2008-01-07,0.0
2013-10-28,0.0
2015-09-28,0.0
2015-10-13,-99.2
2017-03-10,12400.0
2017-03-30,0.0
2017-06-23,-20.0
2017-07-12,-99.0
2017-08-28,0.0
2017-09-14,9900.0
2017-09-26,-99.0
2017-11-02,0.0
2017-12-12,0.0
2017-12-19,0.0
2018-02-28,0.0
2018-11-20,900.0
2018-11-30,-90.0
2019-04-15,900.0
2019-05-15,0.0
2019-06-07,-90.0
2019-06-24,0.0
2019-07-16,900.0
2019-09-17,-90.0
2019-10-25,0.0
2019-11-06,400.0
2019-12-06,1900.0001
2020-01-07,-99.0
2020-01-17,100.0
2020-04-17,1350.0
2020-06-25,-96.5517
2020-07-01,349900.0009
2020-07-02,-42.8571
2020-07-07,0.0
2020-07-13,-40.0
2020-07-16,16.6667
2020-07-17,0.0
