ticker,PIHN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-08-27,400.0
2007-08-28,0.0
2007-09-11,20.0
2007-11-02,-33.3333
2007-11-08,-25.0
2007-11-13,-66.6667
2007-11-14,0.0
2007-11-15,20.0
2007-11-19,0.0
2007-11-20,0.0
2007-11-21,0.0
2007-11-26,50.0
2007-11-27,0.0
2007-11-30,0.0
2007-12-03,11.1111
2007-12-04,20.0
2007-12-05,108.3333
2007-12-06,-24.0
2007-12-07,-47.3684
2007-12-10,90.0
2007-12-12,0.0
2007-12-14,-36.8421
2007-12-17,0.0
2007-12-18,8.3333
2007-12-19,0.0
2007-12-20,38.4615
2007-12-26,-16.6667
2007-12-27,-13.3333
2007-12-28,61.5385
2007-12-31,0.0
2008-01-02,-52.381
2008-01-03,50.0
2008-01-04,20.0
2008-01-07,-33.3333
2008-01-10,8.3333
2008-01-11,38.4615
2008-01-14,0.0
2008-01-15,-16.6667
2008-01-17,-46.6667
2008-01-18,0.0
2008-01-22,25.0
2008-01-23,0.0
2008-01-24,0.0
2008-01-25,0.0
2008-01-28,-10.0
2008-01-29,-11.1111
2008-01-30,0.0
2008-01-31,-12.5
2008-02-01,14.2857
2008-02-04,0.0
2008-02-05,-12.5
2008-02-06,0.0
2008-02-07,0.0
2008-02-12,-14.2857
2008-02-13,0.0
2008-02-15,0.0
2008-02-19,66.6667
2008-02-20,-20.0
2008-02-21,-12.5
2008-02-22,0.0
2008-02-25,0.0
2008-02-26,-14.2857
2008-02-27,0.0
2008-02-28,0.0
2008-03-04,0.0
2008-03-06,-16.6667
2008-03-07,-20.0
2008-03-10,50.0
2008-03-11,0.0
2008-03-12,0.0
2008-03-19,-16.6667
2008-03-24,0.0
2008-03-25,-40.0
2008-03-26,116.6667
2008-03-27,-7.6923
2008-03-28,0.0
2008-04-01,0.0
2008-04-02,-8.3333
2008-04-03,0.0
2008-04-04,0.0
2008-04-07,0.0
2008-04-08,-18.1818
2008-04-10,-11.1111
2008-04-11,0.0
2008-04-14,-12.5
2008-04-15,0.0
2008-04-16,-14.2857
2008-04-17,-16.6667
2008-04-18,0.0
2008-04-21,-20.0
2008-04-22,50.0
2008-04-23,-33.3333
2008-04-24,0.0
2008-04-28,0.0
2008-04-29,0.0
2008-04-30,0.0
2008-05-05,0.0
2008-05-07,-25.0
2008-05-09,0.0
2008-05-15,66.6667
2008-05-16,0.0
2008-05-21,-20.0
2008-05-22,-25.0
2008-05-27,-13.3333
2008-05-30,-23.0769
2008-06-02,10.0
