ticker,HGEN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-01-31,0.0
2013-02-01,0.0
2013-02-04,-0.625
2013-02-05,-2.7673
2013-02-06,0.2587
2013-02-07,0.129
2013-02-08,-3.3505
2013-02-11,1.6
2013-02-12,-4.5931999999999995
2013-02-13,-0.2751
2013-02-14,1.7931
2013-02-15,-2.439
2013-02-19,0.1389
2013-02-20,1.2483
2013-02-21,-2.4657999999999998
2013-02-22,0.0
2013-02-25,-0.8427
2013-02-26,-2.4079
2013-02-27,-2.1771
2013-02-28,-2.0772
2013-03-01,-0.4545
2013-03-04,-1.0654
2013-03-05,1.3846
2013-03-06,-2.8832
2013-03-07,2.8125
2013-03-08,-0.7599
2013-03-11,-0.6126
2013-03-12,-0.7704
2013-03-13,-0.3106
2013-03-14,-0.3115
2013-03-15,-0.625
2013-03-18,-2.673
2013-03-19,-2.4233000000000002
2013-03-20,1.3245
2013-03-21,1.9607999999999999
2013-03-22,0.9615
2013-03-25,-3.1746
2013-03-26,0.0
2013-03-27,1.1475
2013-03-28,-2.7553
2013-04-01,0.8333
2013-04-02,0.4959
2013-04-03,-1.3158
2013-04-04,0.0
2013-04-05,-1.1667
2013-04-08,1.1804000000000001
2013-04-09,0.0
2013-04-10,4.1667
2013-04-11,-4.48
2013-04-12,-0.8375
2013-04-15,2.5338000000000003
2013-04-16,-0.3295
2013-04-17,-2.1488
2013-04-18,-1.0135
2013-04-19,1.8771
2013-04-22,4.1876
2013-04-23,-0.4823
2013-04-24,-3.3926
2013-04-25,0.5017
2013-04-26,-0.1664
2013-04-29,-0.6667
2013-04-30,0.6711
2013-05-01,-1.3333
2013-05-02,1.3514
2013-05-03,1.6667
2013-05-06,-1.6393
2013-05-07,-0.6667
2013-05-08,-1.1745
2013-05-09,-2.2071
2013-05-10,-2.6042
2013-05-13,-0.1783
2013-05-14,-0.1786
2013-05-15,5.5456
2013-05-16,2.8814
2013-05-17,-4.1186
2013-05-20,-0.3436
2013-05-21,0.8621
2013-05-22,-2.0513
2013-05-23,-0.6981
2013-05-24,2.8120000000000003
2013-05-28,0.6838
2013-05-29,-3.7351
2013-05-30,0.1764
2013-05-31,-0.3521
2013-06-03,-1.2367
2013-06-04,-0.5367
2013-06-05,-2.1583
2013-06-06,-5.3309
2013-06-07,-1.7476
2013-06-10,-0.1976
2013-06-11,-3.1683
2013-06-12,0.2045
2013-06-13,2.6531000000000002
2013-06-14,-0.1988
2013-06-17,-0.7968
2013-06-18,2.008
