ticker,INSE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-12-12,0.0
2014-12-15,0.3161
2014-12-16,0.3151
2014-12-18,0.0
2014-12-24,-0.1047
2015-01-27,0.2096
2015-01-28,-0.4184
2015-01-30,-0.4202
2015-02-02,0.211
2015-02-03,0.0
2015-02-11,0.0
2015-02-20,0.0
2015-02-24,0.0
2015-02-25,-0.0039
2015-03-02,-0.1013
2015-03-03,0.4215
2015-03-05,0.0
2015-03-06,-0.4197
2015-03-09,0.1054
2015-03-17,0.2105
2015-03-20,0.3151
2015-03-23,-0.1047
2015-03-26,0.3145
2015-03-30,-0.1045
2015-04-01,0.1046
2015-04-02,0.209
2015-04-08,0.0
2015-04-13,0.2086
2015-04-23,0.2081
2015-04-24,0.0
2015-04-30,0.2064
2015-05-01,0.0013
2015-05-04,-0.1036
2015-05-05,0.0
2015-05-06,0.0
2015-05-07,-0.5187
2015-05-08,0.1043
2015-05-26,0.0
2015-05-27,0.2083
2015-05-28,0.0
2015-06-01,0.0
2015-06-03,0.104
2015-06-04,0.5192
2015-06-05,-0.5165
2015-06-09,0.5179
2015-06-15,-0.4655
2015-06-16,0.3652
2015-06-19,0.0
2015-06-22,-0.1034
2015-06-23,0.1035
2015-06-24,-0.3102
2015-06-25,0.3008
2015-07-02,-0.0931
2015-07-15,0.0013
2015-07-16,0.0155
2015-07-20,-0.0155
2015-07-24,0.0298
2015-08-13,0.0724
2015-08-18,-0.1034
2015-08-20,0.0
2015-08-24,0.0
2015-08-25,0.1035
2015-08-27,0.2068
2015-09-08,-0.1032
2015-09-10,-0.2066
2015-09-11,0.0
2015-09-18,0.3106
2015-09-24,-0.4128
2015-09-25,0.5181
2015-09-28,-0.5155
2015-09-30,0.5181
2015-10-01,-0.4124
2015-10-05,0.3106
2015-10-07,0.4128
2015-10-08,-0.3083
2015-10-09,0.0
2015-10-12,3.0928
2015-10-13,-1.1013
2015-10-26,-1.4143
2015-10-27,0.7179
2015-10-28,0.0
2015-11-09,-1.4257
2015-11-10,1.4463
2015-11-11,0.0
2015-11-18,0.0
2015-12-08,-1.4257
2015-12-15,0.2066
2015-12-18,0.5142
2015-12-21,-0.5321
2015-12-22,-0.1856
2015-12-28,1.2384
2015-12-30,-0.8151
2016-01-08,0.1029
2016-01-12,-0.2043
2016-01-13,-0.103
2016-01-14,0.2049
2016-01-15,0.0013
2016-01-19,-0.1042
2016-01-20,0.0
2016-01-25,0.0
2016-01-27,0.0013
2016-01-28,0.2047
2016-01-29,0.0
