ticker,FIGR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-02-04,5.9507
2002-02-13,30.137
2007-05-08,120.5633
2007-05-14,4.9231
2008-01-09,-6.0321
2008-02-11,20.9677
2008-02-28,-6.6667
2008-02-29,2.8571
2008-10-17,-6.1972
2008-11-20,0.0
2008-12-03,4.5045
2009-01-26,-11.8594
2009-01-29,4.9834
2009-02-17,-1.8987
2009-02-20,-8.0645
2009-02-27,-7.0175
2009-03-04,-20.3774
2009-03-05,20.8531
2009-03-06,-11.3725
2009-03-09,13.2743
2009-04-29,21.0938
2009-07-21,-2.263
2009-09-01,4.0268
2009-10-27,1.6129
2009-10-29,3.1746
2010-01-08,5.3128
2010-02-22,4.4776
2010-05-11,0.0
2010-06-01,2.8571
2010-07-06,-6.9374
2010-07-22,0.0
2011-02-14,2.1988
2011-04-05,-3.0303
2011-04-13,0.0
2011-06-09,9.375
2011-08-11,-5.6056
2011-10-31,1.5385
2012-05-29,8.4599
2012-06-28,-1.1915
2012-07-02,4.4118
2012-07-16,9.8592
2013-06-20,1.0101
2013-06-27,0.0
2013-07-25,5.2632
2013-10-14,-2.5
2013-10-17,2.3077
2013-11-14,0.2506
2013-11-21,0.0
2013-11-25,0.0
2013-12-10,0.0
2013-12-17,0.0
2013-12-27,-0.051
2014-01-24,0.0
2014-02-04,-0.7653
2014-02-19,0.0
2014-03-03,0.0
2014-03-13,0.0
2014-04-03,2.5707
2014-04-24,0.2506
2014-05-16,0.0
2014-05-23,1.25
2014-07-11,-1.9066999999999998
2014-07-23,6.1381
2014-07-30,0.0
2014-09-05,0.0
2014-10-03,7.4699
2014-10-07,-5.8296
2014-10-27,2.3810000000000002
2014-12-03,0.0
2015-02-05,1.9199000000000002
2015-09-17,3.3745
2015-12-28,3.1169000000000002
2016-02-16,-2.2727
2016-04-26,2.3256
2016-07-26,3.9261
2017-01-25,1.9483000000000001
2017-08-04,-3.9981999999999998
2017-11-20,0.7059
2018-08-21,33.6898
2018-08-28,0.0
2018-09-24,1.8182
2019-01-28,-0.118
2019-03-21,9.0909
2019-03-26,-21.6667
2019-04-04,0.2128
2019-05-30,16.7728
2019-06-05,9.0909
2019-06-07,0.0
2019-06-11,0.0
2019-08-07,-0.3294
2019-09-18,-0.8475
2019-12-20,-6.1359
2019-12-31,1.8519
2020-01-07,-3.6364
2020-01-14,0.0
2020-02-19,0.0
2020-02-26,0.3774
2020-03-30,-0.3759
2020-06-19,2.569
2020-06-24,0.0
2020-07-06,-6.5421
