ticker,VMNT US Equity
2017-02-13,-1.8868
2017-02-14,-3.8462
2017-02-15,-4.0
2017-02-16,-11.6667
2017-02-17,-5.6604
2017-02-22,-5.0
2017-02-24,9.8026
2017-02-27,-18.5141
2017-02-28,0.0
2017-03-01,-19.5588
2017-03-02,5.3016
2017-03-03,4.0799
2017-03-06,-19.9333
2017-03-07,0.0
2017-03-08,25.0
2017-03-09,0.0
2017-03-10,-36.6667
2017-03-13,22.1053
2017-03-14,3.4483
2017-03-15,0.3125
2017-03-16,0.0
2017-03-17,-11.6303
2017-03-21,59.812
2017-03-22,-35.2941
2017-03-28,54.2045
2017-03-29,-20.339
2017-03-30,-10.4533
2017-03-31,-7.9545
2017-04-03,5.8361
2017-04-04,1.8028
2017-04-05,0.5208
2017-04-07,9.6891
2017-04-10,14.8323
2017-04-11,-7.0753
2017-04-12,-6.5073
2017-04-17,6.0606
2017-04-19,-7.1429
2017-04-21,21.5385
2017-04-24,-17.6028
2017-04-25,-6.7691
2017-04-26,7.1061
2017-04-27,4.7115
2017-04-28,5.1423
2017-05-01,-15.4585
2017-05-02,13.3264
2017-05-03,-5.0593
2017-05-04,-0.7201
2017-05-05,7.0116
2017-05-08,-13.9629
2017-05-09,0.8403
2017-05-10,-5.8333
2017-05-12,14.9336
2017-05-15,-18.3831
2017-05-16,5.1887
2017-05-19,-8.1839
2017-05-22,-20.2686
2017-05-23,3.8285
2017-05-24,20.944
2017-05-25,-17.0732
2017-05-26,0.0
2017-05-31,17.7941
2017-06-01,16.8539
2017-06-05,-8.7073
2017-06-07,-6.378
2017-06-09,-0.1
2017-06-15,-19.9199
2017-06-19,12.9837
2017-06-20,-42.2483
2017-06-21,63.6015
2017-06-22,-29.7424
2017-06-23,-12.8667
2017-06-26,14.7666
2017-06-27,33.3333
2017-06-28,0.0
2017-06-29,25.25
2017-06-30,-6.5369
2017-07-03,7.8484
2017-07-05,8.9109
2017-07-06,3.2727
2017-07-07,-0.088
2017-07-10,1.3216
2017-07-11,30.4348
2017-07-12,-49.0
2017-07-13,1.9607999999999999
2017-07-14,26.9231
2017-07-18,-7.7778
2017-07-19,-7.8072
2017-07-20,18.2103
2017-07-26,-21.608
2017-07-27,-8.9744
2017-08-01,40.1408
2017-08-02,-18.8442
2017-08-03,-7.1207
2017-08-04,7.6667
2017-08-07,-7.1207
2017-08-08,0.0
2017-08-09,6.6667
2017-08-11,0.0
2017-08-14,-33.75
2017-08-16,25.0943
2017-08-17,5.5807
2017-08-21,-13.5714
2017-08-25,14.0496
2017-08-28,0.0
2017-09-06,1.4493
2017-09-07,-17.0
2017-09-12,-20.740099999999998
2017-09-13,28.1216
2017-09-14,0.0
2017-09-19,18.6441
2017-09-21,-4.0714
2017-09-25,0.0
2017-09-28,-30.901
2017-10-03,1.278
2017-10-05,6.3988
2017-10-06,0.0
2017-10-10,-30.0
2017-10-11,100.0
2017-10-12,-14.2857
2017-10-13,15.3333
2017-10-16,5.2312
2017-10-17,-16.2318
2017-10-23,1.6393
2017-10-24,44.6935
2017-10-25,-19.7414
2017-10-26,-2.7778
2017-11-02,28.5714
2017-11-03,11.1111
2017-11-06,0.0
2017-11-07,-2.0
2017-11-08,-14.2857
2017-11-09,-8.8095
2017-11-10,16.188
2017-11-14,1.1236
2017-11-15,11.1111
2017-11-16,10.0
2017-11-17,-27.2727
2017-11-20,0.0
2017-11-21,0.125
2017-11-22,0.1248
2017-11-24,42.1446
2017-11-27,5.2632
2017-11-28,16.5833
2017-11-29,7.148
2017-11-30,-3.3356
2017-12-01,0.069
2017-12-04,3.3793
2017-12-05,20.0801
2017-12-06,50.0
2017-12-07,3.7037
2017-12-08,-7.1429
2017-12-11,-12.3077
2017-12-12,7.4561
2017-12-13,-14.2857
2017-12-14,-4.7619
2017-12-15,9.95
2017-12-18,-9.0496
2017-12-19,45.0
2017-12-20,-10.3448
2017-12-21,-7.6923
2017-12-22,-20.8333
2017-12-26,4.7368
2017-12-27,17.0854
2017-12-28,-27.0386
2017-12-29,34.1176
2018-01-02,-21.0526
2018-01-03,15.0056
2018-01-04,5.792
2018-01-05,-19.8626
2018-01-08,8.2615
2018-01-09,5.2632
2018-01-10,4.95
2018-01-11,-14.2449
2018-01-12,1.8944
2018-01-16,11.7714
2018-01-17,-7.3171
2018-01-18,-10.526299999999999
2018-01-19,5.8824
2018-01-22,-0.0556
2018-01-23,-5.5309
2018-01-24,5.8547
2018-01-25,0.0556
2018-01-26,1.0
2018-01-29,0.0
2018-01-30,0.0
2018-01-31,-11.0011
2018-02-01,8.1582
2018-02-02,10.857099999999999
2018-02-06,-7.3196
2018-02-07,0.0
2018-02-08,0.0556
2018-02-09,-3.2796
2018-02-13,2.8736
2018-02-14,-0.5587
2018-02-15,-0.0562
2018-02-16,9.7808
2018-02-20,-22.171
2018-02-21,31.5789
2018-02-22,-1.0
2018-02-26,-9.0909
2018-02-27,17.2222
2018-02-28,-0.9479
2018-03-01,-23.445
2018-03-02,8.75
2018-03-05,12.069
2018-03-06,12.8205
2018-03-07,-9.0909
2018-03-08,0.0
2018-03-09,0.0
2018-03-12,4.45
2018-03-13,-13.8344
2018-03-14,-2.7778
2018-03-15,17.1429
2018-03-16,1.9512
2018-03-19,-20.5742
2018-03-20,22.5904
2018-03-21,-14.9877
2018-03-23,15.8728
2018-03-26,-1.2272
2018-03-27,-24.2424
2018-03-28,0.0
2018-03-29,13.3333
2018-04-02,-0.4118
2018-04-03,-5.4932
2018-04-04,0.0
2018-04-05,6.25
2018-04-06,0.0
2018-04-10,17.0588
2018-04-11,-24.5729
2018-04-12,32.5783
2018-04-13,0.0
2018-04-16,-0.5025
2018-04-17,0.5051
2018-04-18,5.4774
2018-04-19,-7.575
2018-04-20,2.8350999999999997
2018-04-23,-3.3083
2018-04-24,0.8294
2018-04-25,2.3136
2018-04-26,4.9749
2018-04-27,0.5266
2018-04-30,-2.3810000000000002
2018-05-01,2.439
2018-05-02,-4.7619
2018-05-03,2.45
2018-05-04,-2.3914
2018-05-07,-19.4
2018-05-08,3.0397
2018-05-09,20.3492
2018-05-10,-2.4512
2018-05-11,2.0
2018-05-14,0.0503
2018-05-15,0.0
2018-05-17,-12.8141
2018-05-18,14.121
2018-05-21,0.0
2018-05-22,0.0
2018-05-23,-4.0909
2018-05-24,2.633
2018-05-29,-0.0513
2018-06-04,-3.4394
2018-06-05,2.0734
2018-06-07,-12.2917
2018-06-08,12.8266
2018-06-13,0.0
2018-06-14,0.0
2018-06-21,0.0
2018-06-22,0.0
2018-06-25,0.0
2018-06-27,-5.2632
2018-06-29,-16.6111
2018-07-02,19.9201
2018-07-05,-0.0556
2018-07-09,0.0556
2018-07-10,-0.0556
2018-07-11,0.0
2018-07-13,-5.5031
2018-07-16,-0.0588
2018-07-17,0.0
2018-07-23,-11.7716
2018-07-24,0.0667
2018-07-25,-3.3333
2018-07-26,13.7931
2018-08-02,-25.3939
2018-08-03,29.8944
2018-08-06,-0.813
2018-08-07,0.1892
2018-08-09,0.0
2018-08-13,-11.8943
2018-08-14,13.5
2018-08-16,-15.0409
2018-08-17,17.7037
2018-08-21,-0.0629
2018-08-23,-0.063
2018-08-24,0.063
2018-08-27,-21.2217
2018-08-28,26.299
2018-08-29,-20.7595
2018-08-30,26.1182
2018-08-31,-23.9392
2018-09-04,31.3905
2018-09-06,-0.1267
2018-09-10,-6.3452
2018-09-11,-25.4743
2018-09-12,9.0909
2018-09-13,8.3333
2018-09-14,-0.1538
2018-09-19,0.0
2018-09-21,-3.698
2018-09-24,-0.08
2018-09-26,0.0
2018-09-27,0.0
2018-10-01,0.0
2018-10-03,-4.0032
2018-10-05,0.0834
2018-10-08,4.1667
2018-10-10,-4.0
2018-10-12,-0.0833
2018-10-15,0.0
2018-10-17,0.0
2018-10-19,0.0
2018-10-22,0.0
2018-10-24,-30.7756
2018-10-25,44.4578
2018-10-26,-0.0834
2018-10-30,-4.5075
2018-10-31,-27.4476
2018-11-01,37.8313
2018-11-07,-27.4476
2018-11-08,0.0
2018-11-13,0.0
2018-11-14,0.0
2018-11-15,0.0
2018-11-16,0.0
2018-11-19,0.0
2018-11-20,-3.6145
2018-11-26,3.75
2018-11-27,-27.7108
2018-11-28,38.3333
2018-11-30,0.0
2018-12-03,-1.3855
2018-12-11,-51.1301
2018-12-13,-17.5
2018-12-14,51.5152
2018-12-18,-49.8
2018-12-20,0.3984
2018-12-24,-0.3968
2018-12-28,59.3625
2018-12-31,0.0
2019-01-07,0.0
2019-01-08,25.0
2019-01-09,0.0
2019-01-15,0.0
2019-01-17,0.0
2019-01-28,-0.4
2019-01-29,-19.6787
2019-01-31,0.0
2019-02-01,0.0
2019-02-06,2.5
2019-02-07,0.0
2019-02-12,0.0
2019-02-14,21.9512
2019-02-19,-18.0
2019-02-26,-21.7073
2019-02-28,80.6854
2019-03-01,-37.681
2019-03-06,-3.1678
2019-03-08,125.4286
2019-03-11,-1.6477
2019-03-12,-54.8969
2019-03-26,0.0
2019-04-03,0.0
2019-04-04,0.0
2019-04-10,0.0
2019-04-12,0.0
2019-04-22,0.0
2019-04-24,5.7143
2019-04-26,35.1351
2019-04-30,-20.0
2019-05-02,2.5
2019-05-03,0.0
2019-05-06,-14.6341
2019-05-10,14.2857
2019-05-13,0.0
2019-05-14,2.5
2019-05-21,21.9512
2019-05-22,-18.0
2019-06-13,0.0
2019-06-14,-70.7317
2019-06-18,306.6667
2019-06-19,-1.8443
2019-06-28,-37.3695
2019-07-03,0.0
2019-07-12,59.3333
2019-07-15,-47.6987
2019-07-24,-20.0
2019-08-07,0.0
2019-08-09,-12.0
2019-08-12,-0.5682
2019-08-27,144.5714
2019-08-28,-53.271
2019-08-29,0.0
2019-08-30,0.0
2019-09-03,139.0
2019-09-09,-58.159
2019-09-11,0.0
2019-09-23,0.5
2019-10-04,20.0249
2019-10-11,-17.0984
2019-10-17,0.0
2019-10-18,0.0
2019-10-29,0.0
2019-11-18,0.0
2019-11-21,-29.5
2019-11-27,0.0
2019-12-04,0.0
2019-12-16,6.383
2019-12-17,7.3333
2019-12-18,-6.8323
2019-12-19,0.0
2019-12-26,0.0
2019-12-30,-26.0
2019-12-31,17.1171
2020-01-06,0.0
2020-01-17,0.0
2020-01-29,0.0
2020-02-05,0.0
2020-02-07,0.0
2020-02-25,0.0
2020-02-27,0.7692
2020-03-02,-0.7634
2020-03-06,0.0
2020-03-09,0.0
2020-03-10,0.0
2020-03-11,0.0
2020-03-12,0.0
2020-03-13,-3.8462
2020-03-16,0.0
2020-03-26,0.0
2020-04-02,-32.0
2020-04-03,47.0588
2020-04-22,-56.0
2020-04-24,0.0
2020-04-28,0.0
2020-04-29,0.0
2020-05-12,0.9091
2020-05-26,-0.9009
2020-05-27,27.2727
2020-05-29,-18.5714
2020-06-01,119.2982
2020-06-02,-52.0
2020-06-03,108.3333
2020-06-04,4.0
2020-06-11,-39.2308
2020-06-15,58.2278
2020-06-24,0.0
2020-06-25,0.0
2020-07-01,100.0
2020-07-02,4.0
2020-07-06,30.0
2020-07-07,-11.642
2020-07-08,-9.5932
2020-07-09,85.1852
2020-07-10,-3.4
2020-07-13,-6.5217
2020-07-14,-6.9767
2020-07-15,15.0
2020-07-16,3.5197000000000003
2020-07-17,-0.2
2020-07-20,0.2004
2020-07-21,14.0
2020-07-22,153.3333
2020-07-23,-13.4349
2020-07-24,-3.12
2020-07-27,12.3039
2020-07-28,26.4706
2020-07-29,-12.7907
2020-07-30,13.0
2020-07-31,-4.8673
