ticker,SNBP US Equity
2017-04-21,-25.641
2017-04-25,20.6897
2017-04-28,21.9714
2017-05-02,0.7262
2017-05-04,-0.4651
2017-05-05,-8.8785
2017-05-08,-23.0769
2017-05-11,40.0
2017-05-12,7.1429
2017-05-15,-11.1111
2017-05-16,-5.0
2017-05-18,5.1414
2017-05-22,-1.3860000000000001
2017-05-23,-13.7056
2017-05-24,-2.9412000000000003
2017-05-25,-13.3333
2017-05-26,0.0
2017-05-30,2.0979
2017-05-31,-2.0548
2017-06-01,-9.0909
2017-06-05,3.8462
2017-06-06,3.7037
2017-06-07,13.5714
2017-06-08,0.0
2017-06-09,-10.0629
2017-06-12,4.8951
2017-06-13,-4.0
2017-06-14,0.6944
2017-06-16,16.5517
2017-06-27,0.0
2017-06-28,0.5917
2017-07-10,-38.2353
2017-07-11,-4.7619
2017-07-12,25.0
2017-07-17,0.0
2017-07-18,0.0
2017-07-19,-16.8
2017-07-20,5.7692
2017-07-26,27.2727
2017-07-27,-26.4286
2017-07-28,5.8252
2017-07-31,5.5046
2017-08-01,0.0
2017-08-03,-8.6957
2017-08-04,32.381
2017-08-08,-13.6691
2017-08-16,-4.1667
2017-08-17,-3.0
2017-08-21,-8.5612
2017-08-22,2.9412000000000003
2017-08-23,-2.8571
2017-08-28,-5.8824
2017-08-30,-21.875
2017-08-31,-9.3333
2017-09-05,-11.7647
2017-09-06,11.6667
2017-09-07,-2.9851
2017-09-08,3.0769
2017-09-11,-14.9254
2017-09-12,75.4386
2017-09-14,5.0
2017-09-15,-40.9524
2017-09-18,61.2903
2017-09-19,0.0
2017-09-20,1.0
2017-09-21,0.0
2017-09-22,-0.9901
2017-09-26,0.0
2017-10-02,0.0
2017-10-03,0.0
2017-10-04,1.0
2017-10-05,8.9109
2017-10-06,-0.9091
2017-10-09,-3.6696999999999997
2017-10-10,3.8095
2017-10-11,22.9358
2017-10-12,11.9403
2017-10-13,8.0
2017-10-16,5.5556
2017-10-17,0.5848
2017-10-18,4.6512
2017-10-19,-3.2889
2017-10-20,0.5285
2017-10-23,3.4286
2017-10-24,-5.5249
2017-10-25,1.9357
2017-10-26,-12.0532
2017-10-30,9.589
2017-10-31,-27.381
2017-11-01,31.1475
2017-11-02,-2.5
2017-11-03,7.6923
2017-11-06,-17.2619
2017-11-07,7.9137
2017-11-09,0.0
2017-11-10,-0.1333
2017-11-13,-3.2043
2017-11-17,-12.069
2017-11-20,9.8039
2017-11-27,0.0
2017-11-29,2.8571
2017-11-30,-1.0417
2017-12-05,-36.8421
2017-12-06,0.0
2017-12-07,33.2222
2017-12-08,-6.1718
2017-12-11,-2.2222
2017-12-12,-0.0909
2017-12-14,9.1902
2017-12-15,0.0
2017-12-18,2.0833
2017-12-19,6.9388
2017-12-20,14.5038
2017-12-22,0.0
2017-12-26,6.6667
2017-12-27,-37.5
2017-12-28,0.0
2017-12-29,0.0
2018-01-02,0.0
2018-01-03,-10.0
2018-01-04,-41.1111
2018-01-05,50.9434
2018-01-08,-12.5
2018-01-09,28.5714
2018-01-10,-27.7778
2018-01-11,0.1538
2018-01-12,-6.298
2018-01-16,-1.6393
2018-01-17,-16.3333
2018-01-18,19.5219
2018-01-22,8.3333
2018-01-24,0.0
2018-01-25,7.6923
2018-01-29,-3.5714
2018-01-30,21.7778
2018-02-05,33.82
2018-02-06,-27.2727
2018-02-08,12.5
2018-02-09,0.0
2018-02-15,8.3333
2018-02-23,-7.6923
2018-02-26,-10.0
2018-03-15,-14.1975
2018-03-16,0.0
2018-03-19,0.7194
2018-03-20,-35.7143
2018-03-21,22.2222
2018-03-22,17.8182
2018-03-29,-7.4074
2018-04-17,-4.1667
2018-04-18,1.7391
2018-04-25,-1.7094
2018-05-04,4.3478
2018-05-07,16.6667
2018-05-11,-12.857099999999999
2018-05-16,14.7541
2018-05-17,7.1429
2018-05-18,0.0
2018-05-22,-5.2
2018-05-23,-1.5471
2018-05-24,0.0
2018-05-29,0.0
2018-06-04,-17.1429
2018-06-06,12.069
2018-06-22,3.8462
2018-07-06,-40.7407
2018-07-09,18.75
2018-07-10,-1.0526
2018-07-19,-3.1915
2018-07-20,0.0
2018-07-24,0.0
2018-08-07,1.0989
2018-08-08,-10.8696
2018-08-13,-3.6585
2018-08-21,1.2658
2018-08-27,0.0
2018-08-30,-11.25
2018-09-12,7.0423
2018-09-13,-7.8947
2018-09-19,15.7143
2018-09-20,11.1111
2018-09-24,0.0
2018-09-25,0.0
2018-09-28,-11.1111
2018-10-01,-6.25
2018-10-04,6.6667
2018-10-10,6.25
2018-10-16,-11.7647
2018-10-23,0.0
2018-10-24,-6.4
2018-10-29,0.0
2018-10-31,13.9601
2018-11-02,0.0
2018-11-07,-6.25
2018-11-14,-10.6667
2018-11-15,19.403
2018-11-16,0.0
2018-11-19,0.0
2018-12-13,-13.75
2018-12-19,44.9275
2018-12-20,-20.0
2018-12-26,-12.5
2019-01-07,0.0
2019-01-09,-41.4286
2019-01-10,58.5366
2019-01-22,0.0
2019-01-28,23.0769
2019-02-04,-18.75
2019-02-07,0.0
2019-02-12,-0.3077
2019-02-13,-15.1235
2019-02-15,16.3636
2019-02-21,1.5625
2019-03-08,-18.4615
2019-03-14,-1.8868
2019-03-15,-3.4615
2019-03-18,5.5777
2019-03-19,1.8868
2019-03-20,11.1111
2019-03-25,0.0
2019-03-26,-16.3333
2019-03-27,17.5299
2019-03-29,-6.7797
2019-04-01,0.0
2019-04-09,9.0909
2019-04-12,4.1667
2019-04-16,-5.6
2019-04-17,8.4746
2019-04-18,-21.875
2019-04-22,18.0
2019-04-23,-14.9153
2019-04-24,-0.3984
2019-04-25,5.0
2019-04-29,-3.8095
2019-04-30,4.5545
2019-05-06,-5.303
2019-05-07,-5.0
2019-05-08,-5.2632
2019-05-09,5.5556
2019-05-10,5.2632
2019-05-13,6.0
2019-05-14,-7.3585
2019-05-16,-0.611
2019-05-17,2.459
2019-05-20,6.0
2019-05-21,11.3208
2019-05-22,-11.0169
2019-05-23,-4.7619
2019-05-28,0.0
2019-05-29,2.0
2019-05-30,0.0
2019-05-31,-1.9607999999999999
2019-06-03,-2.0
2019-06-04,-7.7551
2019-06-10,-0.4425
2019-06-12,8.8889
2019-06-28,-8.1633
2019-07-01,8.8889
2019-07-10,24.4898
2019-07-11,-14.7541
2019-07-18,44.2308
2019-07-19,-6.6667
2019-07-22,14.2857
2019-07-23,12.5
2019-07-25,5.5556
2019-07-26,2.1053
2019-07-29,3.0928
2019-08-01,2.0
2019-08-02,0.0
2019-08-07,1.4706000000000001
2019-08-08,-3.3816
2019-08-13,5.0
2019-08-14,0.0
2019-08-15,-4.5714
2019-08-19,4.7904
2019-08-20,0.0
2019-08-22,-23.8095
2019-08-29,31.25
2019-09-19,-9.5238
2019-09-20,5.2632
2019-10-04,20.0
2019-10-09,16.6667
2019-10-10,0.0
2019-10-28,-16.8571
2019-11-15,-5.4983
2019-11-18,-18.1818
2019-11-19,0.0
2019-11-22,-5.5556
2019-11-25,0.9412
2019-12-06,4.8951
2019-12-17,4.2222
2019-12-19,-21.1087
2019-12-30,13.5135
2020-01-02,13.0952
2020-01-03,4.1053
2020-01-07,-15.0657
2020-01-08,0.0
2020-01-14,7.1429
2020-01-27,11.1111
2020-01-28,4.0
2020-02-03,0.9615
2020-02-14,-2.1905
2020-02-25,-2.2395
2020-02-27,-4.3825
2020-03-02,14.5833
2020-03-09,-12.5455
2020-03-17,9.1476
2020-04-01,0.0
2020-04-13,0.0
2020-04-24,0.0
2020-05-13,2.0
2020-05-19,-2.8945
2020-05-20,0.0
2020-05-29,0.0
2020-06-02,-7.6923
2020-06-04,0.0
2020-06-08,4.1667
2020-06-24,-0.4
2020-07-01,20.4819
2020-07-02,6.6667
2020-07-07,1.5625
2020-07-08,0.0
2020-07-10,15.3846
2020-07-14,33.3333
2020-07-15,-0.1
2020-07-21,-19.9199
2020-07-22,18.75
2020-07-24,-33.6842
