ticker,TEGR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-04-27,48.5149
2005-05-17,16.6667
2005-05-18,-2.8571
2005-05-26,76.4706
2005-06-22,81.755
2005-07-26,60.0
2005-10-18,-70.0
2005-10-24,0.0
2005-10-25,25.0
2005-10-28,34.6667
2005-11-01,23.7624
2005-11-02,-52.0
2005-11-04,75.0
2005-11-07,-3.8095
2005-11-21,-30.6931
2005-11-29,-7.1429
2005-12-06,15.3846
2005-12-08,-53.3333
2005-12-09,14.2857
2005-12-12,0.0
2005-12-13,0.0
2005-12-16,0.0
2005-12-21,12.5
2005-12-22,0.0
2005-12-27,0.0
2006-01-04,13.3333
2006-01-06,7.8431
2006-01-10,0.0
2006-01-11,0.0
2006-01-17,27.2727
2006-01-18,0.0
2006-01-19,21.4286
2006-01-20,5.8824
2006-01-24,-11.1111
2006-01-25,12.5
2006-01-27,-11.1111
2006-01-30,10.0
2006-01-31,-19.3182
2006-02-01,0.0
2006-02-02,12.6761
2006-02-09,31.25
2006-02-13,0.0
2006-02-14,42.8571
2006-02-22,-16.6667
2006-02-28,-19.2
2006-03-07,-55.4455
2006-03-09,0.0
2006-03-10,233.3333
2006-03-13,0.0
2006-03-14,-46.6667
2006-03-15,26.25
2006-03-16,18.8119
2006-03-17,-4.1667
2006-03-20,3.4783
2006-03-21,26.0504
2006-03-22,-20.0
2006-03-29,-16.6667
2006-03-30,20.0
2006-04-05,-19.1667
2006-04-06,23.7113
2006-04-12,0.0
2006-04-17,4.1667
2006-04-19,12.0
2006-04-20,10.7143
2006-04-21,-9.6774
2006-04-24,-3.5714
2006-04-25,-3.7037
2006-04-28,23.0769
2006-05-01,9.375
2006-05-04,-42.2857
2006-05-05,0.0
2006-05-08,-14.8515
2006-05-09,45.3488
2006-05-10,0.0
2006-05-17,-0.8
2006-05-18,0.8065
2006-05-19,0.0
2006-05-25,-8.0
2006-05-26,8.6957
2006-06-14,-84.0
2006-06-15,-5.0
2006-06-16,10.526299999999999
2006-06-19,14.2857
2006-06-20,-8.3333
2006-06-21,-18.1818
2006-06-22,22.2222
2006-06-23,-9.0909
2006-06-26,-20.0
2006-06-27,18.75
2006-06-28,5.2632
2006-06-29,10.0
2006-06-30,-18.1818
2006-07-05,5.5556
2006-07-06,0.0
2006-07-07,5.2632
2006-07-10,5.0
2006-07-11,-4.7619
2006-07-12,0.0
2006-07-17,0.0
2006-07-18,10.0
2006-07-19,4.5455
2006-07-21,-17.3913
2006-07-26,5.2632
2006-07-27,5.0
