ticker,CLPT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-05-22,0.0
2012-05-23,0.0
2012-05-24,0.0
2012-05-25,0.0
2012-05-29,32.0
2012-05-30,6.0606
2012-05-31,-4.7619
2012-06-01,20.0
2012-06-04,-8.3333
2012-06-05,0.0
2012-06-06,22.7273
2012-06-07,-3.7037
2012-06-08,5.7692
2012-06-11,-16.3636
2012-06-12,7.8261
2012-06-13,-11.2903
2012-06-14,-13.6364
2012-06-15,14.7368
2012-06-19,-31.1927
2012-06-20,56.0
2012-06-21,-0.8547
2012-06-22,17.2414
2012-06-25,-1.4706000000000001
2012-06-26,-5.2239
2012-06-27,12.5984
2012-06-28,22.3776
2012-06-29,31.4286
2012-07-02,9.1304
2012-07-03,41.8327
2012-07-05,25.0
2012-07-06,-23.5955
2012-07-09,14.7059
2012-07-10,2.5641
2012-07-11,-8.75
2012-07-12,-6.8493
2012-07-13,2.9412000000000003
2012-07-16,-2.8571
2012-07-17,-6.1765
2012-07-18,-5.9561
2012-07-19,0.0
2012-07-20,-1.6667
2012-07-23,-5.0847
2012-07-24,-12.1429
2012-07-25,-14.6341
2012-07-26,2.3810000000000002
2012-07-27,2.3256
2012-07-30,13.6364
2012-07-31,0.0
2012-08-01,0.0
2012-08-02,-0.2
2012-08-03,-7.8156
2012-08-06,-2.1739
2012-08-07,-6.6667
2012-08-08,4.7619
2012-08-09,4.5455
2012-08-10,0.0
2012-08-13,0.0
2012-08-14,-2.1739
2012-08-15,8.8889
2012-08-16,0.8163
2012-08-17,1.2146
2012-08-20,-2.0
2012-08-21,-2.0408
2012-08-22,0.0
2012-08-23,1.25
2012-08-24,-6.9959
2012-08-27,5.7522
2012-08-28,0.0
2012-08-29,0.4184
2012-08-30,-4.1667
2012-08-31,-2.1739
2012-09-04,-0.4444
2012-09-05,0.0
2012-09-06,-0.4464
2012-09-07,0.0
2012-09-10,-1.7936999999999999
2012-09-11,-6.3927
2012-09-12,0.4878
2012-09-13,-0.2427
2012-09-14,9.4891
2012-09-17,-17.7778
2012-09-18,8.6486
2012-09-19,19.403
2012-09-20,-1.25
2012-09-21,-0.4219
2012-09-24,-2.5423999999999998
2012-09-25,-8.2609
2012-09-26,0.9479
2012-09-27,-4.2254
2012-09-28,3.9215999999999998
2012-10-01,6.1321
2012-10-02,10.2222
2012-10-03,9.6774
2012-10-04,1.4706000000000001
2012-10-05,-2.1739
2012-10-08,-1.8519
2012-10-09,-5.6604
2012-10-10,2.8
2012-10-11,-0.3891
