ticker,MULG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-02-16,50.0
2016-02-24,1566.6667
2016-02-25,150.0
2016-02-26,16.0
2016-03-01,113.7931
2016-03-07,29.0323
2016-04-28,10.0
2016-05-04,-9.0909
2016-05-12,0.0
2016-05-19,0.0
2016-06-03,0.0
2016-06-06,2.5
2016-06-17,-11.7073
2016-06-24,0.0
2016-06-29,0.2762
2016-07-05,0.0
2016-07-11,-2.2039
2016-07-21,0.3239
2016-07-26,-3.1307
2016-08-03,-23.1884
2016-08-04,15.0943
2016-08-15,4.918
2016-08-22,-15.625
2016-08-23,12.963
2016-08-31,-0.3279
2016-09-12,0.3289
2016-09-26,1.6393
2016-10-04,-1.6129
2016-10-17,-1.3115
2016-10-19,2.99
2016-11-01,0.0
2016-11-09,0.0
2016-11-18,0.0
2016-11-23,0.0
2016-12-01,-1.6129
2016-12-07,0.0
2016-12-15,0.3279
2016-12-22,0.0
2016-12-30,0.6536
2017-01-06,0.0
2017-01-12,-2.2727
2017-01-19,-6.9767
2017-01-20,7.1429
2017-01-23,0.0
2017-01-27,0.6667
2017-01-30,0.0
2017-02-03,0.6623
2017-02-06,0.1521
2017-02-10,-1.4657
2017-02-17,0.0
2017-02-24,0.0
2017-03-03,0.0
2017-03-08,14.6667
2017-03-14,4.6512
2017-03-15,11.1111
2017-03-16,10.0
2017-03-17,0.0
2017-03-20,5.0
2017-03-21,-22.0779
2017-03-28,13.0556
2017-04-06,2.9484
2017-04-07,4.7733
2017-04-10,7.0615
2017-04-11,0.2128
2017-04-17,6.3694
2017-04-26,-0.3992
2017-05-01,0.2004
2017-07-07,0.0
2017-08-07,1.0
2017-08-09,0.5941
2017-08-10,0.7874
2017-08-14,-31.6406
2017-08-15,45.7143
2017-08-18,-21.5686
2017-08-21,30.0
2017-08-22,1.9231
2017-08-23,-0.9434
2017-08-25,4.7619
2017-08-28,0.9091
2017-08-29,0.0
2017-08-30,0.9009
2017-08-31,-3.5714
2019-08-29,-72.2222
2019-10-29,-6.6667
