ticker,ICUI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.0984
2000-01-04,-2.5641
2000-01-05,0.0
2000-01-06,3.5088
2000-01-07,0.8475
2000-01-10,-4.2017
2000-01-11,4.8246
2000-01-12,-2.0921
2000-01-13,3.4188
2000-01-14,19.0083
2000-01-18,-7.6389
2000-01-19,-2.2556
2000-01-20,-3.0769
2000-01-21,-3.9683
2000-01-24,-2.4793
2000-01-25,-2.5423999999999998
2000-01-26,5.2174
2000-01-27,-5.3719
2000-01-28,4.8035
2000-01-31,17.5
2000-02-01,-9.2199
2000-02-02,-0.7812
2000-02-03,-2.3622
2000-02-04,-1.2097
2000-02-07,-2.0408
2000-02-08,0.4167
2000-02-09,0.4149
2000-02-10,-2.4793
2000-02-11,-0.4237
2000-02-14,-0.8511
2000-02-15,3.0043
2000-02-16,-0.8333
2000-02-17,0.8403
2000-02-18,0.0
2000-02-22,4.1667
2000-02-23,3.2
2000-02-24,0.0
2000-02-25,-2.3256
2000-02-28,0.0
2000-02-29,-1.5873
2000-03-01,0.0
2000-03-02,14.5161
2000-03-03,2.8169
2000-03-06,4.1096
2000-03-07,0.9868
2000-03-08,-2.9316
2000-03-09,2.6846
2000-03-10,0.0
2000-03-13,-1.9607999999999999
2000-03-14,-4.0
2000-03-15,-6.9444
2000-03-16,7.4627
2000-03-17,0.6944
2000-03-20,2.069
2000-03-21,12.1622
2000-03-22,-3.6145
2000-03-23,1.875
2000-03-24,0.6135
2000-03-27,-2.439
2000-03-28,-3.125
2000-03-29,-2.0968
2000-03-30,-6.425
2000-03-31,1.4085
2000-04-03,-1.3889
2000-04-04,3.8731999999999998
2000-04-05,-2.3729
2000-04-06,4.5139
2000-04-07,3.9867
2000-04-10,0.3195
2000-04-11,-1.5924
2000-04-12,-0.3236
2000-04-13,0.6494
2000-04-14,-3.2258
2000-04-17,-0.3333
2000-04-18,1.0033
2000-04-19,3.3113
2000-04-20,1.9231
2000-04-24,4.4025
2000-04-25,6.3253
2000-04-26,-1.4163999999999999
2000-04-27,0.0
2000-04-28,0.5747
2000-05-01,2.8571
2000-05-02,0.5556
2000-05-03,-3.0387
2000-05-04,1.4245
2000-05-05,3.3708
2000-05-08,0.0
2000-05-09,-3.2609
2000-05-10,2.5281000000000002
2000-05-11,3.0137
2000-05-12,-3.1915
2000-05-15,-1.0989
2000-05-16,2.5
2000-05-17,1.897
2000-05-18,-0.266
2000-05-19,0.0
2000-05-22,-2.1333
2000-05-23,-1.0899
