ticker,JALC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-02-25,4.1667
2000-03-14,0.0
2000-04-28,4.0
2000-07-21,7.6923
2000-07-26,14.2857
2000-08-04,-18.75
2000-08-17,-23.0769
2000-08-21,0.0
2000-08-30,50.0
2000-09-14,80.0
2000-10-03,-62.963
2000-10-09,0.0
2000-10-17,40.0
2000-10-18,28.5714
2000-12-07,11.1111
2000-12-13,0.0
2000-12-29,0.0
2001-03-12,-10.0
2001-06-06,-11.1111
2001-07-23,6.25
2001-08-06,5.8824
2001-09-25,0.0
2001-10-04,5.5556
2001-10-05,5.2632
2001-10-24,-15.0
2001-11-27,0.0
2001-12-14,0.0
2001-12-31,0.0
2002-04-10,0.0
2002-04-17,0.0
2002-07-19,0.0
2002-07-22,17.647100000000002
2002-07-26,-15.0
2002-08-13,0.0
2002-09-16,5.8824
2002-10-15,-5.5556
2002-11-21,0.0
2003-06-20,5.8824
2003-06-23,0.0
2003-07-07,0.0
2003-07-23,0.0
2003-10-02,5.5556
2003-10-07,0.0
2003-10-09,0.0
2003-10-24,0.0
2003-11-19,-5.2632
2003-12-31,5.5556
2004-01-29,0.0
2004-02-13,0.0
2004-03-23,0.0
2004-06-22,0.0
2004-07-23,0.0
2004-09-09,57.8947
2004-09-10,0.0
2004-09-13,16.6667
2004-09-29,-28.5714
2005-02-04,12.0
2005-05-31,-3.5714
2005-07-27,37.037
2005-09-27,-32.4324
2005-09-28,0.0
2005-10-11,0.0
2005-10-25,0.0
2005-12-08,20.0
2005-12-16,0.0
2005-12-20,0.0
2006-01-03,0.0
2006-01-23,13.3333
2006-03-29,-11.7647
2006-03-31,13.3333
2006-04-04,-11.7647
2006-06-05,0.0
2006-07-05,0.0
2006-09-19,13.3333
2006-10-18,-5.8824
2006-10-23,9.375
2006-12-06,0.0
2006-12-20,45.7143
2007-01-09,76.4706
2007-02-06,-27.7778
2007-03-12,-20.0
2007-03-27,0.0
2007-08-01,1.9231
2007-08-14,-15.0943
2007-09-07,-22.2222
2007-09-21,0.0
2007-10-03,0.0
2007-11-30,28.5714
2007-12-03,0.0
2007-12-13,-6.6667
2007-12-28,2.3810000000000002
2008-02-15,13.9535
2008-04-02,-14.2857
2008-04-17,0.0
2008-08-11,11.9048
2008-09-24,-21.2766
2008-10-01,5.4054
2008-10-10,0.0
2008-11-19,1.2821
2008-11-24,-6.3291
2010-02-09,0.0
2010-05-28,0.0
2010-07-08,0.0
2010-10-05,0.0
2010-11-30,-16.2162
2011-05-06,29.0323
2012-05-22,-25.0
2012-07-13,23.3333
2012-08-10,-18.9189
2012-12-05,73.3333
2012-12-31,-32.6923
2013-04-29,-8.5714
2013-06-19,0.0
2013-11-15,0.0
2014-01-23,31.25
2014-03-10,78.5714
2014-04-07,-17.6
2014-04-25,-17.4757
2014-07-03,-1.9607999999999999
2014-07-29,-38.0
2014-12-01,0.0
2015-03-19,0.0
2015-04-15,12.9032
2015-04-22,71.4286
2015-08-25,-15.0
2015-10-20,-41.1765
2015-11-06,0.0
2015-11-12,-30.0
2016-02-22,52.381
2016-03-21,-18.4375
2016-04-22,34.0996
2016-05-27,-28.5714
2016-09-15,-40.0
2016-10-03,66.6667
2016-10-05,0.0
2016-12-09,0.0
2017-08-07,0.0
2017-10-20,60.0
2017-12-05,-12.5
2018-02-08,0.0
2018-03-01,42.8571
2018-04-18,2.0
2018-05-14,-41.1765
2018-07-16,100.0
2018-08-02,-13.3333
2019-04-12,-51.9231
2019-06-19,44.0
2019-10-02,41.6667
2020-02-18,0.0
