ticker,XENO US Equity
2007-04-12,-3.1812
2007-04-17,-25.7366
2007-04-18,25.0376
2007-04-19,7.3846
2007-04-20,21.7765
2007-04-23,-14.7059
2007-05-01,-0.2759
2007-05-02,-3.3887
2007-05-04,0.2147
2007-05-08,-7.0357
2007-05-10,-3.957
2007-05-11,0.0
2007-05-14,3.2
2007-05-15,0.0
2007-05-16,0.7752
2007-05-17,0.0
2007-05-22,7.6923
2007-05-23,21.4286
2007-05-24,-17.647100000000002
2007-05-29,-0.1786
2007-06-01,3.542
2007-06-06,3.4554
2007-06-07,0.0
2007-06-08,-3.1396
2007-06-13,-3.4483
2007-06-18,-0.2143
2007-06-19,0.0
2007-06-21,-14.3164
2007-06-22,-0.1671
2007-06-25,-7.9498
2007-06-26,-6.3636
2007-06-27,0.0
2007-06-28,4.8544
2007-06-29,10.8333
2007-07-02,0.2506
2007-07-06,0.0
2007-07-09,-9.1667
2007-07-13,0.6422
2007-07-16,4.5579
2007-07-17,0.0
2007-07-19,-8.4568
2007-07-30,4.7619
2007-07-31,-0.4545
2007-08-02,-4.0183
2007-08-03,0.0
2007-08-07,-3.901
2007-08-08,-15.8416
2007-08-16,12.0
2007-08-20,-0.2101
2007-08-22,0.5263
2007-08-23,-0.5236
2007-08-27,5.0526
2007-09-06,-5.8116
2007-09-07,0.8511
2007-09-10,-10.3376
2007-09-12,-5.8824
2007-09-13,0.0
2007-09-14,0.0
2007-09-17,0.0
2007-09-18,-0.25
2007-09-19,0.2506
2007-09-20,-0.375
2007-09-21,6.0226
2007-09-25,-11.1243
2007-09-26,5.8589
2007-09-27,0.0
2007-09-28,15.0943
2007-10-02,-7.6503
2007-10-10,5.9172
2007-10-16,0.4469
2007-10-17,0.0
2007-10-18,-11.0122
2007-10-19,-3.75
2007-10-22,10.3896
2007-10-30,-29.4118
2007-10-31,30.8333
2007-11-01,1.9108
2007-11-02,-25.0
2007-11-05,0.0
2007-11-06,-8.3333
2007-11-13,-36.3636
2007-11-14,0.0
2007-11-15,37.1429
2007-11-16,4.1667
2007-11-19,0.0
2007-11-20,0.0
2007-11-21,0.0
2007-11-27,-28.0
2007-11-28,25.0
2007-11-30,11.1111
2007-12-03,-1.4
2007-12-04,1.0142
2007-12-05,-2.008
2007-12-06,-18.0328
2007-12-07,25.0
2007-12-10,5.0
2007-12-11,-2.8571
2007-12-12,-3.9215999999999998
2007-12-13,-18.3673
2007-12-14,0.0
2007-12-17,27.5
2007-12-18,-11.7647
2007-12-19,11.1111
2007-12-20,1.0
2007-12-21,-2.9703
2007-12-26,-24.4898
2007-12-27,-5.4054
2007-12-28,57.1429
2008-01-10,0.0
2008-01-11,0.0
2008-01-14,0.0
2008-01-15,-18.1818
2008-01-17,22.2222
2008-01-18,-17.8182
2008-01-23,-12.0575
2008-01-24,0.0
2008-01-25,-10.4403
2008-01-28,9.5506
2008-01-29,0.0
2008-01-31,-11.538499999999999
2008-02-05,-10.1449
2008-02-06,-3.2258
2008-02-08,0.0
2008-02-12,-16.6667
2008-02-15,20.0
2008-02-19,-16.6667
2008-02-21,20.0
2008-02-22,-30.0
2008-02-25,19.0476
2008-02-26,-20.0
2008-02-27,0.0
2008-03-03,-0.4063
2008-03-05,-14.6533
2008-03-06,0.0
2008-03-10,-5.8824
2008-03-11,-18.75
2008-03-19,-23.0769
2008-03-20,-10.0
2008-03-25,0.0
2008-03-26,66.6667
2008-03-27,-26.6667
2008-04-02,-9.0909
2008-04-04,0.0
2008-04-07,0.0
2008-04-08,-10.0
2008-04-14,0.0
2008-04-16,44.4444
2008-04-17,-38.4615
2008-04-18,87.5
2008-04-21,0.0
2008-04-22,-46.6667
2008-04-30,0.0
2008-05-02,0.0
2008-05-06,12.5
2008-05-07,-32.2222
2008-05-14,31.1475
2008-05-15,-12.5
2008-05-23,0.0
2008-05-27,14.2857
2008-06-03,3.125
2008-06-11,-15.1515
2008-06-18,14.2857
2008-06-23,-12.5
2008-06-26,0.0
2008-07-21,-12.857099999999999
2008-07-23,14.7541
2008-07-25,-12.857099999999999
2008-07-30,-18.0328
2008-08-29,-20.0
2008-09-18,0.0
2008-10-01,25.0
2008-10-08,-20.0
2008-10-09,0.0
2008-10-15,0.0
2008-11-03,-50.0
2008-11-05,0.0
2008-11-07,0.0
2008-11-17,0.0
2008-12-09,0.0
2008-12-18,0.0
2008-12-19,-50.0
2008-12-23,0.0
2008-12-24,-50.0
2008-12-29,-40.0
2008-12-30,-66.6667
2009-01-15,200.0
2009-01-22,33.3333
2009-01-27,25.0
2009-01-28,80.0
2009-02-04,11.1111
2009-02-05,-70.0
2009-03-11,233.3333
2009-04-07,-60.0
2009-04-08,0.0
2009-06-04,0.0
2009-07-21,0.0
2009-07-29,150.0
2009-08-03,-70.0
2009-08-06,233.3333
2009-08-17,100.0
2009-08-24,0.0
2009-08-27,0.0
2009-09-02,0.0
2009-09-08,0.0
2009-09-11,100.0
2009-09-15,0.0
2009-11-02,-87.5
2009-11-03,-60.0
2009-12-23,15.625
2010-01-20,0.0
2010-01-21,0.0
2010-01-27,245.9459
2010-01-28,12.5
2010-02-05,-22.2222
2010-02-17,0.0
2010-02-22,0.0
2010-02-23,-81.25
2010-02-25,433.3333
2010-02-26,28.5714
2010-03-10,0.0
2010-03-19,-44.4444
2010-03-23,80.0
2010-04-20,-11.1111
2010-04-23,12.5
2010-05-04,-81.9444
2010-05-13,11.538499999999999
2010-06-04,396.5517
2010-06-14,66.6667
2010-07-09,33.3333
2010-07-16,-55.0
2010-07-27,-22.2222
2010-08-18,0.0
2010-08-23,0.0
2010-08-31,28.5714
2010-09-23,-22.2222
2010-10-14,28.5714
2010-10-20,0.0
2010-10-28,0.0
2011-03-08,-65.2778
2011-03-24,28.0
2011-05-16,-21.875
2011-08-22,0.0
2011-10-20,-36.0
2011-11-03,50.0
2011-11-09,-33.3333
2011-11-18,250.0
2011-12-05,-71.4286
2011-12-28,400.0
2012-01-17,-30.0
2012-01-23,0.0
2012-02-06,0.0
2012-02-07,0.0
2012-02-14,114.2857
2012-03-20,-46.6667
2012-04-10,25.0
2012-04-16,-50.0
2012-04-20,-37.5
2012-07-09,0.0
2012-07-12,0.0
2012-07-17,-90.0
2012-08-09,860.0
2012-11-05,-87.5
2012-11-08,433.3333
2012-11-29,0.0
2013-04-19,-25.0
2013-04-23,0.0
2013-05-21,-54.1667
2013-05-23,-9.0909
2013-06-21,0.0
2013-07-22,60.0
2013-07-24,-18.75
2013-07-25,0.0
2013-08-22,0.0
2013-09-20,700.0
2013-09-23,38.4615
2013-09-24,0.0
2013-09-25,122.2222
2013-09-26,-50.0
2013-10-02,50.0
2013-10-03,0.0
2013-10-07,0.0
2013-10-09,-33.3333
2013-10-18,0.0
2013-10-21,-38.75
2013-10-22,-51.0204
2013-10-23,0.0
2013-10-24,-33.3333
2013-10-31,-25.0
2013-11-14,33.3333
2013-11-21,-40.625
2013-12-03,26.3158
2013-12-04,41.6667
2013-12-16,-5.8824
2013-12-23,-59.375
2013-12-24,84.6154
2013-12-26,0.0
2013-12-30,8.3333
2014-01-10,76.9231
2014-01-13,-30.4348
2014-02-13,0.0
2014-02-25,65.625
2014-03-03,20.7547
2014-03-05,50.0
2014-03-06,66.6667
2014-03-07,-41.875
2014-03-12,0.0
2014-03-14,3.2258
2014-03-20,-14.5833
2014-03-27,0.0
2014-03-31,-2.439
2014-04-08,0.0
2014-04-09,0.0
2014-05-06,-40.0
2014-06-05,4.1667
2014-08-20,-46.0
2014-08-22,-3.7037
2014-10-15,-7.6923
2014-11-07,75.0
2014-11-24,-38.0952
2014-12-19,-38.4615
2015-01-14,137.5
2015-02-10,0.0
2015-02-18,-36.8421
2015-02-19,58.3333
2015-02-25,0.0
2015-02-26,-21.0526
2015-03-06,13.3333
2015-03-11,126.4706
2015-03-19,0.0
2015-03-26,-16.8831
2015-04-07,-25.0
2015-06-02,0.0
2015-06-23,33.3333
2015-06-30,0.0
2015-07-07,20.3125
2015-07-09,24.6753
2015-07-13,16.6667
2015-07-27,-42.8571
2015-07-29,25.0
2015-08-10,-42.5
2015-08-11,56.5217
2015-08-17,77.7778
2015-08-31,-37.5
2015-09-04,-40.0
2015-10-13,50.0
2015-10-14,-13.8889
2015-11-03,-9.6774
2016-01-28,0.0
2016-04-15,42.8571
2016-05-18,-30.0
2016-05-26,-42.8571
2016-09-08,0.0
2016-09-27,-3.125
2016-10-14,0.0
2017-03-27,3.2258
2017-03-28,0.0
2017-04-07,318.75
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,0.0
2017-04-25,0.0
2017-05-19,-73.8806
2017-06-23,37.1429
2017-07-20,0.0
2017-09-22,0.0
2017-11-22,33.3333
2017-11-24,-25.0
2017-12-26,33.3333
2018-01-04,0.0
2018-01-23,62.5
2018-03-02,23.0769
2018-03-05,-12.5
2018-03-07,-28.5714
2018-03-16,80.0
2018-03-27,0.0
2018-04-02,0.0
2018-04-09,0.0
2018-04-10,11.1111
2018-04-11,-2.0
2018-04-12,2.0408
2018-04-13,50.0
2018-04-16,-3.3333
2018-04-17,3.4483
2018-04-18,0.0
2018-04-19,0.0
2018-04-20,19.3333
2018-04-23,-4.3575
2018-04-24,4.5561
2018-04-25,-4.4693
2018-04-26,-26.9006
2018-04-30,0.0
2018-05-02,44.0
2018-05-03,0.0
2018-05-07,-44.4444
2018-05-08,-20.7
2018-05-09,57.6293
2018-05-11,-3.04
2018-05-15,-0.9901
2018-05-16,-15.8333
2018-05-17,-40.5941
2018-05-23,0.0
2018-06-12,-16.6667
2018-06-13,100.0
2018-06-14,-7.0
2018-06-25,-76.3441
2018-06-29,4.5455
2018-07-02,8.6957
2018-07-10,26.4
2018-07-31,4.4304
2018-08-24,-9.3939
2018-09-14,10.3679
2018-09-18,-36.3636
2018-09-19,126.1905
2018-09-20,-15.7895
2018-09-24,0.0
2018-10-03,-2.5
2018-10-09,-23.0769
2018-10-15,33.3333
2018-10-17,25.0
2018-10-18,40.0
2018-10-22,-50.0
2018-10-24,-14.2857
2018-11-06,-3.3333
2018-12-18,20.6897
2018-12-20,-2.8571
2018-12-21,0.0
2018-12-27,-32.3529
2019-01-02,47.8261
2019-01-10,-35.2941
2019-02-26,54.5455
2019-03-04,-35.2941
2019-03-15,127.2727
2019-03-22,-56.0
2019-04-01,0.0
2019-04-18,40.9091
2019-04-22,-28.7097
2019-05-07,80.9955
2019-05-10,0.0
2019-05-14,-45.0
2019-06-21,81.8182
2019-06-25,0.0
2019-07-01,22.5
2019-07-05,2.0408
2019-07-08,-4.0
2019-07-10,4.1667
2019-07-11,-0.6
2019-07-12,-3.9034
2019-07-26,-5.7789
2019-07-31,-51.1111
2019-08-02,113.6364
2019-08-05,-4.6809
2019-08-07,-33.0357
2019-08-08,50.0
2019-08-09,-24.8
2019-08-19,130.4965
2019-08-20,-35.8974
2019-08-21,0.0
2019-08-26,-3.0
2019-09-13,-17.5258
2019-09-20,0.0
2019-09-23,17.5
2019-10-15,-38.2979
2019-10-18,0.0
2019-10-22,-17.2414
2019-10-23,-4.1667
2019-10-29,13.0435
2019-10-30,3.8462
2019-10-31,-11.1111
2019-11-06,57.9167
2019-11-07,0.2639
2019-11-15,-22.5263
2019-11-19,1.9022000000000001
2019-11-25,66.6667
2019-11-26,0.0
2019-12-02,0.0
2019-12-09,40.0
2019-12-12,-1.4285999999999999
2019-12-19,-13.0435
2019-12-20,7.5
2019-12-27,-22.4806
2019-12-31,-20.0
2020-01-15,-6.375
2020-01-16,6.8091
2020-01-17,7.5
2020-01-21,-2.3256
2020-01-27,-4.7619
2020-02-04,10.0
2020-02-12,13.6364
2020-02-21,0.0
2020-02-24,0.0
2020-03-04,-9.0
2020-03-16,-36.2637
2020-03-24,-31.0345
2020-04-02,20.0
2020-04-03,45.8333
2020-04-06,-42.8571
2020-04-08,95.0
2020-04-21,2.5641
2020-04-24,13.375
2020-04-28,-55.8986
2020-04-30,195.0
2020-05-01,-3.3898
2020-05-04,0.0
2020-05-07,1.7544
2020-05-18,-39.6552
2020-05-29,114.2857
2020-06-01,-6.6667
2020-06-02,0.0
2020-06-08,-21.4286
2020-06-12,-45.4545
2020-06-24,80.0
2020-06-30,-25.9259
2020-07-01,-32.5
2020-07-14,48.1481
2020-07-16,0.0
2020-07-20,0.0
