ticker,OSK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.7719
2000-01-04,-1.7544
2000-01-05,2.6786
2000-01-06,0.6522
2000-01-07,4.9676
2000-01-10,6.5844000000000005
2000-01-11,-1.1583
2000-01-12,-1.5625
2000-01-13,0.7937
2000-01-14,0.7874
2000-01-18,0.3906
2000-01-19,2.3346
2000-01-20,-0.3802
2000-01-21,-2.6718
2000-01-24,0.0
2000-01-25,0.1961
2000-01-26,-1.3699
2000-01-27,-9.5238
2000-01-28,7.0175
2000-01-31,-4.918
2000-02-01,-1.5086
2000-02-02,1.0941
2000-02-03,10.6883
2000-02-04,2.2549
2000-02-07,1.2464
2000-02-08,-1.1364
2000-02-09,3.8314
2000-02-10,-1.6604999999999999
2000-02-11,-3.94
2000-02-14,0.0
2000-02-15,-2.3438
2000-02-16,2.4
2000-02-17,-1.1719
2000-02-18,0.0
2000-02-22,-2.3715
2000-02-23,-5.2632
2000-02-24,-1.0684
2000-02-25,0.8639
2000-02-28,-1.7130999999999998
2000-02-29,-7.6253
2000-03-01,3.7736
2000-03-02,2.2727
2000-03-03,0.8889
2000-03-06,-0.8811
2000-03-07,-0.4444
2000-03-08,-2.6786
2000-03-09,-9.633
2000-03-10,-2.0305
2000-03-13,-5.4404
2000-03-14,-3.8356
2000-03-15,5.4131
2000-03-16,9.1892
2000-03-17,2.3515
2000-03-20,0.1209
2000-03-21,1.9324
2000-03-22,3.0806
2000-03-23,-0.4598
2000-03-24,0.9238
2000-03-27,2.0595
2000-03-28,-2.2422
2000-03-29,3.8991
2000-03-30,-0.2208
2000-03-31,9.9558
2000-04-03,-1.8109
2000-04-04,2.0492
2000-04-05,14.4578
2000-04-06,-1.7544
2000-04-07,-7.8571
2000-04-10,-1.938
2000-04-11,-1.1858
2000-04-12,3.0
2000-04-13,-0.3883
2000-04-14,3.3138
2000-04-17,3.0189
2000-04-18,0.0
2000-04-19,-2.9304
2000-04-20,-1.3208
2000-04-24,-0.5736
2000-04-25,0.7692
2000-04-26,-3.2443
2000-04-27,0.1972
2000-04-28,-0.5157
2000-05-01,0.3968
2000-05-02,-2.1739
2000-05-03,-3.0303
2000-05-04,2.0833
2000-05-05,1.0204
2000-05-08,-1.6162
2000-05-09,2.0534
2000-05-10,-3.6217
2000-05-11,2.714
2000-05-12,0.2033
2000-05-15,1.4199
2000-05-16,0.0
2000-05-17,0.0
2000-05-18,-0.2
2000-05-19,-0.8016
2000-05-22,-1.0101
2000-05-23,-3.2653
