ticker,ICGL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-01-21,6150.0
2015-02-10,-4.0
2015-03-09,-0.8333
2015-03-16,0.0
2015-05-06,-90.7563
2015-05-13,263.6364
2015-05-14,15.0
2015-05-18,21.7391
2015-05-19,10.7143
2015-05-20,0.0
2015-05-22,29.0323
2015-05-26,7.5
2015-05-27,4.186
2015-05-28,2.6786
2015-05-29,8.6957
2015-06-02,2.0
2015-06-03,3.9215999999999998
2015-06-04,5.6604
2015-06-08,5.0
2015-06-09,7.1429
2015-06-10,3.1746
2015-06-18,-4.6154
2015-06-19,0.0
2015-06-23,1.6129
2015-06-26,3.1746
2015-07-02,-0.7692
2015-07-06,-7.7519
2015-07-07,0.0
2015-07-10,0.0
2015-07-14,-3.3613
2015-07-16,0.8696
2015-07-21,10.0
2015-07-24,4.232
2015-07-29,3.0075
2015-07-30,0.0
2015-07-31,0.5839
2015-08-03,0.1451
2015-08-05,0.7246
2015-08-06,15.1079
2015-08-07,-1.25
2015-08-20,0.6329
2015-08-26,-5.0314
2015-08-27,5.9603
2015-08-31,-5.0
2015-09-01,-1.3158
2015-09-08,-20.0
2015-09-09,0.0
2015-09-14,0.0
2015-09-15,16.6667
2015-09-16,-12.857099999999999
2015-09-17,0.0
2015-09-18,1.6393
2015-09-21,0.0
2015-09-22,4.6774000000000004
2015-09-23,4.7766
2015-09-24,0.8824
2015-09-25,0.5831
2015-09-28,15.942
2015-09-29,-0.625
2015-10-01,-5.6604
2015-10-02,-0.1333
2015-10-05,-1.2016
2015-10-07,0.0
2015-10-08,2.027
2015-10-09,3.3113
2015-10-12,1.2821
2015-10-13,-1.2658
2015-10-14,1.2821
2015-10-15,-1.2658
2015-10-16,0.0
2015-10-19,-5.7692
2015-10-20,2.0408
2015-10-21,-6.8
2015-10-22,0.0
2015-10-23,0.1431
2015-10-28,2.8571
2015-10-29,0.0
2015-10-30,2.0833
2015-11-02,15.6463
2015-11-05,5.8824
2015-11-10,-3.3333
2015-11-12,-2.2989
2015-11-13,-3.5294
2015-11-17,-8.5366
2015-11-18,1.3333
2015-11-19,0.0
2015-11-20,-1.3158
2015-11-23,1.3333
2015-11-24,2.6316
2015-11-25,-1.2821
2015-11-27,1.9481000000000002
2015-11-30,-3.8217
2015-12-01,0.0
2015-12-02,1.3245
2015-12-03,-1.9607999999999999
2015-12-07,-3.3333
2015-12-09,3.4483
2015-12-10,2.6667
2015-12-11,2.5974
2015-12-16,-3.1646
2015-12-17,-0.6536
2015-12-18,-1.3158
2015-12-21,6.6667
2015-12-22,3.125
2015-12-23,1.2121
2015-12-24,-0.5988
2015-12-28,2.4096
2015-12-29,5.8824
2015-12-30,0.0
2016-01-04,-2.7778
2016-01-05,0.0
2016-01-07,-0.1143
2016-01-08,14.4165
2016-01-11,0.0
2016-01-12,-4.0
2016-01-13,1.5625
2016-01-14,0.0
2016-01-15,1.5385
2016-01-19,-1.0101
2016-01-20,-28.5714
2016-01-21,17.1429
2016-01-22,8.4146
2016-01-25,-10.0112
2016-01-26,-2.5
2016-01-27,2.5641
2016-02-01,-1.25
2016-02-02,-1.2658
2016-02-11,-3.8462
2016-02-16,6.6667
2016-02-17,6.25
2016-02-18,0.0
2016-02-19,-4.7059
2016-02-25,-1.2346
2016-02-26,0.0
2016-02-29,0.0
2016-03-04,23.75
2016-03-08,-1.0101
2016-03-10,-7.9592
2016-03-14,3.1042
2016-03-16,0.0
2016-03-18,2.1505
2016-03-21,-15.7895
2016-03-22,0.0
2016-03-23,6.25
2016-03-24,-0.1176
2016-03-29,6.0071
2016-04-01,-1.1111
2016-04-04,1.1236
2016-04-05,5.5556
2016-04-07,-18.4211
2016-04-08,9.6774
2016-04-12,0.0
2016-04-13,0.0
2016-04-19,3.5294
2016-04-26,0.0
2016-05-27,0.0
2016-06-27,-7.9545
2016-07-08,1.8519
2016-07-22,-11.5152
2016-07-26,12.3288
2016-08-01,1.8293
2016-08-15,19.7605
2016-08-23,0.0
2016-08-25,100.0
2016-09-12,-35.0
2017-02-21,23.0769
2017-02-22,-68.75
2017-02-23,80.0
2017-03-01,-61.1111
2017-03-02,-42.8571
2017-03-03,150.0
2017-03-07,0.0
2017-03-21,0.0
2017-05-04,20.0
2017-05-05,66.6667
2017-05-09,20.0
2017-05-10,-91.5
2017-05-15,390.1961
2017-05-18,100.0
2017-05-22,0.0
2017-05-30,-50.0
2017-06-23,-30.0
2017-06-26,42.8571
2018-01-22,-96.0
2018-01-30,775.0
2018-02-01,0.0
2018-02-02,71.4286
2018-02-05,0.0
2018-02-15,0.0
2018-03-23,-31.6667
2018-03-26,46.3415
2018-04-04,0.0
2018-04-06,-8.3333
2018-04-09,9.0909
2018-04-23,-40.0
2018-04-27,5.5556
2018-05-07,-5.2632
2018-06-05,-87.2222
2018-09-11,1138.913
2018-10-01,-99.2279
2019-05-13,-95.4091
