ticker,AWH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-01-28,6.4516
2010-01-29,-5.0505
2010-02-01,2.0851
2010-02-02,0.6669
2010-02-03,2.8986
2010-02-04,2.2133
2010-02-05,0.0
2010-02-08,2.5591
2010-02-09,1.3436
2010-02-10,-1.5152
2010-02-11,-1.3462
2010-02-12,-5.4581
2010-02-16,-4.3299
2010-02-17,7.931
2010-02-18,7.2284
2010-02-19,0.5587
2010-02-22,3.7037
2010-02-23,2.3214
2010-02-24,4.712
2010-02-25,3.3333
2010-02-26,3.3226
2010-03-01,-1.8732
2010-03-02,-3.9135
2010-03-03,4.3046
2010-03-04,4.1587
2010-03-05,3.0479
2010-03-08,-2.0704
2010-03-09,-3.3525
2010-03-10,-3.125
2010-03-11,2.2580999999999998
2010-03-12,4.1009
2010-03-15,-2.1212
2010-03-16,-7.5851
2010-03-17,-3.0151
2010-03-18,-0.1727
2010-03-19,-0.8651
2010-03-22,1.3961999999999999
2010-03-23,0.6885
2010-03-24,-0.1709
2010-03-25,0.9932
2010-03-26,-0.8138
2010-03-29,0.0
2010-03-30,0.0
2010-03-31,-1.7094
2010-04-01,-1.2174
2010-04-05,-8.4507
2010-04-06,-7.6923
2010-04-07,8.3333
2010-04-08,-1.1538
2010-04-09,-3.6965
2010-04-12,-1.8182
2010-04-13,-5.3498
2010-04-14,-4.7826
2010-04-15,-7.9909
2010-04-16,-6.9479
2010-04-19,5.8667
2010-04-20,10.0756
2010-04-21,5.2632
2010-04-22,-3.9130000000000003
2010-04-23,-0.905
2010-04-26,-8.2192
2010-04-27,-1.7412999999999998
2010-04-28,0.2532
2010-04-29,-4.0404
2010-04-30,-5.2632
2010-05-03,-5.5556
2010-05-04,-5.2941
2010-05-05,11.8012
2010-05-06,-4.4444
2010-05-07,7.2674
2010-05-10,2.981
2010-05-11,0.7895
2010-05-12,1.3054999999999999
2010-05-13,0.5155
2010-05-14,-3.3333
2010-05-17,-1.8568
2010-05-18,-4.5946
2010-05-19,1.983
2010-05-20,6.6667
2010-05-21,8.0729
2010-05-24,-3.8554
2010-05-25,0.2506
2010-05-26,-5.75
2010-05-27,-2.4403
2010-05-28,-2.7189
2010-06-01,-3.2979
2010-06-02,-0.578
2010-06-03,-8.1395
2010-06-04,-7.9114
2010-06-07,-3.0928
2010-06-08,-8.2979
2010-06-09,-9.5128
2010-06-10,0.0
2010-06-11,3.4188
2010-06-14,11.5702
2010-06-15,0.7407
2010-06-16,1.8382
2010-06-17,0.0
