ticker,ICNN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-11-04,0.0
2009-11-05,0.0
2009-12-07,0.0
2009-12-10,-7.2727
2009-12-14,37.2549
2009-12-15,0.0
2009-12-16,75.7143
2009-12-23,-5.6911000000000005
2009-12-29,-5.1724
2010-01-04,0.0
2010-01-05,-9.0909
2010-01-07,0.0
2010-01-08,-5.0
2010-01-19,-2.1053
2010-02-26,-24.7312
2010-06-17,-27.1429
2010-09-13,-21.5686
2010-09-21,75.0
2010-10-12,-42.8571
2010-12-23,0.0
2011-01-12,-82.5
2011-01-25,42.8571
2011-02-28,400.0
2011-03-07,-20.0
2011-03-08,-2.5
2011-03-09,-35.8974
2011-03-10,32.0
2011-03-11,-9.0909
2011-03-18,0.0
2011-03-22,-16.6667
2011-03-24,8.0
2011-03-25,11.1111
2011-03-28,33.3333
2011-03-29,0.0
2011-03-30,0.0
2011-03-31,-2.5
2011-04-06,-10.2564
2011-04-07,0.0
2011-04-13,-17.1429
2011-04-21,51.7241
2011-05-04,-31.8182
2011-05-06,33.3333
2011-05-09,12.5
2011-05-10,0.0
2011-05-12,-79.9722
2011-05-13,177.3925
2011-05-20,-59.95
2011-05-23,0.0624
2011-05-24,99.6257
2011-05-25,-49.9063
2011-05-27,4.8035
2011-05-31,42.8571
2011-06-03,0.0
2011-06-23,0.0
2011-06-29,0.0
2011-07-01,0.0
2011-07-05,0.0
2011-07-06,0.0833
2011-07-07,0.0
2011-07-12,0.0
2011-07-13,-0.0833
2011-07-14,0.0
2011-07-18,-26.5417
2011-07-20,-0.0567
2011-08-02,-9.1941
2011-08-08,50.0
2011-08-15,-72.6667
2011-08-16,0.0
2011-08-18,0.0
2011-08-19,-2.439
2011-08-22,15.0
2011-09-09,19.5652
2011-09-13,-16.3636
2011-09-16,52.1739
2011-09-20,114.2857
2011-09-21,-40.0
2011-09-28,-22.2222
2011-09-29,-12.857099999999999
2011-10-06,0.0
2011-10-07,0.0
2011-10-10,0.0
2011-10-11,-16.3934
2011-10-12,0.0
2011-10-13,9.8039
2011-10-14,-10.7143
2011-10-18,0.0
2011-10-25,0.0
2011-10-27,0.0
2011-11-14,700.0
2011-11-23,-82.5
2011-11-28,-25.7143
2011-11-30,15.3846
2011-12-05,-16.6667
2011-12-06,-18.0
2011-12-19,21.9512
2011-12-20,0.0
2012-01-06,0.0
2012-01-27,2.0
2012-03-14,-1.9607999999999999
2012-03-28,-40.0
2012-04-02,0.0
2012-04-03,-16.6667
2012-05-11,100.0
