ticker,USDF US Equity
2016-03-08,0.8333
2016-03-10,0.0
2016-04-08,-33.0579
2016-05-26,196.2963
2016-05-27,0.0
2016-06-01,-76.0417
2016-06-02,0.0
2016-06-24,1.7391
2016-07-08,-72.6496
2016-07-11,31.25
2016-07-12,-4.7619
2016-07-27,0.0
2016-08-31,0.0
2016-09-07,0.0
2016-09-09,-92.5
2016-10-18,533.3333
2016-11-01,742.1053
2016-11-08,0.0
2016-11-16,-61.25
2016-11-29,158.0645
2016-12-08,-68.125
2017-01-05,213.7255
2017-01-06,50.0
2017-01-09,-76.6667
2017-02-02,14.2857
2017-04-13,0.0
2017-07-12,-45.0
2017-07-13,4.5455
2017-07-14,8.6957
2017-08-23,300.0
2017-10-23,0.0
2017-11-24,-1.0
2017-11-30,1.0101
2017-12-05,50.0
2017-12-06,46.6667
2017-12-07,81.8182
2017-12-08,0.0
2017-12-11,25.0
2017-12-12,-18.0
2017-12-14,-14.6341
2017-12-15,-11.7143
2017-12-18,-2.9126
2017-12-26,166.6667
2017-12-29,-40.25
2018-01-02,-41.4226
2018-01-03,42.8571
2018-01-04,0.0
2018-01-10,-24.75
2018-01-12,-0.3322
2018-01-24,0.0
2018-01-29,16.6667
2018-02-01,-14.2857
2018-02-21,0.0
2018-02-22,0.0
2018-02-28,-29.6667
2018-03-06,42.1801
2018-03-07,-29.6667
2018-03-16,18.4834
2018-03-21,-20.0
2018-03-22,50.0
2018-03-23,0.0
2018-03-26,-66.6667
2018-04-02,300.0
2018-04-06,-0.25
2018-04-13,-68.6717
2018-04-23,1979.2
2018-04-24,-90.3809
2018-04-25,-20.0
2018-04-27,125.0
2018-05-09,-44.4444
2018-05-17,8.0
2018-05-24,-7.4074
2018-05-25,-20.0
2018-06-22,-25.0
2018-07-03,0.0
2018-07-12,0.0
2018-08-06,0.0
2018-08-09,0.0
2018-08-13,0.0
2018-08-17,90.0
2018-08-21,-47.3684
2018-08-30,507.3333
2018-08-31,-82.4369
2018-09-18,-21.875
2018-10-01,16.8
2018-10-04,2.7397
2018-10-05,-20.0
2018-10-08,-8.3333
2018-10-09,18.1818
2018-11-01,15.3846
2018-11-02,-26.6667
2018-12-28,36.3636
2018-12-31,-26.0
2019-01-11,35.1351
2019-01-14,0.0
2019-01-18,-26.6667
2019-02-07,254.5455
2019-02-11,-55.1282
2019-02-19,-14.2857
2019-04-11,26.6667
2019-06-21,-7.8947
2019-07-05,-42.8571
2019-07-09,0.0
2019-07-12,-50.0
2019-07-15,100.0
2019-07-16,-48.0
2019-07-23,0.0
2019-07-25,0.0
2019-07-30,-3.8462
2019-07-31,0.0
2019-09-09,0.0
2019-09-10,-28.0
2019-09-17,-22.2222
2019-09-20,328.5714
2019-09-23,-16.6667
2019-09-24,-10.0
2019-09-26,-40.0
2019-10-15,1.6667
2019-10-22,9.2896
2019-10-25,-15.0
2019-12-31,-21.5686
2020-01-03,148.75
2020-01-13,1.5074999999999998
2020-01-14,-0.9901
2020-01-15,0.0
2020-01-27,0.0
2020-02-04,0.0
2020-02-06,-50.0
2020-03-06,0.0
2020-03-09,-48.0
2020-03-19,130.7692
2020-03-25,-25.0
2020-04-02,-8.8889
2020-04-29,0.0
2020-05-01,0.0
2020-06-02,134.1463
2020-06-04,-47.9167
2020-07-02,-16.0
2020-07-08,519.0476
2020-07-09,-23.0769
2020-07-10,-10.0
2020-07-13,-8.3333
2020-07-14,21.2121
2020-07-15,-20.0
2020-07-16,-3.125
2020-07-20,0.0
2020-07-21,0.0
2020-07-22,20.9032
2020-07-28,-17.2892
