ticker,USDF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-09-03,400.0
2014-01-03,-10.0
2014-01-06,44.4444
2014-01-07,7.6923
2014-01-10,114.2857
2014-01-15,16.6667
2014-01-17,60.0
2014-01-21,60.7143
2014-01-22,0.0
2014-01-23,0.0
2014-01-24,0.0
2014-01-27,-11.1111
2014-01-28,0.0
2014-01-29,0.0
2014-01-30,-18.75
2014-01-31,23.0769
2014-02-03,-12.5
2014-02-04,0.0
2014-02-05,0.0
2014-02-06,14.2857
2014-02-07,0.0
2014-02-10,0.0
2014-02-11,0.0
2014-02-12,0.0
2014-02-13,-6.25
2014-02-14,-13.3333
2014-02-19,21.5385
2014-02-20,-5.0633
2014-02-21,0.0
2014-02-24,-1.3333
2014-02-25,0.0
2014-02-26,0.0
2014-02-27,0.0
2014-02-28,0.0
2014-03-03,1.3514
2014-03-04,0.0
2014-03-05,0.0
2014-03-07,0.0
2014-03-11,-33.3333
2014-03-13,20.0
2014-03-17,0.0
2014-03-24,-21.6667
2014-03-26,27.6596
2014-03-27,0.0
2014-04-08,0.0
2014-04-14,-41.1667
2014-04-15,69.9186
2014-04-16,-39.8145
2014-04-17,1.108
2014-04-21,23.2877
2014-04-22,64.4444
2014-04-23,-5.4054
2014-04-24,-1.4285999999999999
2014-04-25,-31.7391
2014-04-28,-4.4586
2014-04-29,-10.8889
2014-04-30,-0.2494
2014-05-01,0.0
2014-05-05,1.25
2014-05-06,-11.1111
2014-05-07,0.0
2014-05-09,-16.6667
2014-05-14,0.0
2014-05-29,-16.6667
2014-05-30,0.0
2014-06-02,-92.0
2014-06-03,1100.0
2014-06-06,4.1667
2014-06-24,-20.0
2014-07-10,-50.0
2014-07-11,100.0
2014-07-29,-50.0
2014-08-06,1.0
2014-08-21,0.0
2014-08-28,0.0
2014-09-11,0.0
2014-09-12,-0.9901
2014-09-23,-10.0
2014-09-24,-11.1111
2014-09-26,-25.0
2014-10-14,0.0
2014-10-24,16.6667
2014-10-27,-84.2857
2014-10-28,81.8182
2014-10-29,-50.0
2014-10-30,170.0
2014-11-04,0.0
2014-11-06,-44.4444
2014-11-10,100.0
2014-12-12,-59.5833
2015-01-09,502.0619
2015-01-12,0.0
2015-01-23,-83.3904
2015-02-11,0.0
2015-06-18,11.3402
2015-09-02,-25.9259
2015-09-22,-88.75
2015-10-02,8788.8889
2015-10-08,-90.0
2015-10-12,50.0
2015-11-12,0.0
2015-11-25,0.0
2015-12-28,0.0
2016-01-26,0.0
