ticker,IDTY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-04-21,550.0
2015-04-24,0.0
2015-05-07,-96.9231
2015-06-05,400.0
2015-07-23,100.0
2015-08-04,50.0
2015-08-05,33.3333
2015-08-10,0.0
2015-09-04,7.5
2015-09-09,0.0
2015-09-11,0.0
2015-09-16,0.0
2015-09-23,0.0
2015-09-24,27.907
2015-09-28,-18.1818
2015-09-30,11.1111
2015-10-06,10.0
2015-10-08,-23.6364
2015-10-12,2.3810000000000002
2015-10-14,0.0
2015-10-15,0.0
2015-10-16,0.0
2015-10-21,25.5814
2015-10-22,-12.963
2015-10-27,2.1277
2015-10-28,4.1667
2015-11-02,-4.0
2015-11-12,0.0
2015-11-19,0.0
2015-11-24,0.0
2015-11-25,0.0
2015-11-27,0.0
2015-11-30,0.0
2015-12-03,0.0
2015-12-08,0.0
2015-12-10,-20.8333
2015-12-14,5.2632
2015-12-21,20.0
2016-01-14,-4.1667
2016-01-21,-23.913
2016-01-22,0.0
2016-02-02,42.8571
2016-02-12,-20.0
2016-02-22,25.0
2016-02-29,0.0
2016-03-02,-10.0
2016-03-07,-1.1111
2016-03-09,-21.3483
2016-03-10,20.1429
2016-03-15,-7.2533
2016-03-18,2.5641
2016-03-21,-37.5
2016-03-28,0.0
2016-04-12,0.0
2016-04-13,-56.0
2016-04-14,127.2727
2016-04-15,-56.0
2016-04-18,-31.8182
2016-04-25,33.3333
2016-04-27,-10.0
2016-04-28,11.1111
2016-04-29,0.0
2016-05-04,0.0
2016-05-06,20.0
2016-05-09,25.0
2016-05-12,0.0
2016-05-25,33.3333
2016-05-26,0.0
2016-06-06,-10.0
2016-06-07,11.1111
2016-06-08,25.0
2016-06-15,0.0
2016-06-22,-20.0
2016-06-24,-25.0
2016-07-08,66.6667
2016-07-22,0.0
2016-08-01,20.0
2016-08-17,-60.0
2016-08-18,-16.6667
2016-08-19,50.0
2016-08-22,33.3333
2016-08-23,-25.0
2016-09-06,-33.3333
2016-09-07,50.0
2016-09-12,-13.3333
2016-09-13,30.7692
2016-09-22,-11.7647
2016-10-03,6.6667
2016-10-11,25.0
2016-10-12,0.0
2016-10-13,0.0
2016-10-20,-25.0
2016-10-24,20.0
2016-11-02,11.1111
2016-11-09,-35.0
2016-11-17,46.1538
2016-11-23,157.8947
2016-12-02,-38.7755
2016-12-30,-16.6667
2017-01-03,-52.0
2017-01-09,58.3333
2017-01-12,0.0
2017-01-17,-47.3684
2017-01-19,50.0
2017-01-20,-33.3333
