ticker,STRS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.4925
2000-01-04,1.4706000000000001
2000-01-05,0.0
2000-01-06,0.0
2000-01-07,0.0
2000-01-10,-2.8986
2000-01-11,1.4925
2000-01-12,0.0
2000-01-13,0.0
2000-01-14,-2.9412000000000003
2000-01-18,3.0303
2000-01-19,-2.9412000000000003
2000-01-20,3.0303
2000-01-21,0.0
2000-01-24,-2.9412000000000003
2000-01-25,0.0
2000-01-26,-0.7576
2000-01-27,0.7634
2000-01-28,0.0
2000-01-31,0.0
2000-02-01,9.0909
2000-02-02,-2.7778
2000-02-03,5.7143
2000-02-04,-4.0541
2000-02-07,-1.4085
2000-02-08,-2.8571
2000-02-09,2.9412000000000003
2000-02-10,2.8571
2000-02-11,-6.9444
2000-02-14,0.0
2000-02-15,0.0
2000-02-16,0.0
2000-02-17,-1.4925
2000-02-18,3.0303
2000-02-22,-1.4706000000000001
2000-02-23,-1.4925
2000-02-24,0.0
2000-02-25,0.0
2000-02-28,-1.5152
2000-02-29,0.0
2000-03-01,0.0
2000-03-02,0.0
2000-03-03,-1.5385
2000-03-06,-3.125
2000-03-07,1.6129
2000-03-08,1.5873
2000-03-09,0.0
2000-03-10,-4.6875
2000-03-13,-5.3279
2000-03-14,-2.1645
2000-03-15,13.2743
2000-03-16,-6.25
2000-03-17,0.0
2000-03-20,0.0
2000-03-21,-6.6667
2000-03-22,17.8571
2000-03-23,0.0
2000-03-24,-4.5455
2000-03-27,-3.1746
2000-03-28,4.918
2000-03-29,0.0
2000-03-30,1.5625
2000-03-31,4.6154
2000-04-03,-5.8824
2000-04-04,6.25
2000-04-05,2.2059
2000-04-06,-2.1583
2000-04-07,0.0
2000-04-10,1.4706000000000001
2000-04-11,-1.4493
2000-04-12,-1.4706000000000001
2000-04-13,0.0
2000-04-14,-1.4925
2000-04-17,0.0
2000-04-18,6.0606
2000-04-19,-2.8571
2000-04-20,-2.9412000000000003
2000-04-24,1.5152
2000-04-25,7.4627
2000-04-26,-2.7778
2000-04-27,-2.8571
2000-04-28,4.4118
2000-05-01,2.8169
2000-05-02,1.3699
2000-05-03,2.7027
2000-05-04,-6.5789
2000-05-05,9.8592
2000-05-08,-2.5641
2000-05-09,5.2632
2000-05-10,-7.5
2000-05-11,2.7027
2000-05-12,-7.8947
2000-05-15,1.4285999999999999
2000-05-16,1.4085
2000-05-17,0.6944
2000-05-18,13.1034
2000-05-19,-12.1951
2000-05-22,0.0
2000-05-23,0.0
