ticker,CALB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-11-21,1.0
2007-11-27,-0.8911
2007-11-30,2.0979
2007-12-07,-0.6849
2007-12-18,10.8374
2007-12-19,0.0
2007-12-27,6.6667
2007-12-28,-4.1667
2008-01-03,-4.3478
2008-01-08,-7.2727
2008-01-10,-0.4902
2008-01-11,0.0
2008-01-14,0.0
2008-01-16,-0.9852
2008-01-31,-0.2985
2008-02-05,1.2974
2008-02-06,0.4926
2008-02-07,0.0
2008-02-08,-1.6667
2008-03-18,1.6949
2008-03-19,-1.7647
2008-03-20,0.0
2008-03-26,4.7904
2008-04-11,-3.8095
2008-05-21,46.0396
2008-05-23,-11.8644
2008-05-27,3.8462
2008-05-29,1.4815
2008-05-30,-3.2847
2008-06-03,-1.8868
2008-06-04,-5.7692
2008-06-10,0.0
2008-06-17,-10.449
2008-06-20,-6.5634
2008-06-30,-4.878
2008-07-25,0.5128
2008-08-04,0.0
2008-08-15,7.1429
2008-08-18,0.0
2008-08-21,-2.3810000000000002
2008-09-08,0.9756
2008-09-17,-3.3816
2008-09-24,0.0
2008-09-26,-2.5
2008-09-29,-2.5641
2008-09-30,0.0
2008-10-07,-36.8421
2008-10-09,11.1667
2008-10-13,42.4288
2008-10-14,-13.1579
2008-10-15,0.0
2008-10-17,-3.0303
2008-10-20,0.0
2008-10-22,0.0
2008-11-10,12.5
2008-11-12,-11.1111
2008-11-19,0.0
2008-11-20,-6.875
2008-11-26,7.3826
2008-12-01,-6.875
2008-12-08,0.0
2008-12-15,4.0268
2008-12-17,-9.6774
2008-12-19,7.1429
2008-12-22,-6.6667
2008-12-29,7.1429
2008-12-30,0.1333
2009-01-08,-0.1332
2009-01-21,-6.8
2009-01-28,0.1431
2009-01-29,-7.1429
2009-02-06,0.0
2009-02-17,7.6923
2009-02-24,14.2857
2009-04-06,-5.0
2009-04-14,-1.3158
2009-04-15,0.0
2009-04-17,6.6667
2009-04-20,-6.25
2009-04-27,13.3333
2009-07-09,-17.647100000000002
2009-07-24,21.4286
2009-07-28,-17.647100000000002
2009-07-29,0.0
2009-08-03,12.1429
2009-08-10,5.0955
2009-08-21,-3.0303
2009-08-24,12.5
2009-08-26,5.5556
2009-09-08,-23.6842
2009-09-09,0.0
2009-09-11,13.7931
2009-09-14,-3.0303
2009-09-18,6.25
2009-09-21,-11.7647
2009-09-23,9.3333
2009-10-05,-2.439
2009-10-07,-1.25
2009-10-12,-1.8987
2009-10-16,0.0
2009-10-19,19.3548
