ticker,BASA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-07-16,0.0
2009-07-17,0.0
2010-01-25,1650.0
2010-03-01,114.2857
2010-03-02,40.0
2010-03-09,0.0
2010-03-29,-38.0952
2010-04-01,0.0
2010-04-05,30.7692
2010-04-06,-5.8824
2010-04-20,-18.75
2010-04-21,30.7692
2010-04-23,0.0
2010-04-26,0.0
2010-04-27,-23.5294
2010-05-17,-3.0769
2010-05-20,-4.7619
2010-06-03,-16.6667
2010-06-16,-20.0
2010-06-25,0.0
2010-06-29,0.0
2010-07-01,12.5
2010-07-07,0.0
2010-07-08,0.0
2010-07-09,0.0
2010-07-13,-11.1111
2010-07-14,0.0
2010-07-15,0.0
2010-07-16,5.0
2010-07-19,7.1429
2010-08-02,-13.3333
2010-08-04,2.5641
2010-08-10,0.0
2010-08-11,0.0
2010-08-13,0.0
2010-08-16,15.0
2010-08-17,-8.6957
2010-08-18,-2.3810000000000002
2010-08-19,21.9512
2010-08-20,-10.0
2010-08-23,0.0
2010-08-24,-4.4444
2010-08-25,4.6512
2010-08-26,0.0
2010-08-27,-8.8889
2010-08-30,4.878
2010-08-31,-6.9767
2010-09-01,-25.0
2010-09-02,0.0
2010-09-07,33.3333
2010-09-08,5.0
2010-09-09,0.0
2010-09-13,-11.9048
2010-09-16,-18.9189
2010-09-17,-43.3333
2010-09-20,20.5882
2010-09-21,-2.439
2010-09-23,-5.0
2010-09-24,-5.2632
2010-09-28,-11.1111
2010-10-07,-6.25
2010-10-19,-20.0
2010-11-18,25.0
2010-12-01,-33.3333
2010-12-02,0.0
2010-12-14,-20.0
2010-12-15,37.5
2011-02-09,0.0
2011-02-16,81.8182
2011-02-17,115.0
2011-02-18,-30.2326
2011-02-22,-16.6667
2011-02-23,-20.0
2011-02-24,0.0
2011-02-28,5.0
2011-03-01,4.7619
2011-03-02,0.0
2011-03-03,9.0909
2011-03-04,12.5
2011-03-07,-11.1111
2011-03-08,22.9167
2011-03-09,-15.2542
2011-03-10,-4.0
2011-03-11,4.1667
2011-03-14,-2.0
2011-03-17,42.8571
2011-03-22,-31.4286
2011-03-25,45.8333
2011-03-28,-14.2857
2011-03-29,6.6667
2011-03-30,0.0
2011-03-31,-6.25
2011-04-04,3.3333
2011-04-06,-19.3548
2011-04-08,0.0
2011-04-11,-19.6
2011-04-15,0.0
2011-04-18,-0.4975
2011-04-20,0.0
2011-04-21,0.0
2011-04-29,50.0
2011-05-02,16.6667
2011-05-04,-45.7143
2011-05-05,5.2632
