ticker,FSK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-04-17,-0.3902
2014-04-21,0.7835
2014-04-22,-0.0972
2014-04-23,-0.1946
2014-04-24,0.1949
2014-04-25,-0.7782
2014-04-28,0.098
2014-04-29,-0.2938
2014-04-30,-0.0982
2014-05-01,-0.59
2014-05-02,0.4946
2014-05-05,1.2229
2014-05-06,-0.1959
2014-05-07,-0.4907
2014-05-08,-0.5917
2014-05-09,0.7937
2014-05-12,-0.1969
2014-05-13,-0.6903
2014-05-14,0.993
2014-05-15,-0.295
2014-05-16,0.3945
2014-05-19,0.7859
2014-05-20,0.0
2014-05-21,-0.0975
2014-05-22,1.0732
2014-05-23,-0.0965
2014-05-27,1.0072
2014-05-28,-0.6744
2014-05-29,1.1639
2014-05-30,0.4794
2014-06-02,-0.5725
2014-06-03,0.5758
2014-06-04,0.7634
2014-06-05,0.7576
2014-06-06,0.094
2014-06-09,-0.1878
2014-06-10,0.3763
2014-06-11,-1.2184
2014-06-12,-2.277
2014-06-13,0.3883
2014-06-16,-0.8704
2014-06-17,1.1707
2014-06-18,0.3857
2014-06-19,1.0567
2014-06-20,-2.336
2014-06-23,0.9804
2014-06-24,0.4854
2014-06-25,0.1932
2014-06-26,0.675
2014-06-27,0.5747
2014-06-30,1.4285999999999999
2014-07-01,0.2817
2014-07-02,-0.9363
2014-07-03,-1.1342
2014-07-07,1.5295999999999998
2014-07-08,-0.6591
2014-07-09,-0.1896
2014-07-10,-0.095
2014-07-11,0.3802
2014-07-14,-0.3788
2014-07-15,0.4753
2014-07-16,-0.0946
2014-07-17,-0.3788
2014-07-18,0.3802
2014-07-21,0.5682
2014-07-22,0.0942
2014-07-23,0.3222
2014-07-24,0.0944
2014-07-25,-0.0943
2014-07-28,-0.1889
2014-07-29,0.3784
2014-07-30,0.2854
2014-07-31,-0.6641
2014-08-01,-1.3372
2014-08-04,0.6776
2014-08-05,-0.4808
2014-08-06,-0.2899
2014-08-07,-0.1938
2014-08-08,0.2913
2014-08-11,0.2904
2014-08-12,-0.4826
2014-08-13,0.582
2014-08-14,0.4822
2014-08-15,-1.6315
2014-08-18,1.9512
2014-08-19,-0.2871
2014-08-20,0.0
2014-08-21,0.7126
2014-08-22,0.096
2014-08-25,0.1918
2014-08-26,0.3828
2014-08-27,-0.1907
2014-08-28,-0.0955
2014-08-29,0.3824
2014-09-02,0.5714
2014-09-03,-0.2841
2014-09-04,-0.6648
2014-09-05,0.6692
2014-09-08,-0.6648
2014-09-09,0.0
