ticker,GCYO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-01-05,5.7692
2007-02-02,0.4545
2007-02-05,-0.4525
2007-02-16,0.0
2007-02-23,-6.8182
2007-04-09,-4.878
2007-05-21,4.1026
2007-05-22,-1.3793
2007-06-04,-0.0999
2007-08-16,-4.5
2007-08-17,-5.7592
2007-09-28,-2.7778
2007-10-10,-5.3714
2007-10-11,-9.4203
2007-10-15,-6.6667
2007-10-17,5.7143
2007-10-24,-2.027
2007-10-25,1.6552
2007-10-26,-3.6635
2007-10-31,-6.338
2007-11-07,-5.2632
2007-12-27,0.0
2008-01-09,9.5238
2008-01-22,-7.2464
2008-01-23,-2.3438
2008-01-24,36.0
2008-02-05,-19.4118
2008-02-06,-4.3796
2008-02-07,-0.7634
2008-03-05,-6.9231
2008-03-07,0.0
2008-03-25,-0.8264
2008-03-26,-8.3333
2008-04-22,13.6364
2008-06-06,-9.6
2008-06-23,-11.5044
2008-07-16,0.0
2008-08-25,0.0
2008-09-03,10.0
2008-09-05,-4.5455
2008-09-22,14.2857
2008-09-23,0.0
2008-10-03,-33.3333
2008-10-24,50.0
2008-10-27,-25.0
2008-10-31,11.1111
2008-11-13,-10.4
2008-11-18,11.607099999999999
2009-01-15,-20.0
2009-01-20,0.0
2009-01-26,0.0
2009-01-28,0.0
2009-02-02,0.0
2009-02-09,-25.0
2009-03-24,0.0
2009-04-01,0.0
2009-05-01,0.0
2009-05-04,-1.6667
2009-05-11,0.0
2009-05-18,1.6949
2009-09-09,-17.0
2009-12-16,-13.6546
2009-12-29,-18.6047
2010-02-09,2.8571
2010-02-18,11.1111
2010-03-10,0.0
2010-03-12,5.0
2010-03-25,0.0
2010-05-13,0.0
2010-05-28,-14.2857
2010-06-14,-2.7778
2010-07-01,-2.8571
2010-07-19,-32.3529
2010-07-21,17.3913
2010-08-16,-25.1852
2010-09-01,0.0
2010-09-21,-25.7426
2010-09-29,46.6667
2010-10-22,-18.1818
2011-01-31,-65.5556
2011-03-02,225.8065
2011-03-08,0.0
2011-03-09,43.5644
2011-03-10,24.1379
2011-03-18,-5.5556
2011-03-22,-81.7647
2011-03-25,-29.0323
2011-03-30,195.4545
2011-03-31,0.0
2011-04-06,-15.3846
2011-04-08,-56.3636
2011-04-13,129.1667
2011-04-26,-7.2727
2011-04-29,76.4706
2011-05-03,-88.8889
2011-05-04,401.0
2011-05-05,-4.1916
2011-05-06,4.375
2011-05-09,43.7126
2011-05-13,0.0
2011-05-16,-85.4167
