ticker,GCYO US Equity
2011-05-18,63.8095
2011-05-19,487.2093
2011-05-26,0.0
2011-05-27,38.6139
2011-06-06,-27.8571
2011-06-07,44.5545
2011-06-14,1.3699
2011-06-15,14.8649
2011-06-22,0.0
2011-06-23,-40.5882
2011-06-27,0.0
2011-06-28,54.4554
2011-08-19,-10.2564
2011-10-17,-10.7143
2011-11-07,12.0
2011-11-10,0.0
2011-12-27,-84.2857
2011-12-28,131.8182
2011-12-30,-43.1373
2012-01-25,248.2759
2012-01-31,0.0
2012-02-07,-65.3465
2012-02-10,45.7143
2012-02-28,-56.8627
2012-03-05,0.0
2012-03-15,31.8182
2012-03-22,17.2414
2012-03-23,0.0
2012-03-26,197.0588
2012-03-30,0.0
2012-05-30,0.0
2012-06-22,-71.2871
2012-06-25,248.2759
2012-06-28,38.6139
2012-09-13,-74.2857
2012-09-19,0.0
2012-11-12,33.3333
2012-12-03,-12.5
2012-12-04,-42.8571
2012-12-05,79.1667
2012-12-12,-53.4884
2012-12-13,-50.0
2012-12-14,0.0
2012-12-18,140.0
2012-12-19,316.6667
2012-12-21,-60.0
2012-12-26,-80.0
2012-12-27,337.5
2012-12-31,-62.8571
2013-01-02,543.8462
2013-01-04,49.3429
2013-01-08,-80.0
2013-01-09,0.0
2013-01-10,-44.0
2013-01-11,78.5714
2013-01-16,-31.95
2013-01-17,17.5606
2013-01-18,0.0
2013-01-22,0.0
2013-01-25,-6.5625
2013-02-15,33.7793
2013-02-28,-52.0
2013-03-05,108.3333
2013-04-08,-84.0
2013-04-11,10.0
2013-04-12,0.0
2013-04-17,-75.0
2013-04-30,45.4545
2013-05-01,6.25
2013-05-02,41.1765
2013-05-03,4.1667
2013-06-21,-48.0
2013-06-26,-22.1154
2013-07-01,0.0
2013-08-08,-98.7654
2013-08-13,0.0
2013-09-19,2300.0
2013-10-22,33.3333
2013-12-13,12.5
2013-12-31,-6.9444
2014-01-02,0.0
2014-01-10,0.0
2014-01-14,-76.1194
2014-01-15,2900.0
2014-01-29,-66.6667
2014-02-07,-21.875
2014-04-08,-10.4
2014-04-29,142.8571
2014-08-13,-41.1765
2014-08-18,1.25
2014-08-19,58.0247
2014-09-19,-51.1719
2014-10-08,0.0
2014-10-15,2.4
2014-10-20,0.0
2014-10-23,-2.3438
2014-12-09,2.4
2014-12-31,0.0
2015-01-07,0.0
2015-06-05,0.0
2015-08-26,0.0
2015-09-22,0.0
2016-05-12,-93.75
2016-07-11,100.0
2016-12-27,-37.5
2017-05-02,3100.0
2017-05-03,-5.0
2017-05-04,57.8947
2017-05-16,0.0
2017-07-24,0.0
2017-08-11,-0.3333
2017-09-28,-1.6722000000000001
2017-11-10,2.0408
2017-12-05,-2.0
2017-12-14,-1.7006999999999999
2017-12-20,-97.5779
2017-12-29,4185.7143
2018-02-28,-33.3333
2018-03-09,0.0
2018-05-08,50.0
2018-05-14,0.0
2018-05-17,66.6667
2018-06-07,-20.0
2018-06-18,-75.0
2018-06-19,300.0
2018-06-20,0.0
2018-07-16,-50.0
2018-07-18,-50.0
2018-08-13,100.0
2018-08-28,-50.0
2018-09-20,0.0
2018-09-21,-49.0
2018-10-23,96.0784
2018-10-24,0.0
2018-10-25,600.0
2018-10-26,10.0
2018-10-29,55.8442
2018-10-30,-8.3333
2018-10-31,-36.3636
2018-11-01,-57.1429
2018-11-05,341.6667
2018-11-07,-1.8868
2018-11-08,-84.6154
2018-11-13,250.0
2018-11-14,42.8571
2018-11-16,-20.0
2018-12-07,-19.875
2019-03-05,-14.1966
2019-03-12,-27.2727
2019-04-25,20.0
2019-05-14,-17.2917
2019-05-20,-10.5793
2019-05-31,-35.2113
2019-06-05,-30.4348
2019-06-06,0.0
2019-06-25,0.0
2019-07-02,-37.5
2019-07-08,50.0
2019-07-09,-33.3333
2019-08-01,-13.75
2019-08-23,-13.0435
2019-08-29,-3.0
2019-08-30,7.9038
2019-09-11,91.0828
2019-09-12,133.3333
2019-09-17,-85.4286
2019-09-23,586.2745
2019-09-27,-80.0
2019-09-30,-35.7143
2019-10-09,-46.6667
2019-10-11,0.0
2019-12-03,525.0
2020-01-29,-80.0
2020-03-02,366.6667
2020-03-18,0.0
2020-03-19,-77.8571
2020-03-20,400.0
2020-03-23,22.5806
2020-03-24,-21.0526
2020-03-25,-76.0
2020-04-20,172.2222
2020-04-29,185.7143
2020-04-30,10.7143
2020-05-04,-83.871
2020-07-21,500.0
2020-07-23,0.0
