ticker,KTEL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-02-29,0.0
2009-07-06,40.0
2010-04-07,0.0
2010-06-14,-85.7143
2010-06-25,100.0
2011-03-08,450.0
2011-05-02,0.0
2011-09-14,-72.7273
2011-11-28,0.0
2013-01-29,-99.0
2014-06-10,69900.0
2014-06-11,-4.7619
2014-07-01,14.0
2014-07-02,2.6316
2014-07-03,2.5641
2014-07-07,4.1667
2014-07-08,-0.56
2014-07-09,0.5632
2014-07-18,4.0
2014-07-24,-3.8462
2014-08-04,0.0
2014-08-26,4.0
2014-08-27,0.0
2014-08-29,-1.1538
2014-09-02,1.1673
2014-09-03,2.3077
2014-09-05,0.7519
2014-09-08,-2.9851
2014-09-09,3.0769
2014-09-18,0.0
2014-09-19,0.0
2014-09-24,-1.4925
2014-09-26,1.5152
2014-10-03,0.0
2014-10-14,-2.9851
2014-10-21,3.0769
2014-10-22,0.0
2014-10-23,0.0
2015-01-21,-14.1791
2015-01-27,13.0435
2015-02-03,0.0
2015-04-24,0.0
2015-04-29,0.0
2015-05-18,-15.3846
2015-05-22,18.1818
2015-05-27,0.0
2015-05-29,-0.7692
2015-06-08,8.5271
2015-07-28,-7.8571
2015-07-29,-18.6047
2015-07-30,-3.8095
2015-07-31,-25.7426
2015-08-07,0.0
2015-08-10,0.0
2015-08-11,0.0
2015-08-12,-26.6667
2015-08-14,0.0
2015-08-18,36.3636
2015-08-19,-40.0
2015-08-31,-75.5556
2015-09-01,127.2727
2015-09-02,0.0
2015-09-04,-40.0
2015-09-08,-20.0
2015-09-09,0.0
2015-09-15,0.0
2015-09-22,0.0
2015-10-16,-58.3333
2015-11-17,-40.0
2015-11-18,0.0
2015-12-28,0.0
2016-01-14,233.3333
2016-01-29,-70.0
2016-04-26,566.6667
2016-04-28,-85.0
2016-08-30,-33.3333
2016-12-14,50.0
2017-02-16,400.0
2017-02-17,133.3333
2017-02-22,0.0
2017-02-28,0.0
2017-03-07,-71.4286
2017-03-14,-50.0
2017-08-08,20.0
2017-09-01,233.3333
2017-09-07,0.0
2017-10-04,-10.0
2017-10-06,-44.4444
2017-11-17,177.0
2017-11-21,8.3032
2017-11-29,-33.3333
2017-12-01,100.0
2017-12-04,-50.0
2017-12-15,50.0
2017-12-28,-33.3333
2018-01-09,100.0
2018-01-10,-47.5
2018-01-11,19.0476
2018-01-12,-12.0
2018-01-16,172.6818
2018-01-17,-41.6569
2018-01-19,-34.2857
2018-01-30,-8.6957
2018-01-31,0.0
2018-02-02,1.4285999999999999
2018-02-05,40.8451
2018-04-09,30.0
2018-04-13,0.0
2018-04-16,0.0
2018-05-29,-10.2564
2018-06-04,25.7143
2018-06-08,2.2727
2018-06-11,-19.4444
2018-08-14,-17.2414
2018-08-29,0.0
2018-09-07,0.0
2018-10-23,50.0
2018-11-12,2.2222
2018-12-04,-13.0435
2018-12-11,-12.5
2019-01-02,-20.0
2019-01-04,-10.7143
2019-01-16,-20.0
2019-01-18,0.0
2019-02-01,0.0
2019-02-27,50.0
2019-03-06,3.3333
2019-03-19,-29.0323
2019-04-05,-9.0909
2019-04-18,-19.5
2019-04-29,0.0
2019-06-07,-6.8323
2019-06-13,0.0
2019-07-15,232.0
2019-07-16,-2.008
2019-07-29,-68.9549
2019-08-21,0.33
2019-11-22,0.0
2019-12-10,0.0
2019-12-31,-1.3158
2020-02-13,1.3333
2020-02-21,25.0
2020-02-27,-15.7895
2020-03-23,0.0
2020-03-24,-30.0
2020-04-20,41.9643
2020-04-21,12.5786
2020-04-22,0.5587
2020-04-24,42.2222
2020-04-27,0.0
2020-04-28,-0.3906
2020-04-29,-55.6863
2020-04-30,83.1858
2020-05-01,0.0
2020-05-04,28.985500000000002
2020-05-06,-56.1798
2020-05-07,94.8718
2020-05-08,-12.2807
2020-05-11,20.0
2020-05-12,-0.8333
2020-05-13,0.8403
2020-05-14,4.1667
2020-05-15,0.0
2020-05-18,-15.2
2020-05-19,-5.6604
2020-05-21,0.0
2020-05-22,22.5
2020-05-26,2.0408
2020-05-27,16.0
2020-05-28,-15.5172
2020-05-29,-18.3673
2020-06-01,0.0
2020-06-02,10.0
2020-06-03,-9.0909
2020-06-04,-37.0
2020-06-05,58.730199999999996
2020-06-08,0.0
2020-06-09,0.0
2020-06-10,0.0
2020-06-11,0.0
2020-06-12,-12.5
2020-06-15,-14.2857
2020-06-16,33.3333
2020-06-17,0.0
2020-06-18,0.0
2020-06-19,-5.0
2020-06-22,5.2632
2020-06-23,0.0
2020-06-24,-16.75
2020-06-25,20.1201
2020-06-26,-19.25
2020-06-29,17.647100000000002
2020-06-30,0.0
2020-07-01,0.0
2020-07-02,-2.6316
2020-07-06,2.7027
2020-07-07,0.0
2020-07-08,-15.7895
2020-07-10,12.5
2020-07-13,-27.2222
2020-07-14,37.4046
2020-07-15,-27.2222
2020-07-16,0.0
2020-07-17,-0.7634
2020-07-21,38.4615
2020-07-22,-0.5556
2020-07-23,-15.3352
2020-07-27,-18.7727
2020-07-28,23.1113
2020-07-29,-7.6212
2020-07-30,27.8571
2020-07-31,0.5587
