ticker,KOGL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-09-27,2.7778
2002-10-25,-13.5135
2002-11-06,-12.5
2003-12-30,-68.5714
2009-04-16,445.4545
2009-06-05,-8.3333
2009-06-08,-13.6364
2009-10-06,47.3684
2009-12-28,0.7143
2010-10-12,6.383
2011-03-08,66.6667
2011-03-28,0.0
2011-04-01,0.0
2011-04-05,16.0
2011-07-07,-24.1379
2011-08-03,31.8182
2011-09-09,-20.6897
2011-09-26,-4.3478
2011-10-05,4.5455
2012-01-03,52.1739
2012-01-04,-4.2857
2012-02-10,-10.1493
2012-02-28,0.4983
2012-03-26,11.5702
2012-04-18,-0.7407
2012-06-28,3.8806000000000003
2012-07-02,0.546
2012-07-03,-0.2858
2012-10-05,8.5698
2012-10-25,-11.5628
2012-11-05,25.3731
2012-12-07,0.0
2013-01-29,10.2381
2013-04-25,-17.1274
2013-05-30,0.9904
2013-06-25,-1.2903
2013-10-24,13.3333
2013-11-06,-11.2341
2013-11-18,0.052
2013-12-02,0.3896
2014-06-12,36.3519
2014-07-14,3.8899
2014-07-25,-7.7626
2014-08-20,8.1188
2014-09-03,0.0
2014-09-11,-0.1832
2014-10-01,0.1835
2014-10-22,0.7143
2015-03-23,5.4737
2015-05-26,13.7931
2015-06-01,0.7424
2015-08-12,5.2489
2015-08-18,2.5865
2015-08-19,1.8805
2015-08-24,-4.2931
2015-08-28,0.0
2015-09-14,0.0
2015-09-24,-0.8857
2015-11-05,0.8936
2016-01-07,-1.4285999999999999
2016-02-01,0.0
2016-07-19,-4.3478
2016-08-12,7.5758
2016-12-09,1.4085
2017-02-02,-13.1944
2017-02-03,7.2
2017-02-06,-3.7313
2017-02-07,0.0
2017-02-08,0.0
2017-02-09,0.0
2017-02-10,0.0
2017-02-13,0.0
2017-02-21,0.0
2017-02-22,0.0
2017-02-24,0.0
2017-03-01,0.0
2017-03-02,0.0
2017-03-03,0.0
2017-03-13,0.0
2017-03-30,0.0
2017-04-19,3.876
2017-04-20,0.0
2017-04-26,4.4776
2017-04-27,2.5
2017-05-01,4.4599
2017-05-09,0.0667
2017-05-31,-4.0
2017-07-14,-7.2917
2017-10-09,-2.6217
2017-10-31,1.5385
2017-11-01,2.2727
2017-11-06,-0.7407
2017-11-09,0.0
2017-11-10,0.0
2017-11-13,0.0
2017-11-14,1.1194
2017-11-15,0.0
2017-11-27,-1.107
2017-11-28,0.1493
2017-11-29,0.7452
2018-01-02,-0.1479
2018-02-06,3.7037
2018-03-06,-2.8571
2018-03-21,0.0
2018-05-10,-1.4706000000000001
2018-05-24,4.4776
2018-05-30,0.0
2018-07-19,-5.0
2018-08-30,-9.7744
2018-09-18,0.0
2018-10-05,8.3333
2018-10-12,-0.4
2018-10-16,-7.3216
2018-10-17,0.0
2018-10-19,3.3333
2018-10-23,-3.2258
2018-10-25,-5.0
2018-10-26,5.2632
2018-10-31,3.3333
2018-11-08,-3.2258
2018-11-19,5.0
2018-11-20,3.9683
2018-11-30,-5.3435
2019-01-31,10.4839
2019-02-01,-0.7299
2019-02-20,-5.8824
2019-03-07,-4.7031
2019-03-08,-9.8049
2019-03-12,10.8889
2019-03-13,3.2787
2019-04-10,0.0
2019-04-15,-3.1746
2019-04-29,0.0
2019-06-21,1.6393
2019-06-26,-1.6129
2019-07-09,0.0
2020-03-13,-8.1967
2020-03-17,-8.9286
2020-03-18,5.8824
2020-03-20,-6.9444
2020-03-26,10.4478
2020-03-27,-0.9009
2020-04-06,0.0
2020-04-07,1.8182
2020-05-04,-10.7143
2020-05-05,6.0
2020-06-29,-5.1887
2020-07-01,3.4826
