ticker,ASPT US Equity
2017-03-20,-90.0
2017-04-05,900.0
2017-04-10,-80.0
2017-04-13,400.0
2017-04-18,-90.0
2017-04-26,100.0
2017-05-02,400.0
2017-05-09,0.0
2017-05-18,0.0
2017-05-22,0.0
2017-05-24,0.0
2017-06-09,0.0
2017-06-13,0.0
2017-06-15,0.0
2017-06-19,0.0
2017-06-30,10.0
2017-07-06,0.0
2017-07-11,-81.8182
2017-07-17,150.0
2017-08-03,0.0
2017-08-08,20.0
2017-08-17,-16.6667
2017-08-18,0.0
2017-08-21,0.0
2017-08-22,-60.0
2017-09-07,100.0
2017-09-12,100.0
2017-09-13,0.0
2017-09-25,0.0
2017-09-29,-37.5
2017-10-05,100.0
2017-10-12,0.0
2017-10-13,0.0
2017-10-17,0.0
2017-10-20,0.0
2017-10-23,0.0
2017-10-25,10.0
2017-11-09,-9.0909
2017-11-13,0.0
2017-11-15,0.0
2017-11-17,0.0
2017-11-20,0.0
2017-11-30,-40.0
2017-12-04,-33.3333
2017-12-05,50.0
2017-12-06,0.0
2017-12-07,-58.3333
2017-12-08,20.0
2017-12-13,0.0
2017-12-15,-16.6667
2017-12-26,20.0
2017-12-27,-99.9667
2017-12-29,199900.0
2018-01-04,-99.95
2018-01-11,199900.0
2018-01-18,0.0
2018-01-23,-50.0
2018-02-06,-90.0
2018-02-07,100.0
2018-02-08,400.0
2018-02-14,500.0
2018-02-20,-83.3333
2018-02-23,0.0
2018-03-05,0.0
2018-03-06,0.0
2018-03-09,0.0
2018-03-14,10.0
2018-03-19,-9.0909
2018-03-22,20.0
2018-04-17,0.0
2018-05-01,0.0
2018-05-04,0.0
2018-05-09,0.0
2018-05-18,8.3333
2018-05-22,0.0
2018-05-31,0.0
2018-06-04,0.0
2018-06-08,0.0
2018-06-11,0.0
2018-06-20,-7.6923
2018-07-02,0.0
2018-07-11,8.3333
2018-07-12,-92.3077
2018-07-13,1200.0
2018-07-17,0.0
2018-07-20,0.0
2018-07-25,-92.3077
2018-07-31,1200.0
2018-08-02,0.0
2018-08-03,0.0
2018-08-08,0.0
2018-08-13,0.0
2018-08-20,0.0
2018-08-23,0.0
2018-08-24,0.0
2018-08-29,0.0
2018-09-04,0.0
2018-09-12,0.0
2018-09-13,38.4615
2018-09-14,-94.4444
2018-09-17,100.0
2018-09-24,-50.0
2018-09-26,200.0
2018-10-11,-66.6667
2018-11-01,0.0
2018-11-28,300.0
2018-12-03,-75.0
2018-12-04,300.0
2018-12-10,-75.0
2018-12-11,300.0
2018-12-13,-99.75
2018-12-21,9900.0
2018-12-27,0.0
2018-12-31,0.0
2019-01-08,0.0
2019-01-15,0.0
2019-01-18,0.0
2019-01-25,0.0
2019-01-29,0.0
2019-01-30,0.0
2019-02-05,100.0
2019-02-14,0.0
2019-03-25,0.0
2019-04-02,50.0
2019-04-09,-33.3333
2019-04-12,50.0
2019-04-25,33.3333
2019-05-03,0.0
2019-05-14,-75.0
2019-05-24,0.0
2019-07-24,0.0
2019-08-13,0.0
2019-09-10,0.0
2019-09-11,0.0
2019-09-17,-99.0
2019-09-18,9900.0
2019-10-07,100.0
2019-10-17,0.0
2019-10-23,0.0
2019-10-24,0.0
2019-11-01,400.0
2019-11-04,-70.0
2019-11-05,0.0
2019-11-12,33.3333
2019-11-13,-25.0
2019-11-18,33.3333
2019-11-20,-25.0
2019-11-29,33.3333
2019-12-12,0.0
2019-12-18,0.0
2019-12-30,0.0
2020-01-09,0.0
2020-01-13,0.0
2020-01-22,-25.0
2020-01-24,0.0
2020-01-28,0.0
2020-01-31,433.3333
2020-02-03,31.25
2020-02-07,376.1905
2020-02-10,0.0
2020-02-11,-60.0
2020-02-12,0.0
2020-02-18,-37.5
2020-02-25,0.0
2020-02-28,60.0
2020-03-02,0.0
2020-03-03,46.25
2020-03-06,-70.9402
2020-03-12,0.0
2020-03-16,0.0
2020-03-18,11.7647
2020-03-19,0.0
2020-03-31,0.0
2020-04-08,0.0
2020-04-13,0.0
2020-04-21,0.0
2020-04-29,0.0
2020-04-30,0.0
2020-05-04,0.0
2020-05-12,5.2632
2020-05-13,225.0
2020-05-14,0.0
2020-05-15,-69.2308
2020-05-20,200.0
2020-05-21,-65.0
2020-05-28,0.0
2020-06-02,0.0
2020-06-08,0.0
2020-06-10,0.0
2020-06-16,209.5238
2020-06-18,-37.6923
2020-06-25,-43.2099
2020-06-29,0.0
2020-07-10,160.8696
2020-07-13,-61.6667
2020-07-14,0.0
2020-07-15,160.8696
2020-07-23,-61.6667
2020-07-29,0.0
2020-07-31,0.0
