ticker,ASPT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-12-21,41566.6667
2015-12-22,50.0
2015-12-23,66.6667
2015-12-24,0.0
2015-12-28,-98.0
2015-12-29,400.0
2015-12-30,40.0
2015-12-31,-28.5714
2016-01-05,20.0
2016-01-11,66.6667
2016-01-19,0.0
2016-01-20,0.0
2016-01-25,50.0
2016-02-01,66.6667
2016-02-03,-96.0
2016-02-05,400.0
2016-02-08,700.0
2016-02-09,-25.0
2016-02-11,-66.6667
2016-02-19,200.0
2016-02-22,33.3333
2016-02-23,-75.0
2016-03-01,300.0
2016-03-03,-60.0
2016-03-08,25.0
2016-03-16,50.0
2016-03-18,-66.6667
2016-03-21,100.0
2016-03-23,0.0
2016-03-30,0.0
2016-03-31,-50.0
2016-04-01,0.0
2016-04-07,0.0
2016-04-08,0.0
2016-04-12,0.0
2016-04-13,100.0
2016-04-14,0.0
2016-04-15,-50.0
2016-04-26,-98.75
2016-04-27,700.0
2016-04-28,500.0
2016-05-02,50.0
2016-05-06,22.2222
2016-05-09,0.0
2016-05-12,172.7273
2016-05-26,-66.6667
2016-05-27,100.0
2016-06-01,-50.0
2016-06-20,0.0
2016-06-23,-98.75
2016-07-20,15900.0
2016-07-21,-50.0
2016-07-22,0.0
2016-08-01,0.0
2016-08-05,0.0
2016-08-10,10.0
2016-08-17,0.0
2016-08-23,-9.0909
2016-08-25,100.0
2016-08-29,-25.0
2016-08-31,-33.3333
2016-09-01,0.0
2016-09-02,0.0
2016-09-07,0.0
2016-09-09,0.0
2016-09-14,100.0
2016-09-16,0.0
2016-09-19,-40.0
2016-09-21,-16.6667
2016-09-26,100.0
2016-09-29,-50.0
2016-10-13,-50.0
2016-10-14,100.0
2016-10-21,0.0
2016-10-26,100.0
2016-10-28,-50.0
2016-10-31,20.0
2016-11-01,-16.6667
2016-11-07,0.0
2016-11-09,20.0
2016-11-16,-58.3333
2016-11-17,140.0
2016-11-21,-58.3333
2016-11-22,0.0
2016-11-23,0.0
2016-11-29,0.0
2016-12-02,0.0
2016-12-07,0.0
2016-12-12,0.0
2016-12-15,0.0
2016-12-16,0.0
2016-12-19,-80.0
2016-12-20,400.0
2016-12-23,0.0
2016-12-28,0.0
2016-12-30,0.0
2017-01-06,0.0
2017-01-24,0.0
2017-01-26,0.0
2017-01-27,0.0
2017-02-03,0.0
2017-02-08,0.0
2017-02-09,0.0
2017-02-14,0.0
2017-02-21,0.0
2017-03-08,-80.0
2017-03-13,900.0
2017-03-14,0.0
