ticker,BMRN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,8.5106
2000-01-04,6.3725
2000-01-05,-5.0691
2000-01-06,-0.9709
2000-01-07,4.902
2000-01-10,2.3364
2000-01-11,2.7397
2000-01-12,1.3333
2000-01-13,7.0175
2000-01-14,9.8361
2000-01-18,-1.8657
2000-01-19,-5.7034
2000-01-20,-2.8226
2000-01-21,-0.4149
2000-01-24,-1.6667
2000-01-25,0.8475
2000-01-26,0.0
2000-01-27,-0.8403
2000-01-28,5.0847
2000-01-31,-6.0484
2000-02-01,2.1459
2000-02-02,-3.3613
2000-02-03,4.3478
2000-02-04,-0.8333
2000-02-07,4.2017
2000-02-08,9.6774
2000-02-09,2.9412000000000003
2000-02-10,-2.8571
2000-02-11,8.0882
2000-02-14,3.4013999999999998
2000-02-15,2.3026
2000-02-16,-0.3215
2000-02-17,-1.2903
2000-02-18,-0.6536
2000-02-22,5.5921
2000-02-23,4.6729
2000-02-24,5.3571
2000-02-25,9.0395
2000-02-28,8.8083
2000-02-29,19.0476
2000-03-01,24.0
2000-03-02,-14.8387
2000-03-03,9.0909
2000-03-06,0.5208
2000-03-07,0.8636
2000-03-08,-6.8493
2000-03-09,-6.8015
2000-03-10,-12.426
2000-03-13,-8.1081
2000-03-14,-10.2941
2000-03-15,2.7321999999999997
2000-03-16,4.7872
2000-03-17,5.5838
2000-03-20,34.6154
2000-03-21,-14.2857
2000-03-22,6.6667
2000-03-23,-8.2031
2000-03-24,-9.7872
2000-03-27,-4.2453
2000-03-28,14.7783
2000-03-29,6.4378
2000-03-30,-12.5
2000-03-31,30.8756
2000-04-03,-21.831
2000-04-04,-2.7027
2000-04-05,-5.5556
2000-04-06,4.902
2000-04-07,0.9346
2000-04-10,-5.5556
2000-04-11,-5.8824
2000-04-12,-0.2604
2000-04-13,-1.8277
2000-04-14,-19.1489
2000-04-17,11.5132
2000-04-18,6.1947
2000-04-19,-1.6667
2000-04-20,-8.4746
2000-04-24,3.7037
2000-04-25,-2.3810000000000002
2000-04-26,1.5244
2000-04-27,-3.6036
2000-04-28,-11.215
2000-05-01,7.0175
2000-05-02,5.2459
2000-05-03,-6.5421
2000-05-04,7.3333
2000-05-05,3.1056
2000-05-08,-4.8193
2000-05-09,11.3924
2000-05-10,-7.9545
2000-05-11,-1.2346
2000-05-12,1.25
2000-05-15,6.4815
2000-05-16,-2.6087
2000-05-17,0.0
2000-05-18,-2.3810000000000002
2000-05-19,-4.878
2000-05-22,-1.9231
