ticker,MSET US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-06,0.0
2000-01-10,0.0
2000-01-18,0.0
2000-01-19,0.0
2000-01-20,0.0
2000-01-24,0.0
2000-01-26,-14.2857
2000-01-31,0.0
2000-02-03,41.6667
2000-02-04,17.647100000000002
2000-02-07,-20.0
2000-02-08,0.0
2000-02-09,0.0
2000-02-17,-37.5
2000-02-28,0.0
2000-03-10,0.0
2000-03-21,0.0
2000-03-22,400.0
2000-03-24,-80.0
2000-03-27,0.0
2000-03-28,400.0
2000-04-03,0.0
2000-04-04,0.0
2000-04-05,0.0
2000-04-11,-60.0
2000-04-13,25.0
2000-04-17,-60.0
2000-04-18,0.0
2000-04-24,0.0
2000-05-18,-50.0
2000-06-01,100.0
2000-06-05,-50.0
2000-06-21,0.0
2000-07-12,0.0
2000-07-27,300.0
2000-07-28,-25.0
2000-08-02,-66.6667
2000-08-15,0.0
2000-08-23,0.0
2000-08-24,0.0
2000-09-05,0.0
2000-09-08,0.0
2000-09-12,0.0
2000-09-20,0.0
2000-10-05,0.0
2000-10-06,-40.0
2000-10-11,-66.6667
2000-11-07,0.0
2000-11-15,0.0
2000-11-20,0.0
2000-11-22,0.0
2000-11-27,0.0
2000-11-28,0.0
2000-12-01,0.0
2000-12-05,0.0
2000-12-12,0.0
2000-12-13,0.0
2000-12-14,0.0
2000-12-21,0.0
2000-12-26,0.0
2000-12-28,0.0
2000-12-29,-87.5
2001-01-08,0.0
2001-03-14,700.0
2001-08-14,0.0
2001-09-19,0.0
2001-09-21,0.0
2001-11-14,0.0
2001-11-30,0.0
2001-12-07,0.0
2001-12-10,0.0
2001-12-11,0.0
2001-12-17,0.0
2001-12-20,0.0
2001-12-26,0.0
2001-12-27,0.0
2001-12-28,0.0
2001-12-31,0.0
2002-01-25,-87.5
2002-02-28,0.0
2002-04-11,0.0
2002-07-18,0.0
2002-10-07,0.0
2002-12-02,0.0
2002-12-16,0.0
2002-12-17,0.0
2002-12-24,0.0
2002-12-27,0.0
2003-01-29,0.0
2003-02-28,0.0
2003-03-13,0.0
2003-04-04,0.0
2003-04-08,0.0
2003-06-04,0.0
2003-06-05,0.0
2003-06-27,0.0
2003-07-01,0.0
2003-07-10,0.0
2003-07-16,0.0
2003-07-30,0.0
2003-08-25,0.0
2003-09-10,0.0
2003-09-30,0.0
2003-10-01,0.0
2003-10-03,0.0
2003-10-08,0.0
2003-10-23,0.0
2003-11-10,0.0
2003-11-12,0.0
2003-11-18,700.0
2003-12-30,-87.5
2003-12-31,0.0
2004-01-16,0.0
2004-02-11,0.0
2004-04-08,0.0
2004-05-13,0.0
2004-05-14,700.0
2004-06-22,-87.5
2004-08-03,0.0
2004-10-01,0.0
2004-11-05,0.0
2004-12-14,0.0
2004-12-29,0.0
2005-01-14,700.0
2005-01-24,900.0
2005-01-25,-90.0
2005-02-02,0.0
2005-02-03,900.0
2005-04-11,-98.75
2005-04-20,0.0
2005-05-25,1039900.0
2005-05-26,-99.9904
2005-05-27,15900.0
2005-07-21,-99.375
2005-08-12,0.0
2005-09-13,0.0
2005-09-30,4700.0
2005-11-11,-97.9167
2005-11-17,0.0
2006-03-06,0.0
2006-04-10,0.0
2006-05-08,0.0
2006-05-23,0.0
2006-07-18,700.0
2006-07-19,-87.5
2006-08-16,0.0
2006-08-22,0.0
2006-08-25,0.0
2006-08-31,0.0
2006-10-09,0.0
2006-11-17,0.0
2006-12-05,0.0
2006-12-14,0.0
2006-12-29,0.0
2007-03-29,0.0
2007-05-01,0.0
2007-05-04,0.0
2007-05-29,0.0
2007-05-30,0.0
2007-07-23,0.0
2007-10-23,3900.0
2007-10-29,-97.5
2007-10-30,0.0
2007-11-13,0.0
2007-11-26,0.0
2007-12-03,0.0
2007-12-10,0.0
2007-12-24,0.0
2007-12-26,0.0
2008-01-15,0.0
2008-01-24,0.0
2008-02-27,6300.0
2008-03-03,-87.5
2008-03-11,-87.5
2008-04-10,0.0
2008-04-15,0.0
2008-04-22,0.0
2008-08-28,0.0
2008-10-02,0.0
2008-10-27,0.0
2008-11-17,0.0
2008-11-21,0.0
2008-12-18,0.0
2008-12-19,0.0
2008-12-23,0.0
2009-01-09,0.0
2009-01-15,0.0
2009-01-27,0.0
2009-01-30,0.0
2009-04-30,7900.0
2009-05-21,-98.75
2009-05-29,0.0
2009-06-12,0.0
2009-07-23,0.0
2009-08-03,0.0
2009-08-13,0.0
2009-08-17,0.0
2009-10-29,0.0
2009-11-05,7900.0
2009-11-09,-98.75
2009-12-03,0.0
2009-12-14,24000.0
2009-12-15,-99.5851
2010-01-20,0.0
2010-02-01,0.0
2010-02-03,0.0
2010-02-09,0.0
2010-03-04,0.0
2010-04-19,200.0
2010-04-26,-66.6667
2010-04-30,0.0
2010-06-08,0.0
2010-08-06,0.0
2010-09-13,50.0
2011-12-22,0.0
2012-01-31,0.0
2012-12-18,1233.3333
2013-12-12,-95.0
2013-12-13,0.0
2014-05-20,0.0
2015-06-01,0.0
2015-06-17,700.0
2015-07-13,-87.5
2015-08-04,700.0
2016-09-07,0.0
2016-09-12,-87.5
2017-02-08,0.0
2017-03-08,0.0
2017-03-14,0.0
2017-06-12,-92.0
2017-09-26,70.0
2017-11-02,488.2353
2017-11-30,-90.0
2017-12-12,-90.0
2018-03-07,9900.0
2018-05-15,-90.0
2018-10-10,0.0
2019-05-14,-90.0
2019-05-22,9900.0
2019-10-07,400.0
2019-10-24,-80.0
2019-12-03,0.0
2020-04-17,-90.0
