ticker,KIRK US Equity
2002-11-29,1.6245
2002-12-02,0.6513
2002-12-03,0.0
2002-12-04,-6.4706
2002-12-05,-3.4591
2002-12-06,-1.3029
2002-12-09,-0.7261
2002-12-10,2.5930999999999997
2002-12-11,2.0091
2002-12-12,0.7624
2002-12-13,-1.6393
2002-12-16,-7.2436
2002-12-17,-8.1617
2002-12-18,-21.213
2002-12-19,10.7927
2002-12-20,0.0862
2002-12-23,-5.7709
2002-12-24,-0.3656
2002-12-26,3.4954
2002-12-27,0.1684
2002-12-30,-0.885
2002-12-31,0.8929
2003-01-02,-1.0708
2003-01-03,3.0504
2003-01-06,-5.2083
2003-01-07,-2.2894
2003-01-08,3.0928
2003-01-09,3.7273
2003-01-10,-1.8405
2003-01-13,3.5714
2003-01-14,0.431
2003-01-15,-0.6867
2003-01-16,-0.6914
2003-01-17,-0.3481
2003-01-21,3.048
2003-01-22,0.0085
2003-01-23,-0.0085
2003-01-24,0.856
2003-01-27,-0.4202
2003-01-28,-2.1097
2003-01-29,-5.6034
2003-01-30,0.4566
2003-01-31,5.4545
2003-02-03,0.0
2003-02-04,1.5516999999999999
2003-02-05,6.0272
2003-02-06,1.8415
2003-02-07,-6.6038
2003-02-10,-2.6094
2003-02-11,1.5556999999999999
2003-02-12,-2.2128
2003-02-13,-0.3481
2003-02-14,2.1834
2003-02-18,0.0855
2003-02-19,-6.234
2003-02-20,2.459
2003-02-21,-0.9778
2003-02-24,-2.693
2003-02-25,-0.2768
2003-02-26,1.6651
2003-02-27,-0.091
2003-02-28,-0.7286
2003-03-03,-1.1009
2003-03-04,-0.436
2003-03-05,-1.2392
2003-03-06,0.0
2003-03-07,-1.0377
2003-03-10,1.0486
2003-03-11,-1.4151
2003-03-12,1.4354
2003-03-13,3.0189
2003-03-14,2.8388
2003-03-17,2.7605
2003-03-18,4.8527000000000005
2003-03-19,0.4132
2003-03-20,2.8807
2003-03-21,-0.88
2003-03-24,-1.937
2003-03-25,-1.3169
2003-03-26,-1.5096
2003-03-27,1.194
2003-03-28,3.7657
2003-03-31,0.8065
2003-04-01,3.44
2003-04-02,3.635
2003-04-03,1.1194
2003-04-04,0.369
2003-04-07,1.0294
2003-04-08,-1.0189
2003-04-09,0.0
2003-04-10,1.1029
2003-04-11,0.3636
2003-04-14,2.8261
2003-04-15,0.0705
2003-04-16,6.2676
2003-04-17,2.0543
2003-04-21,-3.5779
2003-04-22,0.8822
2003-04-23,-1.3351
2003-04-24,-0.8796
2003-04-25,2.3891
2003-04-28,-1.6667
2003-04-29,-0.2034
2003-04-30,1.9022000000000001
2003-05-01,-1.3333
2003-05-02,0.1351
2003-05-05,2.2942
2003-05-06,2.2427
2003-05-07,1.871
2003-05-08,1.7732999999999999
2003-05-09,-3.8643
2003-05-12,-3.0358
2003-05-13,-1.6021
2003-05-14,-2.0353
2003-05-15,-1.3158
2003-05-16,4.414
2003-05-19,0.746
2003-05-20,-0.6004
2003-05-21,-0.0671
2003-05-22,-1.3432
2003-05-23,-0.7488
2003-05-27,5.0754
2003-05-28,0.718
2003-05-29,-2.722
2003-05-30,-0.0666
2003-06-02,2.6
2003-06-03,-1.488
2003-06-04,0.8509
2003-06-05,1.8967
2003-06-06,0.7702
2003-06-09,-0.4459
2003-06-10,0.3199
2003-06-11,-0.574
2003-06-12,1.7319
2003-06-13,-2.1438
2003-06-16,0.8376
2003-06-17,2.492
2003-06-18,3.803
2003-06-19,0.0
2003-06-20,2.2222
2003-06-23,-2.2327
2003-06-24,0.601
2003-06-25,1.6726
2003-06-26,-1.8214000000000001
2003-06-27,0.2992
2003-06-30,-1.5513
2003-07-01,-1.3333
2003-07-02,3.7469
2003-07-03,-2.9011
2003-07-07,2.0122
2003-07-08,1.1955
2003-07-09,7.2652
2003-07-10,-4.3502
2003-07-11,0.0
2003-07-14,0.6333
2003-07-15,-0.1716
2003-07-16,-0.5731
2003-07-17,-0.2882
2003-07-18,-0.289
2003-07-21,-2.3188
2003-07-22,-0.4748
2003-07-23,4.0549
2003-07-24,-0.8596
2003-07-25,0.289
2003-07-28,-0.1729
2003-07-29,0.7506
2003-07-30,-9.1117
2003-07-31,-2.9634
2003-08-01,-3.1839
2003-08-04,0.4698
2003-08-05,0.2004
2003-08-06,-0.2667
2003-08-07,2.9412000000000003
2003-08-08,-2.2727
2003-08-11,2.7243
2003-08-12,4.6572
2003-08-13,-3.5846999999999998
2003-08-14,3.0769
2003-08-15,0.3109
2003-08-18,2.6038
2003-08-19,1.2085
2003-08-20,-3.403
2003-08-21,5.068
2003-08-22,-5.0
2003-08-25,5.4489
2003-08-26,1.2918
2003-08-27,-0.5797
2003-08-28,8.1574
2003-08-29,-0.965
2003-09-02,-0.7784
2003-09-03,1.4978
2003-09-04,-0.0054
2003-09-05,-3.4002
2003-09-08,0.3917
2003-09-09,-3.2887
2003-09-10,0.7493
2003-09-11,-2.8604000000000003
2003-09-12,-1.649
2003-09-15,1.4969999999999999
2003-09-16,3.2448
2003-09-17,-1.3086
2003-09-18,1.3259
2003-09-19,0.1714
2003-09-22,-0.4564
2003-09-23,1.0888
2003-09-24,-1.5306
2003-09-25,-3.1088
2003-09-26,0.2971
2003-09-29,-0.237
2003-09-30,-4.6912
2003-10-01,0.9346
2003-10-02,-0.1975
2003-10-03,3.5997
2003-10-06,1.3134000000000001
2003-10-07,1.9445999999999999
2003-10-08,0.578
2003-10-09,-0.0575
2003-10-10,2.0702
2003-10-13,2.6479
2003-10-14,3.1833
2003-10-15,-2.1809
2003-10-16,3.4802
2003-10-17,-0.1576
2003-10-20,1.8947
2003-10-21,-1.7045
2003-10-22,0.2627
2003-10-23,3.7736
2003-10-24,-0.3535
2003-10-27,2.4328
2003-10-28,0.9401
2003-10-29,6.2745
2003-10-30,0.1845
2003-10-31,1.3352
2003-11-03,0.0454
2003-11-04,0.5904
2003-11-05,-4.3341
2003-11-06,-1.6045
2003-11-07,-0.2398
2003-11-10,-3.8462
2003-11-11,0.55
2003-11-12,5.1716
2003-11-13,-0.6147
2003-11-14,-1.8554
2003-11-17,-3.4416
2003-11-18,-1.8574000000000002
2003-11-19,6.9054
2003-11-20,0.8134
2003-11-21,-0.8068
2003-11-24,0.4306
2003-11-25,-0.667
2003-11-26,1.0552
2003-11-28,-0.0475
2003-12-01,-0.2849
2003-12-02,-1.4285999999999999
2003-12-03,1.9807000000000001
2003-12-04,-5.2582
2003-12-05,5.25
2003-12-08,-3.0831
2003-12-09,0.4853
2003-12-10,-2.0976
2003-12-11,1.3453
2003-12-12,-2.0157
2003-12-15,0.3011
2003-12-16,-7.2536
2003-12-17,-1.9957
2003-12-18,1.0457
2003-12-19,-1.4161000000000001
2003-12-22,-1.1602000000000001
2003-12-23,0.2236
2003-12-24,-0.5577
2003-12-26,-0.5048
2003-12-29,2.3112
2003-12-30,-0.1653
2003-12-31,-2.5385999999999997
2004-01-02,-5.4926
2004-01-05,5.7519
2004-01-06,2.4363
2004-01-07,1.2168
2004-01-08,0.929
2004-01-09,-1.1911
2004-01-12,1.0904
2004-01-13,0.2764
2004-01-14,-0.3243
2004-01-15,4.5553
2004-01-16,-12.4481
2004-01-20,-4.9763
2004-01-21,1.3092
2004-01-22,-2.1538
2004-01-23,-2.7673
2004-01-26,0.2587
2004-01-27,0.1226
2004-01-28,-2.8868
2004-01-29,-4.3859
2004-01-30,2.9146
2004-02-02,1.2138
2004-02-03,-2.6649000000000003
2004-02-04,-0.9582
2004-02-05,1.935
2004-02-06,1.8305
2004-02-09,-0.2663
2004-02-10,0.4673
2004-02-11,-0.3322
2004-02-12,-1.7332999999999998
2004-02-13,-0.882
2004-02-17,0.7529
2004-02-18,0.6114
2004-02-19,-0.4051
2004-02-20,-0.8814
2004-02-23,-0.342
2004-02-24,-4.3926
2004-02-25,-0.3589
2004-02-26,4.9712
2004-02-27,0.8922
2004-03-01,-0.2721
2004-03-02,1.296
2004-03-03,2.4916
2004-03-04,10.6439
2004-03-05,-1.2469999999999999
2004-03-08,-0.6013
2004-03-09,0.9679
2004-03-10,-2.9299
2004-03-11,0.3703
2004-03-12,2.0846999999999998
2004-03-15,-1.8012000000000001
2004-03-16,0.546
2004-03-17,3.1117
2004-03-18,0.3018
2004-03-19,0.1121
2004-03-22,-0.5303
2004-03-23,-0.1185
2004-03-24,-0.4152
2004-03-25,-0.4169
2004-03-26,-0.6579
2004-03-29,0.0
2004-03-30,0.4214
2004-03-31,-1.3789
2004-04-01,-1.8845
2004-04-02,-0.1859
2004-04-05,1.1173
2004-04-06,3.3763
2004-04-07,0.4751
2004-04-08,0.7092
2004-04-12,1.1737
2004-04-13,0.174
2004-04-14,-1.3317999999999999
2004-04-15,5.223
2004-04-16,-2.3982
2004-04-19,0.5143
2004-04-20,-2.2172
2004-04-21,-0.7558
2004-04-22,1.4646
2004-04-23,-0.9238
2004-04-26,1.69
2004-04-27,-1.5473
2004-04-28,-1.0477
2004-04-29,0.0
2004-04-30,6.1765
2004-05-03,2.8809
2004-05-04,-1.9925000000000002
2004-05-05,-0.0549
2004-05-06,-10.2804
2004-05-07,-2.5735
2004-05-10,-1.3208
2004-05-11,-1.9758
2004-05-12,3.3810000000000002
2004-05-13,-3.8994
2004-05-14,-1.8325
2004-05-17,4.0667
2004-05-18,-3.5234
2004-05-19,-3.1208
2004-05-20,-23.852
2004-05-21,3.9604
2004-05-24,1.2987
2004-05-25,0.4274
2004-05-26,-0.8511
2004-05-27,1.7167
2004-05-28,-0.8439
2004-06-01,0.0
2004-06-02,0.0
2004-06-03,-2.6383
2004-06-04,2.8846
2004-06-07,1.8692
2004-06-08,0.417
2004-06-09,0.0831
2004-06-10,1.4108
2004-06-14,-1.3912
2004-06-15,0.083
2004-06-16,-0.4975
2004-06-17,-0.4167
2004-06-18,0.4184
2004-06-21,-0.3333
2004-06-22,0.3344
2004-06-23,0.0
2004-06-24,0.8333
2004-06-25,-0.3306
2004-06-28,-0.0829
2004-06-29,0.8299
2004-06-30,-1.8107
2004-07-01,0.5868
2004-07-02,-0.4167
2004-07-06,1.0879
2004-07-07,-0.3311
2004-07-08,-2.0764
2004-07-09,-0.4241
2004-07-12,-10.9881
2004-07-13,-0.2871
2004-07-14,-1.1516
2004-07-15,0.0
2004-07-16,-0.2913
2004-07-19,-0.6816
2004-07-20,1.7647
2004-07-21,-0.4817
2004-07-22,-0.5808
2004-07-23,-0.5842
2004-07-26,0.7835
2004-07-27,1.2634
2004-07-28,0.1919
2004-07-29,0.5747
2004-07-30,0.0952
2004-08-02,-0.5709
2004-08-03,-0.6699
2004-08-04,0.578
2004-08-05,-0.0958
2004-08-06,0.0
2004-08-09,0.6711
2004-08-10,-0.2857
2004-08-11,-2.0057
2004-08-12,0.0
2004-08-13,-0.7797
2004-08-16,0.0982
2004-08-17,-0.5888
2004-08-18,0.1974
2004-08-19,-0.8867
2004-08-20,-0.8946
2004-08-23,-3.1093
2004-08-24,0.4141
2004-08-25,0.0
2004-08-26,-19.7938
2004-08-27,-0.3856
2004-08-30,0.6452
2004-08-31,-1.2821
2004-09-01,-1.9481000000000002
2004-09-02,0.0
2004-09-03,0.9272
2004-09-07,0.2625
2004-09-08,-1.178
2004-09-09,5.8278
2004-09-10,0.1252
2004-09-13,2.625
2004-09-14,0.2436
2004-09-15,1.3366
2004-09-16,1.0791
2004-09-17,0.8304
2004-09-20,0.2353
2004-09-21,0.9507
2004-09-22,4.0577
2004-09-23,-1.8994
2004-09-24,-0.2278
2004-09-27,-0.4566
2004-09-28,4.9312000000000005
2004-09-29,0.6557
2004-09-30,2.063
2004-10-01,1.9149
2004-10-04,-0.9395
2004-10-05,-3.4773
2004-10-06,-0.1092
2004-10-07,-2.7321999999999997
2004-10-08,-0.6742
2004-10-11,1.81
2004-10-12,-0.3333
2004-10-13,0.3344
2004-10-14,-4.1111
2004-10-15,1.9699
2004-10-18,2.7273
2004-10-19,-3.208
2004-10-20,-2.2857
2004-10-21,1.4035
2004-10-22,-1.8454000000000002
2004-10-25,2.4677
2004-10-26,-0.8028
2004-10-27,1.3873
2004-10-28,0.3421
2004-10-29,-0.9659
2004-11-01,1.4343
2004-11-02,-1.6968
2004-11-03,1.496
2004-11-04,2.0408
2004-11-05,-0.2222
2004-11-08,3.2294
2004-11-09,-0.4315
2004-11-10,-0.8667
2004-11-11,3.2787
2004-11-12,1.6931
2004-11-15,1.1446
2004-11-16,-2.2634
2004-11-17,-0.2105
2004-11-18,0.4219
2004-11-19,-0.4202
2004-11-22,1.6878
2004-11-23,0.1037
2004-11-24,-0.2073
2004-11-26,-0.2077
2004-11-29,1.3528
2004-11-30,-1.4374
2004-12-01,-0.1042
2004-12-02,-2.0855
2004-12-03,0.426
2004-12-06,3.4995
2004-12-07,-1.7418
2004-12-08,3.024
2004-12-09,1.7206000000000001
2004-12-10,-0.796
2004-12-13,1.3039
2004-12-14,-0.7921
2004-12-15,-0.0998
2004-12-16,0.5994
2004-12-17,5.3625
2004-12-20,4.4298
2004-12-21,1.5343
2004-12-22,4.9778
2004-12-23,2.1169000000000002
2004-12-27,0.4975
2004-12-28,2.7228
2004-12-29,-2.4096
2004-12-30,-0.0823
2004-12-31,1.2356
2005-01-03,2.1969
2005-01-04,-5.7325
2005-01-05,-3.0321
2005-01-06,-3.1443
2005-01-07,-0.6295
2005-01-10,-0.4525
2005-01-11,-3.3636
2005-01-12,-0.3763
2005-01-13,-0.2833
2005-01-14,0.1894
2005-01-18,-2.741
2005-01-19,1.5549
2005-01-20,-0.7656
2005-01-21,-2.1215
2005-01-24,0.9852
2005-01-25,-1.0732
2005-01-26,1.3314
2005-01-27,0.2433
2005-01-28,-0.1942
2005-01-31,1.07
2005-02-01,2.4062
2005-02-02,-1.7856999999999998
2005-02-03,0.1914
2005-02-04,7.7364
2005-02-07,-1.2411
2005-02-08,-1.6158000000000001
2005-02-09,-1.9161000000000001
2005-02-10,-0.2791
2005-02-11,2.8918
2005-02-14,-1.9039000000000001
2005-02-15,0.0924
2005-02-16,-1.0157
2005-02-17,0.9328
2005-02-18,-1.0166
2005-02-22,-0.8403
2005-02-23,-2.7307
2005-02-24,1.7425000000000002
2005-02-25,0.666
2005-02-28,0.5671
2005-03-01,3.7594
2005-03-02,-1.2681
2005-03-03,3.1193
2005-03-04,-0.4448
2005-03-07,-0.0894
2005-03-08,-1.6099999999999999
2005-03-09,-0.9091
2005-03-10,0.0
2005-03-11,0.1835
2005-03-14,-0.1832
2005-03-15,0.0
2005-03-16,-0.8257
2005-03-17,-0.555
2005-03-18,0.9302
2005-03-21,0.0461
2005-03-22,1.3357999999999999
2005-03-23,-1.6364
2005-03-24,0.0924
2005-03-28,2.3084
2005-03-29,-1.7147999999999999
2005-03-30,1.6529
2005-03-31,-0.0903
2005-04-01,0.0
2005-04-04,-0.1808
2005-04-05,-0.4529
2005-04-06,0.455
2005-04-07,-0.8152
2005-04-08,-2.1005
2005-04-11,1.4925
2005-04-12,0.9191
2005-04-13,-2.459
2005-04-14,-0.2801
2005-04-15,-1.6854
2005-04-18,0.0
2005-04-19,-0.2857
2005-04-20,-3.0564
2005-04-21,1.7734
2005-04-22,-3.0978
2005-04-25,-1.8981
2005-04-26,-2.9532
2005-04-27,-1.0493
2005-04-28,-1.3786
2005-04-29,-1.2903
2005-05-02,-0.2179
2005-05-03,-0.2183
2005-05-04,0.547
2005-05-05,-2.0675
2005-05-06,0.1111
2005-05-09,4.5504999999999995
2005-05-10,-2.5478
2005-05-11,-1.9607999999999999
2005-05-12,-3.4444
2005-05-13,-4.2578
2005-05-16,2.4038
2005-05-17,3.4038
2005-05-18,2.8377
2005-05-19,-2.3179
2005-05-20,0.0
2005-05-23,0.113
2005-05-24,0.6772
2005-05-25,-0.1121
2005-05-26,1.5713
2005-05-27,-1.4365
2005-05-31,-0.3363
2005-06-01,2.3622
2005-06-02,0.0
2005-06-03,-1.0989
2005-06-06,-0.3333
2005-06-07,-0.4459
2005-06-08,0.112
2005-06-09,2.6846
2005-06-10,1.7429000000000001
2005-06-13,-2.7837
2005-06-14,-0.8811
2005-06-15,1.8889
2005-06-16,0.3272
2005-06-17,-1.6303999999999998
2005-06-20,0.442
2005-06-21,-1.3201
2005-06-22,-0.1672
2005-06-23,-1.3959
2005-06-24,-1.1325
2005-06-27,3.8946
2005-06-28,-0.1103
2005-06-29,1.5453000000000001
2005-06-30,1.5217
2005-07-01,-1.3919000000000001
2005-07-05,-0.8686
2005-07-06,-1.4239
2005-07-07,1.4444
2005-07-08,0.2191
2005-07-11,-0.8743
2005-07-12,0.1103
2005-07-13,-10.022
2005-07-14,2.2032
2005-07-15,-0.479
2005-07-18,-0.361
2005-07-19,-0.2415
2005-07-20,1.5737999999999999
2005-07-21,-1.3111
2005-07-22,0.8454
2005-07-25,-1.3174000000000001
2005-07-26,0.1214
2005-07-27,-0.2424
2005-07-28,0.729
2005-07-29,-0.4825
2005-08-01,2.0606
2005-08-02,0.4751
2005-08-03,-2.4823
2005-08-04,0.7273
2005-08-05,1.083
2005-08-08,0.2381
2005-08-09,1.0689
2005-08-10,0.47
2005-08-11,-0.117
2005-08-12,2.9274
2005-08-15,-3.2992
2005-08-16,0.1176
2005-08-17,0.0
2005-08-18,0.0
2005-08-19,-0.1175
2005-08-22,3.0588
2005-08-23,-2.968
2005-08-24,-1.2941
2005-08-25,0.7151
2005-08-26,1.1834
2005-08-29,1.8713
2005-08-30,1.0333
2005-08-31,5.7955
2005-09-01,4.0816
2005-09-02,-1.548
2005-09-06,-2.2013
2005-09-07,-0.4287
2005-09-08,4.0904
2005-09-09,-0.8273
2005-09-12,1.4599
2005-09-13,2.0555
2005-09-14,-0.2014
2005-09-15,-1.6145
2005-09-16,-0.6154
2005-09-19,-0.4128
2005-09-20,-5.9067
2005-09-21,-2.8634
2005-09-22,-2.1542
2005-09-23,-2.0857
2005-09-26,-0.4734
2005-09-27,-3.3294
2005-09-28,-3.2534
2005-09-29,-0.9599
2005-09-30,-2.3106999999999998
2005-10-03,-1.8397000000000001
2005-10-04,1.2048
2005-10-05,-3.836
2005-10-06,7.8404
2005-10-07,-3.4439
2005-10-10,0.5284
2005-10-11,-1.5769
2005-10-12,0.1335
2005-10-13,1.6
2005-10-14,-1.1811
2005-10-17,-0.3984
2005-10-18,0.1333
2005-10-19,-1.3316
2005-10-20,2.0243
2005-10-21,-0.6614
2005-10-24,1.1984
2005-10-25,-1.3158
2005-10-26,0.1333
2005-10-27,-0.5326
2005-10-28,-5.6225000000000005
2005-10-31,2.4112999999999998
2005-11-01,-0.554
2005-11-02,-2.9248
2005-11-03,-5.8824
2005-11-04,1.0671
2005-11-07,5.5807
2005-11-08,0.0
2005-11-09,-1.0
2005-11-10,1.1544
2005-11-11,-0.2853
2005-11-14,0.7153
2005-11-15,-3.125
2005-11-16,0.8798
2005-11-17,-0.436
2005-11-18,2.6277
2005-11-21,-1.138
2005-11-22,-1.7266
2005-11-23,0.0
2005-11-25,-2.0498
2005-11-28,0.1495
2005-11-29,-2.6866
2005-11-30,1.227
2005-12-01,1.2121
2005-12-02,1.0479
2005-12-05,-0.4444
2005-12-06,-3.5714
2005-12-07,-0.7716
2005-12-08,1.5552000000000001
2005-12-09,-0.7657
2005-12-12,0.7716
2005-12-13,-0.6126
2005-12-14,0.4622
2005-12-15,-1.8405
2005-12-16,-2.8125
2005-12-19,-1.1254
2005-12-20,-0.1626
2005-12-21,-1.7915
2005-12-22,1.3267
2005-12-23,1.4729999999999999
2005-12-27,-0.1613
2005-12-28,-3.5541
2005-12-29,-0.1675
2005-12-30,0.1678
2006-01-03,-4.0201
2006-01-04,6.2827
2006-01-05,0.1642
2006-01-06,-1.8033000000000001
2006-01-09,-0.3339
2006-01-10,-2.5126
2006-01-11,0.5155
2006-01-12,1.7094
2006-01-13,-2.8571
2006-01-17,-0.346
2006-01-18,-0.1736
2006-01-19,0.1739
2006-01-20,0.8681
2006-01-23,-0.1721
2006-01-24,-0.5172
2006-01-25,2.0797
2006-01-26,-0.3396
2006-01-27,-1.1925
2006-01-30,-0.1724
2006-01-31,-0.3454
2006-02-01,-0.8666
2006-02-02,-5.5944
2006-02-03,-1.1111
2006-02-06,-0.9363
2006-02-07,1.1342
2006-02-08,-1.6822
2006-02-09,-2.4715
2006-02-10,-1.9493
2006-02-13,1.9881
2006-02-14,-2.3392
2006-02-15,0.0
2006-02-16,0.998
2006-02-17,0.5929
2006-02-21,-1.1788
2006-02-22,-0.5964
2006-02-23,4.0
2006-02-24,-4.8077
2006-02-27,1.4141
2006-02-28,4.3825
2006-03-01,3.5174
2006-03-02,-0.8169
2006-03-03,0.7435
2006-03-06,5.1661
2006-03-07,-1.2281
2006-03-08,-1.5986
2006-03-09,2.8881
2006-03-10,8.0702
2006-03-13,7.9545
2006-03-14,-3.1579
2006-03-15,1.087
2006-03-16,1.2288999999999999
2006-03-17,4.7041
2006-03-20,1.4692
2006-03-21,-5.4471
2006-03-22,9.6677
2006-03-23,0.4132
2006-03-24,6.1728
2006-03-27,-0.7752
2006-03-28,-4.9479
2006-03-29,-4.5205
2006-03-30,1.2912
2006-03-31,-0.4249
2006-04-03,0.7112
2006-04-04,0.0
2006-04-05,-1.9774
2006-04-06,0.2882
2006-04-07,-3.592
2006-04-10,-2.0864
2006-04-11,-0.4566
2006-04-12,0.7645
2006-04-13,1.3657
2006-04-17,-2.8443
2006-04-18,2.9276
2006-04-19,-1.0479
2006-04-20,-2.118
2006-04-21,-1.391
2006-04-24,0.9404
2006-04-25,1.5528
2006-04-26,-0.6116
2006-04-27,1.0769
2006-04-28,-0.6088
2006-05-01,1.5314
2006-05-02,-1.2066
2006-05-03,5.0382
2006-05-04,-2.6163
2006-05-05,0.7463
2006-05-08,-1.4815
2006-05-09,-1.6541000000000001
2006-05-10,-3.8226
2006-05-11,-2.3847
2006-05-12,-1.1401
2006-05-15,2.1417
2006-05-16,-2.5806
2006-05-17,0.9934
2006-05-18,-1.1475
2006-05-19,1.8242
2006-05-22,-1.4658
2006-05-23,-2.1488
2006-05-24,4.5608
2006-05-25,-1.7771
2006-05-26,-0.6579
2006-05-30,0.6623
2006-05-31,-1.3158
2006-06-01,5.0
2006-06-02,-1.9048
2006-06-05,1.2945
2006-06-06,2.7157
2006-06-07,0.311
2006-06-08,0.7752
2006-06-09,-1.0769
2006-06-12,1.0886
2006-06-13,-1.5385
2006-06-14,-3.4375
2006-06-15,-0.9709
2006-06-16,-1.9607999999999999
2006-06-19,-5.0
2006-06-20,-3.5088
2006-06-21,-1.6364
2006-06-22,-2.7725999999999997
2006-06-23,-0.9506
2006-06-26,-0.5758
2006-06-27,-1.9304999999999999
2006-06-28,0.1969
2006-06-29,1.1788
2006-06-30,1.5534
2006-07-03,-3.4417
2006-07-05,7.7228
2006-07-06,1.2868
2006-07-07,0.0
2006-07-10,1.419
2006-07-11,5.5799
2006-07-12,-1.5253999999999999
2006-07-13,2.4096
2006-07-14,-4.2017
2006-07-17,-0.8772
2006-07-18,-3.1858
2006-07-19,9.1408
2006-07-20,-5.6951
2006-07-21,0.3552
2006-07-24,1.7699
2006-07-25,-0.5217
2006-07-26,-2.2727
2006-07-27,-4.8301
2006-07-28,0.7519
2006-07-31,-3.3582
2006-08-01,-1.1583
2006-08-02,0.9766
2006-08-03,-2.5145
2006-08-04,-0.1984
2006-08-07,-0.5964
2006-08-08,-1.0
2006-08-09,1.0101
2006-08-10,0.2
2006-08-11,-0.1996
2006-08-14,1.2
2006-08-15,2.5692
2006-08-16,-2.5048
2006-08-17,3.3597
2006-08-18,-0.3824
2006-08-21,0.7678
2006-08-22,-2.2857
2006-08-23,-1.5594999999999999
2006-08-24,-1.5842
2006-08-25,0.2012
2006-08-28,0.4016
2006-08-29,-14.4
2006-08-30,1.1682
2006-08-31,-3.0023
2006-09-01,1.1905000000000001
2006-09-05,1.8824
2006-09-06,-3.4642
2006-09-07,2.6316
2006-09-08,-0.4662
2006-09-11,3.7471
2006-09-12,5.1919
2006-09-13,1.5021
2006-09-14,1.4799
2006-09-15,0.4167
2006-09-18,0.6224
2006-09-19,1.0309
2006-09-20,2.0408
2006-09-21,-2.2
2006-09-22,2.2495
2006-09-25,-0.6
2006-09-26,-0.4024
2006-09-27,0.404
2006-09-28,-0.6036
2006-09-29,-1.0121
2006-10-02,1.227
2006-10-03,-0.8081
2006-10-04,1.833
2006-10-05,1.2
2006-10-06,0.7905
2006-10-09,1.7647
2006-10-10,-2.1195
2006-10-11,-3.7401999999999997
2006-10-12,0.0
2006-10-13,-0.2045
2006-10-16,-4.918
2006-10-17,0.2155
2006-10-18,-4.086
2006-10-19,0.0
2006-10-20,2.0179
2006-10-23,0.0
2006-10-24,0.2225
2006-10-25,2.4095
2006-10-26,1.0707
2006-10-27,2.1186
2006-10-30,-7.6763
2006-10-31,-0.2247
2006-11-01,0.4505
2006-11-02,0.0
2006-11-03,1.1211
2006-11-06,-1.5521
2006-11-07,-0.4505
2006-11-08,0.4525
2006-11-09,-0.9009
2006-11-10,2.2727
2006-11-13,-1.3333
2006-11-14,0.2252
2006-11-15,-0.2247
2006-11-16,0.6757
2006-11-17,7.83
2006-11-20,1.0373
2006-11-21,-2.2587
2006-11-22,-3.5714
2006-11-24,-1.9607999999999999
2006-11-27,1.5556
