ticker,HRBR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,9.6386
2000-01-04,3.2967
2000-01-05,17.0213
2000-01-06,0.0
2000-01-07,-5.4545
2000-01-10,-0.4808
2000-01-11,3.3816
2000-01-12,-2.8037
2000-01-13,2.8846
2000-01-14,3.7382999999999997
2000-01-18,0.9009
2000-01-19,2.6786
2000-01-20,-2.6087
2000-01-21,6.6964
2000-01-24,2.9289
2000-01-25,2.439
2000-01-26,0.7937
2000-01-27,0.7874
2000-01-28,-1.5625
2000-01-31,-4.7619
2000-02-01,-0.8333
2000-02-02,0.8403
2000-02-03,0.0
2000-02-04,6.6667
2000-02-07,3.5156
2000-02-08,0.3774
2000-02-09,0.3759
2000-02-10,-0.3745
2000-02-11,-1.1278
2000-02-14,-3.4221
2000-02-15,-1.5748
2000-02-16,1.6
2000-02-17,5.1181
2000-02-18,2.9962999999999997
2000-02-22,5.8182
2000-02-23,1.3746
2000-02-24,-2.3729
2000-02-25,2.0833
2000-02-28,2.7211
2000-02-29,1.3245
2000-03-01,-4.5752
2000-03-02,-4.1096
2000-03-03,2.5
2000-03-06,0.6969
2000-03-07,-4.4983
2000-03-08,-2.8986
2000-03-09,2.6119
2000-03-10,-5.4545
2000-03-13,3.4615
2000-03-14,-4.8327
2000-03-15,-3.9063
2000-03-16,4.878
2000-03-17,-0.7752
2000-03-20,-2.3438
2000-03-21,-4.4
2000-03-22,-2.9289
2000-03-23,4.7414
2000-03-24,-1.6461000000000001
2000-03-27,-0.4184
2000-03-28,-1.6806999999999999
2000-03-29,-1.7094
2000-03-30,-0.8696
2000-03-31,3.5088
2000-04-03,0.0
2000-04-04,-10.1695
2000-04-05,2.3585
2000-04-06,0.9217
2000-04-07,27.3973
2000-04-10,-13.6201
2000-04-11,-4.1494
2000-04-12,-8.2251
2000-04-13,4.717
2000-04-14,-11.7117
2000-04-17,4.5918
2000-04-18,0.9756
2000-04-19,-5.314
2000-04-20,-2.0408
2000-04-24,3.125
2000-04-25,-3.0303
2000-04-26,0.5208
2000-04-27,0.0
2000-04-28,0.5181
2000-05-01,-1.0309
2000-05-02,-3.125
2000-05-03,-3.2258
2000-05-04,-10.5556
2000-05-05,-0.6211
2000-05-08,7.5
2000-05-09,-4.0698
2000-05-10,-3.0303
2000-05-11,1.25
2000-05-12,3.0864
2000-05-15,-0.5988
2000-05-16,-1.2048
2000-05-17,1.2195
2000-05-18,2.4096
2000-05-19,0.0
2000-05-22,-5.2941
2000-05-23,0.0
