ticker,SGH US Equity
2017-10-16,-10.5045
2017-10-17,1.2931
2017-10-18,3.9607
2017-10-19,0.063
2017-10-20,-2.3285
2017-10-23,-1.3853
2017-10-24,2.8422
2017-10-25,-4.1296
2017-10-26,-3.1146
2017-10-27,3.933
2017-10-30,-1.2175
2017-10-31,4.497
2017-11-01,-4.4947
2017-11-02,2.3031
2017-11-03,-0.3263
2017-11-06,1.3421
2017-11-07,-1.3243
2017-11-08,0.6874
2017-11-09,-3.0559
2017-11-10,-0.9054
2017-11-13,-0.1354
2017-11-14,-1.796
2017-11-15,-0.9662
2017-11-16,25.3659
2017-11-17,1.1951
2017-11-20,-8.212
2017-11-21,9.3058
2017-11-22,11.2784
2017-11-24,-10.9471
2017-11-27,1.3674
2017-11-28,0.0409
2017-11-29,-5.3664
2017-11-30,-13.673
2017-12-01,3.7679
2017-12-04,-4.2095
2017-12-05,-2.0127
2017-12-06,-3.8001
2017-12-07,4.1993
2017-12-08,1.2637
2017-12-11,-5.2614
2017-12-12,1.4596
2017-12-13,2.6667
2017-12-14,0.4443
2017-12-15,2.0755
2017-12-18,2.7667
2017-12-19,-1.8813
2017-12-20,4.6281
2017-12-21,-1.7062
2017-12-22,10.0289
2017-12-26,-1.8989
2017-12-27,3.4247
2017-12-28,-1.0942
2017-12-29,-1.8923
2018-01-02,6.1424
2018-01-03,-1.1183
2018-01-04,-0.3393
2018-01-05,3.0638
2018-01-08,0.3854
2018-01-09,-2.5775
2018-01-10,-3.5182
2018-01-11,0.7876
2018-01-12,0.2315
2018-01-16,3.2342
2018-01-17,2.6014
2018-01-18,2.2083
2018-01-19,3.7077
2018-01-22,0.1029
2018-01-23,-1.7215
2018-01-24,-0.3399
2018-01-25,-2.2823
2018-01-26,2.953
2018-01-29,1.5906
2018-01-30,-7.9055
2018-01-31,1.087
2018-02-01,-3.9151
2018-02-02,-6.5423
2018-02-05,-4.1142
2018-02-06,8.7096
2018-02-07,0.9867
2018-02-08,-7.8314
2018-02-09,1.8354
2018-02-12,3.9154999999999998
2018-02-13,-0.8074
2018-02-14,3.1052
2018-02-15,-4.2398
2018-02-16,-0.0611
2018-02-20,1.161
2018-02-21,-0.2114
2018-02-22,-3.6017
2018-02-23,4.2386
2018-02-26,3.8253
2018-02-27,1.9146999999999998
2018-02-28,-1.1671
2018-03-01,-2.6498
2018-03-02,4.0237
2018-03-05,0.8532
2018-03-06,6.9656
2018-03-07,-1.16
2018-03-08,5.9082
2018-03-09,-0.2393
2018-03-12,0.7321
2018-03-13,-2.7068
2018-03-14,2.576
2018-03-15,5.8764
2018-03-16,4.8861
2018-03-19,-4.3645
2018-03-20,6.219
2018-03-21,4.3633
2018-03-22,-5.994
2018-03-23,11.0052
2018-03-26,10.3843
2018-03-27,0.8333
2018-03-28,-8.7236
2018-03-29,0.2817
2018-04-02,2.0666
2018-04-03,-1.8282
2018-04-04,-8.5703
2018-04-05,1.2265
2018-04-06,-5.7118
2018-04-09,-1.8816000000000002
2018-04-10,5.6361
2018-04-11,-0.487
2018-04-12,0.5117
2018-04-13,-0.4205
2018-04-16,-5.4234
2018-04-17,3.6193
2018-04-18,-0.3402
2018-04-19,-1.5931
2018-04-20,-3.3071
2018-04-23,-6.7209
2018-04-24,-0.1538
2018-04-25,-0.1027
2018-04-26,5.964
2018-04-27,-5.3857
2018-04-30,0.3846
2018-05-01,3.7037
2018-05-02,-2.9802999999999997
2018-05-03,1.7771
2018-05-04,2.3447
2018-05-07,4.5576
2018-05-08,2.4942
2018-05-09,2.5472
2018-05-10,1.8629
2018-05-11,0.2177
2018-05-14,0.0652
2018-05-15,-1.1073
2018-05-16,5.3568
2018-05-17,-1.7504
2018-05-18,-9.1622
2018-05-21,2.7551
2018-05-22,3.2947
2018-05-23,-0.8139
2018-05-24,0.5544
2018-05-25,0.3749
2018-05-29,1.8897
2018-05-30,-1.5527
2018-05-31,-2.4535
2018-06-01,3.1215
2018-06-04,1.2631000000000001
2018-06-05,2.2580999999999998
2018-06-06,6.4353
2018-06-07,-10.0968
2018-06-08,-9.0549
2018-06-11,4.6641
2018-06-12,3.1863
2018-06-13,-3.6921
2018-06-14,-0.5576
2018-06-15,-1.7523
2018-06-18,2.6873
2018-06-19,-4.5391
2018-06-20,-1.6497000000000002
2018-06-21,-1.702
2018-06-22,-12.0201
2018-06-25,-4.9629
2018-06-26,-4.3217
2018-06-27,-0.5332
2018-06-28,0.0
2018-06-29,0.5046
2018-07-02,-0.3138
2018-07-03,-3.305
2018-07-05,2.6042
2018-07-06,-0.9201
2018-07-09,2.2094
2018-07-10,-0.4699
2018-07-11,-3.305
2018-07-12,1.237
2018-07-13,-1.9936
2018-07-16,3.1168
2018-07-17,2.6408
2018-07-18,0.9919
2018-07-19,1.4426
2018-07-20,-3.3283
2018-07-23,0.2191
2018-07-24,-2.2486
2018-07-25,2.0128
2018-07-26,-0.5637
2018-07-27,1.8268
2018-07-30,-5.8769
2018-07-31,0.3286
2018-08-01,0.9499
2018-08-02,1.7197
2018-08-03,0.0638
2018-08-06,4.2078
2018-08-07,-1.8048
2018-08-08,-0.7165
2018-08-09,0.7531
2018-08-10,-1.8063
2018-08-13,-4.0279
2018-08-14,2.842
2018-08-15,-5.8805
2018-08-16,0.2731
2018-08-17,3.3367
2018-08-20,2.3064
2018-08-21,1.4815
2018-08-22,2.7927999999999997
2018-08-23,0.1235
2018-08-24,0.3392
2018-08-27,3.7492
2018-08-28,-0.7998
2018-08-29,-0.2389
2018-08-30,-3.1727
2018-08-31,1.9784000000000002
2018-09-04,-2.334
2018-09-05,-2.6691000000000003
2018-09-06,-4.2092
2018-09-07,1.6644
2018-09-10,0.0982
2018-09-11,-0.7197
2018-09-12,-2.3064
2018-09-13,2.2597
2018-09-14,-0.8245
2018-09-17,-1.5963
2018-09-18,1.1828
2018-09-19,-0.5678
2018-09-20,2.2842000000000002
2018-09-21,-2.0361
2018-09-24,-0.3688
2018-09-25,-1.4468
2018-09-26,-2.1168
2018-09-27,0.872
2018-09-28,-0.6224
2018-10-01,-0.5915
2018-10-02,2.5201000000000002
2018-10-03,-1.2291
2018-10-04,-6.0837
2018-10-05,25.6901
2018-10-08,-10.0732
2018-10-09,-8.0755
2018-10-10,1.2752
2018-10-11,5.8062000000000005
2018-10-12,8.1653
2018-10-15,-3.2702
2018-10-16,0.5055
2018-10-17,0.723
2018-10-18,-3.3396
2018-10-19,-4.6497
2018-10-22,-1.3884
2018-10-23,-1.6139999999999999
2018-10-24,-7.3298
2018-10-25,4.7458
2018-10-26,-3.7756
2018-10-29,-1.4948000000000001
2018-10-30,3.1487
2018-10-31,3.0158
2018-11-01,7.176
2018-11-02,3.2978
2018-11-05,-5.9981
2018-11-06,0.9262
2018-11-07,3.0591
2018-11-08,-2.1108
2018-11-09,1.1792
2018-11-12,-4.2624
2018-11-13,-1.3216999999999999
2018-11-14,2.6789
2018-11-15,2.2657
2018-11-16,7.0829
2018-11-19,-5.768
2018-11-20,2.7279
2018-11-21,1.6839
2018-11-23,0.4777
2018-11-26,2.8526
2018-11-27,0.1849
2018-11-28,1.9994
2018-11-29,0.392
2018-11-30,3.0039
2018-12-03,1.3415
2018-12-04,-3.9424
2018-12-06,0.4194
2018-12-07,-3.6098
2018-12-10,-2.5998
2018-12-11,-0.8897
2018-12-12,0.1282
2018-12-13,-0.4163
2018-12-14,-3.2797
2018-12-17,-6.6157
2018-12-18,11.4988
2018-12-19,-1.788
2018-12-20,-3.0234
2018-12-21,-3.6205
2018-12-24,-2.2957
2018-12-26,2.8124000000000002
2018-12-27,1.2812000000000001
2018-12-28,1.3333
2018-12-31,0.2024
2019-01-02,5.3535
2019-01-03,-7.0949
2019-01-04,1.9952
2019-01-07,6.8128
2019-01-08,0.7578
2019-01-09,-25.0392
2019-01-10,1.2124
2019-01-11,1.6109
2019-01-14,-6.2602
2019-01-15,-0.7372
2019-01-16,0.3495
2019-01-17,-0.9578
2019-01-18,-0.1758
2019-01-22,-5.1079
2019-01-23,-0.1856
2019-01-24,6.1367
2019-01-25,4.3364
2019-01-28,3.2746
2019-01-29,-3.2114
2019-01-30,2.5619
2019-01-31,1.5971
2019-02-01,4.1516
2019-02-04,1.935
2019-02-05,1.9362
2019-02-06,5.1397
2019-02-07,-1.7003
2019-02-08,1.045
2019-02-11,-0.2496
2019-02-12,1.7161
2019-02-13,0.4921
2019-02-14,0.7345
2019-02-15,0.3819
2019-02-19,1.2107
2019-02-20,1.1962
2019-02-21,0.4053
2019-02-22,3.7
2019-02-25,1.6218
2019-02-26,-1.5002
2019-02-27,-1.7822
2019-02-28,-3.2992
2019-03-01,-3.173
2019-03-04,-4.9331
2019-03-05,-5.6709
2019-03-06,-8.6444
2019-03-07,0.6452
2019-03-08,0.1709
2019-03-11,1.2372
2019-03-12,0.0421
2019-03-13,-1.011
2019-03-14,-1.7447
2019-03-15,4.9372
2019-03-18,2.2699
2019-03-19,1.0089
2019-03-20,-4.7543
2019-03-21,4.9077
2019-03-22,-6.3575
2019-03-25,0.1281
2019-03-26,-0.2559
2019-03-27,-0.8123
2019-03-28,2.8879
2019-03-29,-19.5643
2019-04-01,6.7708
2019-04-02,-1.4634
2019-04-03,7.5248
2019-04-04,-0.6446
2019-04-05,1.3437999999999999
2019-04-08,1.5546
2019-04-09,-1.846
2019-04-10,1.5138
2019-04-11,-5.061
2019-04-12,3.9029
2019-04-15,-2.6569000000000003
2019-04-16,3.2471
2019-04-17,-0.3191
2019-04-18,1.6918
2019-04-22,0.4047
2019-04-23,1.3435000000000001
2019-04-24,0.8396
2019-04-25,-2.0158
2019-04-26,-3.0411
2019-04-29,0.0461
2019-04-30,0.2305
2019-05-01,0.966
2019-05-02,-0.3189
2019-05-03,2.5594
2019-05-06,-0.8021
2019-05-07,-3.1447
2019-05-08,-0.4174
2019-05-09,-4.0987
2019-05-10,-0.2914
2019-05-13,-5.5041
2019-05-14,1.8557000000000001
2019-05-15,2.1255
2019-05-16,-2.775
2019-05-17,-4.0265
2019-05-20,-3.0802
2019-05-21,2.7397
2019-05-22,-2.6667
2019-05-23,-3.6712
2019-05-24,0.8532
2019-05-28,-2.4253
2019-05-29,0.8671
2019-05-30,0.745
2019-05-31,-3.1286
2019-06-03,2.1726
2019-06-04,4.5402000000000005
2019-06-05,-0.4398
2019-06-06,-0.0552
2019-06-07,3.6464
2019-06-10,3.9979
2019-06-11,-0.1025
2019-06-12,-2.9246
2019-06-13,1.0571
2019-06-14,-2.4582
2019-06-17,-1.8767
2019-06-18,5.1366
2019-06-19,0.7796
2019-06-20,0.0
2019-06-21,-0.4642
2019-06-24,1.5544
2019-06-25,-2.398
2019-06-26,9.3048
2019-06-27,2.9173
2019-06-28,6.8309
2019-07-01,3.6973000000000003
2019-07-02,1.4262000000000001
2019-07-03,0.6617
2019-07-05,0.0
2019-07-08,-1.6023
2019-07-09,0.1253
2019-07-10,24.8123
2019-07-11,1.5369000000000002
2019-07-12,3.5538
2019-07-15,0.3813
2019-07-16,-0.5698
2019-07-17,-0.2229
2019-07-18,-0.2872
2019-07-19,-0.512
2019-07-22,0.6111
2019-07-23,1.9821
2019-07-24,2.884
2019-07-25,-2.011
2019-07-26,-0.1555
2019-07-29,-0.3737
2019-07-30,-0.0938
2019-07-31,-4.7559000000000005
2019-08-01,-3.4166
2019-08-02,0.1361
2019-08-05,-4.0082
2019-08-06,1.2739
2019-08-07,-0.0699
2019-08-08,2.0629
2019-08-09,-3.8026999999999997
2019-08-12,-1.9231
2019-08-13,3.0138
2019-08-14,-3.8773
2019-08-15,1.8335
2019-08-16,2.0526
2019-08-19,-0.9527
2019-08-20,-1.9594
2019-08-21,1.1991
2019-08-22,0.2873
2019-08-23,-4.8693
2019-08-26,-0.3011
2019-08-27,-0.8683
2019-08-28,0.457
2019-08-29,2.8810000000000002
2019-08-30,4.6794
2019-09-03,-1.3376000000000001
2019-09-04,2.3546
2019-09-05,2.8233
2019-09-06,-1.0169
2019-09-09,5.3425
2019-09-10,1.3329
2019-09-11,1.6683
2019-09-12,-1.3569
2019-09-13,-0.9277
2019-09-16,-0.1937
2019-09-17,0.9382
2019-09-18,1.6026
2019-09-19,2.9968
2019-09-20,-1.6539000000000001
2019-09-23,-2.9897
2019-09-24,0.4173
2019-09-25,-11.429
2019-09-26,-9.8358
2019-09-27,0.0
2019-09-30,2.0016
2019-10-01,-1.1774
2019-10-02,-1.1914
2019-10-03,2.1302
2019-10-04,7.3987
2019-10-07,1.5024
2019-10-08,-1.8412
2019-10-09,1.1769
2019-10-10,0.2545
2019-10-11,-0.1813
2019-10-14,3.1965
2019-10-15,2.4287
2019-10-16,-1.5808
2019-10-17,-0.2095
2019-10-18,-1.592
2019-10-21,1.2622
2019-10-22,-0.0351
2019-10-23,-0.9132
2019-10-24,4.8564
2019-10-25,1.7579
2019-10-28,3.0565
2019-10-29,-2.8369
2019-10-30,-1.4267
2019-10-31,-0.0337
2019-11-01,2.2559
2019-11-04,4.4452
2019-11-05,0.599
2019-11-06,-1.6609
2019-11-07,1.2428
2019-11-08,-2.5496
2019-11-11,-1.292
2019-11-12,3.894
2019-11-13,1.3228
2019-11-14,-2.2381
2019-11-15,2.7981
2019-11-18,-1.6393
2019-11-19,-0.1887
2019-11-20,-0.9767
2019-11-21,-1.209
2019-11-22,0.4831
2019-11-25,2.0192
2019-11-26,-2.262
2019-11-27,-1.1572
2019-11-29,0.1626
2019-12-02,-5.3896
2019-12-03,0.6177
2019-12-04,0.1705
2019-12-05,0.5788
2019-12-06,0.5755
2019-12-09,-1.38
2019-12-10,1.4334
2019-12-11,2.5236
2019-12-12,3.3804
2019-12-13,1.3333
2019-12-16,8.1454
2019-12-17,0.4635
2019-12-18,1.4129
2019-12-19,3.8954
2019-12-20,-1.4778
2019-12-23,6.1667
2019-12-24,-0.4971
2019-12-26,1.2096
2019-12-27,-0.9873
2019-12-30,-0.4723
2019-12-31,0.0264
2020-01-02,2.6357
2020-01-03,-3.056
2020-01-06,-3.2053
2020-01-07,-0.6842
2020-01-08,-0.5511
2020-01-09,-1.995
2020-01-10,-3.5341
2020-01-13,1.1137
2020-01-14,-0.0145
2020-01-15,-2.3337
2020-01-16,2.7308
2020-01-17,0.6357
2020-01-21,-2.383
2020-01-22,-0.2059
2020-01-23,2.1515
2020-01-24,-2.6254999999999997
2020-01-27,-2.1481
2020-01-28,0.8024
2020-01-29,-3.5145999999999997
2020-01-30,-1.0585
2020-01-31,-5.0975
2020-02-03,0.9284
2020-02-04,2.3982
2020-02-05,2.5023999999999997
2020-02-06,-0.313
2020-02-07,-11.8995
2020-02-10,5.2922
2020-02-11,6.9216
2020-02-12,2.3109
2020-02-13,2.1349
2020-02-14,0.3332
2020-02-18,-3.442
2020-02-19,5.7849
2020-02-20,-0.0296
2020-02-21,-2.395
2020-02-24,-8.512599999999999
2020-02-25,-2.6821
2020-02-26,0.2382
2020-02-27,-8.0448
2020-02-28,-0.9228
2020-03-02,1.9001000000000001
2020-03-03,-2.6325
2020-03-04,3.8678
2020-03-05,-6.1099
2020-03-06,-4.5437
2020-03-09,-11.8193
2020-03-10,13.9982
2020-03-11,-8.7881
2020-03-12,-19.0937
2020-03-13,6.0903
2020-03-16,-9.5336
2020-03-17,10.7649
2020-03-18,-11.2532
2020-03-19,25.4755
2020-03-20,1.8833
2020-03-23,-9.3778
2020-03-24,12.5373
2020-03-25,6.4545
2020-03-26,4.2359
2020-03-27,-11.6335
2020-03-30,8.2958
2020-03-31,1.1657
2020-04-01,-3.5391
2020-04-02,-0.9386
2020-04-03,-10.9819
2020-04-06,14.9976
2020-04-07,-2.987
2020-04-08,5.6375
2020-04-09,5.665
2020-04-13,2.4087
2020-04-14,-2.4659
2020-04-15,-5.3286999999999995
2020-04-16,-1.1915
2020-04-17,-4.3243
2020-04-20,-3.2595
2020-04-21,-4.2677
2020-04-22,2.7217000000000002
2020-04-23,1.3248
2020-04-24,2.2092
2020-04-27,10.9396
2020-04-28,0.3976
2020-04-29,6.4554
2020-04-30,-5.9152000000000005
2020-05-01,-3.3609999999999998
2020-05-04,-1.0229
2020-05-05,0.5788
2020-05-06,-0.4932
2020-05-07,3.6762
2020-05-08,5.0199
2020-05-11,-0.3035
2020-05-12,-3.0441
2020-05-13,-2.0408
2020-05-14,0.4407
2020-05-15,-0.6382
2020-05-18,4.3758
2020-05-19,0.7308
2020-05-20,3.5892
2020-05-21,-4.1651
2020-05-22,-1.1154
2020-05-26,2.5282
2020-05-27,2.6176
2020-05-28,-3.475
2020-05-29,2.5661
2020-06-01,-1.8296999999999999
2020-06-02,1.2551999999999999
2020-06-03,4.0571
2020-06-04,1.8051
2020-06-05,7.0567
2020-06-08,-4.3061
2020-06-09,4.5691
2020-06-10,-3.1778
2020-06-11,-10.5983
2020-06-12,-0.3059
2020-06-15,0.8055
2020-06-16,3.3105
2020-06-17,-3.3517
2020-06-18,-0.686
2020-06-19,-0.3454
2020-06-22,0.4236
2020-06-23,1.5721
2020-06-24,-2.7935
2020-06-25,-0.3107
2020-06-26,-2.8048
2020-06-29,1.4028
2020-06-30,7.4308
2020-07-01,-2.0603
2020-07-02,1.5402
2020-07-06,2.7747
2020-07-07,-3.7077
2020-07-08,3.5514
2020-07-09,3.1047
2020-07-10,-2.0658
2020-07-13,-3.7898
2020-07-14,-0.5203
2020-07-15,2.3534
2020-07-16,1.6787999999999998
2020-07-17,2.3331
2020-07-20,1.6836
2020-07-21,-0.8279
2020-07-22,-0.2087
2020-07-23,-2.6839
2020-07-24,-1.3968
2020-07-27,1.5619
2020-07-28,-3.3977
2020-07-29,1.7771
2020-07-30,0.8003
2020-07-31,0.6496
