ticker,KLDI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-03-26,1.6333
2019-03-27,-0.206
2019-03-28,-1.6053
2019-03-29,0.2047
2019-04-01,1.1236
2019-04-04,-0.7071
2019-04-08,-0.1017
2019-04-09,0.0
2019-04-10,0.0
2019-04-11,-0.2037
2019-04-12,0.0
2019-04-15,0.0
2019-04-16,-0.4082
2019-04-17,0.4098
2019-04-18,-0.102
2019-04-22,-0.1021
2019-04-23,0.409
2019-05-03,-0.2037
2019-05-06,0.0
2019-05-07,0.0
2019-05-10,0.0
2019-05-14,0.4082
2019-05-15,0.5081
2019-05-16,0.4044
2019-05-17,-0.3021
2019-05-20,0.0
2019-05-21,3.0303
2019-05-22,0.3922
2019-05-23,-0.3906
2019-05-24,0.0
2019-05-28,0.0
2019-05-29,0.0
2019-05-30,0.0
2019-05-31,0.0
2019-06-03,0.1961
2019-06-04,0.0
2019-06-05,0.0
2019-06-06,0.3914
2019-06-07,0.0
2019-06-10,0.1949
2019-06-11,0.1946
2019-06-12,-0.1942
2019-06-13,0.1946
2019-06-14,0.0
2019-06-17,-0.1942
2019-06-18,-0.2918
2019-06-19,0.0
2019-06-20,0.1951
2019-06-21,-0.2921
2019-06-24,-0.1953
2019-06-25,0.0
2019-06-26,-0.1957
2019-06-27,-0.1961
2019-06-28,-0.2947
2019-07-01,0.2956
2019-07-02,0.1965
2019-07-03,-0.4902
2019-07-05,0.3941
2019-07-08,-0.0981
2019-07-10,-0.4912
2019-07-11,0.8885
2019-07-12,0.2935
2019-07-15,-0.1463
2019-07-16,-0.342
2019-07-17,-0.098
2019-07-18,0.0
2019-07-19,0.0
2019-07-22,-0.0981
2019-07-23,0.2947
2019-07-24,0.0
2019-07-25,0.0
2019-07-26,-0.3918
2019-07-29,0.2429
2019-07-30,-0.3404
2019-07-31,0.1969
2019-08-01,0.0
2019-08-02,-0.1965
2019-08-05,-0.2953
2019-08-06,-0.0691
2019-08-07,0.1679
2019-08-08,-0.0986
2019-08-09,0.2962
2019-08-12,-0.0984
2019-08-13,0.0
2019-08-14,-0.2956
2019-08-15,-0.0879
2019-08-16,-0.0109
2019-08-19,0.3956
2019-08-20,0.4926
2019-08-21,0.0
2019-08-22,0.0
2019-08-23,-0.098
2019-08-26,0.0
2019-08-27,-0.0981
2019-08-28,0.0
2019-08-29,0.0
2019-08-30,-0.0982
2019-09-03,0.295
2019-09-04,0.0
2019-09-05,0.0
2019-09-06,-0.6863
2019-09-09,0.5923
2019-09-10,0.0
2019-09-12,-0.1963
2019-09-16,-0.1967
2019-09-17,0.0985
2019-09-19,0.0
2019-09-20,0.0
2019-09-23,0.0
2019-09-24,0.0
2019-09-25,0.0
2019-09-26,0.0
2019-09-27,0.0
2019-09-30,0.1969
2019-10-01,-0.1965
2019-10-02,-0.2953
2019-10-03,0.1974
2019-10-04,0.4926
2019-10-07,-0.2941
2019-10-08,0.0
2019-10-09,-0.0983
2019-10-10,0.0984
2019-10-11,0.0492
2019-10-14,0.0491
2019-10-16,0.0
2019-10-17,0.0982
2019-10-18,0.0981
2019-10-21,0.2941
2019-10-22,-0.2933
2019-10-23,0.0
2019-10-25,-0.1961
2019-10-28,0.1965
2019-10-30,-0.098
2019-10-31,-0.0981
2019-11-01,0.0
2019-11-05,0.0982
2019-11-06,-0.1963
2019-11-07,-0.59
2019-11-08,0.3956
2019-11-11,-0.0985
2019-11-12,-0.6903
2019-11-13,0.2979
2019-11-14,0.0
2019-11-15,0.099
2019-11-18,0.0
2019-11-19,-0.1978
2019-11-20,0.0991
2019-11-21,0.297
2019-11-22,0.0
2019-11-25,-0.0987
2019-11-26,-0.2964
2019-11-27,0.1982
2019-11-29,0.0989
2019-12-02,0.0
2019-12-03,-0.0988
2019-12-04,0.0989
2019-12-05,0.0988
2019-12-06,0.0
2019-12-09,-7.6998999999999995
2019-12-10,-1.8182
2019-12-11,1.634
2019-12-12,3.2154
2019-12-13,3.0114
2019-12-16,2.1169000000000002
2019-12-17,-0.9872
2019-12-18,-1.2961
2020-01-28,1.0101
2020-01-29,7.5
2020-01-30,20.9302
2020-01-31,30.7692
2020-02-03,-35.5882
2020-02-04,-10.5023
2020-02-05,1.8367
2020-02-06,-1.8035999999999999
2020-02-07,-6.6327
2020-02-10,-14.7541
2020-02-11,2.5641
2020-02-18,0.0
2020-02-20,0.0
2020-02-21,-7.5
2020-02-24,-2.7027
2020-02-25,11.1111
2020-02-28,-6.25
2020-03-03,5.3333
2020-03-04,0.6329
2020-03-11,-13.2075
2020-03-13,-4.9275
2020-03-16,0.0
2020-03-17,0.0
2020-03-19,6.7073
2020-03-24,10.0
2020-03-25,42.8571
2020-04-01,-27.2727
2020-04-08,25.0
2020-04-20,-0.5
2020-04-22,-16.5829
2020-04-23,5.4217
2020-04-29,0.5714
2020-05-01,-6.25
2020-05-15,9.0909
2020-05-19,-8.3333
2020-05-27,0.0
2020-06-01,-3.6364
2020-06-08,50.3145
2020-06-17,-32.636
2020-07-09,41.6149
2020-07-10,0.0
2020-07-16,-24.1228
