ticker,SHMN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-12-20,-83.3333
2007-12-21,80.0
2007-12-24,11.1111
2007-12-26,0.0
2007-12-28,0.0
2007-12-31,10.0
2008-01-03,0.0
2008-01-04,9.0909
2008-01-08,8.3333
2008-01-09,7.6923
2008-01-10,7.1429
2008-01-11,-2.6667
2008-01-14,-24.6575
2008-01-15,-23.6364
2008-01-16,16.6667
2008-01-17,-24.4898
2008-01-18,16.2162
2008-01-22,2.3256
2008-01-23,9.0909
2008-01-24,-16.6667
2008-01-25,0.0
2008-01-28,-2.5
2008-01-29,-17.9487
2008-01-30,-9.375
2008-01-31,-13.7931
2008-02-04,-20.0
2008-02-07,-35.0
2008-02-08,-23.0769
2008-02-11,-30.0
2008-02-12,28.5714
2008-02-13,-16.6667
2008-02-14,-46.6667
2008-02-15,12.5
2008-02-19,0.0
2008-02-20,-11.1111
2008-02-21,-12.5
2008-02-25,28.5714
2008-02-26,11.1111
2008-02-27,-4.0
2008-02-28,4.1667
2008-02-29,0.0
2008-03-03,0.0
2008-03-04,0.0
2008-03-05,20.0
2008-03-06,0.0
2008-03-07,0.0
2008-03-10,-8.3333
2008-03-11,18.1818
2008-03-12,-3.0769
2008-03-13,11.1111
2008-03-14,0.0
2008-03-17,-7.1429
2008-03-18,0.0
2008-03-19,0.0
2008-03-20,-23.0769
2008-03-24,20.0
2008-03-25,-16.6667
2008-03-26,5.0
2008-03-27,4.7619
2008-03-28,9.0909
2008-03-31,0.0
2008-04-01,-41.6667
2008-04-02,14.2857
2008-04-03,0.0
2008-04-04,-12.5
2008-04-07,-8.5714
2008-04-08,-3.125
2008-04-09,3.2258
2008-04-10,6.25
2008-04-11,-11.7647
2008-04-14,16.6667
2008-04-15,-22.8571
2008-04-16,11.1111
2008-04-17,0.0
2008-04-18,-16.6667
2008-04-21,-12.0
2008-04-22,13.6364
2008-04-23,-8.0
2008-04-24,0.0
2008-04-25,-13.0435
2008-04-28,0.0
2008-04-29,-15.0
2008-04-30,5.8824
2008-05-01,-11.1111
2008-05-02,12.5
2008-05-05,-5.5556
2008-05-06,-41.1765
2008-05-07,20.0
2008-05-08,0.0
2008-05-09,-37.5
2008-05-12,6.6667
2008-05-13,0.0
2008-05-14,-6.25
2008-05-15,0.0
2008-05-16,6.6667
2008-05-19,0.0
2008-05-20,6.25
2008-05-21,-5.8824
2008-05-27,-12.5
2008-05-28,14.2857
2008-05-29,-12.5
2008-05-30,7.1429
2008-06-02,46.6667
