ticker,SDTTU US Equity
2011-08-29,4.7075
2011-08-30,1.9969999999999999
2011-08-31,0.5401
2011-09-01,-0.6907
2011-09-02,-3.1685
2011-09-06,0.5587
2011-09-07,-0.873
2011-09-08,-0.2802
2011-09-09,0.3212
2011-09-12,-1.7607
2011-09-13,1.0183
2011-09-14,0.6048
2011-09-15,-0.1764
2011-09-16,-0.1445
2011-09-19,-0.2413
2011-09-20,-0.524
2011-09-21,-0.1216
2011-09-22,-3.2049
2011-09-23,-3.2691
2011-09-26,-0.6066
2011-09-27,1.2642
2011-09-28,0.1722
2011-09-29,-1.6760000000000002
2011-09-30,-1.7045
2011-10-03,-9.1152
2011-10-04,1.4677
2011-10-05,10.2218
2011-10-06,2.7559
2011-10-07,-2.086
2011-10-10,2.2174
2011-10-11,0.638
2011-10-12,0.6593
2011-10-13,-0.1512
2011-10-14,1.5558999999999998
2011-10-17,-0.1242
2011-10-18,0.0829
2011-10-19,1.1185
2011-10-20,0.2048
2011-10-21,2.0442
2011-10-24,0.9615
2011-10-25,-0.9921
2011-10-26,2.2044
2011-10-27,0.3137
2011-10-28,4.5739
2011-10-31,1.7570000000000001
2011-11-01,0.0367
2011-11-02,1.2852999999999999
2011-11-03,0.3263
2011-11-04,0.6293
2011-11-07,0.0211
2011-11-08,0.4309
2011-11-09,-0.7866
2011-11-10,1.3925
2011-11-11,-1.3176999999999999
2011-11-14,-1.7804
2011-11-15,0.9441
2011-11-16,0.7108
2011-11-17,-1.8944999999999999
2011-11-18,1.2873999999999999
2011-11-21,-0.785
2011-11-22,0.8289
2011-11-23,-2.429
2011-11-25,1.5703
2011-11-28,0.6033
2011-11-29,1.5742
2011-11-30,-0.3321
2011-12-01,0.1851
2011-12-02,0.2217
2011-12-05,3.3186
2011-12-06,-0.0357
2011-12-07,1.8565
2011-12-08,-1.2268
2011-12-09,1.9872
2011-12-12,0.3479
2011-12-13,0.104
2011-12-14,-1.2119
2011-12-15,-0.3861
2011-12-16,-1.1616
2011-12-19,-1.4245
2011-12-20,4.2991
2011-12-21,-0.3117
2011-12-22,0.7992
2011-12-23,0.4274
2011-12-27,0.8444
2011-12-28,-0.8169
2011-12-29,3.0885
2011-12-30,3.3622
2012-01-03,-2.4477
2012-01-04,-3.3091
2012-01-05,3.0809
2012-01-06,-1.8218
2012-01-09,1.3158
2012-01-10,2.7972
2012-01-11,-1.5225
2012-01-12,3.4539
2012-01-13,-0.0636
2012-01-17,3.3089
2012-01-18,2.741
2012-01-19,-5.1259
2012-01-20,2.4013
2012-01-23,2.4684
2012-01-24,-1.8067
2012-01-25,2.6372
2012-01-26,1.942
2012-01-27,-0.762
2012-01-30,0.4135
2012-01-31,-0.1176
2012-02-01,-0.1767
2012-02-02,0.295
2012-02-03,1.7941
2012-02-06,1.5602
2012-02-07,3.0441
2012-02-08,0.8559
2012-02-09,0.5749
2012-02-10,-2.42
2012-02-13,1.7969
2012-02-14,-1.3729
2012-02-15,-4.6307
2012-02-16,-1.1618
2012-02-17,2.4714
2012-02-21,2.8529
2012-02-22,-4.7755
2012-02-23,-0.4805
2012-02-24,-0.0302
2012-02-27,-0.0302
2012-02-28,-1.5097
2012-02-29,-2.0233
2012-03-01,2.8786
2012-03-02,-1.1557
2012-03-05,-1.2615
2012-03-06,-1.0907
2012-03-07,3.4972
2012-03-08,0.1218
2012-03-09,0.6385
2012-03-12,-0.7855
2012-03-13,-0.1218
2012-03-14,0.7317
2012-03-15,-1.0896
2012-03-16,-0.3672
2012-03-19,-0.5528
2012-03-20,-1.9456
2012-03-21,-1.3543
2012-03-22,-4.2783999999999995
2012-03-23,1.6343999999999999
2012-03-26,0.2626
2012-03-27,-2.1931
2012-03-28,-3.0455
2012-03-29,0.069
2012-03-30,2.7596
2012-04-02,2.0477
2012-04-03,-0.9539
2012-04-04,-0.3321
2012-04-05,1.1996
2012-04-09,-2.1073
2012-04-10,-0.3027
2012-04-11,0.2024
2012-04-12,0.0
2012-04-13,-0.1684
2012-04-16,1.1804000000000001
2012-04-17,-0.5333
2012-04-18,-2.0442
2012-04-19,0.1711
2012-04-20,-0.4781
2012-04-23,1.2354
2012-04-24,1.3898
2012-04-25,1.9726
2012-04-26,2.2951
2012-04-27,2.4038
2012-04-30,1.6588
2012-05-01,1.3528
2012-05-02,-3.7345
2012-05-03,-1.0729
2012-05-04,-0.2552
2012-05-07,1.1193
2012-05-08,0.0
2012-05-09,-0.253
2012-05-10,-0.6975
2012-05-11,-2.1487
2012-05-14,-4.6216
2012-05-15,-0.9129
2012-05-16,-5.7406
2012-05-17,-3.4962
2012-05-18,-0.4285
2012-05-21,4.0689
2012-05-22,0.6391
2012-05-23,1.8678
2012-05-24,-1.0634
2012-05-25,0.4077
2012-05-29,-0.443
2012-05-30,-1.0011
2012-05-31,1.6854
2012-06-01,-2.2099
2012-06-04,-2.4105
2012-06-05,5.3261
2012-06-06,1.0627
2012-06-07,-0.5076
2012-06-08,1.1297
2012-06-11,-0.8288
2012-06-12,0.3997
2012-06-13,-0.2533
2012-06-14,1.5965
2012-06-15,-6.8571
2012-06-18,-4.6012
2012-06-19,1.6881
2012-06-20,0.5534
2012-06-21,-0.3931
2012-06-22,-3.8674
2012-06-25,-0.4105
2012-06-26,3.7098
2012-06-27,3.4976
2012-06-28,-1.4977
2012-06-29,0.3119
2012-07-02,0.5052
2012-07-03,1.6240999999999999
2012-07-05,-1.2557
2012-07-06,0.3854
2012-07-09,0.4607
2012-07-10,-0.2675
2012-07-11,0.4215
2012-07-12,0.2671
2012-07-13,0.4947
2012-07-16,1.3253
2012-07-17,4.2975
2012-07-18,-0.2866
2012-07-19,2.5512
2012-07-20,-0.2453
2012-07-23,-1.6157
2012-07-24,-0.6069
2012-07-25,2.4066
2012-07-26,-1.5433
2012-07-27,-3.4913
2012-07-30,2.8419
2012-07-31,2.513
2012-08-01,-0.9804
2012-08-02,-0.9547
2012-08-03,0.6783
2012-08-06,-0.4965
2012-08-07,1.0691
2012-08-08,1.3047
2012-08-09,1.4271
2012-08-10,-3.6798
2012-08-13,-3.9503
2012-08-14,-0.6093
2012-08-15,-1.8008
2012-08-16,0.1951
2012-08-17,-1.0903
2012-08-20,0.4331
2012-08-21,-1.3719999999999999
2012-08-22,-1.0731
2012-08-23,-0.5223
2012-08-24,1.6559
2012-08-27,-0.7549
2012-08-28,-0.2802
2012-08-29,0.9635
2012-08-30,-0.4771
2012-08-31,0.0799
2012-09-04,-1.6367
2012-09-05,0.6899
2012-09-06,-1.2495
2012-09-07,1.7959
2012-09-10,0.3208
2012-09-11,0.2798
2012-09-12,-0.8768
2012-09-13,0.8042
2012-09-14,0.0
2012-09-17,-0.2792
2012-09-18,-0.28
2012-09-19,0.0
2012-09-20,-0.6017
2012-09-21,0.7264
2012-09-24,-0.5208
2012-09-25,-0.1208
2012-09-26,-0.8065
2012-09-27,0.0407
2012-09-28,0.0406
2012-10-01,0.0812
2012-10-02,-3.6526
2012-10-03,-0.3791
2012-10-04,0.7611
2012-10-05,-0.8812
2012-10-08,-0.508
2012-10-09,1.1915
2012-10-10,-1.1354
2012-10-11,2.4245
2012-10-12,1.9102999999999999
2012-10-15,-6.1532
2012-10-16,-3.9514
2012-10-17,0.8137
2012-10-18,-0.4036
2012-10-19,-2.7465
2012-10-22,-3.5185
2012-10-23,-1.7753999999999999
2012-10-24,-1.5633
2012-10-25,-0.5955
2012-10-26,-0.1498
2012-10-31,-0.5
2012-11-01,2.6131
2012-11-02,-1.9099
2012-11-05,0.2496
2012-11-06,-1.245
2012-11-07,-3.8326000000000002
2012-11-08,-0.6293
2012-11-09,-3.836
2012-11-12,-4.8461
2012-11-13,-3.0557
2012-11-14,-3.5229
2012-11-15,-5.1249
2012-11-16,2.9034
2012-11-19,1.8373
2012-11-20,-1.0954
2012-11-21,0.9772
2012-11-23,2.3871
2012-11-26,-0.252
2012-11-27,2.0215
2012-11-28,-0.6192
2012-11-29,0.1869
2012-11-30,-0.1244
2012-12-03,3.6115
2012-12-04,1.0817
2012-12-05,4.459
2012-12-06,-0.7968
2012-12-07,-0.1721
2012-12-10,-1.6667
2012-12-11,1.2858
2012-12-12,0.4616
2012-12-13,-1.6082999999999998
2012-12-14,-0.3503
2012-12-17,-1.2302
2012-12-18,0.5338
2012-12-19,-0.236
2012-12-20,-0.414
2012-12-21,-0.8907
2012-12-24,-0.4194
2012-12-26,-0.6017
2012-12-27,-2.4213
2012-12-28,1.4888
2012-12-31,0.489
2013-01-02,3.1022
2013-01-03,1.8289
2013-01-04,2.1437
2013-01-07,1.6449
2013-01-08,0.6696
2013-01-09,0.6098
2013-01-10,0.7163
2013-01-11,1.7505
2013-01-14,1.8279999999999998
2013-01-15,1.8479
2013-01-16,1.8662999999999998
2013-01-17,-1.3232
2013-01-18,-0.1547
2013-01-22,-0.5682
2013-01-23,-0.2078
2013-01-24,0.4164
2013-01-25,-0.6739
2013-01-28,-0.261
2013-01-29,0.6803
2013-01-30,-0.8868
2013-01-31,2.2582
2013-02-01,-2.8718
2013-02-04,-0.6336
2013-02-05,0.2657
2013-02-06,-8.2141
2013-02-07,2.0785
2013-02-08,2.0362
2013-02-11,-0.6652
2013-02-12,-2.0048
2013-02-13,-0.9462
2013-02-14,-1.0746
2013-02-15,-1.9916
2013-02-19,1.6625999999999999
2013-02-20,-0.4846
2013-02-21,-2.9215
2013-02-22,0.4389
2013-02-25,-2.2472
2013-02-26,-2.3627000000000002
2013-02-27,-0.2616
2013-02-28,-0.5246
2013-03-01,-3.5597
2013-03-04,-0.6152
2013-03-05,-11.4856
2013-03-06,-3.8073
2013-03-07,7.4313
2013-03-08,6.4662
2013-03-11,2.7542
2013-03-12,-0.8935
2013-03-13,0.6241
2013-03-14,0.4135
2013-03-15,-1.304
2013-03-18,-0.4172
2013-03-19,-6.9134
2013-03-20,-1.6503999999999999
2013-03-21,-1.1442
2013-03-22,0.463
2013-03-25,1.9201000000000001
2013-03-26,3.5418
2013-03-27,-0.2183
2013-03-28,-2.2611
2013-04-01,-2.1642
2013-04-02,-0.5339
2013-04-03,2.2239
2013-04-04,-1.7254
2013-04-05,0.6107
2013-04-08,1.6692
2013-04-09,2.1642
2013-04-10,0.6574
2013-04-11,-1.6691
2013-04-12,0.4428
2013-04-15,-1.1756
2013-04-16,-0.0743
2013-04-17,-1.7113
2013-04-18,0.6813
2013-04-19,0.2256
2013-04-22,1.9505
2013-04-23,-1.3245
2013-04-24,0.1491
2013-04-25,2.4572
2013-04-26,-3.2702999999999998
2013-04-29,1.4275
2013-04-30,2.1481
2013-05-01,-1.2328000000000001
2013-05-02,3.4508
2013-05-03,0.9936
2013-05-06,1.7569
2013-05-07,1.7265000000000001
2013-05-08,1.222
2013-05-09,-1.8779
2013-05-10,-0.4785
2013-05-13,-1.6456
2013-05-14,-3.933
2013-05-15,-3.26
2013-05-16,1.0972
2013-05-17,2.3256
2013-05-20,2.7273
2013-05-21,-1.3274
2013-05-22,-2.3169
2013-05-23,0.0
2013-05-24,3.0604
2013-05-28,1.4104999999999999
2013-05-29,2.0498
2013-05-30,-0.9326
2013-05-31,-1.3758
2013-06-03,2.6432
2013-06-04,4.3634
2013-06-05,0.9596
2013-06-06,-3.3265000000000002
2013-06-07,0.0702
2013-06-10,1.9649
2013-06-11,-2.5465
2013-06-12,-2.1893
2013-06-13,0.0722
2013-06-14,1.6595
2013-06-17,-0.8517
2013-06-18,0.2147
2013-06-19,-1.0714
2013-06-20,-1.8051
2013-06-21,-1.25
2013-06-24,-3.723
2013-06-25,4.331
2013-06-26,1.3343
2013-06-27,1.0973
2013-06-28,0.7959
2013-07-01,1.0768
2013-07-02,-0.9233
2013-07-03,-0.2867
2013-07-05,-0.2157
2013-07-08,-2.8098
2013-07-09,0.593
2013-07-10,0.3685
2013-07-11,0.8076
2013-07-12,-0.6555
2013-07-15,0.5132
2013-07-16,0.5835
2013-07-17,0.0
2013-07-18,0.0
2013-07-19,0.7977
2013-07-22,0.4317
2013-07-23,0.0
2013-07-24,-0.3582
2013-07-25,-0.9346
2013-07-26,1.0885
2013-07-29,2.1536
2013-07-30,1.0541
2013-07-31,0.8345
2013-08-01,1.3793
2013-08-02,0.6122
2013-08-05,0.0676
2013-08-06,-0.5405
2013-08-07,-1.4266
2013-08-08,-1.1027
2013-08-09,0.0697
2013-08-12,-0.6184
2013-08-13,-2.9283
2013-08-14,-0.8296
2013-08-15,-1.0646
2013-08-16,-2.5365
2013-08-19,0.0789
2013-08-20,-2.7580999999999998
2013-08-21,-0.8914
2013-08-22,-2.4499
2013-08-23,3.6849
2013-08-26,3.3952999999999998
2013-08-27,0.5473
2013-08-28,-3.577
2013-08-29,2.8226
2013-08-30,-0.9412
2013-09-03,-2.7712
2013-09-04,-4.9674
2013-09-05,1.114
2013-09-06,2.0339
2013-09-09,1.495
2013-09-10,0.2455
2013-09-11,1.9592
2013-09-12,-1.2810000000000001
2013-09-13,-0.6488
2013-09-16,0.1633
2013-09-17,1.2225
2013-09-18,-0.161
2013-09-19,1.8548
2013-09-20,-0.7126
2013-09-23,1.4354
2013-09-24,2.673
2013-09-25,1.5314
2013-09-26,0.8296
2013-09-27,-1.0471
2013-09-30,-0.0756
2013-10-01,2.4206
2013-10-02,0.517
2013-10-03,1.5430000000000001
2013-10-04,0.7236
2013-10-07,-0.8621
2013-10-08,-2.4638
2013-10-09,-0.8172
2013-10-10,1.7978
2013-10-11,0.8094
2013-10-14,-0.073
2013-10-15,-0.4383
2013-10-16,1.9076
2013-10-17,2.2318
2013-10-18,1.4085
2013-10-21,-0.2083
2013-10-22,1.5310000000000001
2013-10-23,-1.3708
2013-10-24,-1.2509000000000001
2013-10-25,-8.0929
2013-10-28,-4.9005
2013-10-29,1.2882
2013-10-30,-1.4308
2013-10-31,-0.6452
2013-11-01,2.5974
2013-11-04,0.4747
2013-11-05,1.3386
2013-11-06,-0.5439
2013-11-07,0.0
2013-11-08,0.3125
2013-11-11,-1.4019
2013-11-12,-2.1888
2013-11-13,-3.2258
2013-11-14,-7.193
2013-11-15,-3.6862
2013-11-18,-7.949
2013-11-19,1.3859
2013-11-20,1.1567
2013-11-21,1.3514
2013-11-22,-1.1282
2013-11-25,-0.8299
2013-11-26,4.7071
2013-11-27,0.5994
2013-11-29,4.568
2013-12-02,1.3295
2013-12-03,2.7179
2013-12-04,-6.7518
2013-12-05,-4.7945
2013-12-06,-1.4388
2013-12-09,-2.0855
2013-12-10,2.6624
2013-12-11,-3.3195
2013-12-12,-0.6438
2013-12-13,0.432
2013-12-16,-3.2258
2013-12-17,-1.8889
2013-12-18,0.7928
2013-12-19,-0.1124
2013-12-20,0.6749
2013-12-23,-0.3352
2013-12-24,0.7848
2013-12-26,1.7798
2013-12-27,0.2186
2013-12-30,-1.0905
2013-12-31,1.9846
2014-01-02,-1.6216
2014-01-03,1.6484
2014-01-06,4.8649000000000004
2014-01-07,0.9278
2014-01-08,-1.9407999999999999
2014-01-09,0.7292
2014-01-10,0.0
2014-01-13,0.3102
2014-01-14,1.3402
2014-01-15,1.9329
2014-01-16,3.1936
2014-01-17,1.0638
2014-01-21,0.1914
2014-01-22,-1.4327
2014-01-23,0.8721
2014-01-24,-1.537
2014-01-27,-3.4146
2014-01-28,1.9192
2014-01-29,0.7929
2014-01-30,0.0
2014-01-31,-8.0629
2014-02-03,-2.246
2014-02-04,-1.2035
2014-02-05,2.1041
2014-02-06,1.7354
2014-02-07,3.0917
2014-02-10,-0.5171
2014-02-11,-1.8711
2014-02-12,-0.8443
2014-02-13,-2.2573
2014-02-14,-0.6928
2014-02-18,-5.1163
2014-02-19,-3.799
2014-02-20,-2.293
2014-02-21,2.8683
2014-02-24,-0.2535
2014-02-25,1.0149
2014-02-26,-2.5141999999999998
2014-02-27,0.5161
2014-02-28,2.3106999999999998
2014-03-03,0.5019
2014-03-04,-2.7466
2014-03-05,2.0539
2014-03-06,-1.1320999999999999
2014-03-07,-1.2723
2014-03-10,0.5155
2014-03-11,-1.2821
2014-03-12,-0.9091
2014-03-13,0.2621
2014-03-14,-0.5229
2014-03-17,1.5769
2014-03-18,-0.7762
2014-03-19,-0.2608
2014-03-20,-3.0065
2014-03-21,1.3477000000000001
2014-03-24,-2.1277
2014-03-25,1.087
2014-03-26,-0.5376
2014-03-27,0.2703
2014-03-28,1.3477000000000001
2014-03-31,-0.3989
2014-04-01,-1.7356
2014-04-02,-1.2203
2014-04-03,2.1982
2014-04-04,-0.8075
2014-04-07,0.4071
2014-04-08,0.4054
2014-04-09,0.2692
2014-04-10,0.1342
2014-04-11,0.4021
2014-04-14,0.1335
2014-04-15,0.5333
2014-04-16,0.1326
2014-04-17,1.8542999999999998
2014-04-21,2.0806
2014-04-22,0.7643
2014-04-23,-1.0114
2014-04-24,-0.7663
2014-04-25,-2.7027
2014-04-28,1.9841
2014-04-29,0.7782
2014-04-30,-0.5148
2014-05-01,-2.1992
2014-05-02,1.8519
2014-05-05,0.0
2014-05-06,1.1688
2014-05-07,-0.5135
2014-05-08,-1.0323
2014-05-09,-0.6519
2014-05-12,-1.4436
2014-05-13,-0.0493
2014-05-14,0.0
2014-05-15,-2.5423999999999998
2014-05-16,-0.7246
2014-05-19,-4.8175
2014-05-20,-2.454
2014-05-21,-2.9874
2014-05-22,1.9449
2014-05-23,-1.1129
2014-05-27,2.8939
2014-05-28,-1.875
2014-05-29,0.3185
2014-05-30,-0.3175
2014-06-02,1.2739
2014-06-03,-1.7296
2014-06-04,0.16
2014-06-05,-0.1597
2014-06-06,-0.48
2014-06-09,1.1254
2014-06-10,0.7949
2014-06-11,0.6309
2014-06-12,0.1567
2014-06-13,0.939
2014-06-16,2.0155
2014-06-17,-1.2158
2014-06-18,-2.6154
2014-06-19,1.2638
2014-06-20,-0.624
2014-06-23,0.6279
2014-06-24,-1.4041000000000001
2014-06-25,0.0
2014-06-26,-0.3165
2014-06-27,0.0
2014-06-30,3.1746
2014-07-01,-0.4615
2014-07-02,-1.7002000000000002
2014-07-03,1.1006
2014-07-07,0.6221
2014-07-08,0.9274
2014-07-09,1.072
2014-07-10,0.6061
2014-07-11,-0.753
2014-07-14,-0.1517
2014-07-15,-0.304
2014-07-16,2.8963
2014-07-17,-1.4815
2014-07-18,-1.203
2014-07-21,1.5221
2014-07-22,-0.1499
2014-07-23,0.3003
2014-07-24,0.2994
2014-07-25,1.194
2014-07-28,-2.8024
2014-07-29,1.3657
2014-07-30,0.2994
2014-07-31,0.7463
2014-08-01,-6.5184999999999995
2014-08-04,2.2187
2014-08-05,-0.7752
2014-08-06,-0.7813
2014-08-07,-2.0472
2014-08-08,-2.09
2014-08-11,1.3136
2014-08-12,-2.6305
2014-08-13,-3.0088
2014-08-14,-0.1825
2014-08-15,-1.0969
2014-08-18,-5.1756
2014-08-19,0.0
2014-08-20,-2.3392
2014-08-21,0.7984
2014-08-22,0.9901
2014-08-25,-0.9804
2014-08-26,2.5743
2014-08-27,1.5444
2014-08-28,-0.9506
2014-08-29,0.0
2014-09-02,-0.5758
2014-09-03,-2.3166
2014-09-04,0.0
2014-09-05,0.9881
2014-09-08,-1.9569
2014-09-09,0.1996
2014-09-10,-0.3984
2014-09-11,-0.2
2014-09-12,-2.004
2014-09-15,-1.8405
2014-09-16,2.2917
2014-09-17,-2.2403
2014-09-18,-2.0833
2014-09-19,-4.6809
2014-09-22,-3.5714
2014-09-23,-1.8519
2014-09-24,-5.4245
2014-09-25,5.2369
2014-09-26,1.8957000000000002
2014-09-29,-0.9302
2014-09-30,-2.8169
2014-10-01,-1.6907999999999999
2014-10-02,-1.7199
2014-10-03,-4.5
2014-10-06,-1.8325
2014-10-07,4.0
2014-10-08,-0.2564
2014-10-09,-4.6272
2014-10-10,-0.2695
2014-10-13,0.0
2014-10-14,0.5405
2014-10-15,3.2258
2014-10-16,6.25
2014-10-17,-1.2255
2014-10-20,2.9777
2014-10-21,-2.6506
2014-10-22,-0.2475
2014-10-23,5.7072
2014-10-24,-5.6338
2014-10-27,2.4876
2014-10-28,0.0
2014-10-29,-0.2427
2014-10-30,-2.4331
2014-10-31,3.99
2014-11-03,1.6787
2014-11-04,-1.1792
2014-11-05,2.6253
2014-11-06,-1.3953
2014-11-07,2.8302
2014-11-10,0.4587
2014-11-11,1.3699
2014-11-12,-0.9707
2014-11-13,-3.1325
2014-11-14,-0.4975
2014-11-17,-4.25
2014-11-18,-0.7833
2014-11-19,-1.8420999999999998
2014-11-20,4.5576
2014-11-21,2.5641
2014-11-24,2.25
2014-11-25,-3.912
2014-11-26,-0.2545
2014-11-28,-2.8061
2014-12-01,1.5748
2014-12-02,-5.9432
2014-12-03,-1.0989
2014-12-04,-1.3889
2014-12-05,-6.1972
2014-12-08,-8.4084
2014-12-09,5.2992
2014-12-10,5.554
2014-12-11,-1.1799
2014-12-12,1.791
2014-12-15,-4.9853
2014-12-16,3.0864
2014-12-17,1.7964
2014-12-18,3.8235
2014-12-19,3.6827
2014-12-22,-1.9125999999999999
2014-12-23,0.2786
2014-12-24,-1.3889
2014-12-26,-0.8451
2014-12-29,-5.1136
2014-12-30,-4.491
2014-12-31,-5.3292
2015-01-02,15.2318
2015-01-05,0.8621
2015-01-06,0.0
2015-01-07,0.2849
2015-01-08,-2.2727
2015-01-09,3.4884
2015-01-12,-3.0899
2015-01-13,1.4493
2015-01-14,-0.5714
2015-01-15,0.0
2015-01-16,2.0115
2015-01-20,0.5634
2015-01-21,0.8403
2015-01-22,-2.2222
2015-01-23,0.0
2015-01-26,-0.8523
2015-01-27,2.8653
2015-01-28,-0.5571
2015-01-29,-1.1204
2015-01-30,3.6827
2015-02-02,7.1038
2015-02-03,3.0612
2015-02-04,0.7426
2015-02-05,1.7199
2015-02-06,5.0725
2015-02-09,2.2989
2015-02-10,-4.4944
2015-02-11,-2.7082
2015-02-12,0.5222
2015-02-13,1.2987
2015-02-17,5.8974
2015-02-18,-7.9902999999999995
2015-02-19,2.6316
2015-02-20,0.0
2015-02-23,-5.1282
2015-02-24,0.8108
2015-02-25,-1.3405
2015-02-26,2.4457
2015-02-27,2.122
2015-03-02,0.7792
2015-03-03,-1.8041
2015-03-04,-1.3123
2015-03-05,-0.5319
2015-03-06,1.3369
2015-03-09,-5.0132
2015-03-10,-2.7778
2015-03-11,-7.1429
2015-03-12,3.6923
2015-03-13,-2.9674
2015-03-16,-3.6696999999999997
2015-03-17,1.2698
2015-03-18,2.1944
2015-03-19,1.8405
2015-03-20,3.012
2015-03-23,2.0468
2015-03-24,0.0
2015-03-25,-0.2865
2015-03-26,4.5977
2015-03-27,-4.9451
2015-03-30,1.7341
2015-03-31,1.4205
2015-04-01,1.6806999999999999
2015-04-02,-1.1019
2015-04-06,4.7354
2015-04-07,3.1915
2015-04-08,-1.5464
2015-04-09,0.0
2015-04-10,0.7853
2015-04-13,4.1558
2015-04-14,4.7382
2015-04-15,1.4285999999999999
2015-04-16,2.3474
2015-04-17,5.0459
2015-04-20,2.1834
2015-04-21,-0.7091
2015-04-22,-0.7922
2015-04-23,0.0
2015-04-24,2.3861
2015-04-27,-1.2711999999999999
2015-04-28,2.7897
2015-04-29,0.2088
2015-04-30,2.2956
2015-05-01,2.4401
2015-05-04,3.9760999999999997
2015-05-05,-0.7648
2015-05-06,0.3854
2015-05-07,-0.1919
2015-05-08,-5.3846
2015-05-11,2.2358000000000002
2015-05-12,0.3976
2015-05-13,-2.3624
2015-05-14,-0.4348
2015-05-15,-3.9301
2015-05-18,-7.2727
2015-05-19,-3.6765
2015-05-20,2.5445
2015-05-21,2.2333
2015-05-22,6.7961
2015-05-26,1.3636
2015-05-27,-1.5695000000000001
2015-05-28,-2.5057
2015-05-29,2.5701
2015-06-01,1.5945
2015-06-02,0.2242
2015-06-03,2.2371
2015-06-04,-1.5316999999999998
2015-06-05,0.8889
2015-06-08,-0.6608
2015-06-09,1.7738
2015-06-10,1.7429000000000001
2015-06-11,0.6424
2015-06-12,-1.9149
2015-06-15,-0.2169
2015-06-16,-2.6087
2015-06-17,0.0
2015-06-18,-0.4464
2015-06-19,0.6726
2015-06-22,-1.5590000000000002
2015-06-23,-1.1312
2015-06-24,0.4577
2015-06-25,1.3667
2015-06-26,-0.8989
2015-06-29,-1.3605
2015-06-30,-1.1494
2015-07-01,1.1628
2015-07-02,0.6897
2015-07-06,0.2283
2015-07-07,-7.2893
2015-07-08,2.9453
2015-07-09,5.0151
2015-07-10,-0.4545
2015-07-13,2.5114
2015-07-14,-0.4454
2015-07-15,1.7896999999999998
2015-07-16,0.2198
2015-07-17,0.8772
2015-07-20,1.3043
2015-07-21,-0.8584
2015-07-22,-0.4329
2015-07-23,0.0
2015-07-24,-0.8696
2015-07-27,0.8772
2015-07-28,-0.2174
2015-07-29,0.4357
2015-07-30,1.3014999999999999
2015-07-31,-5.5675
2015-08-03,2.0408
2015-08-04,1.1111
2015-08-05,-2.8571
2015-08-06,0.4525
2015-08-07,-1.3514
2015-08-10,-1.8265
2015-08-11,-4.6512
2015-08-12,-1.1951
2015-08-13,0.8
2015-08-14,-2.1164
2015-08-17,-13.7838
2015-08-18,-11.2853
2015-08-19,-11.6608
2015-08-20,-1.2
2015-08-21,-8.9069
2015-08-24,7.5556
2015-08-25,11.5702
2015-08-26,-3.3333
