ticker,CVNA US Equity
2017-09-18,-7.5311
2017-09-19,2.2045
2017-09-20,5.3925
2017-09-21,-4.4343
2017-09-22,-3.8073
2017-09-25,2.0408
2017-09-26,-2.9091
2017-09-27,-3.2459
2017-09-28,-3.871
2017-09-29,-1.4765
2017-10-02,6.6076
2017-10-03,-1.4058
2017-10-04,-0.324
2017-10-05,0.4551
2017-10-06,-1.2298
2017-10-09,-2.9489
2017-10-10,-6.1445
2017-10-11,2.518
2017-10-12,-1.6842000000000001
2017-10-13,0.0714
2017-10-16,-0.1427
2017-10-17,-0.0714
2017-10-18,0.0
2017-10-19,-3.7884
2017-10-20,-0.8915
2017-10-23,-2.3238
2017-10-24,4.6815
2017-10-25,-4.4721
2017-10-26,-2.9163
2017-10-27,0.8696
2017-10-30,-2.0376
2017-10-31,13.44
2017-11-01,-1.1989
2017-11-02,-0.0714
2017-11-03,0.4286
2017-11-06,16.3585
2017-11-07,-7.3961
2017-11-08,-3.2343
2017-11-09,-5.457
2017-11-10,2.3810000000000002
2017-11-13,5.9197
2017-11-14,0.6653
2017-11-15,-1.1897
2017-11-16,3.01
2017-11-17,0.6494
2017-11-20,-3.6129
2017-11-21,-1.8072
2017-11-22,4.4308
2017-11-24,0.718
2017-11-27,2.0091
2017-11-28,5.0826
2017-11-29,-5.7437000000000005
2017-11-30,3.9769
2017-12-01,10.4874
2017-12-04,12.842
2017-12-05,1.0886
2017-12-06,0.5874
2017-12-07,7.1533
2017-12-08,-3.5422000000000002
2017-12-11,-2.6836
2017-12-12,3.0479
2017-12-13,3.662
2017-12-14,5.2536
2017-12-15,-5.895
2017-12-18,-1.5546
2017-12-19,-5.8059
2017-12-20,3.501
2017-12-21,1.1434
2017-12-22,0.0942
2017-12-26,-0.0941
2017-12-27,-4.4748
2017-12-28,-3.2051
2017-12-29,-2.5981
2018-01-02,-4.2364
2018-01-03,0.3277
2018-01-04,2.0686
2018-01-05,5.12
2018-01-08,1.725
2018-01-09,0.5985
2018-01-10,4.3133
2018-01-11,-2.2338
2018-01-12,1.8474
2018-01-16,-2.1002
2018-01-17,-0.6338
2018-01-18,-0.6869
2018-01-19,3.0632
2018-01-22,-2.4449
2018-01-23,3.2923999999999998
2018-01-24,-1.2845
2018-01-25,-1.9759
2018-01-26,-2.9499
2018-01-29,-4.7112
2018-01-30,1.0101
2018-01-31,0.4737
2018-02-01,-3.143
2018-02-02,-1.0276
2018-02-05,-3.9891
2018-02-06,5.1793
2018-02-07,0.0541
2018-02-08,-4.4889
2018-02-09,2.4915
2018-02-12,8.5083
2018-02-13,4.1752
2018-02-14,2.1505
2018-02-15,4.5933
2018-02-16,-2.0128
2018-02-20,0.2801
2018-02-21,-3.9572000000000003
2018-02-22,1.6966
2018-02-23,1.9066
2018-02-26,2.3386
2018-02-27,-5.3016
2018-02-28,-3.2819
2018-03-01,-4.5409
2018-03-02,-2.091
2018-03-05,-0.5339
2018-03-06,0.2684
2018-03-07,-6.531
2018-03-08,-2.5773
2018-03-09,5.9965
2018-03-12,2.5513
2018-03-13,2.0552
2018-03-14,12.5596
2018-03-15,-5.7439
2018-03-16,4.7952
2018-03-19,-2.9074999999999998
2018-03-20,-0.54
2018-03-21,2.9121
2018-03-22,0.3837
2018-03-23,0.1433
2018-03-26,6.5363
2018-03-27,-0.2687
2018-03-28,1.5267
2018-03-29,1.4153
2018-04-02,-1.4828000000000001
2018-04-03,0.5312
2018-04-04,-1.4531
2018-04-05,4.2002
2018-04-06,-1.7581
2018-04-09,3.6229
2018-04-10,1.011
2018-04-11,-5.4212
2018-04-12,2.3810000000000002
2018-04-13,0.7752
2018-04-16,15.5128
2018-04-17,11.3578
2018-04-18,-1.0631
2018-04-19,-0.3022
2018-04-20,-1.0778
2018-04-23,2.0089
2018-04-24,-6.275
2018-04-25,4.2023
2018-04-26,-6.0834
2018-04-27,-0.1092
2018-04-30,-4.5173
2018-05-01,2.976
2018-05-02,-1.0745
2018-05-03,-1.9476
2018-05-04,-2.7119999999999997
2018-05-07,-0.903
2018-05-08,-1.0697
2018-05-09,-0.841
2018-05-10,8.1583
2018-05-11,2.6886
2018-05-14,-1.1636
2018-05-15,-2.6122
2018-05-16,1.1334
2018-05-17,0.0374
2018-05-18,-0.0747
2018-05-21,-0.1495
2018-05-22,-0.0374
2018-05-23,-1.9843
2018-05-24,-1.6042999999999998
2018-05-25,-2.5621
2018-05-29,8.008
2018-05-30,4.4264
2018-05-31,1.9075
2018-06-01,-2.357
2018-06-04,5.5378
2018-06-05,4.4736
2018-06-06,5.9562
2018-06-07,7.4142
2018-06-08,1.9519
2018-06-11,1.9978
2018-06-12,5.9032
2018-06-13,-4.7264
2018-06-14,8.8973
2018-06-15,6.0163
2018-06-18,0.8641
2018-06-19,1.1345
2018-06-20,-11.3553
2018-06-21,-2.0403000000000002
2018-06-22,6.4065
2018-06-25,-1.6848
2018-06-26,2.0665
2018-06-27,2.3951000000000002
2018-06-28,0.7716
2018-06-29,-0.4547
2018-07-02,2.524
2018-07-03,-2.1571
2018-07-05,7.7882
2018-07-06,4.8688
2018-07-09,-4.982
2018-07-10,-1.5171999999999999
2018-07-11,-0.3851
2018-07-12,3.6161
2018-07-13,-3.2046
2018-07-16,2.4263
2018-07-17,1.6160999999999999
2018-07-18,2.0261
2018-07-19,-3.1817
2018-07-20,-2.5364
2018-07-23,-1.8782999999999999
2018-07-24,1.0839
2018-07-25,3.8102
2018-07-26,-0.3516
2018-07-27,-2.4923
2018-07-30,-6.9894
2018-07-31,4.572
2018-08-01,1.7208999999999999
2018-08-02,-0.7316
2018-08-03,3.8231
2018-08-06,4.0373
2018-08-07,0.533
2018-08-08,-0.1909
2018-08-09,8.606
2018-08-10,5.7719000000000005
2018-08-13,-0.7769
2018-08-14,2.1626
2018-08-15,-2.6642
2018-08-16,1.9498
2018-08-17,1.9125
2018-08-20,5.6117
2018-08-21,-0.2563
2018-08-22,-0.7023
2018-08-23,-0.5693
2018-08-24,4.2332
2018-08-27,3.8449
2018-08-28,1.0098
2018-08-29,0.0317
2018-08-30,-1.5070000000000001
2018-08-31,4.268
2018-09-04,4.0161
2018-09-05,-7.7072
2018-09-06,-5.1327
2018-09-07,4.308
2018-09-10,11.0244
2018-09-11,3.7199999999999998
2018-09-12,-4.7868
2018-09-13,-5.0719
2018-09-14,-0.9061
2018-09-17,-4.9818999999999996
2018-09-18,-1.6592
2018-09-19,-0.5399
2018-09-20,1.866
2018-09-21,-0.0666
2018-09-24,-0.7832
2018-09-25,-0.3527
2018-09-26,3.0676
2018-09-27,-1.8806
2018-09-28,-1.5167000000000002
2018-10-01,-2.7416
2018-10-02,-5.2375
2018-10-03,0.1653
2018-10-04,-2.2731
2018-10-05,1.0505
2018-10-08,-2.2461
2018-10-09,-2.6965
2018-10-10,-9.114
2018-10-11,-5.7333
2018-10-12,6.8337
2018-10-15,-6.9296
2018-10-16,4.5819
2018-10-17,-1.7963
2018-10-18,-4.6174
2018-10-19,-6.0571
2018-10-22,3.535
2018-10-23,0.0962
2018-10-24,-7.4225
2018-10-25,4.9818
2018-10-26,-4.3004999999999995
2018-10-29,-2.5052
2018-10-30,-0.1854
2018-10-31,2.8397
2018-11-01,14.5548
2018-11-02,4.3704
2018-11-05,0.2374
2018-11-06,-2.9931
2018-11-07,2.4861
2018-11-08,11.4793
2018-11-09,-4.9932
2018-11-12,-10.0
2018-11-13,3.4538
2018-11-14,-0.615
2018-11-15,5.7459
2018-11-16,-3.7827
2018-11-19,-7.9496
2018-11-20,-2.7371
2018-11-21,1.116
2018-11-23,2.3512
2018-11-26,5.6493
2018-11-27,2.13
2018-11-28,3.0198
2018-11-29,-0.3374
2018-11-30,-8.4003
2018-12-03,-0.9933
2018-12-04,-10.406
2018-12-06,0.4688
2018-12-07,-7.4391
2018-12-10,-0.6721
2018-12-11,-4.6518
2018-12-12,5.7363
2018-12-13,-6.2081
2018-12-14,-4.1443
2018-12-17,1.9285
2018-12-18,6.0421
2018-12-19,-6.3022
2018-12-20,-3.5627
2018-12-21,-4.9681999999999995
2018-12-24,3.2507
2018-12-26,9.5099
2018-12-27,-1.2448
2018-12-28,-4.5918
2018-12-31,2.894
2019-01-02,-1.3757
2019-01-03,-6.4166
2019-01-04,1.9543
2019-01-07,7.7648
2019-01-08,7.3259
2019-01-09,-1.7697
2019-01-10,-2.3449
2019-01-11,7.7599
2019-01-14,-3.5326
2019-01-15,0.169
2019-01-16,-0.5343
2019-01-17,1.244
2019-01-18,3.0718
2019-01-22,-3.4137
2019-01-23,3.899
2019-01-24,3.6717
2019-01-25,3.6458
2019-01-28,-0.2261
2019-01-29,-6.6734
2019-01-30,0.6746
2019-01-31,-0.4288
2019-02-01,-5.0336
2019-02-04,2.6361
2019-02-05,-5.0815
2019-02-06,-2.7931
2019-02-07,-1.1673
2019-02-08,-2.5439
2019-02-11,-0.6215
2019-02-12,9.7248
2019-02-13,-5.5856
2019-02-14,3.5315
2019-02-15,3.0612
2019-02-19,3.9038
2019-02-20,-1.6063
2019-02-21,-3.7908
2019-02-22,9.2896
2019-02-25,1.2894999999999999
2019-02-26,5.2221
2019-02-27,3.2593
2019-02-28,7.2692
2019-03-01,-2.7641999999999998
2019-03-04,-3.5534
2019-03-05,14.048
2019-03-06,5.4606
2019-03-07,-2.2134
2019-03-08,0.2425
2019-03-11,5.121
2019-03-12,1.8412
2019-03-13,5.4049
2019-03-14,-0.3037
2019-03-15,1.5771
2019-03-18,0.3176
2019-03-19,1.9872999999999998
2019-03-20,-0.0345
2019-03-21,0.0345
2019-03-22,-4.0869
2019-03-25,1.2945
2019-03-26,2.9286
2019-03-27,0.2759
2019-03-28,-0.5159
2019-03-29,0.363
2019-04-01,1.5157
2019-04-02,6.583
2019-04-03,-1.3053
2019-04-04,-3.3226
2019-04-05,0.951
2019-04-08,-2.826
2019-04-09,2.1939
2019-04-10,4.7595
2019-04-11,0.9531
2019-04-12,3.8552
2019-04-15,-2.4545
2019-04-16,0.3417
2019-04-17,-2.1672
2019-04-18,-0.3481
2019-04-22,3.8425000000000002
2019-04-23,1.8195999999999999
2019-04-24,-0.0751
2019-04-25,-0.7514
2019-04-26,5.3604
2019-04-29,1.1354
2019-04-30,1.6911
2019-05-01,-1.2158
2019-05-02,-0.3537
2019-05-03,2.4702
2019-05-06,-0.194
2019-05-07,-1.3881000000000001
2019-05-08,0.8587
2019-05-09,4.9965
2019-05-10,-11.2588
2019-05-13,-6.7705
2019-05-14,5.527
2019-05-15,-0.3045
2019-05-16,5.8949
2019-05-17,-1.745
2019-05-20,-1.3944
2019-05-21,-0.2233
2019-05-22,-2.8644
2019-05-23,-2.8106
2019-05-24,-6.1472999999999995
2019-05-28,1.2628
2019-05-29,-3.6249000000000002
2019-05-30,1.363
2019-05-31,-1.4809
2019-06-03,0.7602
2019-06-04,5.1097
2019-06-05,-2.6591
2019-06-06,0.7206
2019-06-07,5.1581
2019-06-10,-2.943
2019-06-11,-0.0978
2019-06-12,-0.049
2019-06-13,0.8653
2019-06-14,-2.9135999999999997
2019-06-17,6.102
2019-06-18,3.6612
2019-06-19,-3.7441
2019-06-20,5.3543
2019-06-21,0.2242
2019-06-24,-8.3072
2019-06-25,-1.9031
2019-06-26,-2.056
2019-06-27,4.9264
2019-06-28,0.9842
2019-07-01,4.8251
2019-07-02,-1.387
2019-07-03,-0.8192
2019-07-05,2.5244999999999997
2019-07-08,1.2464
2019-07-09,-0.7356
2019-07-10,2.314
2019-07-11,-4.5233
2019-07-12,4.2112
2019-07-15,-2.0948
2019-07-16,-5.9029
2019-07-17,-1.7578
2019-07-18,-2.1011
2019-07-19,-2.9007
2019-07-22,0.9325
2019-07-23,7.1514
2019-07-24,4.0396
2019-07-25,0.7213
2019-07-26,1.2494
2019-07-29,-1.3695
2019-07-30,-4.8825
2019-07-31,1.9569999999999999
2019-08-01,-1.18
2019-08-02,-0.6687
2019-08-05,-2.276
2019-08-06,-1.9518
2019-08-07,-3.1281
2019-08-08,25.1425
2019-08-09,7.7687
2019-08-12,0.3201
2019-08-13,2.6548
2019-08-14,-1.9146999999999998
2019-08-15,0.038
2019-08-16,0.6716
2019-08-19,-2.8949
2019-08-20,-0.687
2019-08-21,8.4443
2019-08-22,-3.8151
2019-08-23,-1.6517
2019-08-26,2.9771
2019-08-27,-0.976
2019-08-28,2.2583
2019-08-29,0.6101
2019-08-30,-1.5765
2019-09-03,-1.8975
2019-09-04,2.7129
2019-09-05,3.4605
2019-09-06,-1.1819
2019-09-09,-0.7296
2019-09-10,-6.6145
2019-09-11,0.5935
2019-09-12,3.1294
2019-09-13,-0.1617
2019-09-16,1.5571000000000002
2019-09-17,-0.8218
2019-09-18,-4.2666
2019-09-19,-1.098
2019-09-20,-1.3715
2019-09-23,-1.1522000000000001
2019-09-24,-5.6002
2019-09-25,0.0852
2019-09-26,-3.1339
2019-09-27,-3.2645
2019-09-30,-0.1211
2019-10-01,1.5758
2019-10-02,-4.2064
2019-10-03,4.7649
2019-10-04,0.7878
2019-10-07,-2.4775
2019-10-08,0.3932
2019-10-09,4.1422
2019-10-10,0.1736
2019-10-11,4.3315
2019-10-14,2.8923
2019-10-15,4.6806
2019-10-16,-1.6446
2019-10-17,0.7315
2019-10-18,-4.2277000000000005
2019-10-21,4.6175
2019-10-22,-1.8897
2019-10-23,1.5303
2019-10-24,2.027
2019-10-25,0.9042
2019-10-28,4.468
2019-10-29,2.3197
2019-10-30,-2.6095
2019-10-31,-1.6974
2019-11-01,2.035
2019-11-04,0.3022
2019-11-05,-1.7595
2019-11-06,-2.9931
2019-11-07,-7.5367
2019-11-08,6.6193
2019-11-11,-0.6029
2019-11-12,0.9162
2019-11-13,-3.8491
2019-11-14,3.7372
2019-11-15,4.5769
2019-11-18,3.9966
2019-11-19,4.1377
2019-11-20,0.7245
2019-11-21,0.236
2019-11-22,0.6615
2019-11-25,1.4257
2019-11-26,1.9548
2019-11-27,2.305
2019-11-29,0.358
2019-12-02,-3.483
2019-12-03,-0.0435
2019-12-04,0.435
2019-12-05,-4.8181
2019-12-06,-1.6949
2019-12-09,3.3673
2019-12-10,3.0785
2019-12-11,2.8997
2019-12-12,2.3747
2019-12-13,-5.268
2019-12-16,3.8415
2019-12-17,-0.7755
2019-12-18,-1.3836
2019-12-19,3.1059
2019-12-20,-0.3739
2019-12-23,-0.709
2019-12-24,1.2076
2019-12-26,2.1374
2019-12-27,-0.6298
2019-12-30,-5.6635
2019-12-31,-0.2492
2020-01-02,5.3232
2020-01-03,-4.3321
2020-01-06,-0.442
2020-01-07,-1.5486
2020-01-08,-1.958
2020-01-09,-2.8722
2020-01-10,1.2013
2020-01-13,6.0039
2020-01-14,-7.3759
2020-01-15,0.8719
2020-01-16,0.5071
2020-01-17,-3.6808
2020-01-21,-0.5595
2020-01-22,0.2275
2020-01-23,-0.9317
2020-01-24,0.205
2020-01-27,1.9131
2020-01-28,0.2834
2020-01-29,-3.7556000000000003
2020-01-30,-2.2875
2020-01-31,-0.7887
2020-02-03,8.8328
2020-02-04,5.8551
2020-02-05,-1.6977
2020-02-06,1.4596
2020-02-07,-2.416
2020-02-10,0.6527
2020-02-11,-4.0698
2020-02-12,0.9907
2020-02-13,0.8656
2020-02-14,1.3959
2020-02-18,6.4207
2020-02-19,13.2224
2020-02-20,1.9011
2020-02-21,1.1764000000000001
2020-02-24,-2.716
2020-02-25,-2.8571
2020-02-26,-2.3837
2020-02-27,-12.5935
2020-02-28,-6.6013
2020-03-02,-0.6634
2020-03-03,-2.8048
2020-03-04,2.9981
2020-03-05,-9.5816
2020-03-06,-11.442
2020-03-09,-11.86
2020-03-10,7.8708
2020-03-11,-9.8455
2020-03-12,-20.2509
2020-03-13,12.8296
2020-03-16,-23.0558
2020-03-17,3.6498
2020-03-18,-26.3482
2020-03-19,0.3343
2020-03-20,-2.1993
2020-03-23,21.9761
2020-03-24,43.0447
2020-03-25,22.066
2020-03-26,-9.5345
2020-03-27,-13.2803
2020-03-30,6.8108
2020-03-31,5.1737
2020-04-01,-8.2229
2020-04-02,-7.8125
2020-04-03,-1.5018
2020-04-06,15.073
2020-04-07,5.1107
2020-04-08,5.3124
2020-04-09,4.9077
2020-04-13,22.7058
2020-04-14,11.6897
2020-04-15,-15.1522
2020-04-16,-0.1682
2020-04-17,9.604
2020-04-20,2.8696
2020-04-21,6.5753
2020-04-22,-3.4003
2020-04-23,6.2175
2020-04-24,5.045
2020-04-27,-2.0924
2020-04-28,-8.1386
2020-04-29,2.3264
2020-04-30,-5.6308
2020-05-01,-5.1304
2020-05-04,5.2763
2020-05-05,7.4866
2020-05-06,5.9884
2020-05-07,7.153
2020-05-08,2.4777
2020-05-11,0.5795
2020-05-12,-6.9037
2020-05-13,-4.076
2020-05-14,-0.3893
2020-05-15,3.4729
2020-05-18,6.3997
2020-05-19,-9.8184
2020-05-20,2.4744
2020-05-21,3.9842
2020-05-22,1.8049
2020-05-26,2.8409
2020-05-27,-3.0749
2020-05-28,-2.9644
2020-05-29,-0.3323
2020-06-01,-1.2153
2020-06-02,18.8024
2020-06-03,-1.5854
2020-06-04,-5.0191
2020-06-05,13.598
2020-06-08,-1.9245999999999999
2020-06-09,-0.0792
2020-06-10,4.6235
2020-06-11,-9.713799999999999
2020-06-12,3.6826
2020-06-15,2.7965
2020-06-16,3.2453
2020-06-17,0.7879
2020-06-18,3.3793
2020-06-19,2.5533
2020-06-22,1.007
2020-06-23,0.1727
2020-06-24,-12.0367
2020-06-25,4.3742
2020-06-26,0.2134
2020-06-29,2.5211
2020-06-30,-0.1412
2020-07-01,4.3095
2020-07-02,2.5124
2020-07-06,4.5981
2020-07-07,-0.9893
2020-07-08,4.3648
2020-07-09,-0.2016
2020-07-10,-0.8511
2020-07-13,-7.9369
2020-07-14,7.4279
2020-07-15,0.3972
2020-07-16,0.337
2020-07-17,3.0303
2020-07-20,2.6506
2020-07-21,0.1312
2020-07-22,2.8684
2020-07-23,-0.8312
2020-07-24,0.2771
2020-07-27,1.6649
2020-07-28,0.3646
2020-07-29,2.6952
2020-07-30,0.2637
2020-07-31,-0.5902
