ticker,HRST US Equity
2019-02-20,1.3111
2019-02-21,-2.0588
2019-02-22,2.1021
2019-02-25,-0.0006
2019-02-26,-1.7641
2019-02-27,1.7964
2019-02-28,-1.4706000000000001
2019-03-01,-0.2985
2019-03-04,0.0
2019-03-05,0.0
2019-03-06,-1.7964
2019-03-07,3.6585
2019-03-08,-3.5294
2019-03-11,3.3537
2019-03-12,-3.2448
2019-03-13,3.6585
2019-03-14,-2.8824
2019-03-15,-0.424
2019-03-18,2.7981
2019-03-19,-3.8462
2019-03-20,4.6154
2019-03-21,-0.2941
2019-03-22,-4.0708
2019-03-25,4.551
2019-03-26,-4.3529
2019-03-27,9.4711
2019-03-28,-2.3034
2019-03-29,-3.5078
2019-04-01,1.3111
2019-04-02,0.7059
2019-04-03,2.2196
2019-04-04,-3.8857
2019-04-05,-0.7134
2019-04-08,-0.1796
2019-04-09,0.4799
2019-04-10,-1.2716
2019-04-11,-0.1633
2019-04-12,0.7268
2019-04-15,-2.7661
2019-04-16,0.4947
2019-04-17,-2.4615
2019-04-18,-0.6309
2019-04-22,-0.6349
2019-04-23,2.2364
2019-04-24,-1.875
2019-04-25,-2.2293
2019-04-26,8.1433
2019-04-29,-4.5181000000000004
2019-04-30,0.3785
2019-05-01,-5.7197
2019-05-02,13.4333
2019-05-03,-9.2565
2019-05-06,-8.0311
2019-05-07,20.4225
2019-05-08,-3.2164
2019-05-09,-0.3021
2019-05-10,3.0303
2019-05-14,-5.1059
2019-05-16,0.3533
2019-05-17,0.3768
2019-05-21,-3.0154
2019-05-22,-3.2359999999999998
2019-05-23,0.3279
2019-05-24,0.0
2019-05-28,-1.3072
2019-05-29,-1.3245
2019-05-30,0.6711
2019-05-31,-0.56
2019-06-03,-1.4481
2019-06-04,0.0
2019-06-05,-2.0408
2019-06-06,-6.25
2019-06-07,-1.7778
2019-06-10,0.6033
2019-06-11,1.7991000000000001
2019-06-13,0.7401
2019-06-14,-2.7813
2019-06-17,3.0075
2019-06-18,-1.4599
2019-06-19,0.3704
2019-06-20,1.107
2019-06-21,-2.1898
2019-06-24,0.0
2019-06-25,0.0
2019-06-26,-1.1194
2019-06-27,1.1320999999999999
2019-06-28,-0.3731
2019-07-01,-1.1236
2019-07-02,-0.7576
2019-07-03,0.0
2019-07-05,-0.3817
2019-07-08,-0.3831
2019-07-10,0.0
2019-07-11,-1.9231
2019-07-12,-1.9607999999999999
2019-07-15,0.0
2019-07-16,-0.672
2019-07-17,0.2738
2019-07-18,-3.2129
2019-07-19,-12.6141
2019-07-22,-2.2792
2019-07-23,4.4704
2019-07-24,2.3256
2019-07-25,0.0
2019-07-26,0.9091
2019-07-29,0.9009
2019-07-30,4.4643
2019-07-31,3.4188
2019-08-01,0.0
2019-08-02,1.2397
2019-08-05,-1.2245
2019-08-06,1.2397
2019-08-07,0.0
2019-08-08,1.2245
2019-08-09,-1.2097
2019-08-12,-3.5918
2019-08-13,1.1854
2019-08-14,0.4184
2019-08-15,4.1667
2019-08-16,2.0
2019-08-19,0.7843
2019-08-20,-3.6576
2019-08-21,-1.454
2019-08-22,0.8197
2019-08-23,-2.439
2019-08-27,2.9167
2019-08-28,-0.4049
2019-08-29,0.0
2019-08-30,0.0
2019-09-03,-0.1626
2019-09-04,-1.0586
2019-09-05,-0.4115
2019-09-06,-0.4132
2019-09-09,1.2448
2019-09-10,0.0
2019-09-11,0.8197
2019-09-12,0.0
2019-09-16,1.626
2019-09-17,3.6
2019-09-19,0.3861
2019-09-20,0.0
2019-09-23,0.0
2019-09-24,0.0
2019-09-25,0.0
2019-09-26,0.0
2019-09-27,0.7692
2019-09-30,-0.3817
2019-10-01,-0.2299
2019-10-02,-7.8341
2019-10-03,0.0
2019-10-04,-2.0833
2019-10-07,0.8511
2019-10-08,8.8608
2019-10-09,8.5279
2019-10-10,-7.5007
2019-10-11,0.3861
2019-10-14,1.9231
2019-10-15,2.6414999999999997
2019-10-16,-4.4118
2019-10-17,0.0
2019-10-18,0.0
2019-10-21,-1.1538
2019-10-23,-8.9494
2019-10-24,6.4957
2019-10-25,4.3339
2019-10-28,0.3846
2019-10-29,-0.5364
2019-10-30,-12.2074
2019-10-31,3.8095
2019-11-01,-0.9174
2019-11-04,7.4074
2019-11-05,1.7241
2019-11-06,-5.0847
2019-11-07,-1.7856999999999998
2019-11-08,2.7273
2019-11-11,-5.3097
2019-11-12,3.3645
2019-11-14,-1.4466999999999999
2019-11-15,4.5872
2019-11-18,3.5088
2019-11-19,3.3898
2019-11-20,-1.6393
2019-11-21,1.1667
2019-11-22,-0.3295
2019-11-25,-0.4959
2019-11-26,2.99
2019-11-27,0.3226
2019-11-29,-3.537
2019-12-02,0.0
2019-12-03,1.6667
2019-12-04,0.0
2019-12-05,-0.8197
2019-12-06,4.9587
2019-12-10,1.1024
2019-12-11,2.0249
2019-12-12,3.0534
2019-12-13,0.0
2019-12-16,4.2222
2019-12-17,-1.2082
2019-12-18,0.9353
2019-12-19,-1.2117
2019-12-20,-6.2035
2019-12-23,-3.8476
2019-12-24,0.0
2019-12-27,-2.4
2019-12-30,4.918
2019-12-31,0.0
2020-01-03,0.7813
2020-01-06,1.5504
2020-01-07,-0.6107
2020-01-09,2.9186
2020-01-10,0.4478
2020-01-13,3.7147
2020-01-14,-2.0057
2020-01-15,0.1462
2020-01-17,0.7299
2020-01-21,0.0
2020-01-22,-0.7246
2020-01-23,0.0
2020-01-24,-4.6715
2020-01-29,-5.6662
2020-01-30,-12.5
2020-02-05,0.0
2020-02-06,-0.9276
2020-02-07,-4.4944
2020-02-10,-10.5882
2020-02-11,9.6491
2020-02-13,0.0
2020-02-14,1.0
2020-02-18,-3.9604
2020-02-19,6.1856
2020-02-20,-11.4563
2020-02-21,0.4386
2020-02-24,-0.655
2020-02-25,-10.989
2020-02-26,-21.9753
2020-02-27,10.7595
2020-02-28,5.4286
2020-03-02,0.271
2020-03-03,2.1622
2020-03-04,-0.7937
2020-03-05,0.0
2020-03-06,0.0
2020-03-09,0.0
2020-03-10,0.0
2020-03-11,0.0
2020-03-12,0.0
2020-03-13,0.0
2020-03-16,0.0
2020-03-17,0.0
2020-03-18,-12.0
2020-03-19,-8.1818
2020-03-20,-2.6403
2020-03-23,-28.8136
2020-03-24,78.5714
2020-03-25,-46.6667
2020-03-26,10.0
2020-03-30,35.4545
2020-03-31,0.3356
2020-04-01,-24.7492
2020-04-03,0.0
2020-04-06,0.0
2020-04-07,2.2222
2020-04-09,72.6087
2020-04-13,12.342600000000001
2020-04-15,-32.7354
2020-04-17,0.0
2020-04-20,0.0
2020-04-21,-40.0
2020-04-22,38.8889
2020-04-23,-28.0
2020-04-27,5.5556
2020-04-28,18.4158
2020-04-29,9.7782
2020-04-30,-0.8057
2020-05-01,-15.9184
2020-05-04,16.5049
2020-05-05,-9.1667
2020-05-06,9.1743
2020-05-07,-15.1261
2020-05-08,11.3861
2020-05-11,-83.5556
2020-05-12,116.7568
2020-05-13,40.6484
2020-05-14,209.8404
2020-05-15,-31.1874
2020-05-19,-29.3139
2020-05-20,-1.1764999999999999
2020-05-21,1.1905000000000001
2020-05-27,31.1765
2020-05-29,0.8969
2020-06-01,2.2222
2020-06-03,0.0
2020-06-04,-18.4783
2020-06-05,1.3333
2020-06-08,15.7895
2020-06-17,-11.3636
2020-06-18,12.8205
2020-06-22,2.2727
2020-06-25,0.0
2020-06-29,-6.6667
2020-07-01,7.1429
2020-07-06,-4.4444
2020-07-08,10.4651
2020-07-09,45.2632
2020-07-10,-18.8406
2020-07-14,17.8571
2020-07-16,-3.0303
2020-07-17,8.3438
2020-07-20,-6.9224
2020-07-21,-0.8367
2020-07-23,-6.25
2020-07-24,-10.6667
2020-07-29,15.6716
