ticker,HRST US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-09-20,0.0
2018-09-21,11.6667
2018-09-24,17.0149
2018-09-25,1.9898
2018-09-26,-4.9525
2018-09-27,3.2105
2018-09-28,1.9888
2018-10-01,5.0
2018-10-02,4.7619
2018-10-03,4.5
2018-10-04,0.0435
2018-10-05,0.0
2018-10-08,0.6522
2018-10-09,0.216
2018-10-10,0.1724
2018-10-11,-11.5749
2018-10-12,11.6788
2018-10-15,0.0
2018-10-16,0.6536
2018-10-17,0.2165
2018-10-18,0.216
2018-10-19,0.0
2018-10-22,0.0
2018-10-23,-0.2155
2018-10-24,0.216
2018-10-25,0.1293
2018-10-26,-0.1291
2018-10-29,-0.0862
2018-10-30,0.0
2018-10-31,0.0863
2018-11-01,0.0108
2018-11-02,-0.0108
2018-11-05,0.0
2018-11-06,0.0
2018-11-07,-0.0862
2018-11-08,0.0863
2018-11-09,0.0
2018-11-12,0.0
2018-11-13,0.0
2018-11-14,0.0
2018-11-15,0.0
2018-11-16,0.0
2018-11-19,-3.8792999999999997
2018-11-20,0.0
2018-11-21,0.0
2018-11-23,-1.3453
2018-11-26,0.0
2018-11-27,-0.4545
2018-11-28,-2.2831
2018-11-29,0.0
2018-11-30,-0.1402
2018-12-03,0.0941
2018-12-04,-3.6938
2018-12-06,-7.767
2018-12-07,-1.5789
2018-12-10,-3.7433
2018-12-11,0.1667
2018-12-12,-0.1664
2018-12-13,0.5556
2018-12-14,0.2762
2018-12-17,-0.2755
2018-12-18,0.0
2018-12-19,-6.9061
2018-12-20,0.5935
2018-12-21,-6.4897
2018-12-24,4.5426
2018-12-26,3.3193
2018-12-27,-2.278
2018-12-28,6.9934
2018-12-31,0.4469
2019-01-02,0.1891
2019-01-03,-0.2443
2019-01-07,-4.0067
2019-01-08,-4.5217
2019-01-09,3.5216
2019-01-10,-0.3519
2019-01-11,0.0589
2019-01-14,1.4706000000000001
2019-01-15,-0.8696
2019-01-16,0.0
2019-01-17,-0.5848
2019-01-18,0.2941
2019-01-22,0.5865
2019-01-23,0.0
2019-01-24,0.0
2019-01-25,0.5831
2019-01-28,-0.8696
2019-01-29,0.8772
2019-01-30,-0.5797
2019-01-31,0.5831
2019-02-01,0.2899
2019-02-04,0.0
2019-02-05,-0.7514
2019-02-06,4.5428
2019-02-07,-1.6713
2019-02-08,1.983
2019-02-11,0.0
2019-02-12,0.0
2019-02-13,-2.7778
2019-02-14,-2.8571
2019-02-15,-11.7059
2019-02-19,11.7921
