ticker,SHIP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-10-29,0.0
2007-10-30,0.1053
2007-10-31,-0.2103
2007-11-01,-0.1054
2007-11-02,0.4219
2007-11-05,-0.2101
2007-11-06,0.2105
2007-11-07,-0.2101
2007-11-08,0.0
2007-11-09,0.0
2007-11-12,0.2105
2007-11-13,-0.3151
2007-11-14,0.2107
2007-11-15,1.2618
2007-11-16,-0.8307
2007-11-19,0.9424
2007-11-20,-1.4523
2007-11-21,0.5263
2007-11-23,-0.1047
2007-11-26,-0.4193
2007-11-27,-0.5263
2007-11-28,-0.5291
2007-11-29,0.9574
2007-11-30,-0.4215
2007-12-03,-0.2116
2007-12-04,-0.7423
2007-12-05,0.1068
2007-12-06,-0.7471
2007-12-07,1.0753
2007-12-10,0.3491
2007-12-11,-0.1358
2007-12-12,-0.1062
2007-12-13,-0.1063
2007-12-14,0.0
2007-12-17,0.0
2007-12-18,-0.1064
2007-12-19,0.1065
2007-12-20,0.5319
2007-12-21,-0.8466
2007-12-24,0.1067
2007-12-26,0.533
2007-12-27,-0.4242
2007-12-28,-0.1065
2007-12-31,0.7463
2008-01-02,0.0
2008-01-03,0.0
2008-01-04,-0.7407
2008-01-07,0.9659
2008-01-08,0.4255
2008-01-09,-0.6356
2008-01-10,0.0
2008-01-11,0.0
2008-01-14,-0.4264
2008-01-15,-0.1071
2008-01-16,0.0
2008-01-17,0.0
2008-01-18,0.1072
2008-01-22,0.1071
2008-01-23,0.3209
2008-01-24,-0.3185
2008-01-25,-0.0013
2008-01-28,0.0
2008-01-29,0.4278
2008-01-30,0.426
2008-01-31,0.7423
2008-02-01,-0.5263
2008-02-04,-0.7407
2008-02-05,-0.8529
2008-02-06,0.2151
2008-02-07,0.3219
2008-02-08,0.5348
2008-02-11,0.0
2008-02-12,-0.4255
2008-02-13,0.8547
2008-02-14,0.1059
2008-02-15,-0.5291
2008-02-19,-1.0638
2008-02-20,0.8602
2008-02-21,0.7463
2008-02-22,-0.213
2008-02-25,-0.5289
2008-02-26,0.6383
2008-02-27,0.0013
2008-02-28,-0.5297
2008-02-29,0.7455
2008-03-03,-0.8457
2008-03-04,0.3198
2008-03-05,-0.3188
2008-03-06,0.0013
2008-03-07,0.637
2008-03-10,-0.5283
2008-03-11,-0.1065
2008-03-12,-0.4264
2008-03-13,0.5996
2008-03-14,-1.7654
2008-03-17,-0.218
2008-03-18,0.2172
2008-03-19,0.4334
2008-03-20,0.3236
2008-03-24,0.1075
2008-03-25,0.3222
