ticker,MRSN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-06-28,-6.6667
2017-06-29,-3.4286
2017-06-30,3.3284000000000002
2017-07-03,-1.0737
2017-07-05,1.2301
2017-07-06,-4.5747
2017-07-07,-0.4494
2017-07-10,-0.1505
2017-07-11,4.0693
2017-07-12,1.593
2017-07-13,0.4989
2017-07-14,-0.3546
2017-07-17,0.7117
2017-07-18,0.0
2017-07-19,0.7067
2017-07-20,-0.4211
2017-07-21,-0.9866
2017-07-24,6.7616
2017-07-25,0.0667
2017-07-26,-0.1332
2017-07-27,0.7338
2017-07-28,-3.245
2017-07-31,1.9849
2017-08-01,-0.3356
2017-08-02,-0.3367
2017-08-03,0.2027
2017-08-04,1.2138
2017-08-07,0.5996
2017-08-08,0.3974
2017-08-09,0.4617
2017-08-10,-0.5253
2017-08-11,1.7822
2017-08-14,2.0752
2017-08-15,-1.2071
2017-08-16,-1.2862
2017-08-17,1.759
2017-08-18,3.073
2017-08-21,2.795
2017-08-22,-2.5982
2017-08-23,1.4268
2017-08-24,-1.4067
2017-08-25,-1.737
2017-08-28,3.5354
2017-08-29,1.2195
2017-08-30,7.7108
2017-08-31,-2.0694
2017-09-01,0.2284
2017-09-05,-0.2849
2017-09-06,0.8571
2017-09-07,0.5666
2017-09-08,-0.2817
2017-09-11,1.1299
2017-09-12,-2.2346
2017-09-13,-3.2571
2017-09-14,1.4767000000000001
2017-09-15,-5.7043
2017-09-18,-1.7284000000000002
2017-09-19,-3.6432
2017-09-20,9.3872
2017-09-21,4.7676
2017-09-22,2.7304
2017-09-25,-1.6611
2017-09-26,0.1689
2017-09-27,1.1804000000000001
2017-09-28,-3.0
2017-09-29,-0.9737
2017-10-02,14.7484
2017-10-03,0.3024
2017-10-04,-0.804
2017-10-05,-1.7730000000000001
2017-10-06,-2.3981
2017-10-09,-0.7133
2017-10-10,-2.5545999999999998
2017-10-11,-1.6383999999999999
2017-10-12,-1.4436
2017-10-13,-9.1268
2017-10-16,12.3373
2017-10-17,1.6556
2017-10-18,-7.1118
2017-10-19,-2.104
2017-10-20,4.2388
2017-10-23,1.7182
2017-10-24,-2.759
2017-10-25,-2.5478
2017-10-26,-9.0909
2017-10-27,-2.2876
2017-10-30,6.8227
2017-10-31,1.8159
2017-11-01,-6.6421
2017-11-02,11.2648
2017-11-03,2.4275
2017-11-06,2.7746
2017-11-07,-2.7559
2017-11-08,3.5859
2017-11-09,-4.5226
2017-11-10,-0.5848
2017-11-13,-1.1176
