ticker,SFBE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-08-13,1733.3333
2007-08-14,9.0909
2007-08-15,0.0
2007-08-16,-8.3333
2007-08-17,-3.6364
2007-08-20,0.0
2007-08-21,-52.8302
2007-08-23,92.0
2007-08-28,-12.5
2007-08-29,-4.7619
2007-08-30,-30.0
2007-08-31,60.7143
2007-09-04,-11.1111
2007-09-05,0.0
2007-09-06,0.0
2007-09-07,12.5
2007-09-10,2.2222
2007-09-11,4.3478
2007-09-13,-6.25
2007-09-17,-2.2222
2007-09-20,-9.0909
2007-09-24,-20.0
2007-09-26,21.875
2007-10-02,-2.5641
2007-10-03,-2.6316
2007-10-04,-5.4054
2007-10-09,2.8571
2007-10-10,-16.6667
2007-10-12,16.6667
2007-10-15,-8.5714
2007-10-16,-12.5
2007-10-17,-10.7143
2007-10-18,0.0
2007-10-19,-8.0
2007-10-22,-8.6957
2007-10-23,-23.8095
2007-10-24,-18.75
2007-10-25,-23.0769
2007-10-26,-10.0
2007-10-29,11.1111
2007-10-30,-10.0
2007-10-31,0.0
2007-11-01,11.1111
2007-11-02,10.0
2007-11-05,-18.1818
2007-11-06,44.4444
2007-11-07,0.0
2007-11-08,0.0
2007-11-09,-15.3846
2007-11-12,-9.0909
2007-11-13,20.0
2007-11-14,8.3333
2007-11-15,-15.3846
2007-11-16,0.0
2007-11-19,0.0
2007-11-20,2.2727
2007-11-21,-11.1111
2007-11-23,-50.0
2007-12-03,120.0
2007-12-04,54.5455
2007-12-06,0.0
2007-12-07,0.0
2007-12-10,0.0
2007-12-11,0.0
2007-12-14,-11.7647
2007-12-20,0.0
2007-12-21,13.3333
2007-12-24,0.0
2007-12-26,5.8824
2007-12-27,-16.6667
2007-12-28,0.0
2007-12-31,13.3333
2008-01-02,-11.7647
2008-01-03,73.3333
2008-01-07,-23.0769
2008-01-08,2.5
2008-01-09,21.9512
2008-01-10,8.0
2008-01-11,11.1111
2008-01-14,33.3333
2008-01-15,10.0
2008-01-16,-6.8182
2008-01-17,-12.1951
2008-01-18,-13.8889
2008-01-22,-35.4839
2008-01-23,0.0
2008-01-25,10.0
2008-01-29,-4.5455
2008-01-30,14.2857
2008-01-31,-8.3333
2008-02-01,4.5455
2008-02-04,-2.1739
2008-02-06,-6.6667
2008-02-07,-2.3810000000000002
2008-02-08,12.1951
2008-02-11,0.0
2008-02-12,26.087
2008-02-13,-3.4483
2008-02-14,-3.5714
2008-02-15,-7.4074
2008-02-21,-4.0
2008-02-26,-25.0
