ticker,AMBO US Equity
2010-12-27,-0.4167
2010-12-28,-0.3347
2010-12-29,7.3048
2010-12-30,4.3036
2010-12-31,4.4261
2011-01-03,-1.0776
2011-01-04,-3.0501
2011-01-05,-2.6217
2011-01-06,-8.8462
2011-01-07,0.5063
2011-01-10,-0.9236
2011-01-11,1.0169
2011-01-12,-0.0839
2011-01-13,0.0
2011-01-14,0.1679
2011-01-18,0.1676
2011-01-19,-0.4184
2011-01-20,-1.3445
2011-01-21,-16.5247
2011-01-24,5.7143
2011-01-25,2.4131
2011-01-26,0.0283
2011-01-27,1.2909
2011-01-28,-1.3953
2011-01-31,-0.0943
2011-02-01,-3.966
2011-02-02,-1.6716
2011-02-03,-0.4
2011-02-04,-3.2129
2011-02-07,1.556
2011-02-08,1.1236
2011-02-09,-10.404
2011-02-10,-1.5784
2011-02-11,-10.4238
2011-02-14,1.4066
2011-02-15,-0.7566
2011-02-16,1.3977
2011-02-17,1.5038
2011-02-18,0.9877
2011-02-22,-5.2567
2011-02-23,-0.5161
2011-02-24,1.1673
2011-02-25,2.5641
2011-02-28,0.875
2011-03-01,0.1859
2011-03-02,-0.1855
2011-03-03,-2.974
2011-03-04,2.0434
2011-03-07,-2.2528
2011-03-08,6.9142
2011-03-09,1.3174000000000001
2011-03-10,-3.3097
2011-03-11,0.8557
2011-03-14,-0.2424
2011-03-15,-4.0097
2011-03-16,0.2532
2011-03-17,0.0
2011-03-18,0.8838
2011-03-21,-0.3755
2011-03-22,-1.3819
2011-03-23,-2.9299
2011-03-24,1.4436
2011-03-25,-0.3881
2011-03-28,0.5195
2011-03-29,-0.646
2011-03-30,2.4707
2011-03-31,0.6345
2011-04-01,-0.8827
2011-04-04,-2.9262
2011-04-05,-0.1311
2011-04-06,0.3937
2011-04-07,8.2353
2011-04-08,-6.401
2011-04-11,-0.2581
2011-04-12,-2.8461
2011-04-13,-1.4647000000000001
2011-04-14,1.0811
2011-04-15,-2.6738
2011-04-18,1.3736
2011-04-19,1.2873
2011-04-20,-3.01
2011-04-21,0.9655
2011-04-25,1.0929
2011-04-26,0.4054
2011-04-27,-1.0767
2011-04-28,-0.5442
2011-04-29,-0.1368
2011-05-02,-4.1096
2011-05-03,-5.1429
2011-05-04,1.6566
2011-05-05,-1.3333
2011-05-06,5.4054
2011-05-09,-0.9972
2011-05-10,1.4388
2011-05-11,-1.2766
2011-05-12,-1.4368
2011-05-13,2.3324
2011-05-16,1.4245
2011-05-17,-3.5112
2011-05-18,2.1834
2011-05-19,-0.4274
2011-05-20,-0.8584
2011-05-23,-1.0101
2011-05-24,-1.1662
2011-05-25,-1.0085
2011-05-26,-2.261
2011-05-27,-1.675
2011-05-31,-5.7364
2011-06-01,-3.4539
2011-06-02,-2.0443
2011-06-03,2.6087
2011-06-06,1.7797
2011-06-07,-0.4163
2011-06-08,-2.8428
2011-06-09,-2.0654
2011-06-10,-0.703
2011-06-13,1.0619
2011-06-14,4.3783
2011-06-15,-1.3423
2011-06-16,-3.4013999999999998
2011-06-17,0.8803
2011-06-20,-4.014
2011-06-21,5.8182
2011-06-22,1.3746
2011-06-23,-2.3729
2011-06-24,0.1736
2011-06-27,-2.9463
2011-06-28,-10.0
2011-06-29,-0.7937
2011-06-30,3.4
2011-07-01,2.1277
2011-07-05,1.3258
2011-07-06,-1.1215
2011-07-07,4.7259
2011-07-08,-0.9025
2011-07-11,6.0109
2011-07-12,4.9828
2011-07-13,3.6007
2011-07-14,1.2638
2011-07-15,-0.156
2011-07-18,2.3437
2011-07-19,1.8321
2011-07-20,6.2969
2011-07-21,0.0
2011-07-22,-2.6798
2011-07-25,-1.5941999999999998
2011-07-26,-3.9764
2011-07-27,-2.7607
2011-07-28,-1.2618
2011-07-29,0.639
2011-08-01,-0.9524
2011-08-02,-2.7244
2011-08-03,0.659
2011-08-04,-7.5286
2011-08-05,-2.1239
2011-08-08,-6.8716
2011-08-09,4.2718
2011-08-10,1.1173
2011-08-11,-0.5525
2011-08-12,6.1111
2011-08-15,5.7592
2011-08-16,-4.3729
2011-08-17,-7.3339
2011-08-18,-1.3035
2011-08-19,2.0755
2011-08-22,0.1848
2011-08-23,0.0
2011-08-24,3.8745000000000003
2011-08-25,1.2433
2011-08-26,0.0
2011-08-29,4.9123
2011-08-30,1.8395000000000001
2011-08-31,-1.9704000000000002
2011-09-01,0.67
2011-09-02,-2.8286
2011-09-06,-1.0274
2011-09-07,6.0554
2011-09-08,0.9788
2011-09-09,-0.1616
2011-09-12,-0.8091
2011-09-13,-2.1207
2011-09-14,1.6833
2011-09-15,2.77
2011-09-16,-0.319
2011-09-19,-1.92
2011-09-20,1.9576
2011-09-21,-1.28
2011-09-22,-2.9173
2011-09-23,-2.0033
2011-09-26,0.0
2011-09-27,1.5332
2011-09-28,3.6913
2011-09-29,0.3236
2011-09-30,10.0
2011-10-03,-2.4927
2011-10-04,0.0
2011-10-05,-1.0526
2011-10-06,-9.1185
2011-10-07,0.1672
2011-10-10,2.6711
2011-10-11,2.439
2011-10-12,2.6984
2011-10-13,0.4637
2011-10-14,0.0
2011-10-17,0.7692
2011-10-18,2.2901
2011-10-19,-0.597
2011-10-20,0.7508
2011-10-21,2.6826
2011-10-24,-2.6125
2011-10-25,-1.7884
2011-10-26,1.6692
2011-10-27,6.4179
2011-10-28,-5.6101
2011-10-31,-0.4458
2011-11-01,0.7463
2011-11-02,3.7037
2011-11-03,0.5027
2011-11-04,-0.6423
2011-11-07,0.2861
2011-11-08,-0.2853
2011-11-09,-2.0029
2011-11-10,0.0
2011-11-11,0.146
2011-11-14,2.0408
2011-11-15,0.0
2011-11-16,-2.8571
2011-11-17,0.4412
2011-11-18,3.9531
2011-11-21,0.0
2011-11-22,-1.5493000000000001
2011-11-23,-1.5737
2011-11-25,-0.2907
2011-11-28,2.0408
2011-11-29,-2.1429
2011-11-30,0.0
2011-12-01,-0.438
2011-12-02,1.173
2011-12-05,2.1739
2011-12-06,-1.1348
2011-12-07,-1.1478
2011-12-08,-4.209
2011-12-09,4.2424
2011-12-12,-4.3605
2011-12-13,-1.9757
2011-12-14,-0.6202
2011-12-15,5.3042
2011-12-16,-0.7407
2011-12-19,1.4925
2011-12-20,2.9412000000000003
2011-12-21,0.5714
2011-12-22,-1.7045
2011-12-23,0.4335
2011-12-27,1.1511
2011-12-29,-0.4267
2011-12-30,1.4285999999999999
2012-01-03,-2.8169
2012-01-04,0.8696
2012-01-05,0.2874
2012-01-06,0.2051
2012-01-09,-0.6336
2012-01-10,0.7194
2012-01-11,0.0
2012-01-12,0.0
2012-01-13,-0.7143
2012-01-17,0.5755
2012-01-18,0.4292
2012-01-19,0.4274
2012-01-20,1.4184
2012-01-23,1.2587
2012-01-24,0.6906
2012-01-25,2.8807
2012-01-26,0.6667
2012-01-27,2.5166
2012-01-30,-1.8088
2012-01-31,0.0
2012-02-01,1.3158
2012-02-02,2.2078
2012-02-03,0.3812
2012-02-06,1.2658
2012-02-07,-0.875
2012-02-08,-3.4048
2012-02-09,-0.5222
2012-02-10,-0.6562
2012-02-13,1.0568
2012-02-14,0.6536
2012-02-15,-1.1688
2012-02-16,0.5256
2012-02-17,0.7843
2012-02-21,-6.096
2012-02-22,0.8287
2012-02-23,0.8219
2012-02-24,-0.2717
2012-02-27,-1.9074
2012-02-28,-3.0556
2012-02-29,0.0
2012-03-01,3.4384
2012-03-02,0.9695
2012-03-05,2.7435
2012-03-06,-2.5366999999999997
2012-03-07,-0.8219
2012-03-08,-1.9337
2012-03-09,3.5211
2012-03-12,2.8571
2012-03-13,-0.9259
2012-03-14,0.8011
2012-03-15,-0.9272
2012-03-16,-0.6684
2012-03-19,1.6151
2012-03-20,-1.1921
2012-03-21,0.5362
2012-03-22,0.4
2012-03-23,-0.3984
2012-03-26,0.1333
2012-03-27,-0.1332
2012-03-28,-0.2667
2012-03-29,-2.9412000000000003
2012-03-30,1.3774
2012-04-02,1.2227999999999999
2012-04-03,1.6107
2012-04-04,0.2642
2012-04-05,0.6588
2012-04-09,1.8325
2012-04-10,-3.9846
2012-04-11,1.7403
2012-04-12,1.4474
2012-04-13,1.297
2012-04-16,0.2561
2012-04-17,1.5326
2012-04-18,0.0
2012-04-19,-0.6289
2012-04-20,-0.5063
2012-04-23,-1.5267
2012-04-24,-0.2584
2012-04-25,-0.7772
2012-04-26,-0.1305
2012-04-27,0.0
2012-04-30,-7.7124
2012-05-01,2.9745
2012-05-02,-3.8514
2012-05-03,-1.1445
2012-05-04,-1.3025
2012-05-07,-1.3195999999999999
2012-05-08,-0.4903
2012-05-09,-2.0457
2012-05-10,-3.2012
2012-05-11,-4.8819
2012-05-14,-2.4834
2012-05-15,-4.2445
2012-05-16,-17.5532
2012-05-17,-6.4516
2012-05-18,-1.6092
2012-05-21,3.7382999999999997
2012-05-22,-2.9279
2012-05-23,1.1601
2012-05-24,3.6696999999999997
2012-05-25,1.3274
2012-05-29,2.6201
2012-05-30,-7.4468
2012-05-31,-4.5977
2012-06-01,-1.2048
2012-06-04,3.6585
2012-06-05,3.0588
2012-06-06,2.7397
2012-06-07,-0.8889
2012-06-08,-0.6726
2012-06-11,0.0
2012-06-12,-0.6772
2012-06-13,-1.1364
2012-06-14,-0.4598
2012-06-15,1.1547
2012-06-18,-0.9132
2012-06-19,0.2304
2012-06-20,-1.1494
2012-06-21,0.9302
2012-06-22,0.2304
2012-06-25,-2.069
2012-06-26,2.4648
2012-06-27,2.4055
2012-06-28,4.698
2012-06-29,0.0
2012-07-02,-0.4274
2012-07-03,-0.4292
2012-07-05,-19.6121
2012-07-06,-13.941
2012-07-09,-13.3956
2012-07-10,-6.4748
2012-07-11,-5.7692
2012-07-12,-8.1633
2012-07-13,4.8889
2012-07-16,-4.661
2012-07-17,-3.1111
2012-07-18,2.2936
2012-07-19,-0.4484
2012-07-20,4.955
2012-07-23,-3.8627000000000002
2012-07-24,-0.4464
2012-07-25,2.2422
2012-07-26,5.2632
2012-07-27,8.75
2012-07-30,8.4291
2012-07-31,3.1802
2012-08-01,0.0
2012-08-02,-4.7945
2012-08-03,3.2374
2012-08-06,1.7422
2012-08-07,10.6164
2012-08-08,1.2384
2012-08-09,-3.6696999999999997
2012-08-10,0.3175
2012-08-13,1.2658
2012-08-14,1.5625
2012-08-15,1.5385
2012-08-16,0.6061
2012-08-17,-0.9036
2012-08-20,0.304
2012-08-21,-5.1515
2012-08-22,0.639
2012-08-23,1.5873
2012-08-24,6.25
2012-08-27,-0.8824
2012-08-28,-1.4837
2012-08-29,0.9036
2012-08-30,1.4925
2012-08-31,-1.7647
2012-09-04,-7.1856
2012-09-05,-26.7742
2012-09-06,14.0969
2012-09-07,3.4749
2012-09-10,0.7463
2012-09-11,3.7037
2012-09-12,-5.3571
2012-09-13,10.1887
2012-09-14,-4.7945
2012-09-17,0.7194
2012-09-18,1.4285999999999999
2012-09-19,1.0563
2012-09-20,-4.1812
2012-09-21,-3.2727
2012-09-24,-1.5038
2012-09-25,3.8167999999999997
2012-09-26,1.1029
2012-09-27,6.1818
2012-09-28,1.7123
2012-10-01,-3.0303
2012-10-02,1.3889
2012-10-03,-1.3699
2012-10-04,-11.1111
2012-10-05,5.8594
2012-10-08,0.0
2012-10-09,2.214
2012-10-10,-3.2491
2012-10-11,-2.6119
2012-10-12,0.0
2012-10-15,5.364
2012-10-16,0.3636
2012-10-17,2.8986
2012-10-18,0.7042
2012-10-19,-4.5455
2012-10-22,0.0
2012-10-23,1.4652
2012-10-24,2.1661
2012-10-25,-1.7668
2012-10-26,1.7986
2012-10-31,-1.7668
2012-11-01,-4.3165
2012-11-02,-3.3835
2012-11-05,-0.3891
2012-11-07,0.0
2012-11-08,-0.3906
2012-11-09,2.7451
2012-11-12,-0.7634
2012-11-13,0.0
2012-11-14,-3.4615
2012-11-15,3.5857
2012-11-16,1.5385
2012-11-19,0.7576
2012-11-20,4.5113
2012-11-21,0.0
2012-11-23,-0.3597
2012-11-26,1.083
2012-11-27,0.0
2012-11-28,0.7143
2012-11-29,1.7730000000000001
2012-11-30,-0.6969
2012-12-03,-0.3509
2012-12-04,0.3521
2012-12-05,0.0
2012-12-06,1.0526
2012-12-07,-2.7778
2012-12-10,1.7856999999999998
2012-12-11,-2.1053
2012-12-12,1.4337
2012-12-13,0.7067
2012-12-14,-0.7018
2012-12-17,0.7067
2012-12-18,0.7018
2012-12-19,-1.0453
2012-12-20,0.3521
2012-12-21,0.7018
2012-12-24,-0.6969
2012-12-26,-0.3509
2012-12-27,0.0
2012-12-28,-11.2676
2012-12-31,-10.7143
2013-01-02,3.1111
2013-01-03,3.0172
2013-01-04,-2.0921
2013-01-07,-0.8547
2013-01-08,-0.431
2013-01-09,-2.1645
2013-01-10,3.5398
2013-01-11,-0.8547
2013-01-14,-0.8621
2013-01-15,-1.7391
2013-01-16,-0.885
2013-01-17,0.0
2013-01-18,-4.0179
2013-01-22,-4.186
2013-01-23,-3.8834999999999997
2013-01-24,-1.0101
2013-01-25,-2.551
2013-01-28,0.5236
2013-01-29,1.5625
2013-01-30,-1.0256
2013-01-31,-4.6632
2013-02-01,-4.3478
2013-02-04,-6.8182
2013-02-05,-6.7073
2013-02-06,-0.6536
2013-02-07,-3.2895
2013-02-08,-8.1633
2013-02-11,3.7037
2013-02-12,2.8571
2013-02-13,4.8611
2013-02-14,5.298
2013-02-15,3.1447
2013-02-19,2.439
2013-02-20,-0.5952
2013-02-21,-1.7964
2013-02-22,0.0
2013-02-25,-3.6585
2013-02-26,-1.2658
2013-02-27,-16.6667
2013-02-28,-10.0
2013-03-01,-3.4188
2013-03-04,-4.4248
2013-03-05,-2.7778
2013-03-06,7.619
2013-03-07,2.6549
2013-03-08,-0.8621
2013-03-11,0.8696
2013-03-12,-6.8966
2013-03-13,0.0
2013-03-14,-6.4815
2013-03-15,53.4653
2013-03-18,-16.129
2013-03-19,-2.3077
2013-03-20,-1.5748
2013-03-21,-5.6
2013-03-22,-19.518
2014-05-19,-73.6756
2014-05-20,60.0
2014-05-21,7.5
2014-05-22,-8.1395
2014-05-23,-29.1139
2014-05-27,-1.7856999999999998
2014-05-28,9.0909
2014-05-29,-16.6667
2014-05-30,-20.0
2014-06-02,25.0
2014-06-03,0.0
2014-06-04,0.0
2014-06-05,0.0
2014-06-09,-20.0
2014-06-10,-19.4375
2014-06-11,-19.3173
2014-06-12,-7.6923
2014-06-13,8.3333
2014-06-16,53.8462
2014-06-17,50.0
2014-06-18,-16.6667
2014-06-19,-20.0
2014-06-23,-5.0
2014-06-24,0.0
2014-06-25,-15.2632
2014-06-26,0.0
2014-06-27,-0.6211
2014-06-30,25.0
2014-07-01,-25.0
2014-07-02,0.0
2014-07-03,0.0
2014-07-07,0.0
2014-07-08,-33.3333
2014-07-09,50.0
2014-07-10,0.0
2014-07-11,33.3333
2014-07-14,-15.0
2014-07-16,0.0
2014-07-17,-17.647100000000002
2014-07-18,21.4286
2014-07-21,-34.6324
2014-07-22,-10.0112
2014-07-23,50.0
2014-07-24,-26.6667
2014-07-25,-9.0909
2014-07-28,50.0
2014-07-29,-33.3333
2014-07-30,20.0
2014-07-31,16.6667
2014-08-01,-6.4286
2014-08-04,-0.7634
2014-08-05,0.0
2014-08-06,0.0
2014-08-07,7.6923
2014-08-08,7.1429
2014-08-11,-26.6667
2014-08-12,0.0
2014-08-13,9.0909
2014-08-14,-20.8333
2014-08-15,-5.2632
2014-08-18,11.1111
2014-08-19,0.0
2014-08-20,-10.0
2014-08-21,11.1111
2014-08-25,10.0
2014-08-26,-9.0909
2014-08-27,-10.0
2014-08-28,11.1111
2014-08-29,-10.0
2014-09-02,0.0
2014-09-03,0.0
2014-09-05,-11.1111
2014-09-08,0.0
2014-09-09,12.5
2014-09-10,0.0
2014-09-11,-11.1111
2014-09-12,12.5
2014-09-15,0.0
2014-09-16,0.0
2014-09-17,-22.2222
2014-09-18,0.0
2014-09-19,0.0
2014-09-22,0.0
2014-09-23,0.0
2014-09-25,14.2857
2014-09-26,12.5
2014-09-29,-11.1111
2014-09-30,-12.5
2014-10-02,0.0
2014-10-07,14.2857
2014-10-09,-12.5
2014-10-10,0.0
2014-10-13,14.2857
2014-10-20,-12.5
2014-10-21,0.0
2014-10-24,0.0
2014-10-29,0.0
2014-11-03,0.0
2014-11-04,0.0
2014-11-05,0.0
2014-11-06,0.0
2014-11-07,0.0
2014-11-10,0.0
2014-11-11,14.2857
2014-11-12,-12.5
2014-11-17,0.0
2014-11-18,-71.4286
2014-11-19,200.0
2014-11-20,0.0
2014-11-21,16.6667
2014-11-24,-28.5714
2014-11-25,2.25
2014-11-26,-21.5159
2014-11-28,0.0
2014-12-01,24.6106
2014-12-04,20.0
2014-12-05,-33.3333
2014-12-08,0.0
2014-12-09,0.0
2014-12-10,0.0
2014-12-11,0.0
2014-12-12,0.0
2014-12-15,0.0
2014-12-16,0.0
2014-12-17,-25.0
2014-12-18,33.3333
2014-12-19,0.0
2014-12-22,0.0
2014-12-23,-25.0
2014-12-26,-33.3333
2014-12-29,0.0
2014-12-30,0.0
2014-12-31,0.0
2015-01-02,50.0
2015-01-05,-33.3333
2015-01-06,125.0
2015-01-07,-33.3333
2015-01-08,0.0
2015-01-15,-33.3333
2015-01-20,50.0
2015-01-22,-16.6667
2015-01-23,-48.0
2015-01-26,92.3077
2015-01-30,20.0
2015-02-02,-33.3333
2015-02-03,90.0
2015-02-05,0.0
2015-02-06,-34.2105
2015-02-11,0.0
2015-02-17,-20.0
2015-02-20,50.0
2015-02-23,0.0
2015-02-26,0.0
2015-03-05,0.0
2015-03-09,0.0
2015-03-10,0.0
2015-03-11,50.0
2015-03-12,-11.1111
2015-03-16,0.0
2015-03-17,0.0
2015-03-30,0.0
2015-04-15,0.0
2015-04-16,-50.0
2015-04-17,0.0
2015-04-20,125.0
2015-04-22,-33.3333
2015-04-23,33.3333
2015-04-27,-25.0
2015-05-05,0.0
2015-05-11,0.0
2015-05-15,33.3333
2015-05-18,0.0
2015-05-19,-25.0
2015-06-03,33.3333
2015-06-05,0.0
2015-06-09,0.0
2015-06-11,0.0
2015-06-15,0.0
2015-06-17,0.0
2015-06-26,25.0
2015-06-29,0.0
2015-07-01,0.0
2015-07-02,0.0
2015-07-06,0.0
2015-07-14,-40.0
2015-07-16,100.0
2015-07-17,0.0
2015-07-22,0.0
2015-07-24,0.0
2015-07-27,-16.6667
2015-07-28,60.0
2015-07-30,0.0
2015-07-31,0.0
2015-08-04,0.0
2015-08-06,0.0
2015-08-07,12.5
2015-08-11,0.0
2015-08-13,0.0
2015-08-14,11.1111
2015-08-17,5.0
2015-08-18,4.7619
2015-08-20,9.0909
2015-08-21,4.1667
2015-08-24,4.0
2015-08-25,0.0
2015-08-26,0.0
2015-08-31,0.0
2015-09-02,7.6923
2015-09-03,-3.5714
2015-10-13,-87.6543
2015-10-15,100.0
2015-10-26,31.0
2015-11-02,23.6641
2015-11-03,177.7778
2015-11-05,2.2222
2015-11-10,0.0
2015-11-12,2.1739
2015-11-13,2.1277
2015-11-20,-27.0833
2015-11-30,14.5714
2015-12-01,0.0
2015-12-07,19.7007
2015-12-18,-16.6667
2015-12-22,7.5
2015-12-30,-6.7442
2015-12-31,-0.2494
2016-01-04,0.0
2016-01-05,0.0
2016-01-07,0.0
2016-01-14,0.25
2016-01-15,-0.2494
2016-02-05,0.0
2016-02-24,0.25
2016-03-01,4.9875
2016-03-04,-0.2375
2016-03-07,5.0
2016-03-08,-0.907
2016-03-09,-8.4668
2016-03-21,2.5
2016-04-05,2.439
2016-04-22,-2.3810000000000002
2016-05-04,1.2195
2016-05-09,0.241
2016-05-11,3.3654
2016-05-19,0.0
2016-05-24,0.0
2016-06-07,0.0
2016-06-24,-6.9767
2016-06-27,0.0
2016-06-28,0.0
2016-06-29,0.0
2016-06-30,0.0
2016-07-01,1.25
2016-07-05,-1.2346
2016-07-06,0.0
2016-07-07,0.0
2016-07-11,0.0
2016-07-12,0.0
2016-07-14,2.5
2016-07-15,2.439
2016-07-18,-2.3810000000000002
2016-07-19,0.0
2016-07-20,-8.0488
2016-07-21,-1.061
2016-07-22,0.5362
2016-08-09,-13.3333
2016-08-22,0.0
2016-09-21,23.0769
2016-09-23,12.5
2016-09-27,0.0
2016-09-28,0.0
2016-09-29,2.2222
2016-09-30,-3.2609
2016-10-03,-4.4944
2016-10-05,5.8824
2016-10-13,0.0
2016-10-25,5.5556
2016-10-27,0.0
2016-11-09,0.0
2016-11-15,0.0
2016-12-01,0.0
2016-12-12,0.0
2016-12-15,0.0
2016-12-19,0.0
2016-12-29,26.3158
2017-01-04,0.0
2017-01-11,0.0
2017-01-12,-16.6667
2017-01-17,10.0
2017-01-19,0.0
2017-02-06,-27.2727
2017-03-02,25.0
2017-03-10,-20.0
2017-03-20,25.0
2017-03-21,-10.0
2017-03-24,0.0
2017-03-27,27.7778
2017-03-28,2.6087
2017-04-04,3.3898
2017-04-07,-1.6393
2017-04-18,-8.3333
2017-04-26,0.0
2017-05-09,-27.2727
2017-05-25,13.75
2017-05-30,-1.0989
2017-06-07,0.0
2017-06-08,0.0
2017-06-26,-7.7778
2017-07-10,-3.6145
2017-07-12,12.5
2017-07-19,0.0
2017-07-26,0.0
2017-08-02,13.3333
2017-08-07,-11.7647
2017-09-20,0.0
2017-09-21,0.0
2017-09-22,0.0
2017-09-25,0.0
2017-09-28,-44.4444
2017-11-09,20.0
2017-11-21,16.6667
2017-11-28,28.2857
2017-11-30,-10.9131
2017-12-08,-12.5
2018-01-09,-100.0
2018-01-17,324999900.0
2018-01-18,7.6923
2018-01-19,0.0
2018-01-24,0.0
2018-02-12,-8.5714
2018-02-13,0.0
2018-02-14,0.0
2018-03-09,0.0
2018-03-29,-99.6875
2018-04-12,19900.0
2018-04-13,0.0
2018-05-16,0.0
2018-05-18,93.0
2018-05-21,-34.456
2018-05-22,53.3597
2018-05-23,-10.8247
2018-05-24,12.1387
2018-05-25,27.5773
2018-05-29,1.0101
2018-05-30,20.0
2018-05-31,-5.0
2018-06-01,-29.2982
2018-06-04,6.4516
2018-06-05,0.0
2018-06-06,-0.9324
2018-06-07,-2.0941
2018-06-08,-0.2644
2018-06-11,1.1807
2018-06-12,-0.4525
2018-06-13,-5.0239
2018-06-14,3.2746
2018-06-15,79.2683
2018-06-18,-21.7687
2018-06-19,-1.3913
2018-06-20,4.0564
2018-06-21,-8.6441
2018-06-22,5.7514
2018-06-25,-7.8947
2018-06-26,0.9524
2018-06-27,-12.2642
2018-06-28,5.3763
2018-06-29,4.1224
2018-07-02,-2.1952
2018-07-03,-2.6052
2018-07-05,-0.2058
2018-07-06,-0.4124
2018-07-09,4.0476
2018-07-10,-0.5074
2018-07-11,-0.022
2018-07-12,15.8255
2018-07-13,4.8377
2018-07-16,21.3044
2018-07-17,-5.7488
2018-07-18,-1.4409
2018-07-19,0.8772
2018-07-20,5.942
2018-07-23,-2.3256
2018-07-24,-1.9607999999999999
2018-07-25,0.0
2018-07-26,-1.7143000000000002
2018-07-27,-1.1977
2018-07-30,-7.4409
2018-07-31,-5.7503
2018-08-01,0.9882
2018-08-02,-1.8134000000000001
2018-08-03,5.3741
2018-08-06,-1.388
2018-08-07,-0.982
2018-08-08,0.1719
2018-08-09,3.6235
2018-08-10,0.6369
2018-08-13,1.8987
2018-08-14,-2.3292
2018-08-15,-4.6105
2018-08-16,-1.5
2018-08-17,-3.5364
2018-08-20,-5.2798
2018-08-21,-0.9259
2018-08-22,3.9252000000000002
2018-08-23,-3.777
2018-08-24,11.215
2018-08-27,2.6891
2018-08-28,1.8003
2018-08-29,7.7926
2018-08-30,0.079
2018-08-31,-0.4471
2018-09-04,-8.2335
2018-09-05,6.0359
2018-09-06,3.0308
2018-09-07,-2.7923
2018-09-10,-1.5361
2018-09-11,1.4041000000000001
2018-09-12,0.1538
2018-09-13,-4.9155
2018-09-14,2.2617
2018-09-17,-6.951
2018-09-18,-2.0374
2018-09-19,2.0797
2018-09-20,-0.1698
2018-09-21,-0.1701
2018-09-24,-2.5554
2018-09-25,-2.0979
2018-09-26,-3.3929
2018-09-27,-1.6636
2018-09-28,4.3233
2018-10-01,-2.9045
2018-10-02,-2.3901
2018-10-03,-1.1407
2018-10-04,-8.6538
2018-10-05,-2.9474
2018-10-08,-1.5184
2018-10-09,0.0
2018-10-10,7.9295
2018-10-11,-7.9592
2018-10-12,5.3215
2018-10-15,8.2105
2018-10-16,0.1946
2018-10-18,-2.1359
2018-10-19,2.1825
2018-10-22,-0.1942
2018-10-23,-0.1946
2018-10-24,-2.1442
2018-10-25,-0.3984
2018-10-26,0.2
2018-10-29,-10.1796
2018-10-30,-1.1111
2018-10-31,0.8989
2018-11-01,10.9131
2018-11-02,-0.8032
2018-11-05,-0.0688
2018-11-06,1.892
2018-11-07,-0.7952
2018-11-09,0.0
2018-11-12,2.4048
2018-11-13,-0.3914
2018-11-14,-2.5540000000000003
2018-11-15,8.0645
2018-11-16,-2.9851
2018-11-20,2.3077
2018-11-21,1.5038
2018-11-23,0.0
2018-11-26,0.0
2018-11-27,-0.3704
2018-11-28,-0.5595
2018-11-30,-0.5589
2018-12-03,-4.3233
2018-12-04,5.1081
2018-12-06,0.3738
2018-12-07,4.8417
2018-12-10,5.5062
2018-12-11,0.3367
