ticker,DOGZ US Equity
2018-05-23,4.25
2018-05-24,-3.8369
2018-05-25,4.9875
2018-05-29,3.5629
2018-05-30,2.9083
2018-05-31,6.5347
2018-06-01,-1.2551999999999999
2018-06-04,-4.2373
2018-06-05,8.8496
2018-06-06,-6.5041
2018-06-07,6.5217
2018-06-08,-3.2122
2018-06-11,1.1892
2018-06-12,-8.1059
2018-06-13,-0.2268
2018-06-14,-6.8182
2018-06-15,3.9024
2018-06-18,4.7465
2018-06-19,-7.6577
2018-06-20,-0.7378
2018-06-21,-0.0685
2018-06-22,-1.0838
2018-06-25,4.3779
2018-06-26,-2.3697
2018-06-27,-3.0097
2018-06-28,1.3514
2018-06-29,0.0
2018-07-02,3.1481
2018-07-03,0.4428
2018-07-05,4.8618
2018-07-06,-1.9182000000000001
2018-07-09,-3.5893
2018-07-10,-8.4289
2018-07-11,-10.7612
2018-07-12,-2.0588
2018-07-13,-5.4655000000000005
2018-07-16,-1.5248
2018-07-17,-13.9032
2018-07-18,6.0322
2018-07-19,14.841
2018-07-20,9.2308
2018-07-23,-3.0986
2018-07-24,-12.2093
2018-07-25,1.3245
2018-07-26,-1.3072
2018-07-27,-5.4371
2018-07-30,7.8507
2018-07-31,-5.5161999999999995
2018-08-01,3.4329
2018-08-02,-2.3256
2018-08-03,0.3401
2018-08-06,1.0169
2018-08-07,2.0134
2018-08-08,-2.6316
2018-08-10,-1.6892
2018-08-13,0.3436
2018-08-14,-1.0274
2018-08-15,3.1142
2018-08-16,-9.0604
2018-08-17,10.3321
2018-08-20,-6.3545
2018-08-21,3.5714
2018-08-22,-0.3448
2018-08-23,2.0761
2018-08-24,-2.7119
2018-08-27,-0.6969
2018-08-28,1.0526
2018-08-29,0.3472
2018-08-30,-4.8443000000000005
2018-08-31,8.3018
2018-09-04,-5.9866
2018-09-05,-1.7856999999999998
2018-09-06,0.2364
2018-09-07,3.392
2018-09-10,-1.0526
2018-09-11,5.773
2018-09-12,-6.799
2018-09-13,1.4388
2018-09-14,5.5922
2018-09-17,-6.6394
2018-09-18,-4.6763
2018-09-19,4.5283
2018-09-20,1.8051
2018-09-21,-9.5745
2018-09-24,-10.9804
2018-09-25,-0.4405
2018-09-26,0.885
2018-09-27,0.0
2018-09-28,9.6491
2018-10-01,2.0
2018-10-02,0.0
2018-10-03,0.0
2018-10-04,-9.4118
2018-10-05,-0.4329
2018-10-08,-22.1261
2018-10-09,13.3493
2018-10-10,0.4827
2018-10-11,1.9607999999999999
2018-10-12,8.6538
2018-10-15,7.8938
2018-10-16,0.0656
2018-10-17,-4.0328
2018-10-18,0.7858
2018-10-19,-2.5423999999999998
2018-10-22,0.0
2018-10-23,-2.1783
2018-10-24,-7.9959
2018-10-25,1.4493
2018-10-26,0.9524
2018-10-29,-3.7736
2018-10-30,2.9412000000000003
2018-10-31,0.9524
2018-11-01,4.2453
2018-11-02,-7.2398
2018-11-05,0.4878
2018-11-06,4.3689
2018-11-07,-6.0465
2018-11-08,0.9901
2018-11-09,1.3431
2018-11-12,-2.7763999999999998
2018-11-13,0.4975
2018-11-14,0.9703
2018-11-15,0.0196
2018-11-16,-3.4314
2018-11-19,1.5228000000000002
2018-11-20,30.0
2018-11-21,12.6923
2018-11-23,4.7406
2018-11-26,3.3139
2018-11-27,0.798
2018-11-28,4.9344
2018-11-29,2.1291
2018-11-30,1.3139
2018-12-03,0.8646
2018-12-04,-0.6486
2018-12-06,1.8031000000000001
2018-12-07,-1.4123999999999999
2018-12-10,0.2865
2018-12-11,2.2857
2018-12-12,11.7318
2018-12-13,-8.0
2018-12-14,8.1522
2018-12-17,-3.7688
2018-12-18,2.6266
2018-12-19,1.2746
2018-12-20,-3.0321
2018-12-21,1.0363
2018-12-24,-2.0513
2018-12-26,-0.6047
2018-12-27,1.3985
2018-12-28,-2.3403
2018-12-31,3.7262
2019-01-02,-3.0769
2019-01-03,-1.3175
2019-01-04,-0.8069
2019-01-07,1.6189
2019-01-08,4.9309
2019-01-09,-1.1507
2019-01-10,0.7692
2019-01-11,-1.2723
2019-01-14,-3.0928
2019-01-15,-9.3085
2019-01-16,11.437
2019-01-17,2.6316
2019-01-18,0.7692
2019-01-22,3.8167999999999997
2019-01-23,-5.6373
2019-01-24,-1.2987
2019-01-25,0.5263
2019-01-28,-3.1414
2019-01-29,-0.5405
2019-01-30,-6.25
2019-01-31,17.3913
2019-02-01,-3.7037
2019-02-04,-3.8462
2019-02-05,0.7973
2019-02-06,-3.7012
2019-02-07,2.9835000000000003
2019-02-08,-0.4989
2019-02-11,-2.1421
2019-02-12,1.3699
2019-02-13,-2.1622
2019-02-14,0.5525
2019-02-15,-2.1978
2019-02-19,-0.2809
2019-02-20,-1.1268
2019-02-21,1.4245
2019-02-22,-1.7669000000000001
2019-02-25,-1.3468
2019-02-26,1.1594
2019-02-27,0.2865
2019-02-28,-1.6257000000000001
2019-03-01,-0.9613
2019-03-04,0.0
2019-03-05,0.0
2019-03-06,13.1965
2019-03-07,-1.2953000000000001
2019-03-08,-5.5118
2019-03-11,-1.6667
2019-03-12,-3.6723
2019-03-13,4.3959
2019-03-14,-1.6825999999999999
2019-03-15,0.0
2019-03-18,2.5714
2019-03-19,1.3928
2019-03-20,-1.7335
2019-03-21,0.9254
2019-03-22,-0.554
2019-03-25,-0.2786
2019-03-26,0.838
2019-03-27,-0.277
2019-03-28,-1.6667
2019-03-29,-0.3249
2019-04-01,-1.0911
2019-04-02,2.0057
2019-04-03,-0.2809
2019-04-04,0.2817
2019-04-05,4.5702
2019-04-08,4.7627
2019-04-09,-1.2846
2019-04-10,-2.0754
2019-04-11,0.2653
2019-04-12,-0.418
2019-04-15,-5.6905
2019-04-16,-9.4085
2019-04-17,-8.2711
2019-04-18,7.1186
2019-04-22,-6.6456
2019-04-23,-1.6949
2019-04-24,3.4483
2019-04-25,0.3333
2019-04-26,0.3322
2019-04-29,14.2384
2019-04-30,0.0
2019-05-01,0.5797
2019-05-02,-1.4409
2019-05-03,0.0
2019-05-06,-0.5848
2019-05-07,0.0
2019-05-08,-0.4412
2019-05-09,-1.3294000000000001
2019-05-10,0.2994
2019-05-13,3.5821
2019-05-14,-3.1671
2019-05-15,0.8899
2019-05-16,-0.295
2019-05-17,-2.3669000000000002
2019-05-20,3.0303
2019-05-21,-2.9412000000000003
2019-05-22,0.6061
2019-05-23,0.3012
2019-05-24,-2.7027
2019-05-28,-4.0123
2019-05-29,-1.7363
2019-05-30,-1.5051999999999999
2019-05-31,0.1595
2019-06-03,-7.4565
2019-06-04,1.7921
2019-06-05,5.2817
2019-06-06,-0.3344
2019-06-07,3.0201
2019-06-10,-6.8404
2019-06-11,-5.3601
2019-06-12,3.6465
2019-06-13,-1.9748
2019-06-14,-1.8182
2019-06-17,-0.3704
2019-06-18,-2.6022
2019-06-19,-5.3435
2019-06-20,2.7298
2019-06-21,11.4731
2019-06-24,5.6338
2019-06-25,-3.09
2019-06-26,-0.5951
2019-06-27,3.8028
2019-06-28,-3.7968
2019-07-01,1.7186
2019-07-02,1.7134
2019-07-03,-2.8769
2019-07-05,-0.3448
2019-07-08,-3.9204
2019-07-09,0.8391
2019-07-10,-1.4285999999999999
2019-07-11,-2.5362
2019-07-12,2.4164
2019-07-15,7.441
2019-07-16,-5.7804
2019-07-17,2.094
2019-07-18,2.9045
2019-07-19,-1.3652
2019-07-22,1.0381
2019-07-23,-0.7705
2019-07-24,-1.6773
2019-07-25,-1.0144
2019-07-26,0.6135
2019-07-29,1.1525
2019-07-30,0.3484
2019-07-31,3.4722
2019-08-01,-2.7752
2019-08-02,2.1641
2019-08-05,-1.6892
2019-08-06,-5.8419
2019-08-07,5.8394
2019-08-08,0.0
2019-08-09,1.7241
2019-08-12,-1.6949
2019-08-13,-1.0345
2019-08-14,0.1742
2019-08-15,-2.9565
2019-08-16,0.7168
2019-08-19,0.3559
2019-08-20,0.0
2019-08-21,0.3546
2019-08-22,-0.7067
2019-08-23,-2.4911
2019-08-26,1.0949
2019-08-27,-2.5271
2019-08-28,0.0
2019-08-29,-0.7407
2019-08-30,-0.3731
2019-09-03,-0.7491
2019-09-04,1.1320999999999999
2019-09-05,1.4925
2019-09-06,-1.1029
2019-09-09,15.9851
2019-09-10,-3.5256
2019-09-11,-1.6611
2019-09-12,-1.0135
2019-09-13,-0.3413
2019-09-16,-5.1370000000000005
2019-09-17,-7.9422
2019-09-18,6.6667
2019-09-19,0.0
2019-09-20,4.7794
2019-09-23,-15.4386
2019-09-24,-4.5643
2019-09-25,14.3478
2019-09-26,-1.9011
2019-09-27,-10.0775
2019-09-30,6.8966
2019-10-01,-3.2258
2019-10-02,-5.0
2019-10-03,0.0
2019-10-04,0.0
2019-10-07,-1.3158
2019-10-08,-7.5556
2019-10-09,2.4038
2019-10-10,-13.1455
2019-10-11,1.2324
2019-10-14,-4.9605
2019-10-15,6.7476
2019-10-16,-4.7368
2019-10-17,-1.105
2019-10-18,-1.0056
2019-10-21,-6.8849
2019-10-22,0.4424
2019-10-23,-5.871
2019-10-24,1.9231
2019-10-25,16.9811
2019-10-28,-7.1344
2019-10-29,-6.7909
2019-10-30,2.4657999999999998
2019-10-31,1.8367
2019-11-01,-2.9762
2019-11-04,2.454
2019-11-05,-4.7904
2019-11-06,5.0314
2019-11-07,1.1078000000000001
2019-11-08,-7.6103
2019-11-11,0.0
2019-11-12,8.9744
2019-11-13,-4.1176
2019-11-14,0.6135
2019-11-15,-1.8293
2019-11-18,3.1056
2019-11-19,1.8072
2019-11-20,0.5917
2019-11-21,-1.1764999999999999
2019-11-22,0.5952
2019-11-25,-1.1834
2019-11-26,0.0
2019-11-27,0.5988
2019-11-29,0.0
2019-12-02,0.0
2019-12-03,-1.7856999999999998
2019-12-04,-4.2424
2019-12-05,1.2658
2019-12-06,3.125
2019-12-09,-0.6061
2019-12-10,1.2195
2019-12-11,-6.6265
2019-12-12,2.5806
2019-12-13,-4.4025
2019-12-16,-2.1513
2019-12-17,-0.4908
2019-12-18,1.3514
2019-12-19,-2.0667
2019-12-20,-4.6971
2019-12-23,-1.9071
2019-12-24,-8.2502
2019-12-26,-3.1746
2019-12-27,-4.0902
2019-12-30,3.41
2019-12-31,9.9174
2020-01-02,0.3233
2020-01-03,-1.0717
2020-01-06,1.4924
2020-01-07,-0.321
2020-01-08,-1.3404
2020-01-09,0.1898
2020-01-10,-0.0682
2020-01-13,2.3425000000000002
2020-01-14,-2.5852
2020-01-15,-6.471
2020-01-16,5.2927
2020-01-17,-8.8719
2020-01-21,10.9812
2020-01-22,-3.031
2020-01-23,-3.1572
2020-01-24,0.0
2020-01-27,0.0
2020-01-28,-7.3171
2020-01-29,0.0
2020-01-30,-4.386
2020-01-31,0.9174
2020-02-03,-3.6364
2020-02-04,3.7736
2020-02-05,-1.8182
2020-02-06,-1.8519
2020-02-07,-5.6604
2020-02-10,10.0
2020-02-11,-2.7273
2020-02-12,3.0093
2020-02-13,-0.1996
2020-02-14,7.0636
2020-02-18,-2.352
2020-02-19,0.0
2020-02-20,0.0
2020-02-21,0.0
2020-02-24,-4.6783
2020-02-25,2.9283
2020-02-26,-0.2925
2020-02-27,-2.2222
2020-02-28,0.0
2020-03-02,1.8182
2020-03-03,-1.7856999999999998
2020-03-04,0.0
2020-03-05,0.0
2020-03-06,0.9091
2020-03-09,-2.7027
2020-03-10,5.7593
2020-03-11,-1.9436
2020-03-12,-1.7856999999999998
2020-03-13,-1.2364
2020-03-16,-2.8627000000000002
2020-03-17,2.8523
2020-03-18,-6.9467
2020-03-19,0.9901
2020-03-20,0.2059
2020-03-23,-1.1838
2020-03-24,1.9802
2020-03-25,0.0
2020-03-26,3.8834999999999997
2020-03-27,1.8692
2020-03-30,-2.2202
2020-03-31,3.2089
2020-04-01,-2.2727
2020-04-02,1.3953
2020-04-03,-1.4128
2020-04-06,-1.3586
2020-04-07,0.9434
2020-04-08,0.9346
2020-04-09,0.0
2020-04-13,0.0
2020-04-14,0.463
2020-04-15,4.6083
2020-04-16,0.9868
2020-04-17,-4.0307
2020-04-20,0.7455
2020-04-21,5.8924
2020-04-22,-0.1363
2020-04-23,-1.1776
2020-04-24,0.1641
2020-04-27,1.7328000000000001
2020-04-28,-16.1088
2020-04-29,9.1111
2020-04-30,-1.3237999999999999
2020-05-01,3.1898
2020-05-04,13.6467
2020-05-05,-12.8
2020-05-06,0.0
2020-05-07,0.9174
2020-05-08,1.0545
2020-05-11,-1.9341
2020-05-12,4.5776
2020-05-13,-2.193
2020-05-14,1.7936999999999999
2020-05-15,-3.9648
2020-05-18,0.9174
2020-05-19,1.8182
2020-05-20,-3.375
2020-05-21,-1.1273
2020-05-22,0.0
2020-05-26,-3.7382999999999997
2020-05-27,-0.4854
2020-05-28,0.4878
2020-05-29,1.4854
2020-06-01,-0.7462
2020-06-02,-2.641
2020-06-03,78.2002
2020-06-04,-4.9
2020-06-05,-12.9571
2020-06-08,12.7517
2020-06-09,-1.2917
2020-06-10,4.3237
2020-06-11,-14.4509
2020-06-12,0.0
2020-06-15,2.777
2020-06-16,4.5296
2020-06-17,4.4025
2020-06-18,-6.6205
2020-06-22,-1.5676
2020-06-23,6.1738
2020-06-24,-4.9383
2020-06-25,-1.2208
2020-06-26,-6.6461
2020-06-29,2.8097
2020-06-30,-3.6301
2020-07-01,0.2132
2020-07-02,-0.0851
2020-07-06,0.0426
2020-07-07,-1.3765
2020-07-08,-7.6475
2020-07-09,-2.6252
2020-07-10,22.0
2020-07-13,2.9508
2020-07-14,-18.4713
2020-07-15,-3.9063
2020-07-16,5.6911000000000005
2020-07-17,0.7692
2020-07-20,-1.5344
2020-07-21,0.0078
2020-07-22,-1.7287
2020-07-23,-3.7627
2020-07-24,0.4098
2020-07-27,2.449
2020-07-28,-4.3825
2020-07-29,1.6667
2020-07-30,-3.2787
2020-07-31,-0.8475
