ticker,SHAK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-01-30,118.5714
2015-02-02,-4.1612
2015-02-03,2.2505
2015-02-04,-8.1369
2015-02-05,3.1946
2015-02-06,-1.5947
2015-02-09,-1.0963
2015-02-10,0.0
2015-02-11,0.0
2015-02-12,-2.0482
2015-02-13,0.0984
2015-02-17,-4.0305
2015-02-18,9.9104
2015-02-19,1.9571
2015-02-20,2.5366
2015-02-23,-7.2877
2015-02-24,4.4952
2015-02-25,-1.5643
2015-02-26,1.6593
2015-02-27,-0.8046
2015-03-02,5.3998
2015-03-03,-1.759
2015-03-04,3.3796
2015-03-05,-4.4597999999999995
2015-03-06,-0.5892
2015-03-09,-0.7522
2015-03-10,5.1447
2015-03-11,2.4465
2015-03-12,1.8977
2015-03-13,1.4857
2015-03-16,-4.2062
2015-03-17,-1.313
2015-03-18,2.3773
2015-03-19,1.3421
2015-03-20,-1.3664
2015-03-23,4.9658999999999995
2015-03-24,0.6091
2015-03-25,-3.4107
2015-03-26,-0.9611
2015-03-27,3.3755
2015-03-30,1.2652999999999999
2015-03-31,0.8666
2015-04-01,-3.2967
2015-04-02,-0.3306
2015-04-06,2.1144
2015-04-07,2.4767
2015-04-08,-0.8518
2015-04-09,0.8192
2015-04-10,-1.3277999999999999
2015-04-13,7.8329
2015-04-14,11.6223
2015-04-15,-4.1048
2015-04-16,7.169
2015-04-17,0.1299
2015-04-20,3.2106
2015-04-21,-5.7345
2015-04-22,3.3333
2015-04-23,1.1774
2015-04-24,9.246
2015-04-27,1.2111
2015-04-28,-1.1101
2015-04-29,0.6561
2015-04-30,-0.42
2015-05-01,2.9091
2015-05-04,6.9258
2015-05-05,3.5823
2015-05-06,-4.122
2015-05-07,-12.099
2015-05-08,2.9679
2015-05-11,-3.9706
2015-05-12,0.5054
2015-05-13,4.1597
2015-05-14,-4.1837
2015-05-15,5.9389
2015-05-18,4.5396
2015-05-19,5.3901
2015-05-20,8.3715
2015-05-21,8.4731
2015-05-22,3.327
2015-05-26,-7.6459
2015-05-27,-14.0742
2015-05-28,3.1483
2015-05-29,8.9462
2015-06-01,-4.9752
2015-06-02,0.305
2015-06-03,-1.8117
2015-06-04,-2.8
2015-06-05,2.2302
2015-06-08,-0.0909
2015-06-09,-0.4419
2015-06-10,-3.0026
2015-06-11,4.2261
2015-06-12,-2.6471999999999998
2015-06-15,-0.703
2015-06-16,-1.4026
2015-06-17,-2.0458
2015-06-18,-4.426
2015-06-19,0.3473
2015-06-22,-4.8168
