ticker,GCGX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-03-16,115.6863
2009-03-24,13.6364
2009-03-26,20.0
2009-07-21,33.3333
2009-09-18,0.0
2009-10-01,50.0
2010-03-26,33.3333
2012-12-31,-98.75
2014-01-29,1920.0
2014-08-04,-80.198
2014-08-19,45.0
2016-02-29,0.0
2016-03-03,-65.5172
2016-03-04,50.0
2016-03-17,-7.6667
2016-03-28,-27.7978
2016-03-31,-50.0
2016-04-01,-39.75
2016-04-05,-0.4149
2016-04-11,13.3333
2016-04-27,47.0588
2016-04-28,50.0
2016-04-29,6.6667
2016-05-02,25.0
2016-05-03,66.1875
2016-05-04,-5.2275
2016-05-06,-49.2063
2016-05-10,-23.75
2016-05-13,-18.0328
2016-05-20,8.0
2016-05-25,9.6065
2016-06-21,1.3728
2016-06-23,-30.0
2016-06-24,6.25
2016-06-30,-10.3641
2016-07-08,0.0
2016-07-12,11.5625
2016-07-13,34.4538
2016-07-15,-8.3333
2016-07-19,45.4545
2016-07-20,0.0
2016-07-21,-11.4844
2016-07-22,-18.6231
2016-07-29,24.8373
2016-08-03,11.2076
2016-08-08,-37.5
2016-09-02,0.0
2016-10-17,20.0
2016-11-22,55.0
2016-11-23,36.5591
2016-11-25,2.3622
2016-11-29,-5.2885
2016-12-02,-10.6599
2016-12-06,-13.9773
2016-12-07,16.2483
2016-12-09,17.2727
2016-12-19,-14.7287
2016-12-21,0.0
2016-12-22,18.1818
2016-12-23,-15.3846
2016-12-27,8.3523
2016-12-28,0.0
2016-12-29,4.8768
2016-12-30,50.8
2017-01-05,20.4244
2017-01-06,10.1322
2017-01-09,-20.0
2017-01-12,-18.0
2017-01-13,0.3811
2017-01-17,33.6371
2017-01-18,4.5455
2017-01-19,-13.0435
2017-01-20,0.0
2017-01-24,-20.0
2017-01-25,27.8906
2017-01-26,-2.2602
2017-01-27,15.0
2017-01-31,-10.0
2017-02-03,-37.1981
2017-02-06,11.7788
2017-02-09,3.2258
2017-02-10,60.0
2017-02-13,40.8333
2017-02-14,-36.3536
2017-02-15,-16.3277
2017-02-16,38.8194
2017-02-17,-7.954
2017-02-21,13.0435
2017-02-22,26.9231
2017-02-23,21.2121
2017-02-24,-12.5
2017-02-27,37.1429
2017-02-28,-6.3542
2017-03-01,-17.4638
2017-03-02,-2.965
2017-03-03,0.0
2017-03-06,13.8889
2017-03-07,-17.1494
2017-03-08,14.8114
2017-03-09,-6.4103
2017-03-10,-4.1096
2017-03-13,-10.5714
