ticker,PIXY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-06-30,28.3333
2017-07-03,16.8831
2017-07-05,-4.0
2017-07-06,-5.5556
2017-07-07,24.7549
2017-07-10,-4.1257
2017-07-11,-2.5615
2017-07-12,-2.5026
2017-07-13,11.3028
2017-07-14,-1.1628
2017-07-17,-4.0196
2017-07-18,-20.9397
2017-07-19,-9.4315
2017-07-20,-5.2782
2017-07-21,-2.7108
2017-07-24,-2.7864
2017-07-25,3.8217
2017-07-26,-2.454
2017-07-27,-1.8868
2017-07-28,1.6026
2017-07-31,-9.4637
2017-08-01,-17.5958
2017-08-02,-9.0909
2017-08-03,14.4186
2017-08-04,-6.9106
2017-08-07,-8.0786
2017-08-08,7.1259
2017-08-09,-0.2217
2017-08-10,-8.8889
2017-08-11,-5.3659
2017-08-14,-6.4433
2017-08-15,3.0303
2017-08-16,-2.4064
2017-08-17,9.0411
2017-08-18,3.0151
2017-08-21,-4.1463
2017-08-22,-5.598
2017-08-23,1.8868
2017-08-24,0.5291
2017-08-25,4.2105
2017-08-28,1.0101
2017-08-29,-3.25
2017-08-30,1.8062
2017-08-31,4.3174
2017-09-01,1.7032
2017-09-05,-7.6555
2017-09-06,5.9585
2017-09-07,-1.7115
2017-09-08,-0.2488
2017-09-11,3.99
2017-09-12,-0.4796
2017-09-13,2.8916
2017-09-14,-5.3864
2017-09-15,-3.9604
2017-09-18,-3.0928
2017-09-19,-1.3298
2017-09-20,0.0
2017-09-21,0.8086
2017-09-22,-0.8021
2017-09-25,-14.2857
2017-09-26,-11.3208
2017-09-27,-1.0638
2017-09-28,2.1505
2017-09-29,3.5088
2017-10-02,9.8271
2017-10-03,-0.9229
2017-10-04,-3.4268
2017-10-05,2.5806
2017-10-06,-2.8302
2017-10-09,-2.9126
2017-10-10,-3.0
2017-10-11,0.0
2017-10-12,-6.8729
2017-10-13,-6.2731
2017-10-16,-7.874
2017-10-17,-2.1368
2017-10-18,7.8603
2017-10-19,6.4777000000000005
2017-10-20,9.8859
2017-10-23,-6.9204
2017-10-24,0.3717
2017-10-25,-8.1481
2017-10-26,2.0161
2017-10-27,25.6917
2017-10-30,-0.6289
2017-10-31,1.5823
2017-11-01,-3.4268
2017-11-02,-18.7097
2017-11-03,-5.5556
2017-11-06,11.3445
2017-11-07,22.6415
2017-11-08,-2.1538
2017-11-09,-3.7736
2017-11-10,-6.2092
2017-11-13,0.6969
2017-11-14,-3.8062
2017-11-15,4.6763
2017-11-16,-3.4364
