ticker,BRSF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-03-19,3.4483
2020-03-26,0.0
2020-03-31,0.0
2020-04-01,0.3333
2020-04-06,-33.5548
2020-04-07,-10.0
2020-04-09,10.5556
2020-04-15,-44.7236
2020-04-20,-9.0909
2020-04-23,90.0
2020-04-24,-21.0526
2020-04-27,32.6667
2020-05-01,-5.0251
2020-05-07,-33.3333
2020-05-08,58.730199999999996
2020-05-13,-2.5
2020-05-15,-12.8205
2020-05-26,4.7059
2020-06-05,29.2135
2020-06-10,-21.7391
2020-06-12,24.4444
2020-06-15,-39.7321
2020-06-16,10.3704
2020-06-17,0.6711
2020-06-18,-10.0
2020-06-19,-3.7037
2020-06-23,33.8462
2020-06-24,0.0
2020-06-29,-22.4138
2020-06-30,8.8889
2020-07-01,0.0
2020-07-02,1.3605
2020-07-06,-2.6846
2020-07-07,0.0
2020-07-13,-10.3448
2020-07-15,3.8462
2020-07-16,3.7037
2020-07-17,0.0
2020-07-20,-21.4286
2020-07-21,-9.0909
2020-07-23,15.0
2020-07-27,21.7391
2020-07-28,-28.5714
2020-07-29,20.0
2020-07-30,-16.6667
2020-07-31,0.0
