ticker,BEDU US Equity
2017-10-10,-0.8889
2017-10-11,0.1495
2017-10-12,-3.3582
2017-10-13,2.7413
2017-10-16,5.2988
2017-10-17,-4.1756
2017-10-18,-9.46
2017-10-19,6.376
2017-10-20,1.6627999999999998
2017-10-23,-2.8148
2017-10-24,1.7612999999999999
2017-10-25,-6.8846
2017-10-26,-6.9806
2017-10-27,1.5986
2017-10-30,3.1469
2017-10-31,1.1017
2017-11-01,-1.2992
2017-11-02,0.7643
2017-11-03,1.1378
2017-11-06,2.0833
2017-11-07,-2.5305999999999997
2017-11-08,1.5074999999999998
2017-11-09,-13.2838
2017-11-10,1.7602
2017-11-13,2.8518
2017-11-14,2.0455
2017-11-15,0.6682
2017-11-16,1.3274
2017-11-17,-3.1004
2017-11-20,-5.0924
2017-11-21,-2.849
2017-11-22,0.2444
2017-11-24,-4.0956
2017-11-27,-7.3208
2017-11-28,1.3714
2017-11-29,1.2987
2017-11-30,-2.6709
2017-12-01,-3.8419
2017-12-04,-1.5411000000000001
2017-12-05,0.6377
2017-12-06,1.3249
2017-12-07,-0.398
2017-12-08,4.7945
2017-12-11,0.1634
2017-12-12,1.0875
2017-12-13,1.56
2017-12-14,-1.7479
2017-12-15,-3.9892
2017-12-18,1.7406000000000001
2017-12-19,-0.6071
2017-12-20,-0.0555
2017-12-21,2.8889
2017-12-22,-0.162
2017-12-26,-3.0287
2017-12-27,0.2231
2017-12-28,2.1703
2017-12-29,1.6885
2018-01-02,7.4987
2018-01-03,-0.2491
2018-01-04,1.0989
2018-01-05,3.1621
2018-01-08,-4.1188
2018-01-09,1.8481999999999998
2018-01-10,4.7082
2018-01-11,6.6042
2018-01-12,5.0527
2018-01-16,-9.5358
2018-01-17,-1.1558
2018-01-18,-6.174
2018-01-19,0.5484
2018-01-22,3.2226
2018-01-23,0.0
2018-01-24,-3.6984
2018-01-25,5.4364
2018-01-26,1.4664
2018-01-29,-1.5851
2018-01-30,-5.5424
2018-01-31,0.6018
2018-02-01,4.6361
2018-02-02,-3.859
2018-02-05,-5.5996
2018-02-06,-1.5748
2018-02-07,-1.2267000000000001
2018-02-08,-0.162
2018-02-09,-1.8388
2018-02-12,4.7934
2018-02-13,0.8412
2018-02-14,0.5214
2018-02-15,4.0456
2018-02-16,-2.4427
2018-02-20,1.2264
2018-02-21,1.161
2018-02-22,-1.1477
2018-02-23,1.7163
2018-02-26,-6.9975000000000005
2018-02-27,1.9744000000000002
2018-02-28,-5.2852
2018-03-01,0.0552
2018-03-02,2.1535
2018-03-05,-2.7027
2018-03-06,-1.2778
2018-03-07,-4.3331
2018-03-08,2.0588
2018-03-09,1.9020000000000001
2018-03-12,-0.1697
2018-03-13,0.17
2018-03-14,2.4321
2018-03-15,1.7118
2018-03-16,-2.443
2018-03-19,-0.6121
2018-03-20,0.4479
2018-03-21,-4.0691
2018-03-22,-6.7984
2018-03-23,-4.1147
2018-03-26,1.6255
2018-03-27,0.064
2018-03-28,1.9821
2018-03-29,-3.1975
2018-04-02,0.7124
2018-04-03,-1.0932
2018-04-04,0.0
2018-04-05,-1.8856000000000002
2018-04-06,0.5302
2018-04-09,2.6368
2018-04-10,0.7065
2018-04-11,0.6378
2018-04-12,2.4081
2018-04-13,-0.6807
2018-04-16,-0.3115
2018-04-17,-3.625
2018-04-18,1.6861000000000002
2018-04-19,1.4031
2018-04-20,-4.0881
2018-04-23,0.2623
2018-04-24,-4.7744
2018-04-25,-12.294
2018-04-26,4.4636
2018-04-27,4.6477
2018-04-30,0.2149
2018-05-01,3.2166
2018-05-02,-0.0693
2018-05-03,1.9404
2018-05-04,1.2916
2018-05-07,-1.2081
2018-05-08,1.8342
2018-05-09,-0.0667
2018-05-10,4.2056000000000004
2018-05-11,-1.9859
2018-05-14,3.268
2018-05-15,-1.5823
2018-05-16,1.2862
2018-05-17,17.7143
2018-05-18,9.1154
2018-05-21,-8.7988
2018-05-22,1.7886
2018-05-23,-0.852
2018-05-24,1.5038
2018-05-25,-1.2698
2018-05-29,-4.9303
2018-05-30,-0.6764
2018-05-31,1.4756
2018-06-01,3.2998
2018-06-04,-3.2485
2018-06-05,0.7275
2018-06-06,0.5556
2018-06-07,-1.0497
2018-06-08,3.9084
2018-06-11,-0.9135
2018-06-12,0.4881
2018-06-13,-2.7523
2018-06-14,-1.4428
2018-06-15,0.9572
2018-06-18,-0.6693
2018-06-19,-2.1898
2018-06-20,1.3203
2018-06-21,-1.6431
2018-06-22,-3.5714
2018-06-25,-3.7037
2018-06-26,1.799
2018-06-27,-3.6563
2018-06-28,0.8223
2018-06-29,4.3286999999999995
2018-07-02,0.7817
2018-07-03,-2.685
2018-07-05,-1.9007
2018-07-06,1.75
2018-07-09,0.3071
2018-07-10,-3.3068
2018-07-11,0.6966
2018-07-12,1.2579
2018-07-13,4.4719999999999995
2018-07-16,-3.6266
2018-07-17,0.7403
2018-07-18,1.1635
2018-07-19,-1.1501000000000001
2018-07-20,-3.1843
2018-07-23,1.4548
2018-07-24,-0.3741
2018-07-25,1.3767
2018-07-26,-1.2346
2018-07-27,-4.5
2018-07-30,0.1309
2018-07-31,-2.9412000000000003
2018-08-01,-1.1448
2018-08-02,4.3597
2018-08-03,-0.3264
2018-08-06,-4.5842
2018-08-07,-2.1963
2018-08-08,-0.9123
2018-08-09,3.8244
2018-08-10,-0.6139
2018-08-13,-22.4434
2018-08-14,6.2832
2018-08-15,2.9142
2018-08-16,4.1262
2018-08-17,-6.5268
2018-08-20,10.3907
2018-08-21,-1.7319
2018-08-22,1.0728
2018-08-23,-3.3359
2018-08-24,-2.902
2018-08-27,2.5848
2018-08-28,-2.3622
2018-08-29,0.4032
2018-08-30,-4.5783000000000005
2018-08-31,1.3468
2018-09-04,-1.2458
2018-09-05,-2.6071999999999997
2018-09-06,-2.3316
2018-09-07,0.7958
2018-09-10,-1.5789
2018-09-11,0.713
2018-09-12,2.4779
2018-09-13,2.418
2018-09-14,-0.0843
2018-09-17,-2.1097
2018-09-18,0.3448
2018-09-19,1.2887
2018-09-20,3.732
2018-09-21,6.3778
2018-09-24,-7.8401
2018-09-25,1.0842
2018-09-26,0.4125
2018-09-27,0.1643
2018-09-28,1.6407
2018-10-01,0.0807
2018-10-02,-9.9194
2018-10-03,-0.8057
2018-10-04,-6.4982
2018-10-05,-2.027
2018-10-08,-4.8276
2018-10-09,2.588
2018-10-10,-2.6236
2018-10-11,0.5181
2018-10-12,10.1031
2018-10-15,-2.0599
2018-10-16,5.7361
2018-10-17,0.9042
2018-10-18,-6.8995999999999995
2018-10-19,-2.1174
2018-10-22,3.6382
2018-10-23,-3.1309
2018-10-24,2.8404
2018-10-25,6.9524
2018-10-26,2.0481
2018-10-29,-1.9197
2018-10-30,5.605
2018-10-31,4.2123
2018-11-01,5.093
2018-11-02,-4.1538
2018-11-05,-3.451
2018-11-06,1.1638
2018-11-07,1.9721
2018-11-08,3.9484
2018-11-09,-2.3256
2018-11-12,2.6189999999999998
2018-11-13,0.1547
2018-11-14,-2.0077
2018-11-15,-16.7061
2018-11-16,2.3652
2018-11-19,-4.6211
2018-11-20,-1.1628
2018-11-21,0.8824
2018-11-23,-2.0408
2018-11-26,3.0754
2018-11-27,4.5236
2018-11-28,2.302
2018-11-29,-2.8803
2018-11-30,2.9657
2018-12-03,1.3501
2018-12-04,-3.6412
2018-12-06,0.9217
2018-12-07,-1.3699
2018-12-10,0.1852
2018-12-11,-0.1848
2018-12-12,1.6667
2018-12-13,-2.0947
2018-12-14,-3.5349
2018-12-17,1.4465
2018-12-18,-3.0418
2018-12-19,-3.5294
2018-12-20,-1.626
2018-12-21,-4.5455
2018-12-24,0.0
2018-12-26,0.1082
2018-12-27,0.0
2018-12-28,-0.3243
2018-12-31,-0.1085
2019-01-02,28.2302
2019-01-03,-12.5318
2019-01-04,6.8732
2019-01-07,2.3551
2019-01-08,-2.2124
2019-01-09,2.6244
2019-01-10,-1.5873
2019-01-11,2.4194
2019-01-14,-3.2371
2019-01-15,5.2441
2019-01-16,0.8591
2019-01-17,-2.0443
2019-01-18,-1.3913
2019-01-22,-1.0582
2019-01-23,0.2674
2019-01-24,-0.8889
2019-01-25,-2.87
2019-01-28,-1.7544
2019-01-29,-2.9135
2019-01-30,-0.6776
2019-01-31,-1.6569
2019-02-01,3.667
2019-02-04,1.8164
2019-02-05,6.8545
2019-02-06,-4.5694
2019-02-07,-1.5654
2019-02-08,-0.4677
2019-02-11,-2.0677
2019-02-12,1.2476
2019-02-13,-0.1896
2019-02-14,-1.5194999999999999
2019-02-15,-0.0964
2019-02-19,0.0
2019-02-20,4.3436
2019-02-21,3.1452
2019-02-22,1.3453
2019-02-25,0.9735
2019-02-26,0.0
2019-02-27,0.0
2019-02-28,-2.2787
2019-03-01,-0.4484
2019-03-04,-0.5405
2019-03-05,-3.0797
2019-03-06,-0.4673
2019-03-07,-2.6291
2019-03-08,-0.1929
2019-03-11,1.256
2019-03-12,-1.2405
2019-03-13,2.8019
2019-03-14,-1.9737
2019-03-15,-2.2052
2019-03-18,1.9607999999999999
2019-03-19,0.5769
2019-03-20,-1.434
2019-03-21,0.291
2019-03-22,-4.9323
2019-03-25,-0.4069
2019-03-26,0.6129
2019-03-27,-0.6091
2019-03-28,2.145
2019-03-29,3.4
2019-04-01,0.5803
2019-04-02,1.5385
2019-04-03,1.7992
2019-04-04,-0.5581
2019-04-05,-0.7484
2019-04-08,0.377
2019-04-09,0.939
2019-04-10,0.3721
2019-04-11,-0.3707
2019-04-12,-0.186
2019-04-15,3.6347
2019-04-16,6.295
2019-04-17,1.692
2019-04-18,-3.7438000000000002
2019-04-22,0.3457
2019-04-23,3.0146
2019-04-24,-0.1672
2019-04-25,-0.335
2019-04-26,0.0
2019-04-29,1.4285999999999999
2019-04-30,0.4143
2019-05-01,-0.33
2019-05-02,0.0828
2019-05-03,0.2481
2019-05-06,-1.5676999999999999
2019-05-07,-5.0293
2019-05-08,1.5004
2019-05-09,-2.4348
2019-05-10,-0.3565
2019-05-13,-5.0984
2019-05-14,4.2413
2019-05-15,-1.3562
2019-05-16,-1.7415
2019-05-17,-2.0522
2019-05-20,0.4762
2019-05-21,-1.6114000000000002
2019-05-22,-3.5645
2019-05-23,-2.6973000000000003
2019-05-24,-2.8747
2019-05-28,-0.2114
2019-05-29,0.0
2019-05-30,1.1653
2019-05-31,0.6283
2019-06-03,1.873
2019-06-04,-1.8386
2019-06-05,-0.9365
2019-06-06,-0.7353
2019-06-07,-1.0582
2019-06-10,1.0695000000000001
2019-06-11,4.0212
2019-06-12,-1.9329
2019-06-13,1.4523
2019-06-14,0.2045
2019-06-17,0.4082
2019-06-18,1.1179000000000001
2019-06-19,0.0
2019-06-20,3.3166
2019-06-21,-0.6809
2019-06-24,-1.4691
2019-06-25,0.0
2019-06-26,-1.5905
2019-06-27,0.8081
2019-06-28,-9.2184
2019-07-01,8.0574
2019-07-02,-0.715
2019-07-03,4.9383
2019-07-05,-0.1961
2019-07-08,1.3752
2019-07-09,-2.6163
2019-07-10,-1.592
2019-07-11,1.1122
2019-07-12,0.8
2019-07-15,0.1984
2019-07-16,-0.9901
2019-07-17,-3.6
2019-07-18,-0.4149
2019-07-19,-3.125
2019-07-22,7.3118
2019-07-23,-5.7114
2019-07-24,0.4251
2019-07-25,0.9524
2019-07-26,-1.2579
2019-07-29,-1.2739
2019-07-30,-0.5376
2019-07-31,-0.5405
2019-08-01,-0.5435
2019-08-02,-0.9836
2019-08-05,0.2208
2019-08-06,-1.5419
2019-08-07,-0.5593
2019-08-08,5.2868
2019-08-09,-3.7393
2019-08-12,-2.8857
2019-08-13,6.2857
2019-08-14,-3.6559
2019-08-15,1.3393
2019-08-16,3.304
2019-08-19,-2.5586
2019-08-20,2.2976
2019-08-21,-3.9572000000000003
2019-08-22,2.4499
2019-08-23,0.0
2019-08-26,-3.2609
2019-08-27,4.8315
2019-08-28,-4.6088000000000005
2019-08-29,2.809
2019-08-30,-2.5137
2019-09-03,-5.6054
2019-09-04,3.5629
2019-09-05,0.9174
2019-09-06,5.0
2019-09-09,3.8961
2019-09-10,0.625
2019-09-11,-3.7267
2019-09-12,0.2151
2019-09-13,1.5021
2019-09-16,1.9026999999999998
2019-09-17,-3.527
2019-09-18,2.3656
2019-09-19,1.9958
2019-09-20,-1.6478000000000002
2019-09-23,0.8377
2019-09-24,-0.9346
2019-09-25,5.0314
2019-09-26,-0.499
2019-09-27,-4.2126
2019-09-30,2.328
2019-10-01,0.0
2019-10-02,-2.0683
2019-10-03,0.8448
2019-10-04,2.9318999999999997
2019-10-07,-2.645
2019-10-08,-3.4483
2019-10-09,0.4329
2019-10-10,0.6466
2019-10-11,-0.8565
2019-10-14,1.6199
2019-10-15,-0.3188
2019-10-16,5.4371
2019-10-17,-4.4489
2019-10-18,-0.4233
2019-10-21,0.9564
2019-10-22,-5.4737
2019-10-23,5.6793
2019-10-24,0.1054
2019-10-25,-2.4211
2019-10-28,-1.726
2019-10-29,0.2195
2019-10-30,2.4096
2019-10-31,-2.1390000000000002
2019-11-01,-1.5301
2019-11-04,0.9989
2019-11-05,-0.7692
2019-11-06,1.1074
2019-11-07,-0.5476
2019-11-08,-1.3216
2019-11-11,1.7856999999999998
2019-11-12,-0.7675
2019-11-13,-2.3204000000000002
2019-11-14,-1.5836999999999999
2019-11-15,5.0575
2019-11-18,-2.5164
2019-11-19,4.3771
2019-11-20,-2.1505
2019-11-21,0.6593
2019-11-22,3.7118
2019-11-25,1.6842000000000001
2019-11-26,-1.0352
2019-11-27,-2.1967
2019-11-29,1.3904
2019-12-02,-0.8439
2019-12-03,-2.1277
2019-12-04,2.1739
2019-12-05,-3.4043
2019-12-06,-1.3216
2019-12-09,0.1116
2019-12-10,2.3411
2019-12-11,4.793
2019-12-12,-1.2474
2019-12-13,0.0
2019-12-16,-1.7894999999999999
2019-12-17,0.3215
2019-12-18,-0.5342
2019-12-19,0.0
2019-12-20,-0.1074
2019-12-23,-2.4731
2019-12-24,0.1103
2019-12-26,0.3304
2019-12-27,-1.5368
2019-12-30,-1.5608
2019-12-31,0.0
2020-01-02,-2.265
2020-01-03,-0.5794
2020-01-06,-1.8648
2020-01-07,3.3254
2020-01-08,5.7471
2020-01-09,-0.9783
2020-01-10,-2.7442
2020-01-13,4.9661
2020-01-14,-1.1828
2020-01-15,0.3264
2020-01-16,2.82
2020-01-17,0.211
2020-01-21,-2.6316
2020-01-22,-3.2432
2020-01-23,0.4469
2020-01-24,1.6684999999999999
2020-01-27,-1.7505
2020-01-28,-0.6682
2020-01-29,-0.7848
2020-01-30,-1.2429000000000001
2020-01-31,-1.8307
2020-02-03,1.9814
2020-02-04,-0.3429
2020-02-05,4.0138
2020-02-06,0.1103
2020-02-07,1.2115
2020-02-10,-1.5234
2020-02-11,0.5525
2020-02-12,-2.6374
2020-02-13,2.2573
2020-02-14,-2.3179
2020-02-18,1.4689
2020-02-19,-0.3341
2020-02-20,0.2235
2020-02-21,-0.1115
2020-02-24,-2.1205
2020-02-25,-3.3067
2020-02-26,1.0613
2020-02-27,-1.9837
2020-02-28,-3.3333
2020-03-02,2.4631
2020-03-03,-0.9615
2020-03-04,2.5484999999999998
2020-03-05,-0.8284
2020-03-06,-1.1933
2020-03-09,-3.8647
2020-03-10,-0.2513
2020-03-11,-1.0076
2020-03-12,-15.2672
2020-03-13,4.955
2020-03-16,-10.1574
2020-03-17,2.0701
2020-03-18,-3.1201
2020-03-19,-8.5346
2020-03-20,-1.9365999999999999
2020-03-23,2.5135
2020-03-24,8.2312
2020-03-25,3.3981
2020-03-26,1.7214
2020-03-27,-1.8462
2020-03-30,1.5674000000000001
2020-03-31,3.858
2020-04-01,-1.9316
2020-04-02,-0.4545
2020-04-03,-0.9132
2020-04-06,3.3794
2020-04-07,-2.526
2020-04-08,2.7439
2020-04-09,1.6320000000000001
2020-04-13,-1.8978000000000002
2020-04-14,2.0833
2020-04-15,-3.207
2020-04-16,-4.3675
2020-04-17,2.3622
2020-04-20,-0.9231
2020-04-21,-3.4161
2020-04-22,-1.7685
2020-04-23,0.982
2020-04-24,-1.6207
2020-04-27,5.1071
2020-04-28,1.0972
2020-04-29,3.4109
2020-04-30,1.1994
2020-05-01,-5.9259
2020-05-04,-3.1496
2020-05-05,2.2763999999999998
2020-05-06,-1.2719
2020-05-07,2.4154999999999998
2020-05-08,8.9623
2020-05-11,2.7417
2020-05-12,-7.3034
2020-05-13,3.7879
2020-05-14,0.438
2020-05-15,-1.5988
2020-05-18,1.3294000000000001
2020-05-19,1.895
2020-05-20,0.8584
2020-05-21,0.2837
2020-05-22,-2.8289
2020-05-26,8.1514
2020-05-27,1.8843
2020-05-28,-3.963
2020-05-29,0.5502
2020-06-01,2.5991999999999997
2020-06-02,-0.5333
2020-06-03,1.8767
2020-06-04,-1.7105000000000001
2020-06-05,4.6854
2020-06-08,9.8465
2020-06-09,-1.2806
2020-06-10,-4.8349
2020-06-11,-4.9566
2020-06-12,1.7601
2020-06-15,0.4484
2020-06-16,0.1276
2020-06-17,0.6369
2020-06-18,0.3797
2020-06-19,1.7654
2020-06-22,6.6914
2020-06-23,-5.2265
2020-06-24,-4.4118
2020-06-25,-0.3846
2020-06-26,-0.1287
2020-06-29,0.7732
2020-06-30,0.5115
2020-07-01,1.6539000000000001
2020-07-02,-1.3767
2020-07-06,3.6802
2020-07-07,4.0392
2020-07-08,-3.4118
2020-07-09,-0.609
2020-07-10,0.4902
2020-07-13,0.7317
2020-07-14,-0.7264
2020-07-15,2.8049
2020-07-16,-0.7117
2020-07-17,-3.3453
2020-07-20,1.6069
2020-07-21,5.8394
2020-07-22,-2.2989
2020-07-23,-8.3529
2020-07-24,-2.1823
2020-07-27,0.0
2020-07-28,-3.4777
2020-07-29,1.2916
2020-07-30,-2.0134
2020-07-31,-1.6438000000000001
