ticker,SBBI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-09-19,1.0
2007-10-03,0.0
2007-10-09,-1.6832
2007-10-31,1.712
2007-11-05,-5.9406
2007-11-06,5.2632
2007-12-03,1.0
2007-12-12,0.0
2007-12-19,0.0
2008-02-28,0.0
2008-04-04,-0.9901
2008-04-07,1.0
2008-04-30,-0.9901
2008-05-08,1.0
2008-08-20,-4.9505
2008-08-21,4.1667
2008-09-15,1.0
2008-11-05,-10.8911
2008-12-29,0.0
2008-12-31,0.0
2009-01-05,-1.1111
2009-01-09,6.7416
2009-01-15,-5.2632
2009-03-30,0.0
2009-04-01,0.0
2009-05-12,0.0
2009-10-01,0.0
2009-10-26,-5.5556
2009-12-30,4.7059
2010-01-04,0.0
2010-01-25,0.0
2010-01-26,0.0
2010-02-12,-5.618
2010-03-04,0.0
2010-03-10,0.0
2010-03-11,7.1429
2010-03-22,0.0
2010-04-05,-1.1111
2010-04-28,1.1236
2010-07-07,-4.4444
2010-10-07,0.0
2010-10-08,0.0
2010-10-15,-1.1628
2010-11-11,0.0
2010-11-19,0.0
2010-12-07,0.0
2010-12-22,0.0
2010-12-28,0.0
2011-01-12,-5.8824
2011-01-31,3.75
2011-02-08,0.0
2011-03-02,2.4096
2011-05-20,-17.647100000000002
2011-05-23,0.0
2012-03-14,-11.4286
2012-03-21,0.0
2012-06-12,-16.129
2012-06-26,-17.3077
2012-07-10,-9.3023
2012-08-01,-9.7179
2012-09-13,-6.2198
2012-11-23,-3.089
2013-02-01,-7.1563
2013-02-04,-0.5049
2014-06-17,-8.6604
2014-07-31,5.5556
2014-09-16,3.5088
2014-11-05,3.3898
2015-01-23,-0.8197
2015-02-18,-1.8182
2015-03-23,1.1785
2015-05-20,0.6656
2015-05-21,9.9174
2015-06-25,5.2632
2016-03-04,22.8571
2016-04-18,4.6512
2016-05-09,4.4444
2016-11-29,6.383
2017-04-12,16.0
2018-10-31,57.2833
2019-02-08,-0.6963
2019-05-03,0.4503
2019-08-01,-11.038
2019-09-20,0.7696
2019-10-09,3.5599
2019-10-30,0.0
2019-11-26,10.0
2020-01-21,8.4351
2020-01-27,15.7895
2020-02-13,13.6364
2020-02-26,-3.616
2020-03-09,-30.2789
2020-03-17,0.4762
2020-04-03,-1.4762
2020-04-21,-20.7347
2020-05-04,0.0
2020-06-04,6.4024
2020-07-20,-8.3573
2020-07-23,-0.9434
