ticker,RGCO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.2727
2000-01-04,0.0
2000-01-05,0.0
2000-01-06,-6.3953
2000-01-07,1.8634
2000-01-10,-1.8293
2000-01-11,0.0
2000-01-12,5.7143
2000-01-13,2.3810000000000002
2000-01-14,-2.907
2000-01-18,-1.1976
2000-01-19,1.8182
2000-01-20,-1.7856999999999998
2000-01-21,0.0
2000-01-24,4.2424
2000-01-26,2.3256
2000-01-28,0.0
2000-01-31,-2.2727
2000-02-01,4.6512
2000-02-02,-2.2222
2000-02-03,-3.4091
2000-02-04,-0.5882
2000-02-07,4.142
2000-02-10,-1.1364
2000-02-11,-2.2989
2000-02-14,2.3529
2000-02-15,-2.2989
2000-02-16,2.3529
2000-02-17,0.0
2000-02-18,2.8736
2000-02-22,-2.7933
2000-02-28,-5.1724
2000-02-29,3.6364
2000-03-01,-1.7544
2000-03-02,-4.7619
2000-03-03,-0.625
2000-03-06,0.3145
2000-03-07,2.5078
2000-03-08,1.5291000000000001
2000-03-09,-1.506
2000-03-10,0.0
2000-03-14,0.0
2000-03-15,0.0
2000-03-22,-1.2232
2000-03-23,-0.6192
2000-03-28,0.0
2000-03-29,-1.5575999999999999
2000-03-30,5.0633
2000-04-03,-4.8193
2000-04-04,-3.7975
2000-04-05,1.9737
2000-04-06,-1.2903
2000-04-07,6.5359
2000-04-10,1.227
2000-04-11,2.4242
2000-04-14,-1.6787
2000-04-17,-2.439
2000-04-18,-8.75
2000-04-19,4.1096
2000-04-20,-0.6579
2000-04-25,-1.9868000000000001
2000-04-27,2.7027
2000-05-01,0.0
2000-05-03,2.6316
2000-05-08,-3.8462
2000-05-10,0.0
2000-05-11,1.3333
2000-05-12,-3.9474
2000-05-15,2.7397
2000-05-16,-2.0
2000-05-17,1.3605
2000-05-18,-0.6711
2000-05-19,-1.3514
2000-05-22,1.3699
2000-05-23,-2.027
2000-05-24,-0.6897
2000-05-25,-2.7778
2000-05-26,0.0
2000-05-31,-2.1429
2000-06-01,3.6496
2000-06-02,4.2254
2000-06-05,0.0
2000-06-06,1.3514
2000-06-08,-5.3333
2000-06-13,4.9296
2000-06-14,2.0134
2000-06-15,-3.9474
2000-06-16,0.0
2000-06-19,4.1096
2000-06-22,-3.2895
2000-06-23,-0.3401
2000-06-26,-1.7065000000000001
2000-06-27,0.0
2000-06-28,-3.4722
2000-06-29,1.4388
2000-06-30,0.0
2000-07-03,0.0
2000-07-05,-1.4184
2000-07-07,0.7194
