ticker,VTGN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-06-22,6.1224
2011-06-23,-4.6154
2011-06-24,0.0
2011-06-27,3.2258
2011-06-28,1.5625
2011-06-29,0.0
2011-07-05,-0.3846
2011-07-15,0.3861
2011-07-21,0.0
2011-07-22,-3.8462
2011-08-10,-16.0
2011-08-15,-14.2857
2011-08-24,25.0
2011-08-29,-8.8889
2011-08-30,4.878
2011-08-31,4.186
2011-09-01,0.4464
2011-09-02,4.4444
2011-09-06,0.0
2011-09-07,0.0
2011-09-08,2.1277
2011-09-14,5.8333
2011-09-15,1.5748
2011-09-16,0.0
2011-09-19,-1.1628
2011-09-22,1.1764999999999999
2011-09-23,0.3876
2011-09-26,-3.4749
2011-09-27,3.2
2011-09-28,0.7752
2011-09-29,-0.3846
2011-10-04,0.3861
2011-10-05,1.9231
2011-10-06,1.5093999999999999
2011-10-07,0.3717
2011-10-10,0.0
2011-10-11,-4.8148
2011-10-12,5.0584
2011-10-13,0.7407
2011-10-14,0.7353
2011-10-17,0.0
2011-10-18,-1.4599
2011-10-19,1.8519
2011-10-20,0.0
2011-10-21,-3.6364
2011-10-24,5.6604
2011-10-25,0.0
2011-10-26,0.0
2011-10-27,3.5714
2011-10-28,1.7241
2011-11-01,1.6949
2011-11-02,3.3333
2011-11-03,0.0
2011-11-04,-3.2258
2011-11-07,0.0
2011-11-08,0.0
2011-11-09,3.3333
2011-11-10,0.0
2011-11-11,0.0
2011-11-14,0.0
2011-11-15,0.0
2011-11-16,0.0
2011-11-17,-1.6129
2011-11-18,-1.6393
2011-11-21,-5.0
2011-11-22,1.7544
2011-11-23,1.7241
2011-11-28,0.0
2011-11-29,-1.6949
2011-11-30,0.0
2011-12-01,0.0
2011-12-02,0.0
2011-12-05,0.0
2011-12-06,0.0
2011-12-07,3.4483
2011-12-08,-1.6667
2011-12-09,0.0
2011-12-12,1.6949
2011-12-13,-0.6667
2011-12-14,0.0
2011-12-15,0.0
2011-12-16,0.0
2011-12-19,0.3356
2011-12-20,-1.6722000000000001
2011-12-21,1.0204
2011-12-22,1.0101
2011-12-23,-0.3333
2011-12-27,0.3344
2011-12-28,0.0
2011-12-29,1.6667
2011-12-30,0.0
2012-01-03,1.6393
2012-01-04,1.6129
2012-01-05,0.0
2012-01-06,0.0
2012-01-09,-1.5873
2012-01-10,0.0
2012-01-11,-3.2258
2012-01-12,3.3333
2012-01-13,-3.2258
2012-01-17,3.3333
2012-01-18,0.0
2012-01-19,0.0
