ticker,FLES US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-01-27,0.0
2010-02-01,5.2632
2010-02-16,0.0
2010-02-17,0.0
2010-02-18,0.0
2010-02-19,0.0
2010-02-22,0.0
2010-02-23,0.0
2010-02-24,0.0
2010-02-25,0.0
2010-02-26,3.3
2010-03-01,1.6457000000000002
2010-03-02,1.9048
2010-03-03,50.4673
2010-03-04,26.087
2010-03-05,14.7783
2010-03-08,-17.5966
2010-03-09,-32.2917
2010-03-10,19.2308
2010-03-11,2.5806
2010-03-12,-0.6289
2010-03-15,-3.7975
2010-03-16,-1.3158
2010-03-17,0.0
2010-03-18,4.6667
2010-03-19,-4.4586
2010-03-22,-9.3333
2010-03-23,9.5588
2010-03-24,-6.0403
2010-03-25,7.1429
2010-03-26,-1.3333
2010-03-29,-2.027
2010-03-30,2.7586
2010-03-31,0.0
2010-04-01,0.0
2010-04-05,0.6711
2010-04-06,-2.0
2010-04-07,1.3605
2010-04-08,-0.6711
2010-04-09,0.6757
2010-04-12,-4.698
2010-04-13,-4.2254
2010-04-14,3.6765
2010-04-15,4.9645
2010-04-16,-6.7568
2010-04-19,5.0725
2010-04-20,1.0345
2010-04-21,0.3413
2010-04-22,5.4422
2010-04-23,16.7742
2010-04-26,-8.8398
2010-04-27,-4.2424
2010-04-28,1.8987
2010-04-29,-5.5901
2010-04-30,-7.8947
2010-05-03,14.2857
2010-05-04,-3.75
2010-05-06,-5.8442
2010-05-07,10.3448
2010-05-10,43.75
2010-05-11,-21.7391
2010-05-12,3.3333
2010-05-13,7.5269
2010-05-14,1.0
2010-05-17,-15.8416
2010-05-18,-28.2353
2010-05-19,-8.1967
2010-05-20,-6.25
2010-05-21,-9.5238
2010-05-24,-12.6316
2010-05-25,37.3494
2010-05-26,0.8772
2010-05-27,-17.3913
2010-05-28,10.526299999999999
2010-06-01,8.5714
2010-06-02,-6.1404
2010-06-03,6.5421
2010-06-04,-15.7895
2010-06-07,1.0417
2010-06-08,1.0309
2010-06-09,6.1224
2010-06-10,-2.8846
2010-06-11,8.9109
2010-06-14,-7.2727
2010-06-15,0.0
2010-06-16,0.9804
2010-06-17,-2.9126
2010-06-18,1.0
2010-06-21,-10.7921
2010-06-22,0.9989
2010-06-23,0.0
2010-06-24,-1.0989
2010-06-25,0.0
2010-06-28,0.0
2010-06-29,-6.6667
2010-06-30,-8.3333
2010-07-01,-3.8961
2010-07-02,-1.3514
2010-07-06,-10.9589
2010-07-07,0.0
2010-07-08,-10.7692
