ticker,TIG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-07-16,3.4
2020-07-17,7.6725
2020-07-20,1.7964
2020-07-21,-1.0
2020-07-22,-1.9607999999999999
2020-07-23,-1.5758
2020-07-24,-1.3547
2020-07-27,-1.8727
2020-07-28,-2.8626
2020-07-29,2.4885
2020-07-30,-2.0447
2020-07-31,1.7612999999999999
