ticker,CRBP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-10-29,0.0
2014-10-30,0.0
2014-11-04,0.0
2014-11-11,0.0
2014-11-12,0.0
2014-11-13,50.0
2014-11-14,-22.2222
2014-11-17,-7.1429
2014-11-18,0.0
2014-11-19,-3.0769
2014-11-20,4.7619
2014-11-21,-6.0606
2014-11-24,-4.8387
2014-11-25,1.6949
2014-11-26,1.6667
2014-11-28,-1.6393
2014-12-01,33.3333
2014-12-02,-10.25
2014-12-03,-5.2925
2014-12-04,-7.3529
2014-12-05,57.1429
2014-12-08,-19.3939
2014-12-09,0.2506
2014-12-10,-2.5
2014-12-11,0.0
2014-12-12,-5.1282
2014-12-15,0.0
2014-12-16,-2.7027
2014-12-17,-6.1111
2014-12-18,6.5089
2014-12-19,-8.3333
2014-12-22,-9.0909
2014-12-23,0.0
2014-12-24,-8.3333
2014-12-26,-1.0909
2014-12-29,2.5735
2014-12-30,2.1505
2014-12-31,4.9123
2015-01-02,-5.0167
2015-01-05,-4.5775
2015-01-06,3.321
2015-01-07,3.5714
2015-01-08,0.0
2015-01-09,3.7931
2015-01-12,-8.6379
2015-01-13,-2.1818
2015-01-14,-5.2045
2015-01-15,3.9215999999999998
2015-01-16,-7.5472
2015-01-20,-8.1633
2015-01-21,-11.1111
2015-01-22,10.0
2015-01-23,1.8182
2015-01-26,-1.7856999999999998
2015-01-27,11.3636
2015-01-28,-9.7959
2015-01-29,-1.0549
2015-01-30,-3.9643
2015-02-02,-0.4762
2015-02-03,-3.3493
2015-02-04,6.4356
2015-02-05,-4.7849
2015-02-06,0.3236
2015-02-09,2.7389
2015-02-10,-0.4739
2015-02-11,0.0
2015-02-12,4.7619
2015-02-13,-3.6364
2015-02-17,2.8302
2015-02-18,-3.6696999999999997
2015-02-19,3.8095
2015-02-20,-1.3761
2015-02-23,0.9302
2015-02-24,-2.3041
2015-02-25,-4.717
2015-02-26,23.7624
2015-02-27,0.0
2015-03-02,-0.4
2015-03-03,6.4257
2015-03-04,9.434
2015-03-05,6.8966
2015-03-06,-3.2258
2015-03-09,2.85
2015-03-10,-1.1505
2015-03-11,0.0
2015-03-12,-1.6393
2015-03-13,2.6667
2015-03-16,-0.974
2015-03-17,-1.6393
2015-03-18,-0.4
2015-03-19,0.0669
2015-03-20,0.0
2015-03-23,-8.0268
2015-03-24,0.9455
2015-03-25,0.4323
2015-03-26,-0.6456
2015-03-27,0.0
2015-03-30,3.9711
2015-03-31,-2.4306
2015-04-01,3.2028
