ticker,RGLG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-01-15,5.2632
2008-01-16,1.6667
2008-01-17,0.0
2008-01-18,0.0
2008-01-23,0.0
2008-01-29,0.0
2008-01-31,0.0
2008-02-19,0.0
2008-03-06,0.0
2008-03-20,1.6393
2008-03-24,-1.6129
2008-04-01,-6.5574
2008-04-02,22.807
2008-04-03,-5.7143
2008-04-08,-1.5152
2008-04-15,-6.1538
2008-05-05,-4.918
2008-05-07,10.3448
2008-05-15,6.25
2008-05-16,2.2059
2008-05-19,2.1583
2008-05-20,0.0
2008-05-21,2.8169
2008-05-22,0.0
2008-05-23,0.0
2008-05-28,8.2192
2008-05-29,-2.5316
2008-05-30,1.2987
2008-06-02,1.2821
2008-06-03,-1.2658
2008-06-04,-1.2821
2008-06-05,0.0
2008-06-06,0.0
2008-06-10,0.0
2008-06-11,1.2987
2008-06-12,1.2821
2008-06-13,-1.2658
2008-06-17,0.0
2008-06-18,0.0
2008-06-20,0.0
2008-06-23,0.0
2008-06-24,2.5641
2008-06-25,0.0
2008-06-26,0.0
2008-06-27,0.0
2008-07-01,1.25
2008-07-02,-1.2346
2008-07-16,6.25
2008-07-22,3.5294
2008-07-23,2.2727
2008-07-24,4.4444
2008-07-29,1.0638
2008-07-30,3.1579
2008-07-31,0.0
2008-08-01,0.0
2008-08-04,0.0
2008-08-05,4.0816
2008-08-06,0.0
2008-08-07,0.0
2008-08-08,-1.9607999999999999
2008-08-13,5.0
2008-08-14,0.0
2008-08-15,-0.9524
2008-08-18,1.9231
2008-08-20,-0.9434
2008-08-21,0.0
2008-08-22,-0.9524
2008-08-27,0.0
2008-08-28,0.9615
2008-09-04,-0.9524
2008-09-09,0.0
2008-09-10,-2.8846
2008-09-11,1.9802
2008-09-12,0.0
2008-09-17,-4.8544
2008-09-18,0.0
2008-09-19,-3.0612
2008-09-22,-4.2105
2008-09-24,-13.1868
2008-09-25,-1.2658
2008-09-29,0.0
2008-10-08,-3.8462
2008-10-09,0.0
2008-10-10,2.6667
2008-10-15,-1.2987
2008-10-24,-7.8947
2008-10-28,1.4285999999999999
2008-10-29,-5.6338
2008-11-03,-7.4627
2008-11-04,16.129
2008-11-05,4.1667
2008-11-06,-6.6667
2008-11-07,8.5714
2008-11-11,-5.2632
2008-11-12,0.0
2008-11-13,4.1667
2008-11-14,6.6667
2008-11-17,5.0
2008-11-18,-4.7619
2008-11-19,5.0
2008-11-20,0.0
2008-11-21,-10.7143
2008-11-24,-9.3333
