ticker,EMPO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-08-25,24.0
2011-08-29,0.8065
2011-09-01,0.0
2011-09-16,0.0
2011-09-19,-4.0
2011-09-20,0.0
2011-09-21,4.1667
2011-09-23,-4.0
2011-09-29,4.1667
2011-10-03,0.0
2011-10-04,-0.8
2011-10-06,0.8065
2011-10-07,0.0
2011-10-10,0.0
2011-10-12,0.0
2011-10-21,0.0
2011-10-31,0.0
2011-11-03,0.0
2011-11-04,0.0
2011-11-08,0.0
2011-11-09,0.0
2011-11-11,0.0
2011-11-14,0.0
2011-11-15,0.0
2011-11-16,0.0
2011-11-17,0.0
2011-11-18,0.0
2011-11-21,-1.6
2011-11-22,1.626
2011-11-23,0.0
2011-11-28,-0.8
2011-11-30,0.8065
2011-12-01,-8.0
2011-12-02,8.6957
2011-12-05,0.0
2011-12-06,0.0
2011-12-07,-2.4
2011-12-08,2.459
2011-12-09,-0.8
2011-12-12,0.8065
2011-12-13,-2.4
2011-12-14,-1.6393
2011-12-15,-4.1667
2011-12-16,8.6957
2011-12-19,-2.4
2011-12-20,-5.7377
2011-12-21,0.0
2011-12-22,0.0
2011-12-23,0.0
2011-12-27,8.6957
2011-12-28,-8.0
2011-12-30,4.3478
2012-01-03,-3.3333
2012-01-04,-0.8621
2012-01-05,8.6957
2012-01-24,-8.0
2012-01-25,0.0
2012-02-01,0.0
2012-02-02,0.0
2012-02-03,4.3478
2012-02-09,-4.1667
2012-02-14,4.3478
2012-02-16,-4.1667
2012-02-21,0.0
2012-02-22,0.0
2012-02-23,0.0
2012-02-29,0.0
2012-03-02,0.0
2012-03-05,0.0
2012-03-07,0.8696
2012-03-08,0.8621
2012-03-12,-1.7094
2012-03-19,1.7391
2012-03-23,0.0
2012-03-26,-1.7094
2012-03-27,1.7391
2012-03-28,-1.7094
2012-04-02,3.4783
2012-04-05,5.042
2012-04-09,0.0
2012-04-10,0.0
2012-04-11,-2.4
2012-04-12,-1.6393
2012-04-13,-4.1667
2012-04-16,0.0
2012-04-18,0.0
2012-04-19,0.0
2012-04-20,4.3478
2012-04-25,-4.1667
2012-04-26,0.0
2012-04-30,8.6957
2012-05-01,-0.8
2012-05-02,0.0
2012-05-03,0.3226
2012-05-04,0.4823
2012-05-07,-2.4
2012-05-08,1.6393
2012-05-09,2.4194
2012-05-10,0.7874
2012-05-11,-17.9688
2012-05-14,-4.7619
2012-05-15,22.0
2012-05-16,-5.7377
2012-05-17,4.3478
2012-05-18,-14.1667
