ticker,SATS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-01-02,73.0749
2008-01-03,8.9291
2008-01-04,-0.7042
2008-01-07,-4.2837
2008-01-08,-5.1571
2008-01-09,0.625
2008-01-10,-3.9752
2008-01-11,1.5524
2008-01-14,-3.8217
2008-01-15,-0.9934
2008-01-16,-1.3378
2008-01-17,-1.8305
2008-01-18,-0.6906
2008-01-22,-0.1391
2008-01-23,0.2786
2008-01-24,1.9444
2008-01-25,2.2139
2008-01-28,-3.1989
2008-01-29,-2.685
2008-01-30,0.2476
2008-01-31,3.1052
2008-02-01,6.2628
2008-02-04,0.5797
2008-02-05,0.2562
2008-02-06,-0.6388
2008-02-07,-0.6107
2008-02-08,3.7516
2008-02-11,8.6658
2008-02-12,0.3155
2008-02-13,4.3751999999999995
2008-02-14,10.0274
2008-02-15,-0.0249
2008-02-19,-5.33
2008-02-20,2.3415
2008-02-21,-3.2134
2008-02-22,-2.417
2008-02-25,1.4154
2008-02-26,4.9114
2008-02-27,-0.8698
2008-02-28,0.9806
2008-02-29,2.3767
2008-03-03,-3.4698
2008-03-04,-0.0517
2008-03-05,0.0259
2008-03-06,-0.7501
2008-03-07,0.86
2008-03-10,-5.2972
2008-03-11,-4.5839
2008-03-12,0.0572
2008-03-13,-2.2292
2008-03-14,-2.5139
2008-03-17,-3.2684
2008-03-18,-2.5418
2008-03-19,-5.1209
2008-03-20,4.0563
2008-03-24,-2.8673
2008-03-25,1.2934999999999999
2008-03-26,-0.4584
2008-03-27,-2.1711
2008-03-28,1.5131000000000001
2008-03-31,-2.153
2008-04-01,2.2004
2008-04-02,0.795
2008-04-03,3.3191
2008-04-04,-0.6679
2008-04-07,-2.0493
2008-04-08,-2.6151999999999997
2008-04-09,-3.9275
2008-04-10,0.0699
2008-04-11,-0.9427
2008-04-14,0.2115
2008-04-15,-0.4924
2008-04-16,0.9191
2008-04-17,2.4518
2008-04-18,1.2650000000000001
2008-04-21,-0.3038
2008-04-22,-3.488
2008-04-23,0.0351
2008-04-24,3.4725
2008-04-25,0.8475
2008-04-28,2.4202
2008-04-29,1.4112
2008-04-30,0.6796
2008-05-01,2.1858
2008-05-02,-0.0944
2008-05-05,-2.1096
2008-05-06,2.1872
2008-05-07,-1.8256000000000001
2008-05-08,-0.2886
2008-05-09,-1.5756000000000001
2008-05-12,3.0382
2008-05-13,-0.2219
2008-05-14,5.2749
2008-05-15,1.8714
2008-05-16,0.0
2008-05-19,5.6296
2008-05-20,-2.777
