ticker,APVNF US Equity
2007-12-11,-5.1367
2007-12-12,0.9213
2007-12-13,-6.6013
2007-12-14,11.4295
2007-12-17,-5.048
2007-12-19,-2.9536
2007-12-20,4.3321
2007-12-21,6.3059
2007-12-27,18.4114
2007-12-28,4.1935
2007-12-31,-1.8739
2008-01-02,-0.6872
2008-01-03,-7.5121
2008-01-04,-4.4181
2008-01-07,1.8841
2008-01-08,-2.3291
2008-01-09,-10.9296
2008-01-10,-9.0574
2008-01-11,14.8387
2008-01-14,5.6492
2008-01-15,-0.4943
2008-01-16,-8.8508
2008-01-17,-2.7991
2008-01-22,-5.6256
2008-01-23,-2.0793
2008-01-24,2.7577
2008-01-25,-5.6525
2008-01-28,-1.8667
2008-01-29,1.6812
2008-01-30,0.3706
2008-02-01,0.142
2008-02-04,10.0681
2008-02-06,-12.3068
2008-02-07,-6.2695
2008-02-12,6.4577
2008-02-13,2.2011
2008-02-14,-4.5163
2008-02-19,-1.4974
2008-02-20,-2.6881
2008-02-21,-1.6644999999999999
2008-02-22,0.5402
2008-02-26,11.4428
2008-02-27,-0.8179
2008-03-03,-9.5459
2008-03-04,-2.082
2008-03-05,-1.8010000000000002
2008-03-06,-4.579
2008-03-07,-7.4627
2008-03-10,1.5473
2008-03-11,1.713
2008-03-12,7.4947
2008-03-13,-2.69
2008-03-14,-1.9572
2008-03-17,-7.2149
2008-03-18,-0.7728
2008-03-20,-2.2692
2008-03-24,15.1515
2008-03-25,42.5154
2008-03-26,-6.307
2008-03-27,-1.3053
2008-03-28,-0.2075
2008-03-31,-2.079
2008-04-01,-1.9374
2008-04-03,-2.3342
2008-04-04,25.2511
2008-04-07,0.6637
2008-04-08,-4.6154
2008-04-09,18.4562
2008-04-10,0.1556
2008-04-11,-5.4185
2008-04-14,2.3819
2008-04-15,-3.9987
2008-04-16,4.6954
2008-04-17,-8.5406
2008-04-18,8.6099
2008-04-21,-7.385
2008-04-22,-2.6489000000000003
2008-04-23,-6.9125
2008-04-25,6.7646
2008-04-28,-0.454
2008-04-29,-3.8876
2008-05-01,10.8781
2008-05-02,-2.7895
2008-05-05,-6.2174
2008-05-07,0.3303
2008-05-08,0.6873
2008-05-09,-3.8234
2008-05-12,-2.6572
2008-05-13,-3.9215999999999998
2008-05-14,6.5561
2008-05-16,-4.1657
2008-05-20,6.695
2008-05-21,-1.5219
2008-05-22,2.758
2008-05-23,-0.2632
2008-05-27,0.4437
2008-05-28,-4.7751
2008-05-29,-8.2222
2008-05-30,8.0272
2008-06-02,-0.7767
2008-06-03,-6.9527
2008-06-04,-10.6717
2008-06-05,4.442
2008-06-06,2.1301
2008-06-09,-8.4538
2008-06-10,-3.0984
2008-06-11,4.7844999999999995
2008-06-12,12.3256
2008-06-13,-1.7745
2008-06-16,-4.8265
2008-06-17,-0.4843
2008-06-18,-5.7257
2008-06-19,-2.5129
2008-06-20,0.3037
2008-06-23,1.5217
2008-06-24,-2.8754999999999997
2008-06-27,-6.6142
2008-06-30,2.7108
2008-07-02,-4.552
2008-07-03,-8.248
2008-07-07,-1.1999
2008-07-08,-12.9032
2008-07-09,7.854
2008-07-14,-7.6457
2008-07-15,-3.9808
2008-07-16,-3.508
2008-07-17,14.3532
2008-07-18,12.5103
2008-07-21,9.6881
2008-07-22,-1.2504
2008-07-23,0.5802
2008-07-24,-12.8716
2008-07-25,-3.9675000000000002
2008-07-28,10.9601
2008-07-29,-2.4308
2008-07-30,8.2458
2008-07-31,0.7558
2008-08-06,-8.8178
2008-08-07,-6.6324
2008-08-08,1.8822999999999999
2008-08-12,2.1521
2008-08-13,-2.1837
2008-08-14,1.2195
2008-08-15,-0.6461
2008-08-18,0.4694
2008-08-19,-5.6991
2008-08-20,5.9455
2008-08-21,5.3098
2008-08-22,-1.6143999999999998
2008-08-25,-5.5903
2008-08-26,-5.0498
2008-08-27,4.0019
2008-09-02,-1.8407
2008-09-03,-0.8323
2008-09-08,-12.506499999999999
2008-09-12,3.6949
2008-09-15,-11.8319
2008-09-16,-1.8653
2008-09-19,7.2862
2008-09-23,-1.2303
2008-09-25,-1.0962
2008-09-26,-2.0655
2008-10-01,-11.2783
2008-10-02,-5.8994
2008-10-03,-7.5786
2008-10-06,-26.8833
2008-10-07,13.0613
2008-10-09,-2.9032
2008-10-14,13.7043
2008-10-15,-12.3448
2008-10-23,-24.8646
2008-10-28,-8.3876
2008-10-29,17.7058
2008-10-30,2.2371
2008-10-31,-7.6459
2008-11-03,21.1329
2008-11-04,29.1367
2008-11-05,-9.3315
2008-11-06,-1.7665
2008-11-10,-1.036
2008-11-12,-28.5009
2008-11-13,-35.3591
2008-11-14,9.4017
2008-11-17,-6.25
2008-11-18,-20.8333
2008-11-20,7.3684
2008-11-21,-3.5294
2008-11-24,19.563
2008-11-26,17.9771
2008-11-28,12.1037
2008-12-01,-7.5835
2008-12-04,27.6773
2008-12-10,-1.7429000000000001
2008-12-18,-7.5111
2008-12-22,-13.4552
2008-12-30,18.9751
2008-12-31,-0.1164
2009-01-02,6.0606
2009-01-05,4.8352
2009-01-06,0.2752
2009-01-07,-2.156
2009-01-08,-8.800699999999999
2009-01-13,-14.4824
2009-01-28,-6.3870000000000005
2009-01-30,-4.0059
2009-02-04,-27.077
2009-02-05,4.3115
2009-02-06,9.018
2009-02-10,6.4338
2009-02-11,-3.8644
2009-02-20,-20.9522
2009-02-23,7.9545
2009-02-24,-3.2895
2009-02-25,-6.449
2009-02-27,6.6318
2009-03-05,-14.4572
2009-03-09,-11.4158
2009-03-16,-6.4075
2009-03-18,38.4615
2009-03-19,22.8889
2009-03-24,-2.3508
2009-03-25,30.625
2009-03-26,28.5309
2009-03-27,-23.2731
2009-04-02,0.6289
2009-04-03,9.4286
2009-04-08,-10.7866
2009-04-13,16.6636
2009-04-15,2.8536
2009-04-16,9.3598
2009-04-17,18.6786
2009-04-20,-15.9032
2009-04-21,-5.3911
2009-04-27,6.0526
2009-04-29,2.3385
2009-04-30,-18.716
2009-05-01,-5.087
2009-05-05,21.6855
2009-05-06,-7.5051
2009-05-08,-1.2061
2009-05-11,-3.5991999999999997
2009-05-12,4.7368
2009-05-19,-3.0622
2009-05-27,0.4374
2009-05-28,-2.629
2009-06-01,-1.143
2009-06-05,0.2681
2009-06-11,7.1858
2009-07-06,-22.7159
2009-07-07,-3.6917
2009-07-13,-1.6339000000000001
2009-07-15,-0.5111
2009-07-16,-3.0822
2009-07-21,17.9549
2009-07-22,-4.7931
2009-07-23,8.8692
2009-07-27,5.4552
2009-07-29,-5.31
2009-08-04,5.6078
2009-08-06,-4.3508
2009-08-07,12.1777
2009-08-13,-20.3065
2009-08-14,0.8013
2009-08-18,1.5897999999999999
2009-08-24,-5.4773
2009-09-02,-7.2848
2009-09-04,0.0
2009-09-09,0.8929
2009-09-11,10.4425
2009-09-21,-11.1779
2009-09-22,2.6612999999999998
2009-09-23,1.0545
2009-09-25,29.5
2009-09-28,-8.4606
2009-09-30,-3.9061
2009-10-09,3.0534
2009-10-13,18.9074
2009-10-15,-4.9369
2009-10-19,6.8152
2009-10-20,2.8528000000000002
2009-10-23,-6.7104
2009-10-28,-10.4859
2009-11-02,-2.8036
2009-11-10,-18.905
2009-11-16,-2.3108
2009-11-18,-1.1132
2009-12-02,3.3771
2009-12-03,5.2632
2009-12-08,-7.931
2009-12-16,-8.427
2009-12-23,3.3487
2009-12-29,-5.2684
2010-01-05,5.6919
2010-01-07,-6.3982
2010-01-12,-0.5015
2010-01-13,0.1592
2010-01-19,-3.6547
2010-02-10,-16.8774
2010-02-25,-8.3995
2010-03-04,3.3935
2010-03-15,-1.3966
2010-03-17,-1.983
2010-03-25,-3.8295
2010-04-01,-4.2449
2010-04-05,2.6285
2010-04-15,77.1789
2010-04-16,27.8964
2010-04-19,-8.5864
2010-04-20,7.9535
2010-04-21,-1.4017
2010-04-22,-5.6865
2010-04-28,3.2353
2010-04-29,-5.8405000000000005
2010-05-04,-8.264
2010-05-06,0.536
2010-05-13,-1.3738000000000001
2010-05-14,-9.7921
2010-05-17,-4.1254
2010-05-20,-19.351
2010-05-26,15.8867
2010-06-01,15.9722
2010-06-04,-13.595
2010-06-08,-14.6561
2010-06-14,10.6767
2010-06-18,-6.5217
2010-06-21,6.9186
2010-06-22,-6.4709
2010-06-29,1.9186
2010-07-16,-6.9025
2010-07-19,2.9412000000000003
2010-07-20,3.7202
2010-07-21,-7.2023
2010-08-03,15.7699
2010-08-11,-11.9658
2010-08-19,-16.0194
2010-08-23,1.8425
2010-09-07,-2.3767
2010-10-01,22.6744
2010-10-04,-7.5237
2010-11-02,52.4023
2010-11-04,-14.354800000000001
2010-11-05,-11.7055
2010-11-08,2.0011
2010-11-11,2.2343
2010-11-24,-10.4478
2010-11-29,2.3810000000000002
2010-12-06,-10.2326
2010-12-07,-5.0842
2010-12-08,-1.74
2010-12-15,-2.9861
2010-12-21,-10.1646
2010-12-29,1.8725
2010-12-31,10.3637
2011-01-04,-6.4493
2011-01-05,0.303
2011-01-06,-5.9668
2011-01-14,13.7349
2011-01-19,-0.2825
2011-01-21,-4.2493
2011-01-24,-2.145
2011-01-26,0.189
2011-02-01,0.0
2011-02-07,-11.5805
2011-02-09,13.3106
2011-02-10,-0.0753
2011-02-22,-11.3791
2011-02-24,3.8689999999999998
2011-02-25,1.842
2011-03-02,-14.0675
2011-03-04,-7.5772
2011-03-10,6.0729
2011-03-15,20.5153
2011-03-16,-2.4545
2011-03-17,-3.0032
2011-03-18,-11.6318
2011-03-21,12.358
2011-03-24,5.5204
2011-03-25,-2.3562
2011-03-31,-0.2045
2011-05-02,-23.9344
2011-05-10,0.8621
2011-05-13,-9.8291
2011-05-19,-13.9218
2011-05-20,-0.7571
2011-06-02,19.4175
2011-06-22,-9.1173
2011-07-06,-4.9201
2011-07-19,7.3253
2011-07-21,-20.2254
2011-07-26,12.8728
2011-07-27,-11.1961
2011-08-05,-3.6805
2011-08-29,-33.4146
2011-09-07,6.8376
2011-09-26,-55.2
2011-10-11,-61.2245
2011-10-26,54.6053
2011-11-08,69.3617
2011-11-14,-0.7538
2011-11-21,-1.5190000000000001
2012-04-17,0.0
2012-05-10,-99.4859
2012-07-23,0.0
2012-12-18,0.0
2012-12-28,0.0
2014-12-09,1500.0
2014-12-30,-93.75
2015-12-30,0.0
2017-10-04,-92.0
2017-11-07,0.0
2017-11-09,9900.0
2017-12-12,-99.0
2017-12-21,0.0
2017-12-22,0.0
2017-12-26,900.0
2018-01-05,-99.0
2018-01-11,0.0
2018-12-17,0.0
2018-12-31,900.0
2019-01-18,900.0
2019-05-14,-90.0
2019-07-22,900.0
2019-10-04,0.0
2019-11-25,0.0
2019-12-06,0.0
2019-12-31,0.0
